Título;Extenso;Sessões;Usuários;Novos usuários;Data;Hora
Torneio Rio-Sao Paulo 1960;2023082423;1;1;0;24/08/2023;23
Torneio Rio-Sao Paulo 1960;2023082502;1;1;0;25/08/2023;2
Transwall 0 X 3 Fluminense;2023082315;1;1;0;23/08/2023;15
Treinador com mais campeonatos disputados;2023082500;1;1;0;25/08/2023;0
Treinador com mais campeonatos disputados;2023082512;1;1;0;25/08/2023;12
Treinador com mais campeonatos disputados;2023082710;1;1;0;27/08/2023;10
Treinador com mais jogos;2023082101;1;1;0;21/08/2023;1
Treinador com mais jogos;2023082500;1;1;0;25/08/2023;0
Treinador com mais jogos;2023082505;1;1;0;25/08/2023;5
Treinador com mais jogos;2023082515;1;1;0;25/08/2023;15
Treinador com mais jogos;2023082517;1;1;0;25/08/2023;17
Treinador com mais jogos;2023082609;1;1;0;26/08/2023;9
Treinador com mais jogos;2023082621;1;1;0;26/08/2023;21
Treinador com mais jogos;2023082710;1;1;0;27/08/2023;10
Treinador com mais jogos;2023082716;1;1;0;27/08/2023;16
Treinador com mais jogos;2023082721;1;1;0;27/08/2023;21
Treze 0 X 1 Fluminense;2023082507;1;1;0;25/08/2023;7
Tricolor;2023082400;1;1;0;24/08/2023;0
Tricolor 2021 com German Cano 2023;2023082223;1;1;0;22/08/2023;23
Tricolor 2023 com German Cano 2023;2023082223;1;1;0;22/08/2023;23
Tupi 1 X 1 Fluminense;2023082710;1;1;0;27/08/2023;10
Tupazinho 1996;2023082319;1;1;0;23/08/2023;19
Tecnico;2023082103;1;1;0;21/08/2023;3
Tecnico;2023082104;1;1;0;21/08/2023;4
Tecnico;2023082112;1;1;0;21/08/2023;12
Tecnico;2023082117;1;1;0;21/08/2023;17
Tecnico;2023082120;1;1;0;21/08/2023;20
Tecnico;2023082209;1;1;0;22/08/2023;9
Tecnico;2023082216;1;1;0;22/08/2023;16
Tecnico;2023082218;1;1;0;22/08/2023;18
Tecnico;2023082313;1;1;0;23/08/2023;13
Tecnico;2023082315;1;1;0;23/08/2023;15
Tecnico;2023082400;1;1;0;24/08/2023;0
Tecnico;2023082411;1;1;0;24/08/2023;11
Tecnico;2023082415;1;1;0;24/08/2023;15
Tecnico;2023082419;1;1;0;24/08/2023;19
Tecnico;2023082502;1;1;0;25/08/2023;2
Tecnico;2023082512;1;1;0;25/08/2023;12
Tecnico;2023082513;1;1;0;25/08/2023;13
Tecnico;2023082514;1;1;0;25/08/2023;14
Tecnico;2023082516;1;1;0;25/08/2023;16
Tecnico;2023082609;1;1;0;26/08/2023;9
Tecnico;2023082612;1;1;0;26/08/2023;12
Tecnico x Campeonato;2023082516;1;1;0;25/08/2023;16
Tecnico x Campeonato;2023082609;1;1;0;26/08/2023;9
Titulo do(a) Taca Amizade dos Campeoes;2023082609;1;1;0;26/08/2023;9
Titulos por Campeonato;2023082609;1;1;0;26/08/2023;9
URT 1 X 1 Fluminense;2023082411;1;1;0;24/08/2023;11
Udinese 1 X 1 Fluminense;2023082604;1;1;0;26/08/2023;4
Uendel 2008;2023082620;1;1;0;26/08/2023;20
Umbro;2023082400;1;1;0;24/08/2023;0
Umbro;2023082503;1;1;0;25/08/2023;3
Under Armour;2023082400;1;1;0;24/08/2023;0
Unimed;2023082100;1;1;0;21/08/2023;0
Unimed;2023082503;1;1;0;25/08/2023;3
Universidad de Chile 0 X 1 Fluminense;2023082421;1;1;0;24/08/2023;21
Universitario 1 X 6 Fluminense;2023082502;1;1;0;25/08/2023;2
Urrutia 2009;2023082620;1;1;0;26/08/2023;20
Valencia 1 X 0 Fluminense;2023082111;1;1;0;21/08/2023;11
Valencia 1 X 0 Fluminense;2023082313;1;1;0;23/08/2023;13
Valencia 2 X 3 Fluminense;2023082112;1;1;0;21/08/2023;12
Valencia 2 X 3 Fluminense;2023082614;1;1;0;26/08/2023;14
Vasco - Carioca;2023082305;1;1;0;23/08/2023;5
Vasco 0 X 0 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 0 X 0 Fluminense;2023082418;1;1;0;24/08/2023;18
Vasco 0 X 1 Fluminense;2023082100;1;1;0;21/08/2023;0
Vasco 0 X 1 Fluminense;2023082111;1;1;0;21/08/2023;11
Vasco 0 X 1 Fluminense;2023082408;1;1;0;24/08/2023;8
Vasco 0 X 1 Fluminense;2023082507;1;1;0;25/08/2023;7
Vasco 0 X 1 Fluminense;2023082621;1;1;0;26/08/2023;21
Vasco 0 X 4 Fluminense;2023082621;1;1;0;26/08/2023;21
Vasco 1 X 0 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 1 X 0 Fluminense;2023082515;1;1;0;25/08/2023;15
Vasco 1 X 0 Fluminense;2023082721;1;1;0;27/08/2023;21
Vasco 1 X 1 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 1 X 1 Fluminense;2023082721;1;1;0;27/08/2023;21
Vasco 1 X 3 Fluminense;2023082215;1;1;0;22/08/2023;15
Vasco 1 X 3 Fluminense;2023082518;1;1;0;25/08/2023;18
Vasco 1 X 4 Fluminense;2023082111;1;1;0;21/08/2023;11
Vasco 1 X 4 Fluminense;2023082313;1;1;0;23/08/2023;13
Vasco 1 X 5 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 1 X 5 Fluminense;2023082620;1;1;1;26/08/2023;20
Vasco 1963;2023082118;1;1;0;21/08/2023;18
Vasco 1963;2023082119;1;1;0;21/08/2023;19
Vasco 2 X 0 Fluminense;2023082315;1;1;0;23/08/2023;15
Vasco 2 X 1 Fluminense;2023082315;1;1;0;23/08/2023;15
Vasco 2 X 1 Fluminense;2023082621;1;1;0;26/08/2023;21
Vasco 2 X 2 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 2 X 2 Fluminense;2023082315;1;1;0;23/08/2023;15
Vasco 2 X 2 Fluminense;2023082502;1;1;0;25/08/2023;2
Vasco 2 X 2 Fluminense;2023082515;1;1;0;25/08/2023;15
Vasco 2 X 2 Fluminense;2023082613;1;1;0;26/08/2023;13
Vasco 2 X 5 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 3 X 0 Fluminense;2023082315;1;1;0;23/08/2023;15
Vasco 4 X 0 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 4 X 0 Fluminense;2023082613;1;1;0;26/08/2023;13
Vasco 4 X 1 Fluminense;2023082112;1;1;0;21/08/2023;12
Vasco 4 X 2 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco 4 X 2 Fluminense;2023082621;1;1;0;26/08/2023;21
Vasco 4 X 2 Fluminense;2023082622;1;1;0;26/08/2023;22
Vasco 4 X 3 Fluminense;2023082305;1;1;0;23/08/2023;5
Vasco de Aracaju 1 X 7 Fluminense;2023082507;1;1;0;25/08/2023;7
Velloso 1935;2023082713;1;1;0;27/08/2023;13
Vermelhos do Brunel - 1975;2023082408;1;1;0;24/08/2023;8
Vermelhos do Felipe Melo - 2023;2023082612;1;1;0;26/08/2023;12
Vermelhos do Jhon Arias - 2023;2023082103;1;1;0;21/08/2023;3
Vermelhos do Manoel - 2023;2023082513;1;1;0;25/08/2023;13
Vermelhos do Marlon - 2022;2023082513;1;1;0;25/08/2023;13
Victor Gonzalez 1962;2023082217;1;1;0;22/08/2023;17
Victor Gonzalez 1962;2023082223;1;1;0;22/08/2023;23
Victor Gonzalez 1962;2023082619;1;1;1;26/08/2023;19
Victor Oliveira 2015;2023082513;1;1;0;25/08/2023;13
Villa Nova MG 2 X 2 Fluminense;2023082613;1;1;0;26/08/2023;13
Vitor 1956;2023082113;1;1;1;21/08/2023;13
Vitoria ES 0 X 2 Fluminense;2023082109;1;1;0;21/08/2023;9
Vitoria ES 1 X 4 Fluminense;2023082507;1;1;0;25/08/2023;7
Vitoria ES 1 X 8 Fluminense;2023082613;1;1;0;26/08/2023;13
Vitoria BA 0 X 0 Fluminense;2023082315;1;1;0;23/08/2023;15
Vitoria BA 0 X 0 Fluminense;2023082507;1;1;0;25/08/2023;7
Vitoria BA 0 X 2 Fluminense;2023082111;1;1;0;21/08/2023;11
Vitoria BA 1 X 2 Fluminense;2023082713;1;1;0;27/08/2023;13
Vitoria BA 2 X 2 Fluminense;2023082111;1;1;0;21/08/2023;11
Vitoria BA 2 X 2 Fluminense;2023082123;1;1;0;21/08/2023;23
Vitoria BA 2 X 2 Fluminense;2023082313;1;1;0;23/08/2023;13
Vitoria BA 2 X 4 Fluminense;2023082312;1;1;0;23/08/2023;12
Vitoria de Santo Antao 1 X 4 Fluminense;2023082710;1;1;0;27/08/2023;10
Volta Redonda 0 X 1 Fluminense;2023082515;1;1;0;25/08/2023;15
Volta Redonda 0 X 1 Fluminense;2023082721;1;1;0;27/08/2023;21
Volta Redonda 1 X 0 Fluminense;2023082213;1;1;0;22/08/2023;13
Volta Redonda 1 X 1 Fluminense;2023082315;1;1;0;23/08/2023;15
Volta Redonda 2 X 1 Fluminense;2023082213;1;1;0;22/08/2023;13
Volta Redonda 4 X 2 Fluminense;2023082518;1;1;0;25/08/2023;18
Votorantim 1935;2023082218;1;1;0;22/08/2023;18
Votorantim 1935;2023082222;1;1;1;22/08/2023;22
Vagner 1989;2023082115;1;1;0;21/08/2023;15
W. Murray 1905;2023082219;1;1;0;22/08/2023;19
Wagner 1998;2023082408;1;1;0;24/08/2023;8
Walbert 1986;2023082221;1;1;1;22/08/2023;21
Waldemar 1931;2023082209;1;1;0;22/08/2023;9
Waldir 1981;2023082116;1;1;0;21/08/2023;16
Waldo 1932;2023082111;1;1;0;21/08/2023;11
Waldo 1932;2023082116;1;1;0;21/08/2023;16
Waldo 1932;2023082720;1;1;0;27/08/2023;20
Waldo 1961;2023082111;1;1;0;21/08/2023;11
Waldo 1961;2023082112;1;1;0;21/08/2023;12
Waldo 1961;2023082116;1;1;0;21/08/2023;16
Waldo 1961;2023082217;1;1;0;22/08/2023;17
Waldo 1961;2023082614;1;1;0;26/08/2023;14
Waldo 1961;2023082720;1;1;0;27/08/2023;20
Waldo 1961 - Gols por Ano;2023082217;1;1;0;22/08/2023;17
Waldo 1961 - Maracana;2023082516;1;1;0;25/08/2023;16
Waldsportstadion;2023082313;1;1;0;23/08/2023;13
Wallace 1982;2023082116;1;1;0;21/08/2023;16
Wallace 1995;2023082710;1;1;0;27/08/2023;10
Wallace 1995;2023082711;1;1;0;27/08/2023;11
Washington 1989;2023082214;1;1;0;22/08/2023;14
Washington 1989;2023082215;1;1;0;22/08/2023;15
Washington 1989;2023082614;1;1;0;26/08/2023;14
Washington 2010;2023082214;1;1;0;22/08/2023;14
Washington 2010 - Gols por Adversario;2023082103;1;1;0;21/08/2023;3
Welfare 1924;2023082200;1;1;0;22/08/2023;0
Welfare 1924;2023082308;1;1;0;23/08/2023;8
Welfare 1924 - Gols por Ano;2023082308;1;1;0;23/08/2023;8
Welington 1998;2023082422;1;1;1;24/08/2023;22
Welington Nem 2019;2023082115;1;1;0;21/08/2023;15
Welington Nem 2019 - Gols por Ano;2023082721;1;1;0;27/08/2023;21
Wellerson 1997;2023082101;1;1;0;21/08/2023;1
Wellerson 1997;2023082108;1;1;0;21/08/2023;8
Wellerson 1997;2023082216;1;1;1;22/08/2023;16
Wellerson 1997;2023082622;1;1;0;26/08/2023;22
Wellington Silva 2016;2023082510;1;1;0;25/08/2023;10
Wellington Silva 2016 - Gols por Ano;2023082721;1;1;0;27/08/2023;21
Wellington Silva 2021;2023082723;1;1;0;27/08/2023;23
Wellington Silva 2021 - Gols por Ano;2023082721;1;1;0;27/08/2023;21
William Marcelo Nery;2023082509;1;1;0;25/08/2023;9
Willians 2011;2023082700;1;1;0;27/08/2023;0
Wilton Pereira Sampaio;2023082123;1;1;0;21/08/2023;23
Wordcloud Artilheiros;2023082310;1;1;0;23/08/2023;10
Xatara 1952;2023082620;1;1;0;26/08/2023;20
Yago 2023;2023082612;1;1;0;26/08/2023;12
Yago 2023;2023082723;1;1;0;27/08/2023;23
Yan 2002;2023082121;1;1;0;21/08/2023;21
Yan 2002;2023082123;1;1;0;21/08/2023;23
Yony Gonzales 2023;2023082420;1;1;0;24/08/2023;20
Yony Gonzales 2023;2023082621;1;1;0;26/08/2023;21
Yony Gonzales 2023;2023082717;1;1;0;27/08/2023;17
Yony Gonzales 2023;2023082723;1;1;0;27/08/2023;23
Ypiranga BA 1 X 1 Fluminense;2023082507;1;1;0;25/08/2023;7
Zetti 2000;2023082620;1;1;0;26/08/2023;20
Zeze 1982;2023082620;1;1;0;26/08/2023;20
Zeze Gomes 1985;2023082508;1;1;0;25/08/2023;8
Zeze Gomes 1985;2023082603;1;1;0;26/08/2023;3
Alvaro Macedo 1906;2023082219;1;1;0;22/08/2023;19
Alvaro Macedo 1906;2023082615;1;1;0;26/08/2023;15
Arbitro;2023082310;1;1;0;23/08/2023;10
Arbitros;2023082103;1;1;0;21/08/2023;3
Arbitros;2023082112;1;1;0;21/08/2023;12
Arbitros;2023082117;1;1;0;21/08/2023;17
Arbitros;2023082120;1;1;0;21/08/2023;20
Arbitros;2023082220;1;1;0;22/08/2023;20
Arbitros;2023082222;1;1;0;22/08/2023;22
Arbitros;2023082310;1;1;0;23/08/2023;10
Arbitros;2023082319;1;1;0;23/08/2023;19
Arbitros;2023082323;1;1;0;23/08/2023;23
Arbitros;2023082400;1;1;0;24/08/2023;0
Arbitros;2023082401;1;1;0;24/08/2023;1
Arbitros;2023082403;1;1;0;24/08/2023;3
Arbitros;2023082410;1;1;0;24/08/2023;10
Arbitros;2023082415;1;1;0;24/08/2023;15
Arbitros;2023082511;1;1;0;25/08/2023;11
Arbitros;2023082518;1;1;0;25/08/2023;18
Arbitros;2023082522;1;1;0;25/08/2023;22
Arbitros;2023082601;1;1;0;26/08/2023;1
Arbitros;2023082609;1;1;0;26/08/2023;9
Arbitros;2023082610;1;1;0;26/08/2023;10
Arbitros;2023082616;1;1;0;26/08/2023;16
Arbitros;2023082618;1;1;0;26/08/2023;18
Arbitros;2023082620;1;1;0;26/08/2023;20
Arbitros;2023082622;1;1;0;26/08/2023;22
Arbitros;2023082700;1;1;0;27/08/2023;0
Arbitros;2023082702;1;1;0;27/08/2023;2
Arbitros;2023082703;1;1;0;27/08/2023;3
Arbitros;2023082716;1;1;0;27/08/2023;16
Arbitros;2023082718;1;1;0;27/08/2023;18
Arbitros;2023082720;1;1;0;27/08/2023;20
Arbitros;2023082722;1;1;0;27/08/2023;22
Ezio 1995;2023082212;1;1;0;22/08/2023;12
Ezio 1995;2023082319;1;1;0;23/08/2023;19
Ezio 1995;2023082519;1;1;0;25/08/2023;19
Italo Del Cima;2023082114;1;1;1;21/08/2023;14
Ultimos 2572 jogos como Mandante;2023082108;1;1;0;21/08/2023;8
Ultimos 2572 jogos como Mandante;2023082109;1;1;0;21/08/2023;9
Ultimos 2572 jogos como Mandante;2023082215;1;1;0;22/08/2023;15
Ultimos 2573 jogos como Mandante;2023082508;1;1;0;25/08/2023;8
Ultimos 2573 jogos como Mandante;2023082509;1;1;0;25/08/2023;9
Ultimos 2573 jogos como Mandante;2023082511;1;1;0;25/08/2023;11
Ultimos 2573 jogos como Mandante;2023082517;1;1;0;25/08/2023;17
Ultimos 2573 jogos como Mandante;2023082518;1;1;0;25/08/2023;18
Ultimos 350 jogos;2023082722;1;1;0;27/08/2023;22
Ultimos 400 jogos;2023082722;1;1;0;27/08/2023;22
Ultimos 4500 jogos;2023082522;1;1;0;25/08/2023;22
Ultimos 4500 jogos;2023082523;1;1;0;25/08/2023;23
Ultimos 5900 jogos;2023082101;1;1;0;21/08/2023;1
Ultimos 5900 jogos;2023082500;1;1;0;25/08/2023;0
Ultimos 5900 jogos;2023082502;1;1;0;25/08/2023;2
Ultimos 5974 jogos;2023082420;1;1;0;24/08/2023;20
Ultimos Jogos;2023082101;1;1;0;21/08/2023;1
Ultimos Jogos;2023082108;1;1;0;21/08/2023;8
Ultimos Jogos;2023082109;1;1;0;21/08/2023;9
Ultimos Jogos;2023082215;1;1;0;22/08/2023;15
Ultimos Jogos;2023082420;1;1;0;24/08/2023;20
Ultimos Jogos;2023082500;1;1;0;25/08/2023;0
Ultimos Jogos;2023082502;1;1;0;25/08/2023;2
Ultimos Jogos;2023082508;1;1;0;25/08/2023;8
Ultimos Jogos;2023082509;1;1;0;25/08/2023;9
Ultimos Jogos;2023082511;1;1;0;25/08/2023;11
Ultimos Jogos;2023082517;1;1;0;25/08/2023;17
Ultimos Jogos;2023082518;1;1;0;25/08/2023;18
Ultimos Jogos;2023082522;1;1;0;25/08/2023;22
Ultimos Jogos;2023082722;1;1;0;27/08/2023;22
Ultimos jogos em campeonato;2023082203;1;1;0;22/08/2023;3
Estatisticas Fluminense - Principal;2023090318;16;16;3;03/09/2023;18
Estatisticas Fluminense - Principal;2023090613;8;8;2;06/09/2023;13
Jogador;2023090712;8;8;0;07/09/2023;12
Estatisticas Fluminense - Principal;2023090212;7;7;2;02/09/2023;12
Estatisticas Fluminense - Principal;2023090216;7;7;0;02/09/2023;16
Estatisticas Fluminense - Principal;2023090314;7;7;4;03/09/2023;14
Estatisticas Fluminense - Principal;2023090316;7;6;2;03/09/2023;16
Estatisticas Fluminense - Principal;2023090319;7;7;2;03/09/2023;19
Estatisticas Fluminense - Principal;2023090511;7;7;1;05/09/2023;11
Estatisticas Fluminense - Principal;2023090513;7;7;3;05/09/2023;13
Estatisticas Fluminense - Principal;2023090522;7;7;4;05/09/2023;22
Estatisticas Fluminense - Principal;2023090623;7;6;1;06/09/2023;23
Adversarios;2023090318;6;6;0;03/09/2023;18
Consultas Especiais;2023090318;6;6;0;03/09/2023;18
Estatisticas Fluminense - Principal;2023090209;6;5;1;02/09/2023;9
Estatisticas Fluminense - Principal;2023090309;6;6;4;03/09/2023;9
Estatisticas Fluminense - Principal;2023090315;6;6;4;03/09/2023;15
Estatisticas Fluminense - Principal;2023090317;6;6;2;03/09/2023;17
Estatisticas Fluminense - Principal;2023090413;6;6;3;04/09/2023;13
Estatisticas Fluminense - Principal;2023090415;6;6;0;04/09/2023;15
Estatisticas Fluminense - Principal;2023090416;6;6;2;04/09/2023;16
Estatisticas Fluminense - Principal;2023090514;6;6;1;05/09/2023;14
Estatisticas Fluminense - Principal;2023090517;6;6;1;05/09/2023;17
Estatisticas Fluminense - Principal;2023090609;6;6;1;06/09/2023;9
Estatisticas Fluminense - Principal;2023090615;6;6;0;06/09/2023;15
Estatisticas Fluminense - Principal;2023090712;6;6;3;07/09/2023;12
Estatisticas Fluminense - Principal;2023090815;6;6;0;08/09/2023;15
Estatisticas Fluminense - Principal;2023090211;5;5;1;02/09/2023;11
Estatisticas Fluminense - Principal;2023090218;5;5;3;02/09/2023;18
Estatisticas Fluminense - Principal;2023090219;5;5;1;02/09/2023;19
Estatisticas Fluminense - Principal;2023090220;5;5;1;02/09/2023;20
Estatisticas Fluminense - Principal;2023090320;5;5;1;03/09/2023;20
Estatisticas Fluminense - Principal;2023090322;5;5;0;03/09/2023;22
Estatisticas Fluminense - Principal;2023090412;5;5;1;04/09/2023;12
Estatisticas Fluminense - Principal;2023090516;5;5;2;05/09/2023;16
Estatisticas Fluminense - Principal;2023090519;5;5;0;05/09/2023;19
Estatisticas Fluminense - Principal;2023090622;5;5;1;06/09/2023;22
Estatisticas Fluminense - Principal;2023090709;5;4;1;07/09/2023;9
Estatisticas Fluminense - Principal;2023090814;5;5;0;08/09/2023;14
Estatisticas Fluminense - Principal;2023090820;5;5;2;08/09/2023;20
Fluminense x Fortaleza-CE;2023090318;5;5;0;03/09/2023;18
Jogador;2023090314;5;5;0;03/09/2023;14
Jogador;2023090622;5;5;0;06/09/2023;22
Jogador;2023090815;5;5;0;08/09/2023;15
Adversarios;2023090319;4;4;0;03/09/2023;19
Adversarios;2023090517;4;4;0;05/09/2023;17
Consultas Especiais;2023090209;4;4;0;02/09/2023;9
Consultas Especiais;2023090319;4;4;0;03/09/2023;19
Consultas Especiais;2023090513;4;4;0;05/09/2023;13
Especiais Estadios;2023090318;4;4;0;03/09/2023;18
Especiais Jogadores;2023090318;4;4;0;03/09/2023;18
Estatisticas Fluminense - Principal;2023090213;4;4;1;02/09/2023;13
Estatisticas Fluminense - Principal;2023090221;4;4;1;02/09/2023;21
Estatisticas Fluminense - Principal;2023090222;4;4;0;02/09/2023;22
Estatisticas Fluminense - Principal;2023090310;4;4;0;03/09/2023;10
Estatisticas Fluminense - Principal;2023090312;4;4;1;03/09/2023;12
Estatisticas Fluminense - Principal;2023090313;4;4;0;03/09/2023;13
Estatisticas Fluminense - Principal;2023090321;4;4;3;03/09/2023;21
Estatisticas Fluminense - Principal;2023090421;4;4;2;04/09/2023;21
Estatisticas Fluminense - Principal;2023090422;4;4;2;04/09/2023;22
Estatisticas Fluminense - Principal;2023090512;4;4;1;05/09/2023;12
Estatisticas Fluminense - Principal;2023090515;4;4;2;05/09/2023;15
Estatisticas Fluminense - Principal;2023090520;4;4;0;05/09/2023;20
Estatisticas Fluminense - Principal;2023090611;4;4;1;06/09/2023;11
Estatisticas Fluminense - Principal;2023090614;4;4;1;06/09/2023;14
Estatisticas Fluminense - Principal;2023090618;4;4;4;06/09/2023;18
Estatisticas Fluminense - Principal;2023090710;4;3;1;07/09/2023;10
Estatisticas Fluminense - Principal;2023090715;4;4;0;07/09/2023;15
Estatisticas Fluminense - Principal;2023090812;4;4;2;08/09/2023;12
Estatisticas Fluminense - Principal;2023090816;4;4;1;08/09/2023;16
Estatisticas Fluminense - Principal;2023090819;4;4;0;08/09/2023;19
Fluminense x Fortaleza-CE;2023090319;4;4;0;03/09/2023;19
Jogador;2023090613;4;4;0;06/09/2023;13
Jogador;2023090623;4;4;1;06/09/2023;23
Jogador;2023090814;4;4;0;08/09/2023;14
Jogo;2023090515;4;4;0;05/09/2023;15
Adversarios;2023090216;3;3;0;02/09/2023;16
Adversarios;2023090316;3;3;0;03/09/2023;16
Adversarios;2023090320;3;3;0;03/09/2023;20
Adversarios;2023090511;3;3;0;05/09/2023;11
Adversarios;2023090514;3;3;1;05/09/2023;14
Adversarios;2023090519;3;3;0;05/09/2023;19
Adversarios;2023090613;3;3;0;06/09/2023;13
Consultas Especiais;2023090216;3;3;0;02/09/2023;16
Consultas Especiais;2023090307;3;3;0;03/09/2023;7
Consultas Especiais;2023090313;3;3;0;03/09/2023;13
Consultas Especiais;2023090320;3;2;0;03/09/2023;20
Consultas Especiais;2023090416;3;3;0;04/09/2023;16
Consultas Especiais;2023090520;3;3;0;05/09/2023;20
Consultas Especiais;2023090522;3;3;0;05/09/2023;22
Consultas Especiais;2023090814;3;3;0;08/09/2023;14
Especiais Adversarios;2023090319;3;3;0;03/09/2023;19
Especiais Adversarios;2023090320;3;2;0;03/09/2023;20
Especiais Jogadores;2023090422;3;2;0;04/09/2023;22
Estatisticas Fluminense - Principal;2023090200;3;3;0;02/09/2023;0
Estatisticas Fluminense - Principal;2023090208;3;3;0;02/09/2023;8
Estatisticas Fluminense - Principal;2023090210;3;3;2;02/09/2023;10
Estatisticas Fluminense - Principal;2023090215;3;3;0;02/09/2023;15
Estatisticas Fluminense - Principal;2023090217;3;3;0;02/09/2023;17
Estatisticas Fluminense - Principal;2023090300;3;3;1;03/09/2023;0
Estatisticas Fluminense - Principal;2023090308;3;3;1;03/09/2023;8
Estatisticas Fluminense - Principal;2023090323;3;3;2;03/09/2023;23
Estatisticas Fluminense - Principal;2023090410;3;3;1;04/09/2023;10
Estatisticas Fluminense - Principal;2023090411;3;3;1;04/09/2023;11
Estatisticas Fluminense - Principal;2023090417;3;3;1;04/09/2023;17
Estatisticas Fluminense - Principal;2023090418;3;3;0;04/09/2023;18
Estatisticas Fluminense - Principal;2023090419;3;3;0;04/09/2023;19
Estatisticas Fluminense - Principal;2023090508;3;3;3;05/09/2023;8
Estatisticas Fluminense - Principal;2023090510;3;3;0;05/09/2023;10
Estatisticas Fluminense - Principal;2023090518;3;3;0;05/09/2023;18
Estatisticas Fluminense - Principal;2023090619;3;3;1;06/09/2023;19
Estatisticas Fluminense - Principal;2023090620;3;3;2;06/09/2023;20
Estatisticas Fluminense - Principal;2023090621;3;3;1;06/09/2023;21
Estatisticas Fluminense - Principal;2023090711;3;3;2;07/09/2023;11
Estatisticas Fluminense - Principal;2023090714;3;3;1;07/09/2023;14
Estatisticas Fluminense - Principal;2023090719;3;3;1;07/09/2023;19
Estatisticas Fluminense - Principal;2023090720;3;3;0;07/09/2023;20
Estatisticas Fluminense - Principal;2023090722;3;3;1;07/09/2023;22
Estatisticas Fluminense - Principal;2023090808;3;3;0;08/09/2023;8
Estatisticas Fluminense - Principal;2023090809;3;3;1;08/09/2023;9
Estatisticas Fluminense - Principal;2023090811;3;3;1;08/09/2023;11
Estatisticas Fluminense - Principal;2023090813;3;3;0;08/09/2023;13
Estatisticas Fluminense - Principal;2023090822;3;3;1;08/09/2023;22
Estadios;2023090613;3;3;0;06/09/2023;13
Fluminense x Fortaleza-CE;2023090320;3;3;0;03/09/2023;20
Fluminense x Vasco-RJ;2023090519;3;3;0;05/09/2023;19
Graficos;2023090522;3;3;1;05/09/2023;22
Informacoes Gerais;2023090318;3;3;0;03/09/2023;18
Jogador;2023090220;3;3;0;02/09/2023;20
Jogador;2023090221;3;3;0;02/09/2023;21
Jogador;2023090313;3;3;1;03/09/2023;13
Jogador;2023090319;3;3;0;03/09/2023;19
Jogador;2023090412;3;3;0;04/09/2023;12
Jogador;2023090416;3;3;0;04/09/2023;16
Jogador;2023090620;3;3;0;06/09/2023;20
Jogador;2023090701;3;1;0;07/09/2023;1
Jogador;2023090711;3;3;1;07/09/2023;11
Jogador;2023090819;3;3;0;08/09/2023;19
Jogo;2023090319;3;3;0;03/09/2023;19
Jogo;2023090516;3;3;0;05/09/2023;16
Jogo;2023090613;3;3;0;06/09/2023;13
Jogo;2023090615;3;3;0;06/09/2023;15
Jogo;2023090815;3;3;0;08/09/2023;15
Paulistano 0 X 3 Fluminense;2023090515;3;2;0;05/09/2023;15
Raulino de Oliveira;2023090318;3;3;0;03/09/2023;18
Arbitros;2023090518;3;3;0;05/09/2023;18
Adversario x Estadio;2023090513;2;2;0;05/09/2023;13
Adversarios;2023090200;2;2;0;02/09/2023;0
Adversarios;2023090209;2;2;0;02/09/2023;9
Adversarios;2023090210;2;2;0;02/09/2023;10
Adversarios;2023090212;2;2;0;02/09/2023;12
Adversarios;2023090219;2;2;0;02/09/2023;19
Adversarios;2023090220;2;2;1;02/09/2023;20
Adversarios;2023090222;2;2;0;02/09/2023;22
Adversarios;2023090313;2;2;1;03/09/2023;13
Adversarios;2023090315;2;2;0;03/09/2023;15
Adversarios;2023090415;2;2;0;04/09/2023;15
Adversarios;2023090417;2;2;0;04/09/2023;17
Adversarios;2023090512;2;2;0;05/09/2023;12
Adversarios;2023090515;2;2;0;05/09/2023;15
Adversarios;2023090516;2;2;0;05/09/2023;16
Adversarios;2023090522;2;2;0;05/09/2023;22
Adversarios;2023090611;2;2;0;06/09/2023;11
Adversarios;2023090612;2;2;1;06/09/2023;12
Adversarios;2023090811;2;2;0;08/09/2023;11
Adversarios;2023090815;2;2;1;08/09/2023;15
Adversarios;2023090819;2;2;0;08/09/2023;19
Assistencias do Jhon Arias;2023090216;2;2;0;02/09/2023;16
Assistencias em Ano;2023090216;2;2;0;02/09/2023;16
Assistencias em Ano;2023090220;2;1;0;02/09/2023;20
Botafogo 1 X 1 Fluminense;2023090716;2;2;0;07/09/2023;16
Botafogo 4 X 2 Fluminense;2023090716;2;2;0;07/09/2023;16
Brasileiro;2023090521;2;1;0;05/09/2023;21
Campeonatos;2023090209;2;2;0;02/09/2023;9
Campeonatos;2023090412;2;2;0;04/09/2023;12
Campeonatos;2023090522;2;2;0;05/09/2023;22
Campeonatos;2023090609;2;2;0;06/09/2023;9
Campeonatos;2023090611;2;2;0;06/09/2023;11
