Título;Extenso;Sessões;Usuários;Novos usuários;Data;Hora
Estatisticas Fluminense - Principal;2023091420;11;11;7;14/09/2023;20
Estatisticas Fluminense - Principal;2023091319;9;8;3;13/09/2023;19
Estatisticas Fluminense - Principal;2023090918;8;8;5;09/09/2023;18
Estatisticas Fluminense - Principal;2023091419;8;7;2;14/09/2023;19
Estatisticas Fluminense - Principal;2023091414;7;7;1;14/09/2023;14
Estatisticas Fluminense - Principal;2023091415;7;7;2;14/09/2023;15
Estatisticas Fluminense - Principal;2023091421;7;7;2;14/09/2023;21
Jogador;2023091211;7;7;1;12/09/2023;11
Estatisticas Fluminense - Principal;2023091210;6;6;1;12/09/2023;10
Estatisticas Fluminense - Principal;2023091211;6;6;1;12/09/2023;11
Estatisticas Fluminense - Principal;2023091216;6;6;2;12/09/2023;16
Estatisticas Fluminense - Principal;2023091217;6;6;4;12/09/2023;17
Estatisticas Fluminense - Principal;2023091310;6;6;1;13/09/2023;10
Estatisticas Fluminense - Principal;2023091417;6;5;1;14/09/2023;17
Adilson 1973;2023091211;5;5;0;12/09/2023;11
Adversarios;2023091415;5;5;0;14/09/2023;15
Estatisticas Fluminense - Principal;2023090916;5;5;3;09/09/2023;16
Estatisticas Fluminense - Principal;2023091018;5;5;3;10/09/2023;18
Estatisticas Fluminense - Principal;2023091114;5;5;2;11/09/2023;14
Estatisticas Fluminense - Principal;2023091117;5;5;1;11/09/2023;17
Estatisticas Fluminense - Principal;2023091412;5;5;2;14/09/2023;12
Estatisticas Fluminense - Principal;2023091413;5;5;1;14/09/2023;13
Estatisticas Fluminense - Principal;2023091416;5;5;2;14/09/2023;16
Estatisticas Fluminense - Principal;2023091422;5;5;3;14/09/2023;22
Adversarios;2023091316;4;3;0;13/09/2023;16
Adversarios;2023091319;4;3;0;13/09/2023;19
Adversarios;2023091414;4;4;0;14/09/2023;14
Consultas Especiais;2023091210;4;4;0;12/09/2023;10
Consultas Especiais;2023091414;4;4;0;14/09/2023;14
Estatisticas Fluminense - Principal;2023090910;4;4;1;09/09/2023;10
Estatisticas Fluminense - Principal;2023090921;4;4;3;09/09/2023;21
Estatisticas Fluminense - Principal;2023091014;4;4;0;10/09/2023;14
Estatisticas Fluminense - Principal;2023091110;4;4;0;11/09/2023;10
Estatisticas Fluminense - Principal;2023091111;4;4;1;11/09/2023;11
Estatisticas Fluminense - Principal;2023091113;4;4;2;11/09/2023;13
Estatisticas Fluminense - Principal;2023091115;4;4;0;11/09/2023;15
Estatisticas Fluminense - Principal;2023091119;4;4;0;11/09/2023;19
Estatisticas Fluminense - Principal;2023091121;4;4;1;11/09/2023;21
Estatisticas Fluminense - Principal;2023091215;4;4;1;12/09/2023;15
Estatisticas Fluminense - Principal;2023091219;4;4;1;12/09/2023;19
Estatisticas Fluminense - Principal;2023091309;4;4;2;13/09/2023;9
Estatisticas Fluminense - Principal;2023091311;4;4;1;13/09/2023;11
Estatisticas Fluminense - Principal;2023091313;4;4;1;13/09/2023;13
Estatisticas Fluminense - Principal;2023091316;4;4;1;13/09/2023;16
Estatisticas Fluminense - Principal;2023091409;4;4;0;14/09/2023;9
Estatisticas Fluminense - Principal;2023091410;4;4;0;14/09/2023;10
Estatisticas Fluminense - Principal;2023091423;4;4;0;14/09/2023;23
Fluminense 0 X 0 CRB;2023091218;4;4;3;12/09/2023;18
Jogador;2023091210;4;4;0;12/09/2023;10
Jogador;2023091314;4;4;0;13/09/2023;14
Jogador;2023091319;4;4;0;13/09/2023;19
Jogador;2023091413;4;4;0;14/09/2023;13
Jogo;2023091014;4;4;0;10/09/2023;14
Jogo;2023091416;4;4;0;14/09/2023;16
Adilson 1999;2023091211;3;3;0;12/09/2023;11
Adversarios;2023090919;3;2;0;09/09/2023;19
Adversarios;2023091014;3;3;0;10/09/2023;14
Adversarios;2023091117;3;3;0;11/09/2023;17
Adversarios;2023091211;3;3;0;12/09/2023;11
Adversarios;2023091416;3;3;0;14/09/2023;16
Adversarios;2023091417;3;3;0;14/09/2023;17
Adversarios;2023091420;3;3;0;14/09/2023;20
Consultas Especiais;2023091013;3;3;0;10/09/2023;13
Consultas Especiais;2023091215;3;3;0;12/09/2023;15
Consultas Especiais;2023091219;3;3;0;12/09/2023;19
Consultas Especiais;2023091319;3;2;0;13/09/2023;19
Consultas Especiais;2023091320;3;3;0;13/09/2023;20
Consultas Especiais;2023091416;3;3;0;14/09/2023;16
Consultas Especiais;2023091419;3;3;0;14/09/2023;19
Estatisticas Fluminense - Principal;2023090909;3;3;1;09/09/2023;9
Estatisticas Fluminense - Principal;2023090915;3;3;1;09/09/2023;15
Estatisticas Fluminense - Principal;2023091008;3;3;1;10/09/2023;8
Estatisticas Fluminense - Principal;2023091009;3;3;2;10/09/2023;9
Estatisticas Fluminense - Principal;2023091012;3;3;2;10/09/2023;12
Estatisticas Fluminense - Principal;2023091013;3;2;0;10/09/2023;13
Estatisticas Fluminense - Principal;2023091015;3;3;0;10/09/2023;15
Estatisticas Fluminense - Principal;2023091016;3;3;0;10/09/2023;16
Estatisticas Fluminense - Principal;2023091017;3;3;1;10/09/2023;17
Estatisticas Fluminense - Principal;2023091109;3;3;0;11/09/2023;9
Estatisticas Fluminense - Principal;2023091112;3;3;0;11/09/2023;12
Estatisticas Fluminense - Principal;2023091116;3;3;0;11/09/2023;16
Estatisticas Fluminense - Principal;2023091122;3;3;0;11/09/2023;22
Estatisticas Fluminense - Principal;2023091209;3;3;0;12/09/2023;9
Estatisticas Fluminense - Principal;2023091212;3;3;2;12/09/2023;12
Estatisticas Fluminense - Principal;2023091214;3;3;1;12/09/2023;14
Estatisticas Fluminense - Principal;2023091222;3;3;0;12/09/2023;22
Estatisticas Fluminense - Principal;2023091312;3;3;0;13/09/2023;12
Estatisticas Fluminense - Principal;2023091315;3;3;0;13/09/2023;15
Estatisticas Fluminense - Principal;2023091317;3;3;1;13/09/2023;17
Estatisticas Fluminense - Principal;2023091318;3;3;0;13/09/2023;18
Estatisticas Fluminense - Principal;2023091408;3;3;1;14/09/2023;8
Estatisticas Fluminense - Principal;2023091411;3;3;1;14/09/2023;11
Estatisticas Fluminense - Principal;2023091418;3;3;1;14/09/2023;18
Estadios;2023091018;3;3;0;10/09/2023;18
Estadios;2023091309;3;2;0;13/09/2023;9
Fluminense 2 X 1 America;2023091416;3;2;0;14/09/2023;16
Fluminense 4 X 4 Botafogo;2023091217;3;3;0;12/09/2023;17
Fluminense x Vasco-RJ;2023091319;3;2;0;13/09/2023;19
Graficos;2023091414;3;3;0;14/09/2023;14
Jogador;2023090911;3;3;0;09/09/2023;11
Jogador;2023090915;3;3;0;09/09/2023;15
Jogador;2023090916;3;3;0;09/09/2023;16
Jogador;2023091009;3;3;0;10/09/2023;9
Jogador;2023091112;3;3;1;11/09/2023;12
Jogador;2023091117;3;3;0;11/09/2023;17
Jogador;2023091119;3;3;0;11/09/2023;19
Jogador;2023091320;3;3;0;13/09/2023;20
Jogador;2023091412;3;3;0;14/09/2023;12
Jogador;2023091420;3;3;0;14/09/2023;20
Jogador;2023091421;3;3;0;14/09/2023;21
Jogador;2023091422;3;3;0;14/09/2023;22
Jogador;2023091423;3;3;0;14/09/2023;23
Jogo;2023091013;3;3;0;10/09/2023;13
Jogo;2023091114;3;3;0;11/09/2023;14
Jogo;2023091117;3;3;0;11/09/2023;17
Jogo;2023091315;3;3;0;13/09/2023;15
Jogo;2023091420;3;3;0;14/09/2023;20
Todos os Jogos contra Vasco-RJ;2023091415;3;3;0;14/09/2023;15
Adilson 1945;2023091211;2;2;0;12/09/2023;11
Adilson 1945;2023091216;2;2;0;12/09/2023;16
Adilson 1973;2023091216;2;2;0;12/09/2023;16
Adilco 1981;2023091211;2;2;0;12/09/2023;11
Adversarios;2023090920;2;1;0;09/09/2023;20
Adversarios;2023091015;2;2;0;10/09/2023;15
Adversarios;2023091110;2;2;1;11/09/2023;10
Adversarios;2023091114;2;2;0;11/09/2023;14
Adversarios;2023091115;2;2;0;11/09/2023;15
Adversarios;2023091116;2;2;0;11/09/2023;16
Adversarios;2023091214;2;2;0;12/09/2023;14
Adversarios;2023091216;2;2;0;12/09/2023;16
Adversarios;2023091219;2;2;0;12/09/2023;19
Adversarios;2023091309;2;2;0;13/09/2023;9
Adversarios;2023091310;2;2;0;13/09/2023;10
Adversarios;2023091313;2;2;0;13/09/2023;13
Adversarios;2023091410;2;2;0;14/09/2023;10
Adversarios;2023091421;2;2;0;14/09/2023;21
Adversarios;2023091422;2;2;0;14/09/2023;22
Atletico MG 1 X 3 Fluminense;2023091322;2;1;0;13/09/2023;22
Campeonato x Estadio;2023091419;2;2;0;14/09/2023;19
Campeonatos;2023091117;2;2;0;11/09/2023;17
Campeonatos;2023091309;2;2;1;13/09/2023;9
Campeonatos;2023091414;2;2;0;14/09/2023;14
Carlinhos 1987;2023090912;2;1;0;09/09/2023;12
Consultas Especiais;2023091018;2;2;0;10/09/2023;18
Consultas Especiais;2023091110;2;2;0;11/09/2023;10
Consultas Especiais;2023091111;2;2;0;11/09/2023;11
Consultas Especiais;2023091114;2;2;0;11/09/2023;14
Consultas Especiais;2023091117;2;2;0;11/09/2023;17
Consultas Especiais;2023091213;2;2;0;12/09/2023;13
Consultas Especiais;2023091312;2;1;0;13/09/2023;12
Consultas Especiais;2023091313;2;2;0;13/09/2023;13
Consultas Especiais;2023091404;2;2;0;14/09/2023;4
Consultas Especiais;2023091415;2;2;0;14/09/2023;15
Consultas Especiais;2023091420;2;2;0;14/09/2023;20
Curiosidades e Titulos;2023091215;2;2;0;12/09/2023;15
Curiosidades e Titulos;2023091414;2;2;0;14/09/2023;14
Desportiva 1 X 2 Fluminense;2023091414;2;2;0;14/09/2023;14
Disputa de Penalti;2023091414;2;1;0;14/09/2023;14
Engenhao;2023091319;2;1;0;13/09/2023;19
Especiais Adversarios;2023091219;2;2;0;12/09/2023;19
Especiais Adversarios;2023091319;2;2;0;13/09/2023;19
Especiais Campeonatos;2023091414;2;2;0;14/09/2023;14
Especiais Campeonatos;2023091419;2;2;0;14/09/2023;19
Especiais Estadios;2023091018;2;2;0;10/09/2023;18
Especiais Estadios;2023091404;2;2;0;14/09/2023;4
Especiais Gerais;2023091110;2;2;0;11/09/2023;10
Especiais Gerais;2023091219;2;2;0;12/09/2023;19
Especiais Gerais;2023091414;2;2;0;14/09/2023;14
Especiais Jogadores;2023091117;2;2;0;11/09/2023;17
Especiais Jogadores;2023091210;2;2;0;12/09/2023;10
Especiais Jogadores;2023091320;2;2;0;13/09/2023;20
Especiais Jogadores;2023091414;2;2;0;14/09/2023;14
Especiais Jogos;2023091110;2;2;0;11/09/2023;10
Estatisticas Fluminense - Principal;2023090901;2;2;1;09/09/2023;1
Estatisticas Fluminense - Principal;2023090911;2;2;0;09/09/2023;11
Estatisticas Fluminense - Principal;2023090912;2;2;0;09/09/2023;12
Estatisticas Fluminense - Principal;2023090914;2;2;1;09/09/2023;14
Estatisticas Fluminense - Principal;2023090920;2;2;0;09/09/2023;20
Estatisticas Fluminense - Principal;2023091000;2;2;0;10/09/2023;0
Estatisticas Fluminense - Principal;2023091020;2;2;0;10/09/2023;20
Estatisticas Fluminense - Principal;2023091102;2;1;1;11/09/2023;2
Estatisticas Fluminense - Principal;2023091120;2;2;0;11/09/2023;20
Estatisticas Fluminense - Principal;2023091123;2;2;1;11/09/2023;23
Estatisticas Fluminense - Principal;2023091208;2;2;1;12/09/2023;8
Estatisticas Fluminense - Principal;2023091221;2;1;1;12/09/2023;21
Estatisticas Fluminense - Principal;2023091301;2;2;2;13/09/2023;1
Estatisticas Fluminense - Principal;2023091308;2;2;2;13/09/2023;8
Estatisticas Fluminense - Principal;2023091314;2;2;1;13/09/2023;14
Estadio por tempo determinado;2023091404;2;2;0;14/09/2023;4
Estadios;2023091114;2;2;0;11/09/2023;14
Estadios;2023091319;2;1;0;13/09/2023;19
Flamengo 0 X 1 Fluminense;2023091014;2;2;0;10/09/2023;14
Flamengo 0 X 1 Fluminense;2023091121;2;2;0;11/09/2023;21
Flamengo 0 X 1 Fluminense;2023091316;2;2;1;13/09/2023;16
Flamengo 1 X 1 Fluminense;2023091121;2;2;0;11/09/2023;21
Fluminense 0 X 0 CRB;2023091219;2;2;1;12/09/2023;19
Fluminense 1 X 0 Bangu;2023090910;2;2;0;09/09/2023;10
Fluminense 1 X 1 Botafogo;2023091014;2;2;0;10/09/2023;14
Fluminense 1 X 1 Flamengo;2023091311;2;2;0;13/09/2023;11
Fluminense 1 X 1 Vasco;2023091410;2;2;0;14/09/2023;10
Fluminense 1 X 2 Flamengo;2023091014;2;2;0;10/09/2023;14
Fluminense 10 X 1 Paysandu Cricket;2023091016;2;1;0;10/09/2023;16
Fluminense 2 X 0 Vasco;2023091319;2;1;0;13/09/2023;19
Fluminense 2 X 1 America;2023091417;2;2;0;14/09/2023;17
Fluminense 2 X 1 Vasco;2023091414;2;2;0;14/09/2023;14
Fluminense 3 X 0 Rio Cricket;2023091114;2;2;0;11/09/2023;14
Fluminense 3 X 1 Flamengo;2023091121;2;2;0;11/09/2023;21
Fluminense 3 X 1 LDU;2023091414;2;1;0;14/09/2023;14
Fluminense x America PE-PE;2023091316;2;1;0;13/09/2023;16
Fluminense x Flamengo-RJ;2023091415;2;2;0;14/09/2023;15
Fluminense x Vasco-RJ;2023091014;2;2;0;10/09/2023;14
Fluminense x Vasco-RJ;2023091117;2;2;0;11/09/2023;17
Fluminense x Vasco-RJ;2023091316;2;2;0;13/09/2023;16
Fluminense x Vasco-RJ;2023091410;2;2;0;14/09/2023;10
Fluminense x Vasco-RJ;2023091415;2;2;0;14/09/2023;15
Fluminense x Vasco-RJ;2023091416;2;2;0;14/09/2023;16
Flavio 2003;2023091211;2;1;0;12/09/2023;11
German Cano 2023;2023091114;2;2;0;11/09/2023;14
German Cano 2023;2023091117;2;1;0;11/09/2023;17
Goleadas sobre Vasco;2023091216;2;1;0;12/09/2023;16
Informacoes Gerais;2023091111;2;2;0;11/09/2023;11
Isaac 2023;2023091413;2;1;0;14/09/2023;13
Jogador;2023090909;2;2;0;09/09/2023;9
Jogador;2023091013;2;2;0;10/09/2023;13
Jogador;2023091017;2;2;0;10/09/2023;17
Jogador;2023091018;2;2;0;10/09/2023;18
Jogador;2023091109;2;2;0;11/09/2023;9
Jogador;2023091110;2;2;0;11/09/2023;10
Jogador;2023091114;2;2;0;11/09/2023;14
Jogador;2023091116;2;2;0;11/09/2023;16
Jogador;2023091121;2;2;0;11/09/2023;21
Jogador;2023091209;2;2;0;12/09/2023;9
Jogador;2023091212;2;2;0;12/09/2023;12
Jogador;2023091213;2;2;0;12/09/2023;13
Jogador;2023091216;2;2;0;12/09/2023;16
Jogador;2023091219;2;2;0;12/09/2023;19
Jogador;2023091222;2;2;0;12/09/2023;22
Jogador;2023091312;2;2;0;13/09/2023;12
Jogador;2023091313;2;2;0;13/09/2023;13
Jogador;2023091317;2;2;0;13/09/2023;17
Jogador;2023091414;2;2;0;14/09/2023;14
Jogador;2023091415;2;2;0;14/09/2023;15
Jogador;2023091418;2;2;0;14/09/2023;18
Jogo;2023090901;2;2;0;09/09/2023;1
Jogo;2023090910;2;2;0;09/09/2023;10
Jogo;2023090916;2;2;0;09/09/2023;16
Jogo;2023091000;2;2;0;10/09/2023;0
Jogo;2023091012;2;2;0;10/09/2023;12
Jogo;2023091216;2;2;0;12/09/2023;16
Jogo;2023091217;2;2;0;12/09/2023;17
Jogo;2023091308;2;2;0;13/09/2023;8
Jogo;2023091310;2;2;0;13/09/2023;10
Jogo;2023091311;2;2;0;13/09/2023;11
Jogo;2023091314;2;2;0;13/09/2023;14
Jogo;2023091316;2;2;0;13/09/2023;16
Jogo;2023091408;2;2;0;14/09/2023;8
Jogo;2023091419;2;2;0;14/09/2023;19
Jogo;2023091423;2;2;0;14/09/2023;23
Maracana em 01/01/2023 - 14/09/2023;2023091404;2;2;0;14/09/2023;4
Maracana em 14/09/2022 - 14/09/2023;2023091404;2;2;0;14/09/2023;4
Olaria 0 X 2 Fluminense;2023090916;2;2;0;09/09/2023;16
Paysandu 2 X 0 Fluminense;2023091218;2;2;2;12/09/2023;18
Paysandu Cricket 0 X 2 Fluminense;2023090915;2;1;0;09/09/2023;15
Ranking de Assistencias;2023091412;2;2;0;14/09/2023;12
Todos os Jogos contra Jorge Sampaoli;2023091111;2;1;0;11/09/2023;11
Todos os Jogos contra Vasco-RJ;2023091117;2;2;0;11/09/2023;17
Todos os jogos de Adversario;2023091319;2;2;0;13/09/2023;19
Todos os jogos em campeonato;2023091414;2;2;0;14/09/2023;14
Ulisses 2006;2023091421;2;2;0;14/09/2023;21
Vasco 0 X 1 Fluminense;2023091115;2;2;0;11/09/2023;15
Waldo 1961;2023090909;2;2;0;09/09/2023;9
Waldo 1961;2023090910;2;1;0;09/09/2023;10
Welington Nem 2019;2023091105;2;1;0;11/09/2023;5
Yenay 1998;2023091215;2;2;2;12/09/2023;15
Ultimos 5978 jogos;2023090922;2;1;0;09/09/2023;22
(not set);2023091122;1;1;0;11/09/2023;22
(not set);2023091212;1;1;0;12/09/2023;12
(not set);2023091404;1;1;0;14/09/2023;4
(not set);2023091414;1;1;0;14/09/2023;14
(not set);2023091420;1;1;0;14/09/2023;20
(not set);2023091421;1;1;0;14/09/2023;21
12Âº Jogador - Fernando Diniz na 1Âª passagem;2023091404;1;1;0;14/09/2023;4
12Âº Jogador - Fernando Diniz na 2Âª passagem;2023091404;1;1;0;14/09/2023;4
12Âº Jogador - Odair Hellmann na 1Âª passagem;2023091404;1;1;0;14/09/2023;4
2001 a 2010;2023091405;1;1;0;14/09/2023;5
2011 a 2020;2023091404;1;1;0;14/09/2023;4
2011 a 2020;2023091405;1;1;0;14/09/2023;5
2021 a 2023;2023091404;1;1;0;14/09/2023;4
30 Adversarios que mais jogamos;2023091111;1;1;0;11/09/2023;11
30 Estadios onde mais jogamos;2023091100;1;1;0;11/09/2023;0
36 Maiores idolos;2023091117;1;1;0;11/09/2023;17
ABC 0 X 1 Fluminense;2023091121;1;1;0;11/09/2023;21
ABC 0 X 2 Fluminense;2023091120;1;1;0;11/09/2023;20
ABC 1 X 2 Fluminense;2023090910;1;1;0;09/09/2023;10
ABC 1 X 2 Fluminense;2023090916;1;1;0;09/09/2023;16
ABC 1 X 2 Fluminense;2023091015;1;1;0;10/09/2023;15
ABC 1 X 2 Fluminense;2023091316;1;1;0;13/09/2023;16
AZ 67 Alkmaar 2 X 2 Fluminense;2023090915;1;1;0;09/09/2023;15
Abel 1976;2023091118;1;1;0;11/09/2023;18
Abelardo Conduru;2023091022;1;1;0;10/09/2023;22
Acrob 0 X 7 Fluminense;2023090909;1;1;0;09/09/2023;9
Adeilson 2010;2023091420;1;1;0;14/09/2023;20
Adilson 1945;2023091215;1;1;0;12/09/2023;15
Adilson 1945;2023091217;1;1;0;12/09/2023;17
Adilson 1945;2023091219;1;1;0;12/09/2023;19
Adilson 1973;2023091215;1;1;0;12/09/2023;15
Adilson 1973;2023091217;1;1;0;12/09/2023;17
Adilson 1973;2023091219;1;1;0;12/09/2023;19
Adilson 1973;2023091310;1;1;0;13/09/2023;10
Adilson 1999;2023091215;1;1;0;12/09/2023;15
Adilson 1999;2023091216;1;1;0;12/09/2023;16
Adilson 1999;2023091217;1;1;0;12/09/2023;17
Adilson 1999;2023091310;1;1;0;13/09/2023;10
Adilson Jose 1998;2023091211;1;1;0;12/09/2023;11
Adilson Jose 1998;2023091215;1;1;0;12/09/2023;15
Adilson Jose 1998;2023091217;1;1;0;12/09/2023;17
Adilson Jose 1998;2023091310;1;1;0;13/09/2023;10
Adilco 1981;2023091215;1;1;0;12/09/2023;15
Adilco 1981;2023091216;1;1;0;12/09/2023;16
Adilco 1981;2023091217;1;1;0;12/09/2023;17
Adriano 1998;2023091116;1;1;0;11/09/2023;16
Adriano Magrao 2007;2023091118;1;1;0;11/09/2023;18
Adversario;2023090922;1;1;0;09/09/2023;22
Adversario;2023090923;1;1;0;09/09/2023;23
Adversario;2023091111;1;1;0;11/09/2023;11
Adversario;2023091112;1;1;0;11/09/2023;12
Adversario do mesmo estado;2023091414;1;1;0;14/09/2023;14
Adversario do mesmo pais;2023091021;1;1;0;10/09/2023;21
Adversario do mesmo pais;2023091401;1;1;0;14/09/2023;1
Adversario por ano;2023091301;1;1;0;13/09/2023;1
Adversario x Campeonato;2023091213;1;1;0;12/09/2023;13
Adversario x Campeonato x Estadio;2023091210;1;1;0;12/09/2023;10
Adversario x Campeonato x Estadio;2023091416;1;1;0;14/09/2023;16
Adversario x Estadio;2023091210;1;1;0;12/09/2023;10
Adversario x Estadio;2023091211;1;1;0;12/09/2023;11
Adversario x Estadio;2023091219;1;1;0;12/09/2023;19
Adversario x Estadio;2023091318;1;1;0;13/09/2023;18
Adversario x Estadio;2023091320;1;1;0;13/09/2023;20
Adversario x Estadio;2023091401;1;1;0;14/09/2023;1
Adversario x Estadio;2023091410;1;1;0;14/09/2023;10
Adversario x Arbitro;2023091114;1;1;0;11/09/2023;14
Adversario x Arbitro;2023091219;1;1;0;12/09/2023;19
Adversarios;2023090901;1;1;0;09/09/2023;1
Adversarios;2023090910;1;1;0;09/09/2023;10
Adversarios;2023090911;1;1;0;09/09/2023;11
Adversarios;2023090912;1;1;0;09/09/2023;12
Adversarios;2023090915;1;1;0;09/09/2023;15
Adversarios;2023090916;1;1;0;09/09/2023;16
Adversarios;2023090918;1;1;0;09/09/2023;18
Adversarios;2023090921;1;1;0;09/09/2023;21
Adversarios;2023091008;1;1;0;10/09/2023;8
Adversarios;2023091010;1;1;0;10/09/2023;10
Adversarios;2023091012;1;1;0;10/09/2023;12
Adversarios;2023091016;1;1;0;10/09/2023;16
Adversarios;2023091018;1;1;0;10/09/2023;18
Adversarios;2023091020;1;1;0;10/09/2023;20
Adversarios;2023091022;1;1;0;10/09/2023;22
Adversarios;2023091108;1;1;0;11/09/2023;8
Adversarios;2023091109;1;1;0;11/09/2023;9
Adversarios;2023091111;1;1;0;11/09/2023;11
Adversarios;2023091112;1;1;0;11/09/2023;12
Adversarios;2023091121;1;1;0;11/09/2023;21
Adversarios;2023091122;1;1;0;11/09/2023;22
Adversarios;2023091123;1;1;0;11/09/2023;23
Adversarios;2023091203;1;1;0;12/09/2023;3
Adversarios;2023091204;1;1;0;12/09/2023;4
Adversarios;2023091205;1;1;0;12/09/2023;5
Adversarios;2023091206;1;1;0;12/09/2023;6
Adversarios;2023091210;1;1;0;12/09/2023;10
Adversarios;2023091212;1;1;0;12/09/2023;12
Adversarios;2023091215;1;1;0;12/09/2023;15
Adversarios;2023091217;1;1;0;12/09/2023;17
Adversarios;2023091308;1;0;0;13/09/2023;8
Adversarios;2023091311;1;1;0;13/09/2023;11
Adversarios;2023091312;1;1;0;13/09/2023;12
Adversarios;2023091315;1;1;0;13/09/2023;15
Adversarios;2023091317;1;1;0;13/09/2023;17
Adversarios;2023091318;1;1;0;13/09/2023;18
Adversarios;2023091320;1;1;0;13/09/2023;20
Adversarios;2023091323;1;1;0;13/09/2023;23
Adversarios;2023091403;1;1;1;14/09/2023;3
Adversarios;2023091404;1;1;1;14/09/2023;4
Adversarios;2023091411;1;1;0;14/09/2023;11
Adversarios;2023091412;1;1;0;14/09/2023;12
Adversarios;2023091423;1;1;1;14/09/2023;23
Adversarios da Brasil;2023091401;1;1;0;14/09/2023;1
Adversarios da Mexico;2023091021;1;1;0;10/09/2023;21
Adversarios da Mexico;2023091022;1;1;0;10/09/2023;22
Adversarios do(a) Espirito Santo;2023091414;1;1;0;14/09/2023;14
Adversarios em vantagem;2023091215;1;1;0;12/09/2023;15
Ailton 1996;2023091317;1;1;0;13/09/2023;17
Ailton Cruz 1999;2023091023;1;1;1;10/09/2023;23
Ailton Cruz 1999;2023091211;1;1;1;12/09/2023;11
Ajax 2 X 2 Fluminense;2023090915;1;1;0;09/09/2023;15
Alair Correia;2023090912;1;1;0;09/09/2023;12
Alexsander 2023;2023090914;1;1;0;09/09/2023;14
Alexsander 2023;2023091412;1;1;0;14/09/2023;12
Alexsander 2023;2023091413;1;1;0;14/09/2023;13
Alianza Atletico 2 X 2 Fluminense;2023091113;1;1;0;11/09/2023;13
Alianza de Lima 1 X 3 Fluminense;2023091222;1;1;0;12/09/2023;22
Amapa/Macapa 0 X 2 Fluminense;2023091212;1;1;0;12/09/2023;12
Amarelos do Gabriel - 2008;2023090915;1;1;0;09/09/2023;15
Amarelos do German Cano - 2023;2023091018;1;1;0;10/09/2023;18
Americano 0 X 0 Fluminense;2023090909;1;1;0;09/09/2023;9
Americano 0 X 0 Fluminense;2023090916;1;1;0;09/09/2023;16
Americano 0 X 0 Fluminense;2023091112;1;1;0;11/09/2023;12
Americano 0 X 0 Fluminense;2023091411;1;1;0;14/09/2023;11
Americano 0 X 1 Fluminense;2023090915;1;1;0;09/09/2023;15
Americano 0 X 1 Fluminense;2023090916;1;1;0;09/09/2023;16
Americano 0 X 1 Fluminense;2023091014;1;1;0;10/09/2023;14
Americano 0 X 1 Fluminense;2023091015;1;1;0;10/09/2023;15
Americano 0 X 1 Fluminense;2023091316;1;1;0;13/09/2023;16
Americano 0 X 3 Fluminense;2023091000;1;1;0;10/09/2023;0
Americano 1 X 0 Fluminense;2023090909;1;1;0;09/09/2023;9
Americano 1 X 0 Fluminense;2023090916;1;1;0;09/09/2023;16
Americano 1 X 0 Fluminense;2023091112;1;1;0;11/09/2023;12
Americano 1 X 0 Fluminense;2023091114;1;1;1;11/09/2023;14
Americano 1 X 0 Fluminense;2023091411;1;1;0;14/09/2023;11
Americano 1 X 1 Fluminense;2023090910;1;1;0;09/09/2023;10
Americano 1 X 3 Fluminense;2023091110;1;1;0;11/09/2023;10
Americano 1 X 5 Fluminense;2023090909;1;1;0;09/09/2023;9
Americano 1 X 5 Fluminense;2023091001;1;1;0;10/09/2023;1
Americano 1 X 5 Fluminense;2023091011;1;1;0;10/09/2023;11
Americano 1 X 5 Fluminense;2023091016;1;1;0;10/09/2023;16
Americano 2 X 1 Fluminense;2023090909;1;1;0;09/09/2023;9
Americano 2 X 1 Fluminense;2023091112;1;1;0;11/09/2023;12
Americano 2 X 2 Fluminense;2023090915;1;1;0;09/09/2023;15
Amistoso Interestadual 1964;2023091414;1;1;0;14/09/2023;14
Amistoso Internacional 1950;2023091117;1;1;0;11/09/2023;17
Amistoso Internacional 1961;2023091214;1;1;0;12/09/2023;14
Amoroso 1968;2023091314;1;1;0;13/09/2023;14
America 0 X 0 Fluminense;2023091121;1;1;0;11/09/2023;21
America 0 X 0 Fluminense;2023091414;1;1;0;14/09/2023;14
America 0 X 1 Fluminense;2023090910;1;1;0;09/09/2023;10
America 0 X 1 Fluminense;2023091121;1;1;0;11/09/2023;21
America 0 X 1 Fluminense;2023091416;1;1;0;14/09/2023;16
America 0 X 2 Fluminense;2023090915;1;1;0;09/09/2023;15
America 0 X 2 Fluminense;2023091121;1;1;0;11/09/2023;21
America 1 X 0 Fluminense;2023090915;1;1;0;09/09/2023;15
America 1 X 0 Fluminense;2023091014;1;1;0;10/09/2023;14
America 1 X 0 Fluminense;2023091120;1;1;0;11/09/2023;20
America 1 X 0 Fluminense;2023091316;1;1;0;13/09/2023;16
America 1 X 6 Fluminense;2023090915;1;1;0;09/09/2023;15
America 2 X 0 Fluminense;2023091121;1;1;0;11/09/2023;21
America 2 X 1 Fluminense;2023091120;1;1;0;11/09/2023;20
America 2 X 2 Fluminense;2023090910;1;1;0;09/09/2023;10
America 2 X 2 Fluminense;2023091115;1;1;0;11/09/2023;15
America 2 X 2 Fluminense;2023091120;1;1;0;11/09/2023;20
America 3 X 2 Fluminense;2023091222;1;1;0;12/09/2023;22
America MG 0 X 0 Fluminense;2023091120;1;1;0;11/09/2023;20
