,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Perguntas,Consulta,Grupo,Subgrupo,Codigo,Pagina,Pagina2,Visualizacao,Usuario
449,449,449,449,449,449,449,449,459,Presidente em campeonato,Especiais,Presidente,130103000,consulta_presidente,mostra_presidente,11,11
450,450,450,450,450,450,450,450,460,Presidente e técnico,Especiais,Presidente,130105000,consulta_presidente,mostra_presidente,10,8
451,451,451,451,451,451,451,451,461,Presidente e jogador,Especiais,Presidente,130104000,consulta_presidente,mostra_presidente,11,10
452,452,452,452,452,452,452,452,462,Ranking de Presidentes,Especiais,Presidente,130000000,mostra_rankingpres,,55,54
453,453,453,453,453,453,453,453,463,Presidente em clássicos,Especiais,Presidente,130140000,consulta_presidente,mostra_presidente,46,44
454,454,454,454,454,454,454,454,465,Sequências,Especiais,Sequencia,500000000,mostra_sequencia,,65,61
455,455,455,455,455,455,455,455,466,Sequências por ano,Especiais,Sequencia,500106000,generico_ano,mostra_sequencia2,19,19
456,456,456,456,456,456,456,456,467,Sequências contra adversário,Especiais,Sequencia,500100000,generico_adversario,mostra_sequencia2,31,30
457,457,457,457,457,457,457,457,468,Sequências contra adversário em campeonato,Especiais,Sequencia,500100103,generico_especial,mostra_sequencia2,6,5
458,458,458,458,458,458,458,458,469,Sequências em campeonato,Especiais,Sequencia,500103000,generico_campeonato,mostra_sequencia2,45,41
459,459,459,459,459,459,459,459,470,Sequências em estádio,Especiais,Sequencia,500102000,generico_estadio,mostra_sequencia2,29,27
460,460,460,460,460,460,460,460,471,Sequências de técnico,Especiais,Sequencia,500105000,generico_tecnico,mostra_sequencia2,13,12
461,461,461,461,461,461,461,461,472,Sequências por jogadores,Especiais,Sequencia,500104000,generico_jogador,mostra_sequencia2,18,17
462,462,462,462,462,462,462,462,473,Sequências entre todos os técnicos,Especiais,Sequencia,500815000,mostra_sequencia,,11,11
463,463,463,463,463,463,463,463,474,Sequências um Único campeonato,Especiais,Sequencia,500303000,generico_campeonato,mostra_sequencia2,15,15
464,464,464,464,464,464,464,464,475,Sequências oficiais,Especiais,Sequencia,500387000,mostra_sequencia,,40,40
465,465,465,465,465,465,465,465,476,Melhores inícios de campeonato,Especiais,Sequencia,500344000,generico_campeonato,mostra_sequencia2,18,17
466,466,466,466,466,466,466,466,477,Sequência de gols marcados,Especiais,Sequencia,500388000,mostra_sequencia_gols,,15,15
467,467,467,467,467,467,467,467,478,Sequência de gols sofridos,Especiais,Sequencia,500389000,mostra_sequencia_gols,,11,11
468,468,468,468,468,468,468,468,479,Sequência de gols por jogador,Especiais,Sequencia,501000000,generico_jogador,mostra_sequencia2,31,30
469,469,469,469,469,469,469,469,480,Sequência invicta de goleiros,Especiais,Sequencia,508000000,consulta_goleiro,mostra_goleiro,16,16
470,470,470,470,470,470,470,470,481,Sequência invicta de goleiros em clássicos,Especiais,Sequencia,508534000,consulta_goleiro,mostra_goleiro,18,17
471,471,471,471,471,471,471,471,482,Maiores sequências invictas de goleiros,Especiais,Sequencia,509000000,mostra_goleiro2,,17,16
472,472,472,472,472,472,472,472,483,Maiores sequências invictas de goleiros em clássicos,Especiais,Sequencia,509534000,mostra_goleiro2,,12,12
473,473,473,473,473,473,473,473,484,Últimas sequência por quantidade,Especiais,Sequencia,500487000,sequencia_qtd,mostra_sequencia_qtd,24,23
474,474,474,474,474,474,474,474,485,Últimas sequência por quantidade em jogos oficiais,Especiais,Sequencia,500497000,sequencia_qtd,mostra_sequencia_qtd,9,9
475,475,475,475,475,475,475,475,486,Sequência seguida de gols,Especiais,Sequencia,500797000,sequencia_gols,,20,19
476,476,476,476,476,476,476,476,556,Últimas seq exata de jogos com gols por qtd,Especiais,Sequencia,500488388,sequencia_qtd,mostra_sequencia_gols_qtd,15,15
477,477,477,477,477,477,477,477,557,Últimas seq exata de jogos com gols por qtd em jogos oficiais,Especiais,Sequencia,500498388,sequencia_qtd,mostra_sequencia_gols_qtd,7,7
478,478,478,478,478,478,478,478,571,Sequências como mandante,Especiais,Sequencia,500000300,mostra_sequencia,,28,26
479,479,479,479,479,479,479,479,572,Sequências como visitante,Especiais,Sequencia,500000400,mostra_sequencia,,14,13
480,480,480,480,480,480,480,480,573,Sequências em estádio como mandante,Especiais,Sequencia,500102300,generico_estadio,mostra_sequencia2,21,16
481,481,481,481,481,481,481,481,574,Sequências em estádio como visitante,Especiais,Sequencia,500102400,generico_estadio,mostra_sequencia2,11,8
482,482,482,482,482,482,482,482,575,Sequências em campeonato como mandante,Especiais,Sequencia,500103300,generico_campeonato,mostra_sequencia2,19,17
483,483,483,483,483,483,483,483,576,Sequências em campeonato como visitante,Especiais,Sequencia,500103400,generico_campeonato,mostra_sequencia2,9,9
484,484,484,484,484,484,484,484,577,Sequências em estádio em campeonato,Especiais,Sequencia,500102103,generico_especial,mostra_sequencia2,13,11
485,485,485,485,485,485,485,485,578,Últimas sequência por quantidade em jogos oficiais mandante,Especiais,Sequencia,500497300,sequencia_qtd,mostra_sequencia_qtd,10,10
486,486,486,486,486,486,486,486,579,Últimas sequência por quantidade em jogos oficiais visitante,Especiais,Sequencia,500497400,sequencia_qtd,mostra_sequencia_qtd,5,5
487,487,487,487,487,487,487,487,488,Jogos em dd/mm,Especiais,Jogo,654000000,consulta_jogo,mostra_especial_jogo,191,172
488,488,488,488,488,488,488,488,489,Jogos em mes/ano,Especiais,Jogo,655000000,consulta_jogo,mostra_especial_jogo,129,100
489,489,489,489,489,489,489,489,490,Consulta jogo número:,Especiais,Jogo,656000000,consulta_jogo,mostra_especial_jogo,33,32
490,490,490,490,490,490,490,490,491,Consulta jogo número contra adversário:,Especiais,Jogo,659000000,consulta_jogo,mostra_especial_jogo,19,19
491,491,491,491,491,491,491,491,492,Últimos jogos,Especiais,Jogo,658000000,consulta_jogo,mostra_especial_jogo,134,118
492,492,492,492,492,492,492,492,493,Dia da semana,Especiais,Jogo,660000000,consulta_jogo,mostra_especial_jogo,14,14
493,493,493,493,493,493,493,493,494,Dia da semana por ano,Especiais,Jogo,660106000,consulta_jogo,mostra_especial_jogo,7,7
494,494,494,494,494,494,494,494,495,Dia da semana - adversário,Especiais,Jogo,660100000,consulta_jogo,mostra_especial_jogo,3,3
495,495,495,495,495,495,495,495,496,Dia da semana em campeonato,Especiais,Jogo,660103000,consulta_jogo,mostra_especial_jogo,10,10
496,496,496,496,496,496,496,496,497,Dia da semana - estádio,Especiais,Jogo,660102000,consulta_jogo,mostra_especial_jogo,7,7
497,497,497,497,497,497,497,497,498,Dia da semana - clássicos,Especiais,Jogo,660190000,consulta_jogo,mostra_especial_jogo,5,5
498,498,498,498,498,498,498,498,499,Jogos em hh:mm,Especiais,Jogo,661192000,consulta_horario,mostra_especial_jogo,27,26
499,499,499,499,499,499,499,499,500,Últimos jogos como mandante,Especiais,Jogo,658700000,consulta_jogo,mostra_especial_jogo,50,45
500,500,500,500,500,500,500,500,501,Últimos jogos como visitante,Especiais,Jogo,658701000,consulta_jogo,mostra_especial_jogo,23,21
501,501,501,501,501,501,501,501,502,Jogos inesquecíveis,Especiais,Jogo,515000000,consulta_importante,mostra_jogo,53,49
502,502,502,502,502,502,502,502,554,Próximos Jogos,Especiais,Jogo,NAO,proximos_jogos,,163,149
503,503,503,503,503,503,503,503,555,Avaliação das previsões,Especiais,Jogo,NAO,avaliacao,,34,33
504,504,504,504,504,504,504,504,558,Evolução de gols por ano,Especiais,Jogo,663000000,generico_ano,evolucao_gols,22,20
505,505,505,505,505,505,505,505,504,Ranking de posições,Especiais,Brasileiro,NAO,ranking_posicao,,60,54
506,506,506,506,506,506,506,506,505,Posições por ano,Especiais,Brasileiro,821000000,generico_ano,posicao_ano,32,31
507,507,507,507,507,507,507,507,506,Posições por período,Especiais,Brasileiro,822000000,generico_ano,posicao_periodo,13,13
508,508,508,508,508,508,508,508,507,Posições por rodada,Especiais,Brasileiro,816000000,consulta_rodada,posicao_rodada,28,24
509,509,509,509,509,509,509,509,508,Rodadas 1º/G4/G6/Z4,Especiais,Brasileiro,NAO,rodada_grupos,,34,32
510,510,510,510,510,510,510,510,509,Ranking de Campanhas,Especiais,Brasileiro,NAO,pontos_campeonato,,47,41
511,511,511,511,511,511,511,511,510,Campanha nos turnos,Especiais,Brasileiro,NAO,consulta_turno,mostra_turno,64,60
512,512,512,512,512,512,512,512,511,Ranking de turnos,Especiais,Brasileiro,NAO,ranking_turno,,36,34
513,513,513,513,513,513,513,513,512,Maiores artilheiros nos turnos,Especiais,Brasileiro,NAO,artilheiro_turno,,33,33
514,514,514,514,514,514,514,514,513,Mais jogos nos turnos,Especiais,Brasileiro,NAO,presenca_turno,,12,10
515,515,515,515,515,515,515,515,514,Números consolidados nos turnos,Especiais,Brasileiro,NAO,consolida_turno,,26,24
516,516,516,516,516,516,516,516,515,Adversários nos turnos,Especiais,Brasileiro,100998000,consulta_especial,adversario_turno,15,15
517,517,517,517,517,517,517,517,516,Pontos por rodada,Especiais,Brasileiro,616000000,consulta_rodada,posicao_rodada,31,26
518,518,518,518,518,518,518,518,517,Pontos por turno,Especiais,Brasileiro,638000000,generico_ano,posicao_ano,26,24
519,519,519,519,519,519,519,519,519,Técnico Adversário,Especiais,Tecadv,113000000,consulta_tecadv,mostra_tecadv,48,46
520,520,520,520,520,520,520,520,520,Ranking Técnico Adversário,Especiais,Tecadv,114000000,ranking_tecadv,,24,23
521,521,521,521,521,521,521,521,521,Ranking Técnico Adversário em jogos oficiais,Especiais,Tecadv,117000000,ranking_tecadv,,12,12
522,522,522,522,522,522,522,522,522,Ranking Técnico Adversário - Aproveitamento,Especiais,Tecadv,115000000,ranking_aprtecadv,,8,7
523,523,523,523,523,523,523,523,523,Curiosidades técnico adversário,Especiais,Tecadv,116000000,curiosidades_tecadv,,0,0
524,524,524,524,524,524,524,524,524,Adversário x Técnico Adversário,Especiais,Tecadv,100639000,consulta_especial,adversario_tecadv,13,13
525,525,525,525,525,525,525,525,525,Ranking Técnico Adversário Século XXI,Especiais,Tecadv,124000000,ranking_tecadv,,10,10
526,526,526,526,526,526,526,526,526,Ranking Técnico Adversário Século XX,Especiais,Tecadv,134000000,ranking_tecadv,,4,4
527,527,527,527,527,527,527,527,527,Ranking Técnico Adversário em jogos oficiais Sec XXI,Especiais,Tecadv,127000000,ranking_tecadv,,10,10
528,528,528,528,528,528,528,528,528,Ranking Técnico Adversário em jogos oficiais Sec XX,Especiais,Tecadv,137000000,ranking_tecadv,,3,3
529,529,529,529,529,529,529,529,529,Ranking Técnico Adversário - Aproveitamento - Sec XXI,Especiais,Tecadv,125000000,ranking_aprtecadv,,9,7
530,530,530,530,530,530,530,530,530,Ranking Técnico Adversário - Aproveitamento - Sec XX,Especiais,Tecadv,135000000,ranking_aprtecadv,,6,6
531,531,531,531,531,531,531,531,532,Números mais utilizados,Especiais,Numeracao,NAO,mostra_numeracao,,96,90
532,532,532,532,532,532,532,532,533,Números com mais jogos,Especiais,Numeracao,NAO,mostra_numeracao_jogos,,56,49
533,533,533,533,533,533,533,533,534,Números com mais gols,Especiais,Numeracao,NAO,mostra_numeracao_gols,,44,41
534,534,534,534,534,534,534,534,536,Minutagem no ano,Especiais,Jogador,296306000000,consulta_ranking,mostra_minutagem,3,3
535,535,535,535,535,535,535,535,537,Minutagem por passagem de técnico,Especiais,Jogador,296875000000,generico_tecnico,mostra_minutagem,1,1
536,536,536,536,536,536,536,536,538,Minutagem em campeonato,Especiais,Jogador,296103000000,consulta_ranking,mostra_minutagem,1,1
537,537,537,537,537,537,537,537,539,Mais Substituídos,Especiais,Jogador,NAO,mostra_substituidos,,21,19
538,538,538,538,538,538,538,538,540,Mais Substituídos por ano,Especiais,Jogador,298106000000,consulta_ranking,mostra_substituicao,0,0
539,539,539,539,539,539,539,539,541,Mais substituídos por passagem de técnico,Especiais,Jogador,298875000000,generico_tecnico,mostra_substituicao,0,0
540,540,540,540,540,540,540,540,542,Mais substituídos em campeonato,Especiais,Jogador,298103000000,consulta_ranking,mostra_substituicao,0,0
541,541,541,541,541,541,541,541,543,12º Jogador,Especiais,Jogador,NAO,mostra_jogador12,,38,35
542,542,542,542,542,542,542,542,544,12º Jogador no ano,Especiais,Jogador,299106000000,consulta_ranking,mostra_substituicao,0,0
543,543,543,543,543,543,543,543,545,12º Jogador por passagem de técnico,Especiais,Jogador,299875000000,generico_tecnico,mostra_substituicao,0,0
544,544,544,544,544,544,544,544,546,12º Jogador em campeonato,Especiais,Jogador,299103000000,consulta_ranking,mostra_substituicao,0,0
545,545,545,545,545,545,545,545,580,Mais fez gols de falta,Especiais,Jogador,665000000000,generico_gols,detalhamento_gols,6,6
546,546,546,546,546,546,546,546,581,Mais fez gols de falta no século,Especiais,Jogador,665250000000,generico_gols,detalhamento_gols,1,1
547,547,547,547,547,547,547,547,582,Mais fez gols de falta no período,Especiais,Jogador,665260000000,generico_gols,detalhamento_gols,2,2
548,548,548,548,548,548,548,548,583,Artilheiros vindo do banco,Especiais,Jogador,900920000000,mostra_ranking,,9,9
549,549,549,549,549,549,549,549,584,Artilheiros como titular,Especiais,Jogador,900930000000,mostra_ranking,,3,3
550,550,550,550,550,550,550,550,585,Artilheiros em tempo determinado,Especiais,Jogador,900528000,consulta_tempodet,mostra_ranking_seculo,0,0
551,551,551,551,551,551,551,551,586,Frequencia de Placar de Técnico,Especiais,Tecnico,105000630,generico_tecnico,mostra_frequencia,8,8
552,552,552,552,552,552,552,552,587,Frequência de Placar de Técnico em Estádio,Especiais,Tecnico,105102630,consulta_especial,mostra_frequencia,5,5
553,553,553,553,553,553,553,553,588,Frequência de Placar de Técnico em campeonato,Especiais,Tecnico,105103630,consulta_especial,mostra_frequencia,5,5
554,554,554,554,554,554,554,554,589,Frequência de Placar de Técnico x Adversário,Especiais,Tecnico,105100630,consulta_especial,mostra_frequencia,7,7
555,555,555,555,555,555,555,555,590,Frequencia de Placar de Jogador,Especiais,Jogador,104000630,jogador_generico,mostra_frequencia,0,0
556,556,556,556,556,556,556,556,591,Frequencia de Placar de Jogador x Estádio,Especiais,Jogador,104100640,consulta_especial,mostra_frequencia,5,5
557,557,557,557,557,557,557,557,592,Frequencia de Placar de Jogador em campeonato,Especiais,Jogador,104102640,consulta_especial,mostra_frequencia,4,4
558,558,558,558,558,558,558,558,593,Frequência de Placar de Jogador x Adversário,Especiais,Jogador,104103640,consulta_especial,mostra_frequencia,7,7
559,559,559,559,559,559,559,559,594,Ranking de Anos,Especiais,Geral,NAO,ranking_anos,,0,0
560,560,560,560,560,560,560,560,595,Comparação de Anos,Especiais,Geral,178000000,compara_ano,comparacao_anos,36,36
561,561,561,561,561,561,561,561,10000,Adversário - Link,Link,Adversario,NAO,link_adversario,,5775,5509
562,562,562,562,562,562,562,562,10000,Arbitro - Link,Link,Arbitro,NAO,link_arbitro,,1786,1748
563,563,563,563,563,563,563,563,10000,Assistencia - Link,Link,Assistencia,NAO,link_assist,,512,497
564,564,564,564,564,564,564,564,10000,Batedor - Penalty - Link,Link,Jogador,NAO,link_batedor,,48,47
565,565,565,565,565,565,565,565,10000,Camisa - Link,Link,Camisa,NAO,link_camisa,,1417,1361
566,566,566,566,566,566,566,566,10000,Campeonato - Link,Link,Campeonato,NAO,link_campeonato,,2872,2778
567,567,567,567,567,567,567,567,10000,Detalhamento de gols - Link,Link,Gols,NAO,link_detgol,,49,47
568,568,568,568,568,568,568,568,10000,Estadio - Link,Link,Estádio,NAO,link_estadio,,1767,1702
569,569,569,569,569,569,569,569,10000,Gols - Link,Link,Gols,NAO,link_gol,,1358,1218
570,570,570,570,570,570,570,570,10000,Gols - Link,Link,Gols,NAO,link_gols,,53,53
571,571,571,571,571,571,571,571,10000,Jogador - Link,Link,Jogador,NAO,link_jogador,,14318,13698
572,572,572,572,572,572,572,572,10000,Jogador Cartão - Link,Link,Jogador,NAO,link_jogador_cartao,,524,518
573,573,573,573,573,573,573,573,10000,Jogo - Link,Link,Jogo,NAO,link_jogo,,49072,46040
574,574,574,574,574,574,574,574,10000,Mascote - Link,Link,Adversario,NAO,link_mascote,,802,766
575,575,575,575,575,575,575,575,10000,Numeracao - Link,Link,Numeracao,NAO,link_numero_jogador,,187,186
576,576,576,576,576,576,576,576,10000,Penalti Ano - Link,Link,Gols,NAO,link_penalti_ano,,256,245
577,577,577,577,577,577,577,577,10000,Tecnico Adversario - Link,Link,Tecadv,NAO,link_tecadv,,67,67
578,578,578,578,578,578,578,578,10000,Tecnico - Link,Link,Tecnico,NAO,link_tecnico,,843,825
579,579,579,579,579,579,579,579,10000,Tecnico Adversario - Link,Link,Tecadv,NAO,link_tecnicoadv,,292,283
580,580,580,580,580,580,580,580,10000,Geral - Link,Link,Geral,NAO,link_todos,,2055,1874
581,581,581,581,581,581,581,581,10000,Brasileiro - Link,Link,Brasileiro,NAO,link_turno,,75,68
582,582,582,582,582,582,582,582,10000,Jogo - Link,Link,Jogo,NAO,link_video,,282,270
