res_flu;res_adv;cod_jogo;adversario;data;agrupado
1;0;2934;Bayern de Munique;10/06/1975;Fluminense 1 X 0 Bayern de Munique - 
1;0;2935;Olaria;12/06/1975;Fluminense 1 X 0 Olaria - 
0;2;2936;Botafogo;15/06/1975;Fluminense 0 X 2 Botafogo - 
2;0;2940;Botafogo;06/07/1975;Fluminense 2 X 0 Botafogo - 
0;0;2942;América;16/07/1975;Fluminense 0 X 0 América - 
3;1;2943;Madureira;19/07/1975;Fluminense 3 X 1 Madureira - 
1;0;2945;Portuguesa;23/07/1975;Fluminense 1 X 0 Portuguesa - 
1;2;2946;Vasco;27/07/1975;Fluminense 1 X 2 Vasco - 
1;2;2948;Flamengo;03/08/1975;Fluminense 1 X 2 Flamengo - 
4;1;2949;Vasco;10/08/1975;Fluminense 4 X 1 Vasco - 
0;1;2950;Botafogo;17/08/1975;Fluminense 0 X 1 Botafogo - 
0;1;2951;Coritiba;20/08/1975;Fluminense 0 X 1 Coritiba - 
1;3;2952;Palmeiras;24/08/1975;Fluminense 1 X 3 Palmeiras - 
5;2;2953;Atlético MG;30/08/1975;Fluminense 5 X 2 Atlético MG - 
1;1;2954;Comercial MS;07/09/1975;Fluminense 1 X 1 Comercial MS - 
3;1;2955;Moto Club;14/09/1975;Fluminense 3 X 1 Moto Club - 
0;1;2956;Fortaleza;17/09/1975;Fluminense 0 X 1 Fortaleza - 
1;2;2957;Remo;21/09/1975;Fluminense 1 X 2 Remo - 
2;1;2958;Rio Negro;24/09/1975;Fluminense 2 X 1 Rio Negro - 
2;0;2959;América;27/09/1975;Fluminense 2 X 0 América - 
3;1;2961;Botafogo;05/10/1975;Fluminense 3 X 1 Botafogo - 
0;1;2962;São Paulo;08/10/1975;Fluminense 0 X 1 São Paulo - 
0;0;2963;Grêmio;11/10/1975;Fluminense 0 X 0 Grêmio - 
4;1;2964;Goiás;14/10/1975;Fluminense 4 X 1 Goiás - 
3;0;2965;América RN;18/10/1975;Fluminense 3 X 0 América RN - 
1;3;2966;Internacional;22/10/1975;Fluminense 1 X 3 Internacional - 
4;1;2967;Vasco;26/10/1975;Fluminense 4 X 1 Vasco - 
1;0;2968;Santa Cruz;30/10/1975;Fluminense 1 X 0 Santa Cruz - 
3;0;2969;Flamengo;02/11/1975;Fluminense 3 X 0 Flamengo - 
0;0;2970;Figueirense;05/11/1975;Fluminense 0 X 0 Figueirense - 
3;0;2971;Sport;08/11/1975;Fluminense 3 X 0 Sport - 
4;0;2972;Nacional AM;12/11/1975;Fluminense 4 X 0 Nacional AM - 
0;0;2973;Corinthians;16/11/1975;Fluminense 0 X 0 Corinthians - 
2;1;2974;Cruzeiro;19/11/1975;Fluminense 2 X 1 Cruzeiro - 
2;0;2975;Botafogo;23/11/1975;Fluminense 2 X 0 Botafogo - 
2;1;2976;Guarani;26/11/1975;Fluminense 2 X 1 Guarani - 
0;1;2977;América;30/11/1975;Fluminense 0 X 1 América - 
4;2;2978;Palmeiras;03/12/1975;Fluminense 4 X 2 Palmeiras - 
0;2;2979;Internacional;07/12/1975;Fluminense 0 X 2 Internacional - 
1;0;2987;Unión Espanola;19/02/1976;Fluminense 1 X 0 Unión Espanola - 
0;0;2988;Everton;21/02/1976;Fluminense 0 X 0 Everton - 
1;4;2990;Flamengo;07/03/1976;Fluminense 1 X 4 Flamengo - 
0;3;2992;Bonsucesso;14/03/1976;Fluminense 0 X 3 Bonsucesso - 
1;0;2994;Campo Grande;21/03/1976;Fluminense 1 X 0 Campo Grande - 
1;0;2995;Olaria;27/03/1976;Fluminense 1 X 0 Olaria - 
2;1;2996;Volta Redonda;31/03/1976;Fluminense 2 X 1 Volta Redonda - 
4;1;2997;Madureira;03/04/1976;Fluminense 4 X 1 Madureira - 
2;2;2998;América;11/04/1976;Fluminense 2 X 2 América - 
2;1;2999;São Cristovão;14/04/1976;Fluminense 2 X 1 São Cristovão - 
2;1;3000;Americano;18/04/1976;Fluminense 2 X 1 Americano - 
0;0;3001;Vasco;21/04/1976;Fluminense 0 X 0 Vasco - 
9;0;3002;Goytacás;24/04/1976;Fluminense 9 X 0 Goytacás - 
3;1;3003;Botafogo;02/05/1976;Fluminense 3 X 1 Botafogo - 
4;1;3004;Portuguesa;08/05/1976;Fluminense 4 X 1 Portuguesa - 
3;1;3005;Bangu;12/05/1976;Fluminense 3 X 1 Bangu - 
0;0;3006;Flamengo;16/05/1976;Fluminense 0 X 0 Flamengo - 
4;2;3008;Goytacás;12/06/1976;Fluminense 4 X 2 Goytacás - 
1;0;3009;Olaria;17/06/1976;Fluminense 1 X 0 Olaria - 
0;1;3010;Botafogo;20/06/1976;Fluminense 0 X 1 Botafogo - 
2;0;3011;Paris Saint Germain;22/06/1976;Fluminense 2 X 0 Paris Saint Germain - 
3;1;3012;Combinado Europeu;24/06/1976;Fluminense 3 X 1 Combinado Europeu - 
2;1;3013;Volta Redonda;04/07/1976;Fluminense 2 X 1 Volta Redonda - 
4;2;3014;Vasco;07/07/1976;Fluminense 4 X 2 Vasco - 
4;1;3015;América;10/07/1976;Fluminense 4 X 1 América - 
1;1;3016;Flamengo;18/07/1976;Fluminense 1 X 1 Flamengo - 
2;0;3017;Americano;24/07/1976;Fluminense 2 X 0 Americano - 
4;2;3018;Volta Redonda;27/07/1976;Fluminense 4 X 2 Volta Redonda - 
1;1;3019;Flamengo;01/08/1976;Fluminense 1 X 1 Flamengo - 
1;0;3020;Olaria;04/08/1976;Fluminense 1 X 0 Olaria - 
3;0;3021;Vasco;08/08/1976;Fluminense 3 X 0 Vasco - 
4;0;3022;Goytacás;12/08/1976;Fluminense 4 X 0 Goytacás - 
5;1;3023;Botafogo;14/08/1976;Fluminense 5 X 1 Botafogo - 
2;0;3024;América;21/08/1976;Fluminense 2 X 0 América - 
0;0;3025;Botafogo;25/08/1976;Fluminense 0 X 0 Botafogo - 
2;2;3026;Vasco;29/08/1976;Fluminense 2 X 2 Vasco - 
1;1;3027;CSA;01/09/1976;Fluminense 1 X 1 CSA - 
0;2;3028;Botafogo;07/09/1976;Fluminense 0 X 2 Botafogo - 
0;0;3029;Bahia;12/09/1976;Fluminense 0 X 0 Bahia - 
3;2;3030;Fluminense BA;15/09/1976;Fluminense 3 X 2 Fluminense BA - 
2;0;3031;Treze;19/09/1976;Fluminense 2 X 0 Treze - 
3;0;3032;Botafogo PB;22/09/1976;Fluminense 3 X 0 Botafogo PB - 
0;1;3033;Vitória BA;26/09/1976;Fluminense 0 X 1 Vitória BA - 
4;0;3034;CRB;29/09/1976;Fluminense 4 X 0 CRB - 
1;0;3035;Vasco;03/10/1976;Fluminense 1 X 0 Vasco - 
1;1;3036;Internacional;10/10/1976;Fluminense 1 X 1 Internacional - 
1;2;3037;América RN;13/10/1976;Fluminense 1 X 2 América RN - 
3;1;3038;Fortaleza;16/10/1976;Fluminense 3 X 1 Fortaleza - 
1;1;3039;Botafogo SP;20/10/1976;Fluminense 1 X 1 Botafogo SP - 
1;1;3040;Goiás;23/10/1976;Fluminense 1 X 1 Goiás - 
2;1;3041;Grêmio;31/10/1976;Fluminense 2 X 1 Grêmio - 
1;0;3042;CRB;03/11/1976;Fluminense 1 X 0 CRB - 
1;0;3043;Flamengo;07/11/1976;Fluminense 1 X 0 Flamengo - 
4;2;3044;Guarani;10/11/1976;Fluminense 4 X 2 Guarani - 
3;0;3045;Vasco;14/11/1976;Fluminense 3 X 0 Vasco - 
1;3;3046;Náutico;17/11/1976;Fluminense 1 X 3 Náutico - 
0;0;3047;Atlético MG;21/11/1976;Fluminense 0 X 0 Atlético MG - 
1;0;3048;Bahia;28/11/1976;Fluminense 1 X 0 Bahia - 
1;1;3049;Corinthians;05/12/1976;Fluminense 1 X 1 Corinthians - 
1;3;3052;Flamengo;05/02/1977;Fluminense 1 X 3 Flamengo - 
0;2;3053;Vasco;27/02/1977;Fluminense 0 X 2 Vasco - 
4;0;3056;Madureira;03/04/1977;Fluminense 4 X 0 Madureira - 
4;0;3058;Campo Grande;09/04/1977;Fluminense 4 X 0 Campo Grande - 
1;0;3059;Americano;13/04/1977;Fluminense 1 X 0 Americano - 
3;1;3060;São Cristovão;16/04/1977;Fluminense 3 X 1 São Cristovão - 
6;0;3061;América;21/04/1977;Fluminense 6 X 0 América - 
2;0;3062;Goytacás;24/04/1977;Fluminense 2 X 0 Goytacás - 
1;3;3063;Atlético MG;27/04/1977;Fluminense 1 X 3 Atlético MG - 
0;0;3064;Bangu;01/05/1977;Fluminense 0 X 0 Bangu - 
0;1;3065;Vasco;08/05/1977;Fluminense 0 X 1 Vasco - 
1;0;3067;Volta Redonda;15/05/1977;Fluminense 1 X 0 Volta Redonda - 
1;0;3068;Portuguesa;18/05/1977;Fluminense 1 X 0 Portuguesa - 
0;2;3069;Flamengo;22/05/1977;Fluminense 0 X 2 Flamengo - 
2;0;3070;Bonsucesso;26/05/1977;Fluminense 2 X 0 Bonsucesso - 
3;0;3071;Olaria;28/05/1977;Fluminense 3 X 0 Olaria - 
2;1;3075;Flamengo;25/06/1977;Fluminense 2 X 1 Flamengo - 
3;1;3079;Volta Redonda;17/07/1977;Fluminense 3 X 1 Volta Redonda - 
4;0;3080;Bangu;20/07/1977;Fluminense 4 X 0 Bangu - 
6;0;3081;Madureira;23/07/1977;Fluminense 6 X 0 Madureira - 
2;0;3085;Feyenoord;06/08/1977;Fluminense 2 X 0 Feyenoord - 
4;1;3086;Dukla;07/08/1977;Fluminense 4 X 1 Dukla - 
0;0;3087;São Cristovão;17/08/1977;Fluminense 0 X 0 São Cristovão - 
2;0;3088;Bonsucesso;21/08/1977;Fluminense 2 X 0 Bonsucesso - 
0;2;3089;Flamengo;28/08/1977;Fluminense 0 X 2 Flamengo - 
2;1;3090;Olaria;31/08/1977;Fluminense 2 X 1 Olaria - 
1;0;3091;Americano;04/09/1977;Fluminense 1 X 0 Americano - 
2;1;3092;Botafogo;07/09/1977;Fluminense 2 X 1 Botafogo - 
2;0;3093;Portuguesa;11/09/1977;Fluminense 2 X 0 Portuguesa - 
3;0;3094;América;14/09/1977;Fluminense 3 X 0 América - 
3;0;3096;Goytacás;21/09/1977;Fluminense 3 X 0 Goytacás - 
0;2;3097;Vasco;25/09/1977;Fluminense 0 X 2 Vasco - 
5;0;3099;Desportiva;16/10/1977;Fluminense 5 X 0 Desportiva - 
2;1;3101;Sergipe;22/10/1977;Fluminense 2 X 1 Sergipe - 
6;0;3102;Vitoria ES;26/10/1977;Fluminense 6 X 0 Vitoria ES - 
0;1;3103;América;30/10/1977;Fluminense 0 X 1 América - 
2;1;3104;Fluminense BA;02/11/1977;Fluminense 2 X 1 Fluminense BA - 
1;1;3105;Vitória BA;06/11/1977;Fluminense 1 X 1 Vitória BA - 
0;1;3106;Confiança;09/11/1977;Fluminense 0 X 1 Confiança - 
2;1;3107;Flamengo;15/11/1977;Fluminense 2 X 1 Flamengo - 
1;0;3108;Bahia;20/11/1977;Fluminense 1 X 0 Bahia - 
1;2;3111;Operário MS;04/12/1977;Fluminense 1 X 2 Operário MS - 
2;1;3112;CSA;07/12/1977;Fluminense 2 X 1 CSA - 
0;1;3113;Botafogo;11/12/1977;Fluminense 0 X 1 Botafogo - 
0;0;3114;Botafogo SP;15/12/1977;Fluminense 0 X 0 Botafogo SP - 
4;2;3117;Carlos Renaux;31/01/1978;Fluminense 4 X 2 Carlos Renaux - 
0;1;3129;Flamengo;26/03/1978;Fluminense 0 X 1 Flamengo - 
0;0;3130;Americano;29/03/1978;Fluminense 0 X 0 Americano - 
0;2;3131;Portuguesa SP;02/04/1978;Fluminense 0 X 2 Portuguesa SP - 
1;1;3132;XV de Piracicaba;06/04/1978;Fluminense 1 X 1 XV de Piracicaba - 
2;0;3133;Nacional AM;09/04/1978;Fluminense 2 X 0 Nacional AM - 
2;1;3134;Paysandu;12/04/1978;Fluminense 2 X 1 Paysandu - 
1;0;3135;Bangu;16/04/1978;Fluminense 1 X 0 Bangu - 
2;1;3138;Racca Rovers;26/04/1978;Fluminense 2 X 1 Racca Rovers - 
1;0;3140;Goytacás;04/05/1978;Fluminense 1 X 0 Goytacás - 
0;2;3141;América;07/05/1978;Fluminense 0 X 2 América - 
1;0;3142;Remo;09/05/1978;Fluminense 1 X 0 Remo - 
1;2;3143;Fast;11/05/1978;Fluminense 1 X 2 Fast - 
1;0;3144;Santos;21/05/1978;Fluminense 1 X 0 Santos - 
1;1;3145;Bahia;28/05/1978;Fluminense 1 X 1 Bahia - 
1;1;3146;Joinville;01/06/1978;Fluminense 1 X 1 Joinville - 
1;2;3147;Goiás;04/06/1978;Fluminense 1 X 2 Goiás - 
0;1;3148;Santa Cruz;10/06/1978;Fluminense 0 X 1 Santa Cruz - 
1;0;3149;Ceará;13/06/1978;Fluminense 1 X 0 Ceará - 
2;1;3150;Náutico;20/06/1978;Fluminense 2 X 1 Náutico - 
0;0;3151;Grêmio;24/06/1978;Fluminense 0 X 0 Grêmio - 
0;0;3152;Portuguesa SP;01/07/1978;Fluminense 0 X 0 Portuguesa SP - 
0;0;3153;Ponte Preta;05/07/1978;Fluminense 0 X 0 Ponte Preta - 
1;1;3154;Santa Cruz;09/07/1978;Fluminense 1 X 1 Santa Cruz - 
3;0;3155;Volta Redonda;13/07/1978;Fluminense 3 X 0 Volta Redonda - 
2;1;3156;Operário MS;16/07/1978;Fluminense 2 X 1 Operário MS - 
1;2;3157;Dom Bosco;20/07/1978;Fluminense 1 X 2 Dom Bosco - 
0;1;3158;Sport;23/07/1978;Fluminense 0 X 1 Sport - 
0;0;3161;Flamengo;12/08/1978;Fluminense 0 X 0 Flamengo - 
1;1;3166;Atlético MG;27/08/1978;Fluminense 1 X 1 Atlético MG - 
4;0;3167;Portuguesa;03/09/1978;Fluminense 4 X 0 Portuguesa - 
2;3;3168;Botafogo;07/09/1978;Fluminense 2 X 3 Botafogo - 
2;0;3169;Campo Grande;10/09/1978;Fluminense 2 X 0 Campo Grande - 
4;2;3171;Madureira;16/09/1978;Fluminense 4 X 2 Madureira - 
2;0;3173;Vasco;24/09/1978;Fluminense 2 X 0 Vasco - 
0;2;3174;São Cristovão;30/09/1978;Fluminense 0 X 2 São Cristovão - 
5;0;3175;Bangu;04/10/1978;Fluminense 5 X 0 Bangu - 
2;1;3176;América;07/10/1978;Fluminense 2 X 1 América - 
2;0;3177;Olaria;12/10/1978;Fluminense 2 X 0 Olaria - 
2;0;3178;Flamengo;15/10/1978;Fluminense 2 X 0 Flamengo - 
0;0;3179;Olaria;21/10/1978;Fluminense 0 X 0 Olaria - 
2;0;3180;Portuguesa;25/10/1978;Fluminense 2 X 0 Portuguesa - 
2;2;3181;Bonsucesso;29/10/1978;Fluminense 2 X 2 Bonsucesso - 
0;4;3183;Flamengo;05/11/1978;Fluminense 0 X 4 Flamengo - 
5;0;3184;São Cristovão;08/11/1978;Fluminense 5 X 0 São Cristovão - 
3;1;3185;Campo Grande;12/11/1978;Fluminense 3 X 1 Campo Grande - 
4;0;3186;Madureira;16/11/1978;Fluminense 4 X 0 Madureira - 
0;2;3188;Vasco;26/11/1978;Fluminense 0 X 2 Vasco - 
2;0;3189;Bangu;29/11/1978;Fluminense 2 X 0 Bangu - 
1;0;3190;Botafogo;02/12/1978;Fluminense 1 X 0 Botafogo - 
1;2;3191;Flamengo;10/12/1978;Fluminense 1 X 2 Flamengo - 
1;1;3199;Flamengo;11/03/1979;Fluminense 1 X 1 Flamengo - 
0;1;3201;Vasco;17/03/1979;Fluminense 0 X 1 Vasco - 
1;1;3210;Flamengo;22/04/1979;Fluminense 1 X 1 Flamengo - 
0;0;3212;Vasco;28/04/1979;Fluminense 0 X 0 Vasco - 
1;4;3219;Vasco;27/05/1979;Fluminense 1 X 4 Vasco - 
1;2;3226;Flamengo;24/06/1979;Fluminense 1 X 2 Flamengo - 
1;0;3240;Vasco;15/09/1979;Fluminense 1 X 0 Vasco - 
0;1;3242;Flamengo;23/09/1979;Fluminense 0 X 1 Flamengo - 
3;0;3246;Flamengo;14/10/1979;Fluminense 3 X 0 Flamengo - 
0;4;3247;Botafogo;21/10/1979;Fluminense 0 X 4 Botafogo - 
2;3;3250;Vasco;03/11/1979;Fluminense 2 X 3 Vasco - 
1;1;3251;Campo Grande;08/11/1979;Fluminense 1 X 1 Campo Grande - 
2;2;3252;XV de Jaú;11/11/1979;Fluminense 2 X 2 XV de Jaú - 
2;2;3253;Vila Nova GO;15/11/1979;Fluminense 2 X 2 Vila Nova GO - 
2;1;3254;Vitória BA;17/11/1979;Fluminense 2 X 1 Vitória BA - 
5;0;3255;Itabaiana;21/11/1979;Fluminense 5 X 0 Itabaiana - 
0;0;3256;Uberlândia;25/11/1979;Fluminense 0 X 0 Uberlândia - 
6;0;3257;Maranhão;29/11/1979;Fluminense 6 X 0 Maranhão - 
2;3;3264;Atlético MG;24/02/1980;Fluminense 2 X 3 Atlético MG - 
2;1;3265;Guarani;27/02/1980;Fluminense 2 X 1 Guarani - 
1;1;3266;Vitória BA;02/03/1980;Fluminense 1 X 1 Vitória BA - 
4;0;3267;Vila Nova GO;05/03/1980;Fluminense 4 X 0 Vila Nova GO - 
0;0;3268;Palmeiras;09/03/1980;Fluminense 0 X 0 Palmeiras - 
2;2;3269;Flamengo PI;16/03/1980;Fluminense 2 X 2 Flamengo PI - 
4;2;3270;Ceará;19/03/1980;Fluminense 4 X 2 Ceará - 
3;1;3271;Desportiva;22/03/1980;Fluminense 3 X 1 Desportiva - 
0;0;3272;América RN;30/03/1980;Fluminense 0 X 0 América RN - 
1;3;3273;Cruzeiro;06/04/1980;Fluminense 1 X 3 Cruzeiro - 
2;1;3274;Sport;12/04/1980;Fluminense 2 X 1 Sport - 
1;1;3275;Botafogo PB;17/04/1980;Fluminense 1 X 1 Botafogo PB - 
1;1;3276;Sport;20/04/1980;Fluminense 1 X 1 Sport - 
0;0;3277;Cruzeiro;27/04/1980;Fluminense 0 X 0 Cruzeiro - 
4;0;3278;Botafogo PB;03/05/1980;Fluminense 4 X 0 Botafogo PB - 
1;1;3279;Vasco;11/05/1980;Fluminense 1 X 1 Vasco - 
0;2;3280;Atlético MG;14/05/1980;Fluminense 0 X 2 Atlético MG - 
2;3;3281;São Paulo;18/05/1980;Fluminense 2 X 3 São Paulo - 
0;2;3288;Flamengo;13/07/1980;Fluminense 0 X 2 Flamengo - 
1;3;3289;Vasco;19/07/1980;Fluminense 1 X 3 Vasco - 
2;0;3294;Bonsucesso;17/08/1980;Fluminense 2 X 0 Bonsucesso - 
3;2;3295;Serrano;24/08/1980;Fluminense 3 X 2 Serrano - 
4;0;3296;Botafogo;31/08/1980;Fluminense 4 X 0 Botafogo - 
1;1;3297;Goytacás;05/09/1980;Fluminense 1 X 1 Goytacás - 
1;1;3298;Flamengo;14/09/1980;Fluminense 1 X 1 Flamengo - 
1;1;3299;Volta Redonda;18/09/1980;Fluminense 1 X 1 Volta Redonda - 
2;1;3300;Bangu;21/09/1980;Fluminense 2 X 1 Bangu - 
3;1;3301;ADN;28/09/1980;Fluminense 3 X 1 ADN - 
2;1;3302;Vasco;05/10/1980;Fluminense 2 X 1 Vasco - 
0;1;3303;América;11/10/1980;Fluminense 0 X 1 América - 
4;0;3304;Olaria;15/10/1980;Fluminense 4 X 0 Olaria - 
1;0;3305;Americano;19/10/1980;Fluminense 1 X 0 Americano - 
2;0;3306;Campo Grande;22/10/1980;Fluminense 2 X 0 Campo Grande - 
1;1;3307;Vasco;26/10/1980;Fluminense 1 X 1 Vasco - 
1;1;3308;Americano;29/10/1980;Fluminense 1 X 1 Americano - 
2;2;3309;Flamengo;02/11/1980;Fluminense 2 X 2 Flamengo - 
2;0;3310;Serrano;06/11/1980;Fluminense 2 X 0 Serrano - 
3;2;3312;Volta Redonda;09/11/1980;Fluminense 3 X 2 Volta Redonda - 
1;2;3313;Bangu;12/11/1980;Fluminense 1 X 2 Bangu - 
2;2;3314;Botafogo;15/11/1980;Fluminense 2 X 2 Botafogo - 
0;1;3315;Campo Grande;19/11/1980;Fluminense 0 X 1 Campo Grande - 
3;3;3316;Vasco;23/11/1980;Fluminense 3 X 3 Vasco - 
1;2;3317;América;26/11/1980;Fluminense 1 X 2 América - 
1;0;3318;Vasco;30/11/1980;Fluminense 1 X 0 Vasco - 
4;0;3319;Rodoviário;13/01/1999;Fluminense 4 X 0 Rodoviário - 
3;1;3320;Volta Redonda;16/01/1999;Fluminense 3 X 1 Volta Redonda - 
3;5;3321;Flamengo;20/01/1999;Fluminense 3 X 5 Flamengo - 
0;2;3322;Santos;23/01/1999;Fluminense 0 X 2 Santos - 
4;2;3323;Vasco;27/01/1999;Fluminense 4 X 2 Vasco - 
4;0;3324;Palmeiras;30/01/1999;Fluminense 4 X 0 Palmeiras - 
1;4;3325;Santos;03/02/1999;Fluminense 1 X 4 Santos - 
1;2;3326;Palmeiras;06/02/1999;Fluminense 1 X 2 Palmeiras - 
0;2;3330;Rio Branco;25/02/1999;Fluminense 0 X 2 Rio Branco - 
1;0;3332;Lagartense;03/03/1999;Fluminense 1 X 0 Lagartense - 
5;1;3333;Americano;07/03/1999;Fluminense 5 X 1 Americano - 
2;1;3334;Lagartense;10/03/1999;Fluminense 2 X 1 Lagartense - 
2;1;3335;Madureira;13/03/1999;Fluminense 2 X 1 Madureira - 
3;1;3336;Juventude;17/03/1999;Fluminense 3 X 1 Juventude - 
0;3;3337;Vasco;21/03/1999;Fluminense 0 X 3 Vasco - 
4;2;3338;Olaria;24/03/1999;Fluminense 4 X 2 Olaria - 
2;1;3339;Friburguense;28/03/1999;Fluminense 2 X 1 Friburguense - 
5;0;3340;Itaperuna;31/03/1999;Fluminense 5 X 0 Itaperuna - 
1;1;3341;Flamengo;04/04/1999;Fluminense 1 X 1 Flamengo - 
0;6;3342;Juventude;07/04/1999;Fluminense 0 X 6 Juventude - 
4;2;3343;Bangu;11/04/1999;Fluminense 4 X 2 Bangu - 
0;4;3344;Botafogo;17/04/1999;Fluminense 0 X 4 Botafogo - 
2;3;3345;Americano;25/04/1999;Fluminense 2 X 3 Americano - 
2;2;3346;Madureira;02/05/1999;Fluminense 2 X 2 Madureira - 
0;1;3347;Vasco;09/05/1999;Fluminense 0 X 1 Vasco - 
2;3;3348;Friburguense;15/05/1999;Fluminense 2 X 3 Friburguense - 
1;0;3349;Itaperuna;19/05/1999;Fluminense 1 X 0 Itaperuna - 
2;0;3350;Flamengo;23/05/1999;Fluminense 2 X 0 Flamengo - 
0;0;3351;Olaria;26/05/1999;Fluminense 0 X 0 Olaria - 
0;0;3352;Bangu;29/05/1999;Fluminense 0 X 0 Bangu - 
2;0;3353;Botafogo;03/06/1999;Fluminense 2 X 0 Botafogo - 
3;2;3354;Seleção El Salvador;30/06/1999;Fluminense 3 X 2 Seleção El Salvador - 
3;0;3355;Seleção El Salvador;03/07/1999;Fluminense 3 X 0 Seleção El Salvador - 
2;4;3356;Náutico;19/07/1999;Fluminense 2 X 4 Náutico - 
0;3;3357;Santa Cruz;25/07/1999;Fluminense 0 X 3 Santa Cruz - 
1;1;3358;Tupi;29/07/1999;Fluminense 1 X 1 Tupi - 
0;2;3359;Puebla;07/08/1999;Fluminense 0 X 2 Puebla - 
0;4;3360;La Coruña;09/08/1999;Fluminense 0 X 4 La Coruña - 
0;2;3361;Numancia;11/08/1999;Fluminense 0 X 2 Numancia - 
0;2;3362;Cádiz;13/08/1999;Fluminense 0 X 2 Cádiz - 
3;3;3363;Las Palmas;15/08/1999;Fluminense 3 X 3 Las Palmas - 
0;2;3364;Villa Nova MG;29/08/1999;Fluminense 0 X 2 Villa Nova MG - 
1;0;3365;Serra;02/09/1999;Fluminense 1 X 0 Serra - 
3;0;3366;Goiânia;09/09/1999;Fluminense 3 X 0 Goiânia - 
1;0;3367;Dom Pedro II;13/09/1999;Fluminense 1 X 0 Dom Pedro II - 
3;4;3368;Goiânia;18/09/1999;Fluminense 3 X 4 Goiânia - 
2;0;3369;Dom Pedro II;21/09/1999;Fluminense 2 X 0 Dom Pedro II - 
1;0;3370;Anapolina;25/09/1999;Fluminense 1 X 0 Anapolina - 
2;3;3371;Anapolina;03/10/1999;Fluminense 2 X 3 Anapolina - 
1;0;3372;Serra;06/10/1999;Fluminense 1 X 0 Serra - 
3;1;3373;Villa Nova MG;09/10/1999;Fluminense 3 X 1 Villa Nova MG - 
3;2;3374;Tupinambás;23/10/1999;Fluminense 3 X 2 Tupinambás - 
1;1;3376;Moto Club;08/11/1999;Fluminense 1 X 1 Moto Club - 
1;0;3377;Moto Club;14/11/1999;Fluminense 1 X 0 Moto Club - 
2;1;3378;Moto Club;16/11/1999;Fluminense 2 X 1 Moto Club - 
1;1;3379;Americano;01/12/1999;Fluminense 1 X 1 Americano - 
4;0;3380;Americano;04/12/1999;Fluminense 4 X 0 Americano - 
2;1;3381;Americano;06/12/1999;Fluminense 2 X 1 Americano - 
2;1;3382;Náutico;09/12/1999;Fluminense 2 X 1 Náutico - 
1;2;3384;Serra;15/12/1999;Fluminense 1 X 2 Serra - 
2;2;3385;Serra;17/12/1999;Fluminense 2 X 2 Serra - 
2;0;3386;São Raimundo;20/12/1999;Fluminense 2 X 0 São Raimundo - 
2;1;3387;Náutico;23/12/1999;Fluminense 2 X 1 Náutico - 
0;1;3388;Flamengo;20/01/2000;Fluminense 0 X 1 Flamengo - 
1;0;3389;Corinthians;23/01/2000;Fluminense 1 X 0 Corinthians - 
1;2;3390;Vasco;27/01/2000;Fluminense 1 X 2 Vasco - 
2;6;3391;Palmeiras;30/01/2000;Fluminense 2 X 6 Palmeiras - 
0;1;3392;Corinthians;05/02/2000;Fluminense 0 X 1 Corinthians - 
0;1;3393;Vasco;09/02/2000;Fluminense 0 X 1 Vasco - 
0;2;3394;Palmeiras;13/02/2000;Fluminense 0 X 2 Palmeiras - 
4;3;3395;Grêmio;17/02/2000;Fluminense 4 X 3 Grêmio - 
1;0;3396;Grêmio;23/02/2000;Fluminense 1 X 0 Grêmio - 
3;3;3397;Figueirense;25/02/2000;Fluminense 3 X 3 Figueirense - 
1;1;3398;URT;09/03/2000;Fluminense 1 X 1 URT - 
0;0;3399;Cabofriense;12/03/2000;Fluminense 0 X 0 Cabofriense - 
2;0;3400;URT;15/03/2000;Fluminense 2 X 0 URT - 
2;0;3401;Botafogo;19/03/2000;Fluminense 2 X 0 Botafogo - 
1;0;3402;América;23/03/2000;Fluminense 1 X 0 América - 
1;2;3403;Volta Redonda;26/03/2000;Fluminense 1 X 2 Volta Redonda - 
3;1;3404;Madureira;30/03/2000;Fluminense 3 X 1 Madureira - 
2;3;3405;Vasco;02/04/2000;Fluminense 2 X 3 Vasco - 
1;1;3406;Santa Cruz;05/04/2000;Fluminense 1 X 1 Santa Cruz - 
2;3;3407;Americano;08/04/2000;Fluminense 2 X 3 Americano - 
0;0;3408;Bangu;12/04/2000;Fluminense 0 X 0 Bangu - 
1;2;3409;Flamengo;16/04/2000;Fluminense 1 X 2 Flamengo - 
1;1;3410;Olaria;19/04/2000;Fluminense 1 X 1 Olaria - 
0;0;3411;Friburguense;22/04/2000;Fluminense 0 X 0 Friburguense - 
3;1;3412;Santa Cruz;27/04/2000;Fluminense 3 X 1 Santa Cruz - 
3;2;3413;Friburguense;30/04/2000;Fluminense 3 X 2 Friburguense - 
1;1;3414;Maranhão;04/05/2000;Fluminense 1 X 1 Maranhão - 
2;3;3415;Flamengo;07/05/2000;Fluminense 2 X 3 Flamengo - 
6;0;3416;Maranhão;09/05/2000;Fluminense 6 X 0 Maranhão - 
2;2;3417;Bangu;11/05/2000;Fluminense 2 X 2 Bangu - 
2;1;3418;Madureira;14/05/2000;Fluminense 2 X 1 Madureira - 
2;1;3419;Americano;17/05/2000;Fluminense 2 X 1 Americano - 
1;0;3420;Vasco;21/05/2000;Fluminense 1 X 0 Vasco - 
