url;Extenso;Sessoes;Usuarios;Novos;Tempo;Data;Tipo
/adversario;20240105;4;4;0;19;05/01/2024;
/adversario;20240106;9;9;1;10;06/01/2024;
/adversario;20240107;12;8;0;27;07/01/2024;
/adversario;20240108;14;13;1;19;08/01/2024;
/adversario;20240109;12;10;0;21;09/01/2024;
/adversario;20240110;8;7;0;48;10/01/2024;
/adversario;20240111;17;17;0;18;11/01/2024;
/adversario;20240112;6;6;0;8;12/01/2024;
/adversario;20240113;12;9;0;33;13/01/2024;
/adversario;20240114;4;4;0;83;14/01/2024;
/adversario;20240115;7;7;0;31;15/01/2024;
/adversario;20240116;14;12;0;142;16/01/2024;
/adversario;20240117;14;13;0;104;17/01/2024;
/adversario;20240118;22;20;0;43;18/01/2024;
/adversario;20240119;10;9;0;13;19/01/2024;
/adversario;20240120;10;9;0;27;20/01/2024;
/adversario;20240121;31;28;2;52;21/01/2024;
/adversario;20240122;12;11;1;83;22/01/2024;
/adversario;20240123;6;6;0;58;23/01/2024;
/adversario;20240124;14;14;0;23;24/01/2024;
/adversario;20240125;20;19;0;22;25/01/2024;
/adversario;20240126;20;16;0;68;26/01/2024;
/adversario;20240127;5;5;0;12;27/01/2024;
/adversario;20240128;6;6;0;75;28/01/2024;
/adversario;20240129;1;1;0;68;29/01/2024;
/adversario;20240130;19;16;0;36;30/01/2024;
/adversario;20240131;19;14;0;47;31/01/2024;
/adversario;20240201;28;21;1;32;01/02/2024;
/adversario;20240202;26;23;1;25;02/02/2024;
/adversario;20240203;14;11;0;46;03/02/2024;
/adversario;20240204;29;21;0;49;04/02/2024;
/adversario;20240205;17;12;0;62;05/02/2024;
/adversario;20240206;22;18;0;14;06/02/2024;
/adversario;20240207;16;13;0;29;07/02/2024;
/adversario;20240208;26;20;1;22;08/02/2024;
/adversario;20240209;29;21;0;31;09/02/2024;
/adversario;20240210;21;15;0;47;10/02/2024;
/adversario;20240211;11;7;0;7;11/02/2024;
/adversario;20240212;9;5;0;8;12/02/2024;
/adversario;20240213;13;8;0;35;13/02/2024;
/adversario;20240214;12;10;0;60;14/02/2024;
/adversario;20240215;13;13;0;20;15/02/2024;
/adversario;20240216;18;14;0;86;16/02/2024;
/adversario;20240217;16;11;0;48;17/02/2024;
/adversario;20240218;7;6;0;59;18/02/2024;
/adversario;20240219;15;15;0;19;19/02/2024;
/adversario;20240220;11;10;0;87;20/02/2024;
/adversario;20240221;21;17;1;19;21/02/2024;
/adversario;20240222;20;19;0;89;22/02/2024;
/adversario;20240223;20;14;0;76;23/02/2024;
/adversario;20240224;9;8;0;38;24/02/2024;
/adversario;20240225;14;14;0;21;25/02/2024;
/adversario;20240226;10;9;0;37;26/02/2024;
/adversario;20240227;20;14;2;56;27/02/2024;
/adversario;20240228;20;19;1;30;28/02/2024;
/adversario;20240229;12;11;0;16;29/02/2024;
/adversario;20240301;27;24;1;25;01/03/2024;
/adversario;20240302;12;10;0;89;02/03/2024;
/adversario;20240303;19;17;0;42;03/03/2024;
/adversario;20240304;25;23;0;31;04/03/2024;
/adversario;20240305;5;4;0;51;05/03/2024;
/adversario;20240306;11;10;0;50;06/03/2024;
/adversario;20240307;7;7;0;47;07/03/2024;
/adversario;20240308;11;10;0;65;08/03/2024;
/adversario;20240309;14;12;0;28;09/03/2024;
/adversario;20240310;9;8;0;67;10/03/2024;
/adversario;20240311;4;4;0;57;11/03/2024;
/adversario;20240312;8;8;0;111;12/03/2024;
/adversario;20240313;5;5;0;47;13/03/2024;
/adversario;20240314;11;10;1;33;14/03/2024;
/arbitro;20230803;11;10;2;17;03/08/2023;
/arbitro;20230804;4;3;0;22;04/08/2023;
/arbitro;20230805;12;10;1;15;05/08/2023;
/arbitro;20230806;3;3;0;14;06/08/2023;
/arbitro;20230807;4;4;0;15;07/08/2023;
/arbitro;20230808;4;3;1;10;08/08/2023;
/arbitro;20230809;1;1;0;4;09/08/2023;
/arbitro;20230810;6;6;0;15;10/08/2023;
/arbitro;20230811;3;3;0;19;11/08/2023;
/arbitro;20230812;2;1;0;0;12/08/2023;
/arbitro;20230813;7;7;1;18;13/08/2023;
/arbitro;20230814;3;2;0;20;14/08/2023;
/arbitro;20230815;3;3;0;32;15/08/2023;
/arbitro;20230817;3;3;0;14;17/08/2023;
/arbitro;20230818;8;8;0;26;18/08/2023;
/arbitro;20230819;4;4;0;9;19/08/2023;
/arbitro;20230820;3;3;0;19;20/08/2023;
/arbitro;20230821;4;4;0;12;21/08/2023;
/arbitro;20230822;2;1;0;0;22/08/2023;
/arbitro;20230823;3;3;0;22;23/08/2023;
/arbitro;20230824;5;5;0;22;24/08/2023;
/arbitro;20230825;5;5;0;11;25/08/2023;
/arbitro;20230826;33;26;0;15;26/08/2023;
/arbitro;20230827;10;10;0;23;27/08/2023;
/arbitro;20230828;5;5;2;17;28/08/2023;
/arbitro;20230829;2;2;0;30;29/08/2023;
/arbitro;20230830;4;4;0;21;30/08/2023;
/arbitro;20230831;12;12;0;21;31/08/2023;
/arbitro;20230901;3;3;0;44;01/09/2023;
/arbitro;20230902;4;3;0;12;02/09/2023;
/arbitro;20230903;9;7;0;15;03/09/2023;
/arbitro;20230905;5;5;1;33;05/09/2023;
/arbitro;20230906;7;7;0;21;06/09/2023;
/arbitro;20230907;1;1;1;1;07/09/2023;
/arbitro;20230908;1;1;0;34;08/09/2023;
/arbitro;20230909;1;1;0;123;09/09/2023;
/arbitro;20230910;2;2;0;5;10/09/2023;
/arbitro;20230911;2;2;0;12;11/09/2023;
/arbitro;20230912;1;1;0;472;12/09/2023;
/arbitro;20230913;1;1;0;18;13/09/2023;
/arbitro;20230914;2;2;0;20;14/09/2023;
/arbitro;20230915;6;6;0;11;15/09/2023;
/arbitro;20230916;20;19;1;18;16/09/2023;
/arbitro;20230917;10;10;0;28;17/09/2023;
/arbitro;20230918;11;11;1;39;18/09/2023;
/arbitro;20230919;11;10;1;42;19/09/2023;
/arbitro;20230920;8;5;0;21;20/09/2023;
/arbitro;20230921;3;3;0;41;21/09/2023;
/arbitro;20230922;19;19;0;12;22/09/2023;
/arbitro;20230923;4;4;0;13;23/09/2023;
/arbitro;20230924;2;2;0;3;24/09/2023;
/arbitro;20230925;1;1;0;26;25/09/2023;
/arbitro;20230926;5;5;0;10;26/09/2023;
/arbitro;20230927;5;5;1;12;27/09/2023;
/arbitro;20230928;4;4;0;8;28/09/2023;
/arbitro;20230929;16;13;1;17;29/09/2023;
/arbitro;20230930;4;4;1;20;30/09/2023;
/arbitro;20231002;3;3;0;4;02/10/2023;
/arbitro;20231003;5;5;2;32;03/10/2023;
/arbitro;20231004;5;4;0;13;04/10/2023;
/arbitro;20231005;4;4;0;9;05/10/2023;
/arbitro;20231006;4;4;0;13;06/10/2023;
/arbitro;20231007;4;4;0;20;07/10/2023;
/arbitro;20231008;3;3;0;9;08/10/2023;
/arbitro;20231009;2;2;0;2;09/10/2023;
/arbitro;20231010;4;4;0;39;10/10/2023;
/arbitro;20231011;1;1;0;10;11/10/2023;
/arbitro;20231012;3;3;0;11;12/10/2023;
/arbitro;20231014;3;3;0;12;14/10/2023;
/arbitro;20231017;12;10;0;30;17/10/2023;
/arbitro;20231018;7;7;0;37;18/10/2023;
/arbitro;20231019;14;14;0;23;19/10/2023;
/arbitro;20231020;19;16;1;25;20/10/2023;
/arbitro;20231021;6;6;2;21;21/10/2023;
/arbitro;20231022;5;5;0;16;22/10/2023;
/arbitro;20231023;12;11;0;17;23/10/2023;
/arbitro;20231024;8;8;0;22;24/10/2023;
/arbitro;20231025;84;76;0;22;25/10/2023;
/arbitro;20231026;9;9;0;17;26/10/2023;
/arbitro;20231027;9;8;1;16;27/10/2023;
/arbitro;20231028;13;13;0;19;28/10/2023;
/arbitro;20231029;6;6;0;18;29/10/2023;
/arbitro;20231030;4;3;0;9;30/10/2023;
/arbitro;20231031;5;5;0;44;31/10/2023;
/arbitro;20231101;2;2;1;69;01/11/2023;
/arbitro;20231102;2;2;1;12;02/11/2023;
/arbitro;20231104;4;4;2;15;04/11/2023;
/arbitro;20231105;3;3;0;10;05/11/2023;
/arbitro;20231106;2;2;0;7;06/11/2023;
/arbitro;20231107;5;5;1;92;07/11/2023;
/arbitro;20231108;6;6;0;9;08/11/2023;
/arbitro;20231109;2;2;0;12;09/11/2023;
/arbitro;20231110;10;10;1;25;10/11/2023;
/arbitro;20231111;11;11;1;25;11/11/2023;
/arbitro;20231112;1;0;0;0;12/11/2023;
/arbitro;20231113;4;4;0;19;13/11/2023;
/arbitro;20231115;1;1;0;14;15/11/2023;
/arbitro;20231116;3;3;0;8;16/11/2023;
/arbitro;20231118;1;1;0;28;18/11/2023;
/arbitro;20231120;1;1;0;28;20/11/2023;
/arbitro;20231121;3;3;1;34;21/11/2023;
/arbitro;20231122;12;12;2;16;22/11/2023;
/arbitro;20231123;1;1;0;44;23/11/2023;
/arbitro;20231124;7;7;0;28;24/11/2023;
/arbitro;20231125;3;3;0;57;25/11/2023;
/arbitro;20231126;3;3;1;24;26/11/2023;
/arbitro;20231127;6;6;2;12;27/11/2023;
/arbitro;20231128;2;2;0;10;28/11/2023;
/arbitro;20231129;2;2;1;17;29/11/2023;
/arbitro;20231130;3;2;0;0;30/11/2023;
/arbitro;20231201;1;1;0;11;01/12/2023;
/arbitro;20231202;1;1;0;9;02/12/2023;
/arbitro;20231203;2;2;0;8;03/12/2023;
/arbitro;20231204;4;4;1;60;04/12/2023;
/arbitro;20231205;2;2;0;10;05/12/2023;
/arbitro;20231206;12;10;2;20;06/12/2023;
/arbitro;20231207;10;9;1;10;07/12/2023;
/arbitro;20231208;5;5;0;28;08/12/2023;
/arbitro;20231209;2;2;0;51;09/12/2023;
/arbitro;20231210;5;5;0;20;10/12/2023;
/arbitro;20231211;2;2;1;24;11/12/2023;
/arbitro;20231213;1;1;0;13;13/12/2023;
/arbitro;20231214;1;1;0;27;14/12/2023;
/arbitro;20231215;2;2;0;34;15/12/2023;
/arbitro;20231217;3;3;0;5;17/12/2023;
/arbitro;20231218;3;3;0;2;18/12/2023;
/arbitro;20231219;2;2;0;34;19/12/2023;
/arbitro;20231220;2;2;0;10;20/12/2023;
/arbitro;20231221;4;4;0;34;21/12/2023;
/arbitro;20231222;1;1;0;10;22/12/2023;
/arbitro;20231223;1;1;0;13;23/12/2023;
/arbitro;20231225;1;1;0;14;25/12/2023;
/arbitro;20231226;3;3;0;31;26/12/2023;
/arbitro;20231227;2;2;0;14;27/12/2023;
/arbitro;20231228;1;1;0;5;28/12/2023;
/arbitro;20231230;1;1;1;4;30/12/2023;
/arbitro;20231231;1;1;1;16;31/12/2023;
/arbitro;20240101;1;1;0;6;01/01/2024;
/arbitro;20240102;1;1;0;10;02/01/2024;
/arbitro;20240104;1;1;1;3;04/01/2024;
/arbitro;20240105;1;1;0;12;05/01/2024;
/arbitro;20240107;1;1;0;0;07/01/2024;
/arbitro;20240108;2;2;0;4;08/01/2024;
/arbitro;20240110;1;1;0;74;10/01/2024;
/arbitro;20240111;1;1;0;3;11/01/2024;
/arbitro;20240112;1;1;0;3;12/01/2024;
/arbitro;20240113;1;1;0;35;13/01/2024;
/arbitro;20240114;1;1;1;19;14/01/2024;
/arbitro;20240116;4;3;0;23;16/01/2024;
/arbitro;20240117;4;4;0;5;17/01/2024;
/arbitro;20240118;1;1;0;31;18/01/2024;
/arbitro;20240119;3;3;1;17;19/01/2024;
/arbitro;20240120;3;3;0;19;20/01/2024;
/arbitro;20240121;9;9;1;17;21/01/2024;
/arbitro;20240122;2;2;0;187;22/01/2024;
/arbitro;20240123;4;4;3;73;23/01/2024;
/arbitro;20240124;3;3;0;6;24/01/2024;
/arbitro;20240125;3;2;0;9;25/01/2024;
/arbitro;20240126;1;1;0;3;26/01/2024;
/arbitro;20240127;2;2;1;6;27/01/2024;
/arbitro;20240128;3;3;0;3;28/01/2024;
/arbitro;20240130;2;2;0;2;30/01/2024;
/arbitro;20240131;3;3;0;120;31/01/2024;
/arbitro;20240201;4;4;1;17;01/02/2024;
/arbitro;20240202;1;1;0;4;02/02/2024;
/arbitro;20240204;5;5;0;2;04/02/2024;
/arbitro;20240206;8;7;0;21;06/02/2024;
/arbitro;20240207;3;3;0;10;07/02/2024;
/arbitro;20240208;1;1;0;27;08/02/2024;
/arbitro;20240209;3;3;0;10;09/02/2024;
/arbitro;20240210;1;1;0;6;10/02/2024;
/arbitro;20240212;2;2;0;10;12/02/2024;
/arbitro;20240213;1;1;0;4;13/02/2024;
/arbitro;20240214;6;5;0;16;14/02/2024;
/arbitro;20240215;13;12;0;44;15/02/2024;
/arbitro;20240216;7;3;0;286;16/02/2024;
/arbitro;20240217;3;3;1;9;17/02/2024;
/arbitro;20240219;2;2;1;24;19/02/2024;
/arbitro;20240220;1;1;1;0;20/02/2024;
/arbitro;20240221;11;9;0;221;21/02/2024;
/arbitro;20240222;8;5;0;13;22/02/2024;
/arbitro;20240223;29;26;0;39;23/02/2024;
/arbitro;20240224;20;17;0;16;24/02/2024;
/arbitro;20240225;5;5;1;9;25/02/2024;
/arbitro;20240226;7;5;0;10;26/02/2024;
/arbitro;20240227;7;4;1;6;27/02/2024;
/arbitro;20240228;7;3;0;3;28/02/2024;
/arbitro;20240229;10;9;0;10;29/02/2024;
/arbitro;20240301;8;7;0;30;01/03/2024;
/arbitro;20240302;1;1;0;9;02/03/2024;
/arbitro;20240303;5;5;0;10;03/03/2024;
/arbitro;20240304;2;1;0;11;04/03/2024;
/arbitro;20240305;1;1;1;1;05/03/2024;
/arbitro;20240306;1;1;0;4;06/03/2024;
/arbitro;20240307;3;3;0;11;07/03/2024;
/arbitro;20240308;4;4;0;6;08/03/2024;
/arbitro;20240309;10;10;0;10;09/03/2024;
/arbitro;20240310;1;1;0;9;10/03/2024;
/arbitro;20240311;1;0;0;0;11/03/2024;
/arbitro;20240312;3;3;0;66;12/03/2024;
/arbitro;20240313;3;3;0;21;13/03/2024;
/arbitro;20240314;8;8;0;6;14/03/2024;
/jogador;20230803;20;15;0;27;03/08/2023;
/jogador;20230804;19;17;0;30;04/08/2023;
/jogador;20230805;16;15;0;44;05/08/2023;
/jogador;20230806;25;20;0;26;06/08/2023;
/jogador;20230807;28;23;2;23;07/08/2023;
/jogador;20230808;19;17;0;26;08/08/2023;
/jogador;20230809;24;24;0;25;09/08/2023;
/jogador;20230810;24;20;2;27;10/08/2023;
/jogador;20230811;14;13;0;25;11/08/2023;
/jogador;20230812;13;13;0;14;12/08/2023;
/jogador;20230813;16;13;1;47;13/08/2023;
/jogador;20230814;19;17;0;32;14/08/2023;
/jogador;20230815;15;13;0;18;15/08/2023;
/jogador;20230816;10;9;0;25;16/08/2023;
/jogador;20230817;26;22;0;25;17/08/2023;
/jogador;20230818;19;18;0;21;18/08/2023;
/jogador;20230819;26;23;1;16;19/08/2023;
/jogador;20230820;31;25;2;20;20/08/2023;
/jogador;20230821;31;27;1;17;21/08/2023;
/jogador;20230822;12;10;0;67;22/08/2023;
/jogador;20230823;21;18;1;21;23/08/2023;
/jogador;20230824;24;24;0;36;24/08/2023;
/jogador;20230825;31;27;1;25;25/08/2023;
/jogador;20230826;22;19;0;31;26/08/2023;
/jogador;20230827;27;27;0;40;27/08/2023;
/jogador;20230828;18;16;0;184;28/08/2023;
/jogador;20230829;14;12;0;109;29/08/2023;
/jogador;20230830;23;18;0;36;30/08/2023;
/jogador;20230831;28;25;0;50;31/08/2023;
/jogador;20230901;43;38;1;21;01/09/2023;
/jogador;20230902;20;15;1;16;02/09/2023;
/jogador;20230903;26;21;1;16;03/09/2023;
/jogador;20230904;15;11;0;14;04/09/2023;
/jogador;20230905;20;15;0;25;05/09/2023;
/jogador;20230906;24;24;1;65;06/09/2023;
/jogador;20230907;27;22;2;83;07/09/2023;
/jogador;20230908;25;21;0;25;08/09/2023;
/jogador;20230909;17;14;0;16;09/09/2023;
/jogador;20230910;14;13;0;18;10/09/2023;
/jogador;20230911;24;21;1;25;11/09/2023;
/jogador;20230912;24;21;1;22;12/09/2023;
/jogador;20230913;20;19;0;32;13/09/2023;
/jogador;20230914;28;25;0;18;14/09/2023;
/jogador;20230915;46;36;0;32;15/09/2023;
/jogador;20230916;30;24;1;44;16/09/2023;
/jogador;20230917;13;12;2;58;17/09/2023;
/jogador;20230918;11;11;0;166;18/09/2023;
/jogador;20230919;21;20;0;20;19/09/2023;
/jogador;20230920;16;14;0;35;20/09/2023;
/jogador;20230921;32;21;0;63;21/09/2023;
/jogador;20230922;14;11;0;29;22/09/2023;
/jogador;20230923;21;18;0;37;23/09/2023;
/jogador;20230924;7;7;0;13;24/09/2023;
/jogador;20230925;20;18;0;90;25/09/2023;
/jogador;20230926;31;21;0;51;26/09/2023;
/jogador;20230927;31;27;0;30;27/09/2023;
/jogador;20230928;35;30;0;14;28/09/2023;
/jogador;20230929;24;21;0;44;29/09/2023;
/jogador;20230930;18;14;1;22;30/09/2023;
/jogador;20231001;8;8;0;15;01/10/2023;
/jogador;20231002;9;8;0;9;02/10/2023;
/jogador;20231003;16;13;0;27;03/10/2023;
/jogador;20231004;16;15;1;23;04/10/2023;
/jogador;20231005;43;41;2;27;05/10/2023;
/jogador;20231006;23;22;0;17;06/10/2023;
/jogador;20231007;11;10;0;37;07/10/2023;
/jogador;20231008;10;10;0;70;08/10/2023;
/jogador;20231009;10;10;0;81;09/10/2023;
/jogador;20231010;10;9;0;15;10/10/2023;
/jogador;20231011;13;11;0;25;11/10/2023;
/jogador;20231012;15;14;0;66;12/10/2023;
/jogador;20231013;9;8;1;60;13/10/2023;
/jogador;20231014;20;14;0;38;14/10/2023;
/jogador;20231015;13;11;1;49;15/10/2023;
/jogador;20231016;16;12;0;45;16/10/2023;
/jogador;20231017;13;12;0;15;17/10/2023;
/jogador;20231018;15;13;1;23;18/10/2023;
/jogador;20231019;15;15;0;27;19/10/2023;
/jogador;20231020;10;10;0;37;20/10/2023;
/jogador;20231021;10;8;0;29;21/10/2023;
/jogador;20231022;11;10;0;54;22/10/2023;
/jogador;20231023;14;13;0;45;23/10/2023;
/jogador;20231024;12;10;0;57;24/10/2023;
/jogador;20231025;26;20;1;98;25/10/2023;
/jogador;20231026;23;23;1;20;26/10/2023;
/jogador;20231027;14;13;1;18;27/10/2023;
/jogador;20231028;12;11;1;24;28/10/2023;
/jogador;20231029;14;13;1;109;29/10/2023;
/jogador;20231030;12;9;0;21;30/10/2023;
/jogador;20231031;19;16;0;15;31/10/2023;
/jogador;20231101;12;12;0;32;01/11/2023;
/jogador;20231102;9;6;0;54;02/11/2023;
/jogador;20231103;14;13;1;29;03/11/2023;
/jogador;20231104;22;19;1;32;04/11/2023;
/jogador;20231105;35;29;0;36;05/11/2023;
/jogador;20231106;32;31;0;35;06/11/2023;
/jogador;20231107;22;19;1;28;07/11/2023;
/jogador;20231108;19;18;0;32;08/11/2023;
/jogador;20231109;25;22;0;26;09/11/2023;
/jogador;20231110;22;20;1;28;10/11/2023;
/jogador;20231111;19;19;0;28;11/11/2023;
/jogador;20231112;18;13;0;45;12/11/2023;
/jogador;20231113;21;17;0;32;13/11/2023;
/jogador;20231114;16;13;0;70;14/11/2023;
/jogador;20231115;23;19;0;44;15/11/2023;
/jogador;20231116;20;16;0;18;16/11/2023;
/jogador;20231117;18;16;0;21;17/11/2023;
/jogador;20231118;12;11;0;25;18/11/2023;
/jogador;20231119;17;15;1;44;19/11/2023;
/jogador;20231120;27;24;0;37;20/11/2023;
/jogador;20231121;18;15;0;61;21/11/2023;
/jogador;20231122;19;15;0;29;22/11/2023;
/jogador;20231123;31;23;0;21;23/11/2023;
/jogador;20231124;13;12;0;66;24/11/2023;
/jogador;20231125;31;26;0;64;25/11/2023;
/jogador;20231126;28;23;0;158;26/11/2023;
/jogador;20231127;20;15;0;64;27/11/2023;
/jogador;20231128;19;16;0;18;28/11/2023;
/jogador;20231129;19;17;0;13;29/11/2023;
/jogador;20231130;22;19;0;26;30/11/2023;
/jogador;20231201;15;13;1;39;01/12/2023;
/jogador;20231202;16;14;0;42;02/12/2023;
/jogador;20231203;20;17;0;31;03/12/2023;
/jogador;20231204;15;14;1;25;04/12/2023;
/jogador;20231205;21;20;0;22;05/12/2023;
/jogador;20231206;16;12;0;56;06/12/2023;
/jogador;20231207;12;9;0;13;07/12/2023;
/jogador;20231208;16;14;0;59;08/12/2023;
/jogador;20231209;13;11;0;14;09/12/2023;
/jogador;20231210;19;16;1;28;10/12/2023;
/jogador;20231211;22;15;0;56;11/12/2023;
/jogador;20231212;27;16;0;90;12/12/2023;
/jogador;20231213;23;17;0;83;13/12/2023;
/jogador;20231214;9;8;0;44;14/12/2023;
/jogador;20231215;9;10;0;15;15/12/2023;
/jogador;20231216;13;10;0;14;16/12/2023;
/jogador;20231217;15;11;0;54;17/12/2023;
/jogador;20231218;27;21;0;81;18/12/2023;
/jogador;20231219;18;18;1;51;19/12/2023;
/jogador;20231220;14;11;0;14;20/12/2023;
/jogador;20231221;9;9;0;86;21/12/2023;
/jogador;20231222;38;36;0;26;22/12/2023;
/jogador;20231223;13;12;1;53;23/12/2023;
/jogador;20231224;17;14;0;14;24/12/2023;
/jogador;20231225;13;12;0;31;25/12/2023;
/jogador;20231226;24;16;1;29;26/12/2023;
/jogador;20231227;18;13;0;91;27/12/2023;
/jogador;20231228;19;15;0;15;28/12/2023;
/jogador;20231229;13;12;0;90;29/12/2023;
/jogador;20231230;19;17;0;22;30/12/2023;
/jogador;20231231;16;12;1;28;31/12/2023;
/jogador;20240101;13;13;1;47;01/01/2024;
/jogador;20240102;27;18;0;56;02/01/2024;
/jogador;20240103;19;13;0;41;03/01/2024;
/jogador;20240104;35;27;3;45;04/01/2024;
/jogador;20240105;19;14;0;98;05/01/2024;
/jogador;20240106;25;15;0;88;06/01/2024;
/jogador;20240107;20;11;0;69;07/01/2024;
/jogador;20240108;18;11;0;43;08/01/2024;
/jogador;20240109;25;21;0;63;09/01/2024;
/jogador;20240110;20;13;0;25;10/01/2024;
/jogador;20240111;27;18;0;74;11/01/2024;
/jogador;20240112;20;17;1;55;12/01/2024;
/jogador;20240113;23;14;0;73;13/01/2024;
/jogador;20240114;23;16;0;65;14/01/2024;
/jogador;20240115;11;9;0;92;15/01/2024;
/jogador;20240116;16;13;0;91;16/01/2024;
/jogador;20240117;13;10;0;18;17/01/2024;
/jogador;20240118;28;22;0;40;18/01/2024;
/jogador;20240119;17;14;1;32;19/01/2024;
/jogador;20240120;25;21;0;43;20/01/2024;
/jogador;20240121;41;31;0;37;21/01/2024;
/jogador;20240122;16;11;0;24;22/01/2024;
/jogador;20240123;18;16;1;49;23/01/2024;
/jogador;20240124;25;22;0;68;24/01/2024;
/jogador;20240125;29;23;0;45;25/01/2024;
/jogador;20240126;27;20;0;45;26/01/2024;
/jogador;20240127;17;11;0;33;27/01/2024;
/jogador;20240128;11;7;1;45;28/01/2024;
/jogador;20240129;5;5;0;36;29/01/2024;
/jogador;20240130;21;19;0;73;30/01/2024;
/jogador;20240131;16;14;0;16;31/01/2024;
/jogador;20240201;33;25;0;36;01/02/2024;
/jogador;20240202;27;22;0;33;02/02/2024;
/jogador;20240203;22;20;0;39;03/02/2024;
/jogador;20240204;22;21;0;22;04/02/2024;
/jogador;20240205;19;16;0;41;05/02/2024;
/jogador;20240206;26;21;0;25;06/02/2024;
/jogador;20240207;17;15;0;31;07/02/2024;
/jogador;20240208;14;14;0;39;08/02/2024;
/jogador;20240209;28;26;0;16;09/02/2024;
/jogador;20240210;18;12;1;23;10/02/2024;
/jogador;20240211;11;10;0;45;11/02/2024;
/jogador;20240212;8;7;0;51;12/02/2024;
/jogador;20240213;10;9;0;13;13/02/2024;
/jogador;20240214;10;10;1;25;14/02/2024;
/jogador;20240215;14;9;0;132;15/02/2024;
/jogador;20240216;12;11;0;62;16/02/2024;
/jogador;20240217;19;17;1;16;17/02/2024;
/jogador;20240218;19;15;0;85;18/02/2024;
/jogador;20240219;20;17;0;164;19/02/2024;
/jogador;20240220;16;14;0;22;20/02/2024;
/jogador;20240221;9;9;0;36;21/02/2024;
/jogador;20240222;26;19;0;99;22/02/2024;
/jogador;20240223;10;7;0;46;23/02/2024;
/jogador;20240224;10;10;0;108;24/02/2024;
/jogador;20240225;20;15;0;61;25/02/2024;
/jogador;20240226;12;10;0;101;26/02/2024;
/jogador;20240227;20;12;1;51;27/02/2024;
/jogador;20240228;8;6;0;7;28/02/2024;
/jogador;20240229;17;16;1;28;29/02/2024;
/jogador;20240301;33;26;0;21;01/03/2024;
/jogador;20240302;27;23;1;48;02/03/2024;
/jogador;20240303;18;17;1;30;03/03/2024;
/jogador;20240304;15;15;0;32;04/03/2024;
/jogador;20240305;15;12;1;31;05/03/2024;
/jogador;20240306;13;13;0;36;06/03/2024;
/jogador;20240307;14;12;0;18;07/03/2024;
/jogador;20240308;6;6;0;23;08/03/2024;
/jogador;20240309;15;15;0;20;09/03/2024;
/jogador;20240310;11;10;0;21;10/03/2024;
/jogador;20240311;17;14;0;52;11/03/2024;
/jogador;20240312;10;9;1;70;12/03/2024;
/jogador;20240313;10;8;0;50;13/03/2024;
/jogador;20240314;7;6;0;155;14/03/2024;
/campeonato;20230803;10;10;1;21;03/08/2023;
/campeonato;20230804;5;5;0;45;04/08/2023;
/campeonato;20230805;2;2;0;13;05/08/2023;
/campeonato;20230806;8;7;0;76;06/08/2023;
/campeonato;20230807;12;11;0;20;07/08/2023;
/campeonato;20230808;8;8;0;12;08/08/2023;
/campeonato;20230809;12;11;0;34;09/08/2023;
/campeonato;20230810;7;7;1;28;10/08/2023;
/campeonato;20230811;6;6;0;14;11/08/2023;
/campeonato;20230812;7;4;0;23;12/08/2023;
/campeonato;20230813;5;4;0;17;13/08/2023;
/campeonato;20230814;11;6;1;37;14/08/2023;
/campeonato;20230815;6;5;0;13;15/08/2023;
/campeonato;20230816;4;3;0;20;16/08/2023;
/campeonato;20230817;6;4;0;11;17/08/2023;
/campeonato;20230818;2;2;0;25;18/08/2023;
/campeonato;20230820;9;9;0;9;20/08/2023;
/campeonato;20230821;7;6;0;24;21/08/2023;
/campeonato;20230822;4;4;0;22;22/08/2023;
/campeonato;20230823;6;6;0;57;23/08/2023;
/campeonato;20230824;13;12;0;21;24/08/2023;
/campeonato;20230825;14;13;0;48;25/08/2023;
/campeonato;20230826;10;9;0;56;26/08/2023;
/campeonato;20230827;14;14;0;17;27/08/2023;
/campeonato;20230828;6;5;0;28;28/08/2023;
/campeonato;20230829;10;10;0;58;29/08/2023;
/campeonato;20230830;10;10;0;54;30/08/2023;
/campeonato;20230831;13;13;0;19;31/08/2023;
/campeonato;20230901;14;14;0;38;01/09/2023;
/campeonato;20230902;6;5;0;12;02/09/2023;
/campeonato;20230903;5;5;0;18;03/09/2023;
/campeonato;20230904;7;7;0;13;04/09/2023;
/campeonato;20230905;7;5;0;9;05/09/2023;
/campeonato;20230906;12;7;0;14;06/09/2023;
/campeonato;20230907;7;5;0;8;07/09/2023;
/campeonato;20230908;5;4;0;9;08/09/2023;
/campeonato;20230909;3;2;0;36;09/09/2023;
/campeonato;20230910;1;1;0;16;10/09/2023;
/campeonato;20230911;9;8;0;31;11/09/2023;
/campeonato;20230912;3;3;0;20;12/09/2023;
/campeonato;20230913;2;2;1;6;13/09/2023;
/campeonato;20230914;5;4;0;17;14/09/2023;
/campeonato;20230915;5;5;0;7;15/09/2023;
/campeonato;20230916;7;7;0;20;16/09/2023;
/campeonato;20230917;3;3;0;20;17/09/2023;
/campeonato;20230918;5;4;0;38;18/09/2023;
/campeonato;20230919;4;4;0;21;19/09/2023;
/campeonato;20230920;6;6;0;6;20/09/2023;
/campeonato;20230921;3;3;0;18;21/09/2023;
/campeonato;20230922;4;4;0;18;22/09/2023;
/campeonato;20230923;4;4;0;34;23/09/2023;
