# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240708
# Data de termino: 20240714
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/jogador;20240714;45;49
/jogador;20240711;35;44
/jogador;20240712;34;44
/jogador;20240709;22;29
/jogador;20240710;22;25
/jogador;20240708;16;30
/jogador;20240713;13;22
/adversario;20240708;9;10
/arbitro;20240709;9;9
/campeonato;20240708;8;9
/campeonato;20240710;8;12
/adversario;20240714;7;7
/campeonato;20240709;6;8
/estadio;20240709;6;8
/tecnico;20240712;6;6
/adversario;20240709;5;5
/adversario;20240710;5;10
/adversario;20240711;4;8
/estadio;20240711;4;5
/adversario;20240712;3;6
/adversario;20240713;3;3
/campeonato;20240711;3;8
/tecnico;20240708;3;4
/arbitro;20240708;2;2
/arbitro;20240710;2;8
/arbitro;20240711;2;3
/arbitro;20240712;2;2
/arbitro;20240714;2;2
/campeonato;20240713;2;3
/estadio;20240708;2;2
/arbitro;20240713;1;1
/campeonato;20240714;1;1
/estadio;20240710;1;1
/estadio;20240714;1;1
/tecnico;20240709;1;3
/tecnico;20240714;1;1
/tecnico;20240710;0;1
/tecnico;20240711;0;1
