# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240701
# Data de termino: 20240707
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Fluminense 3 X 0 Internacional;2024070418;2;2;2;59.5;0;0;0
Fluminense 4 X 1 Corinthians;2024070714;2;1;0;57;0;0;0
Fluminense 7 X 2 Botafogo;2024070201;2;2;1;91.5;0;0;0
Fluminense x Fortaleza-CE;2024070608;2;2;0;35;0;0;0
Fluminense x Fortaleza-CE;2024070617;2;2;0;16.5;0;0;0
Fluminense x Fortaleza-CE;2024070620;2;2;0;45;0;0;0
Fluminense x Fortaleza-CE;2024070714;2;2;0;4.5;0;0;0
Fluminense x Internacional-RS;2024070213;2;2;0;6.5;0;0;0
Fluminense x Internacional-RS;2024070214;2;2;0;176.5;0;0;0
Fluminense x Internacional-RS;2024070215;2;2;0;40.5;0;0;0
Fluminense x Internacional-RS;2024070311;2;2;0;59.5;0;0;0
Fluminense x Internacional-RS;2024070402;2;2;0;8;0;0;0
Fluminense x Internacional-RS;2024070403;2;2;0;8;0;0;0
Fluminense x Internacional-RS;2024070408;2;2;0;19;0;0;0
Fluminense x Internacional-RS;2024070413;2;2;0;1;0;0;0
Fluminense x Internacional-RS;2024070416;2;2;0;73;0;0;0
Fluminense x Moto Club-MA;2024070109;2;2;2;11;0;0;0
Fortaleza 1 X 0 Fluminense;2024070721;2;2;0;44;0;0;0
German Cano 2024;2024070217;2;2;0;1;0;0;0
Gols do Leonardo;2024070122;2;1;0;0;0;0;0
Gremio 1 X 0 Fluminense;2024070114;2;2;0;17;0;0;0
Informacoes Gerais;2024070114;2;2;0;7.5;0;0;0
Informacoes Gerais;2024070115;2;1;0;10;0;0;0
Informacoes Gerais;2024070721;2;2;0;4;0;0;0
Jardel 1967;2024070518;2;2;2;82.5;0;0;0
Jogador;2024070114;2;2;0;13.5;0;0;0
Jogador;2024070119;2;2;0;9;0;0;0
Jogador;2024070122;2;2;0;13.5;0;0;0
Jogador;2024070123;2;2;0;36.5;0;0;0
Jogador;2024070208;2;2;0;24;0;0;0
Jogador;2024070212;2;2;1;25;0;0;0
Jogador;2024070214;2;2;0;19;0;0;0
Jogador;2024070215;2;2;0;19.5;0;0;0
Jogador;2024070216;2;2;0;31.5;0;0;0
Jogador;2024070320;2;2;0;8;0;0;0
Jogador;2024070411;2;2;0;100.5;0;0;0
Jogador;2024070418;2;2;0;15.5;0;0;0
Jogador;2024070423;2;2;0;73.5;0;0;0
Jogador;2024070501;2;2;0;17.5;0;0;0
Jogador;2024070507;2;2;0;8;0;0;0
Jogador;2024070520;2;2;0;30.5;0;0;0
Jogador;2024070609;2;2;0;15.5;0;0;0
Jogador;2024070616;2;2;0;24.5;0;0;0
Jogador;2024070622;2;2;0;21;0;0;0
Jogador;2024070623;2;2;0;10.5;0;0;0
Jogador;2024070700;2;2;0;19.5;0;0;0
Jogador;2024070710;2;2;0;10.5;0;0;0
Jogador;2024070718;2;2;0;52;0;0;0
Jogador;2024070720;2;2;0;0.5;0;0;0
Jogo;2024070117;2;2;0;1.5;0;0;0
Jogo;2024070413;2;2;0;24.5;0;0;0
Jogo;2024070521;2;2;0;10;0;0;0
Jogo;2024070606;2;2;0;204.5;0;0;0
Jogo;2024070622;2;1;0;23;0;0;0
Laerte 2004;2024070716;2;2;2;27;0;0;0
Maiores Artilheiros;2024070415;2;2;0;23;0;0;0
Mais jogos em Estadio;2024070415;2;2;0;3;0;0;0
Mais jogos no(a) Alfredo Jaconi;2024070415;2;2;0;10.5;0;0;0
Maracana;2024070423;2;2;0;5.5;0;0;0
Mascotes;2024070116;2;1;0;8;0;0;0
Nonato 2022;2024070320;2;2;0;59.5;0;0;0
Paulo Henrique Ganso 2024;2024070302;2;1;0;43;0;0;0
Samuel Xavier 2024;2024070421;2;1;1;0;0;0;0
Sequencias em Campeonato;2024070116;2;2;0;34.5;0;0;0
Sequencias em Campeonato;2024070117;2;2;0;10;0;0;0
Sidnei 1998;2024070212;2;2;0;103.5;0;0;0
Thiago Neves 2013;2024070302;2;1;0;0;0;0;0
Tecnico;2024070215;2;2;0;22;0;0;0
Arbitros;2024070313;2;2;0;5;0;0;0
Arbitros;2024070409;2;2;0;8;0;0;0
Arbitros;2024070416;2;2;0;2.5;0;0;0
Ultimas Sequencias de 10 no Brasileiro;2024070116;2;2;0;8.5;0;0;0
Ultimas Sequencias de 7 no Brasileiro;2024070116;2;2;0;53;0;0;0
Ultimas Sequencias de 7 no Brasileiro;2024070117;2;2;0;7;0;0;0
Ultimas Sequencias de 9 no Brasileiro;2024070116;2;2;0;6.5;0;0;0
(not set);2024070416;1;1;0;9;0;0;0
(not set);2024070523;1;1;0;57;0;0;0
2024 x 2018;2024070116;1;1;0;68;0;0;0
30 Adversarios que mais jogamos;2024070510;1;1;0;12;0;0;0
30 Adversarios que mais jogamos;2024070617;1;1;0;0;0;0;0
30 Adversarios que mais jogamos;2024070702;1;1;0;0;0;0;0
40 Maiores idolos;2024070215;1;1;0;34;0;0;0
4º lugar;2024070120;1;0;0;0;0;0;0
ABC 1 X 1 Fluminense;2024070123;1;1;0;73;0;0;0
ABC 1 X 1 Fluminense;2024070402;1;1;0;42;0;0;0
ABC 1 X 1 Fluminense;2024070409;1;1;0;88;0;0;0
AZ 67 Alkmaar 2 X 2 Fluminense;2024070411;1;1;0;4;0;0;0
Abel 1976;2024070415;1;1;0;12;0;0;0
Abel Hernandez 2021;2024070415;1;1;0;62;0;0;0
Abel x Mano Menezes;2024070215;1;1;0;27;0;0;0
Adriano Magrao 2007;2024070423;1;1;0;8;0;0;0
Adversario;2024070112;1;1;0;6;0;0;0
Adversario;2024070212;1;1;0;2;0;0;0
Adversario;2024070310;1;1;0;2;0;0;0
Adversario x Campeonato;2024070313;1;1;0;13;0;0;0
Adversario x Campeonato;2024070322;1;1;0;22;0;0;0
Adversario x Campeonato x Estadio;2024070214;1;1;0;10;0;0;0
Adversario x Estadio;2024070214;1;1;0;10;0;0;0
Adversario x Estadio;2024070313;1;1;0;13;0;0;0
Adversario x Estadio;2024070414;1;1;0;10;0;0;0
Adversario x Estadio;2024070416;1;1;0;30;0;0;0
Adversario x Estadio;2024070422;1;1;0;18;0;0;0
Adversario x Estadio;2024070510;1;1;0;33;0;0;0
Adversario x Arbitro;2024070214;1;1;0;17;0;0;0
Adversarios;2024070110;1;1;0;23;0;0;0
Adversarios;2024070115;1;1;0;52;0;0;0
Adversarios;2024070116;1;1;0;28;0;0;0
Adversarios;2024070210;1;1;0;4;0;0;0
Adversarios;2024070211;1;1;0;10;0;0;0
Adversarios;2024070216;1;1;0;29;0;0;0
Adversarios;2024070302;1;1;0;31;0;0;0
Adversarios;2024070311;1;1;0;17;0;0;0
Adversarios;2024070312;1;1;0;12;0;0;0
Adversarios;2024070313;1;1;0;30;0;0;0
Adversarios;2024070314;1;1;0;0;0;0;0
Adversarios;2024070315;1;1;0;365;0;0;0
Adversarios;2024070323;1;1;0;3;0;0;0
Adversarios;2024070402;1;1;0;3;0;0;0
Adversarios;2024070407;1;1;0;10;0;0;0
Adversarios;2024070408;1;1;0;7;0;0;0
Adversarios;2024070410;1;1;0;18;0;0;0
Adversarios;2024070413;1;1;0;8;0;0;0
Adversarios;2024070414;1;1;0;15;0;0;0
Adversarios;2024070416;1;1;0;11;0;0;0
Adversarios;2024070417;1;1;0;18;0;0;0
Adversarios;2024070418;1;1;0;20;0;0;0
Adversarios;2024070422;1;1;0;19;0;0;0
Adversarios;2024070505;1;1;0;12;0;0;0
Adversarios;2024070509;1;1;0;20;0;0;0
Adversarios;2024070510;1;1;0;10;0;0;0
Adversarios;2024070514;1;1;0;7;0;0;0
Adversarios;2024070515;1;1;0;9;0;0;0
Adversarios;2024070603;1;1;0;9;0;0;0
Adversarios;2024070613;1;1;0;5;0;0;0
Adversarios;2024070615;1;1;0;10;0;0;0
Adversarios;2024070618;1;1;0;9;0;0;0
Adversarios;2024070619;1;1;0;25;0;0;0
Adversarios;2024070622;1;1;0;38;0;0;0
Adversarios;2024070623;1;1;0;102;0;0;0
Adversarios;2024070710;1;1;0;5;0;0;0
Adversarios;2024070713;1;1;0;6;0;0;0
Adversarios;2024070719;1;1;0;49;0;0;0
Adversarios;2024070721;1;1;0;7;0;0;0
Adversarios Argentina;2024070410;1;1;0;4;0;0;0
Adversarios em vantagem;2024070612;1;1;0;2;0;0;0
Ailton 1996;2024070205;1;1;0;10;0;0;0
Ailton 1996;2024070214;1;1;0;6;0;0;0
Ailton 2014;2024070214;1;1;0;1;0;0;0
Ajax 2 X 2 Fluminense;2024070411;1;1;0;7;0;0;0
Al Ahli Saudi 2 X 3 Fluminense;2024070522;1;1;0;17;0;0;0
Alberto da Gama Malcher;2024070322;1;1;0;6;0;0;0
Aldo 1987;2024070410;1;1;0;123;0;0;0
Alexandre 1983;2024070215;1;1;0;19;0;0;0
Alexandre 1983;2024070300;1;1;0;3;0;0;0
Alexandre Jesus 2024;2024070411;1;1;0;5;0;0;0
Alexandre Jesus 2024;2024070621;1;1;1;0;0;0;0
Alexandre Seixas 1996;2024070507;1;1;1;67;0;0;0
Alexsander 2024;2024070423;1;1;0;5;0;0;0
Alianza Lima 1 X 1 Fluminense;2024070116;1;1;0;12;0;0;0
Amarelos do Andre - 2024;2024070512;1;1;0;9;0;0;0
Amarelos do Paulo Henrique Ganso - 2024;2024070715;1;1;0;34;0;0;0
Amauri 1983;2024070215;1;1;0;20;0;0;0
Amauri 1983;2024070522;1;1;0;5;0;0;0
Americano 0 X 3 Fluminense;2024070114;1;1;0;3;0;0;0
Americano 0 X 3 Fluminense;2024070115;1;1;0;0;0;0;0
Americano 0 X 3 Fluminense;2024070300;1;1;0;4;0;0;0
Americano 1 X 0 Fluminense;2024070411;1;1;0;16;0;0;0
Americano 1 X 3 Fluminense;2024070200;1;1;0;30;0;0;0
Americano 1 X 3 Fluminense;2024070201;1;1;0;21;0;0;0
Americano 1 X 5 Fluminense;2024070114;1;1;0;3;0;0;0
Americano 2 X 3 Fluminense;2024070114;1;1;0;2;0;0;0
Amistoso 1998;2024070515;1;1;1;4;0;0;0
Amistoso 1998;2024070516;1;1;0;66;0;0;0
Amistoso Internacional 1908;2024070311;1;1;0;1;0;0;0
Amistoso Internacional 1909;2024070311;1;1;0;4;0;0;0
Amoroso 1968;2024070522;1;1;0;6;0;0;0
America 0 X 2 Fluminense;2024070300;1;1;0;4;0;0;0
America 0 X 2 Fluminense;2024070411;1;1;0;10;0;0;0
America 1 X 1 Fluminense;2024070114;1;1;0;12;0;0;0
America 2 X 1 Fluminense;2024070712;1;1;0;9;0;0;0
America MG 0 X 3 Fluminense;2024070416;1;1;0;4;0;0;0
America MG 0 X 3 Fluminense;2024070417;1;1;0;13;0;0;0
America MG 3 X 0 Fluminense;2024070114;1;1;0;0;0;0;0
America Mexico 1 X 0 Fluminense;2024070114;1;1;0;1;0;0;0
America RN 0 X 0 Fluminense;2024070411;1;1;0;9;0;0;0
America RN 1 X 0 Fluminense;2024070509;1;1;0;8;0;0;0
Anderson Daronco;2024070313;1;1;0;2;0;0;0
Andre 2024;2024070107;1;0;0;0;0;0;0
Andre 2024;2024070204;1;1;0;7;0;0;0
Andre 2024;2024070219;1;1;1;40;0;0;0
Andre 2024;2024070312;1;1;1;0;0;0;0
Andre 2024;2024070315;1;1;0;37;0;0;0
Andre 2024;2024070319;1;1;0;0;0;0;0
Andre 2024;2024070323;1;1;0;0;0;0;0
Andre 2024;2024070400;1;1;0;0;0;0;0
Andre 2024;2024070423;1;1;0;39;0;0;0
Andre 2024;2024070501;1;1;0;26;0;0;0
Andre 2024;2024070512;1;1;0;13;0;0;0
Andre 2024;2024070700;1;1;0;121;0;0;0
Andre 2024;2024070715;1;1;0;3;0;0;0
Andre Lima 2010;2024070514;1;1;0;3;0;0;0
Aniversariantes do dia;2024070215;1;1;0;4;0;0;0
Aniversariantes em 02 / 07;2024070215;1;1;0;2;0;0;0
Ano 1982;2024070215;1;1;0;6;0;0;0
Ano a ano;2024070215;1;1;0;6;0;0;0
Antonio Accioly;2024070216;1;1;0;19;0;0;0
Antonio Carlos 2024;2024070423;1;1;0;3;0;0;0
Antonio Carlos 1983;2024070215;1;1;0;27;0;0;0
Aproveitamento de Tecnicos Adversarios;2024070114;1;1;0;27;0;0;0
Argentinos Juniors 2 X 4 Fluminense;2024070114;1;1;0;4;0;0;0
Ari de Oliveira;2024070623;1;1;0;28;0;0;0
Arinelson 1999;2024070311;1;1;1;10;0;0;0
Arinelson 1999;2024070314;1;1;1;6;0;0;0
Arsenal de Sarandi 1 X 2 Fluminense;2024070114;1;1;0;1;0;0;0
Arthur 1999;2024070522;1;1;0;5;0;0;0
Artilheiros Estrangeiros;2024070217;1;1;0;19;0;0;0
Artilheiros contra CRB;2024070423;1;1;0;3;0;0;0
Artilheiros contra Corinthians;2024070423;1;1;0;22;0;0;0
Artilheiros contra Cruzeiro;2024070423;1;1;0;9;0;0;0
Artilheiros contra Duque de Caxias;2024070423;1;1;0;8;0;0;0
Artilheiros contra Figueirense;2024070423;1;1;0;19;0;0;0
Artilheiros contra Internacional;2024070423;1;1;0;9;0;0;0
Artilheiros em jogos oficiais;2024070217;1;1;0;19;0;0;0
Artilheiros mais novos;2024070401;1;0;0;0;0;0;0
Artilheiros na temporada 2020;2024070700;1;1;0;7;0;0;0
Artilheiros na temporada 2021;2024070700;1;1;0;5;0;0;0
Artilheiros na temporada 2022;2024070700;1;1;0;5;0;0;0
Artilheiros na temporada 2023;2024070700;1;1;0;9;0;0;0
Artilheiros na temporada 2024;2024070217;1;1;0;34;0;0;0
Artilheiros na temporada 2024;2024070423;1;1;0;23;0;0;0
Artilheiros na temporada 2024;2024070500;1;1;0;35;0;0;0
Artilheiros na temporada 2024;2024070501;1;1;0;25;0;0;0
Artilheiros na temporada 2024;2024070700;1;1;0;29;0;0;0
Artilheiros na temporada 2024;2024070709;1;1;0;15;0;0;0
Artilheiros no(a) Brasileiro;2024070423;1;1;0;4;0;0;0
Artilheiros por Adversario;2024070220;1;1;0;810;0;0;0
Artilheiros por Adversario;2024070401;1;1;0;0;0;0;0
Assis 1975;2024070205;1;1;0;21;0;0;0
Assis 1987;2024070205;1;1;0;9;0;0;0
Assis 1987;2024070411;1;1;0;32;0;0;0
Assis 1987;2024070601;1;1;0;8;0;0;0
Assis 1987;2024070610;1;1;0;26;0;0;0
Assis 1996;2024070205;1;1;0;6;0;0;0
Assis 1996;2024070616;1;1;0;29;0;0;0
Assistencias contra Adversario;2024070523;1;1;0;18;0;0;0
Assistencias contra Flamengo;2024070523;1;1;0;11;0;0;0
Assistencias do Cristiano;2024070618;1;1;0;4;0;0;0
Assistencias do Pedro;2024070119;1;1;0;0;0;0;0
Assistencias do Pedro;2024070122;1;1;0;0;0;0;0
Assistencias em Ano;2024070217;1;1;0;1;0;0;0
Assistencias em Ano;2024070423;1;1;0;3;0;0;0
Athletico PR 0 X 1 Fluminense;2024070323;1;1;0;13;0;0;0
Athletico PR 0 X 1 Fluminense;2024070418;1;1;0;10;0;0;0
Athletico PR 1 X 1 Fluminense;2024070115;1;1;0;0;0;0;0
Athletico PR 2 X 2 Fluminense;2024070114;1;1;0;1;0;0;0
Atilio Marotti;2024070300;1;1;0;4;0;0;0
Atilio Marotti;2024070623;1;1;0;35;0;0;0
Atletico GO 0 X 1 Fluminense;2024070114;1;1;0;8;0;0;0
Atletico GO 1 X 4 Fluminense;2024070114;1;1;0;2;0;0;0
Atletico GO 2 X 1 Fluminense;2024070114;1;1;0;1;0;0;0
Atletico MG 1 X 0 Fluminense;2024070114;1;1;0;0;0;0;0
