# ----------------------------------------;;;;;;;
# Exportacao do CSV de relatorio;;;;;;;
# Conta: Rodrigo_fluzao;;;;;;;
# Propriedade: RodrigoFlu;;;;;;;
# ----------------------------------------;;;;;;;
# ;;;;;;;
# Todos os usuarios;;;;;;;
# Data de inicio: 20240429;;;;;;;
# Data de termino: 20240505;;;;;;;
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
Branca 2023;20240503;1;1;0;2;0;0
Branca 2024;20240429;1;1;0;8;0;0
Branca 2024;20240504;1;1;0;7;0;0
Branca 2024;20240505;1;1;0;4;0;0
Branco 1998;20240429;1;1;0;70;0;0
Branco 1998;20240502;1;1;0;0;0;0
Branco 1998;20240505;1;1;0;42;0;0
Brasileiro - 1º Turno 2023;20240429;1;1;0;12;0;0
Brasileiro 1973;20240505;1;1;1;128;0;0
Brasileiro 1976;20240502;1;1;0;10;0;0
Brasileiro 1977;20240429;1;1;1;23;0;0
Brasileiro 1978;20240429;1;1;0;15;0;0
Brasileiro 1981;20240503;1;1;0;1;0;0
Brasileiro 1981;20240505;1;1;0;2;0;0
Brasileiro 1982;20240501;1;1;0;32;0;0
Brasileiro 2016;20240504;1;1;0;39;0;0
Brasileiro 2019;20240504;1;1;0;21;0;0
Brasileiro 2020;20240504;1;1;0;8;0;0
Brasileiro 2021;20240504;1;1;0;7;0;0
Brasileiro 2022;20240504;1;1;0;5;0;0
Brasileiro 2023;20240504;1;1;0;6;0;0
Brasileiro 2024;20240503;1;1;0;8;0;0
Brasileiro Serie B 1998;20240429;1;1;1;46;0;0
Brasileiro Serie B 1998;20240501;1;1;1;68;0;0
Brasileirao;20240502;1;1;0;38;0;0
Brasileirao;20240504;1;1;0;47;0;0
Brasileirao - Posicoes;20240501;1;1;0;61;0;0
Brasileirao Rodada a Rodada;20240429;1;1;0;8;0;0
Brasileirao Rodada a Rodada;20240430;1;1;0;1;0;0
Brasileirao Rodada a Rodada;20240501;1;1;0;0;0;0
Brasileirao Rodada a Rodada;20240502;1;1;0;4;0;0
Brasileirao Rodada a Rodada;20240503;1;1;0;14;0;0
Brasileirao Rodada a Rodada;20240505;1;1;0;4;0;0
Brasileirao por ano;20240501;1;1;0;9;0;0
Brasileirao por ano;20240504;1;1;0;4;0;0
Brasiliense 1 X 1 Fluminense;20240503;1;1;0;36;0;0
Braulio da Silva Machado;20240429;1;1;0;5;0;0
Brighton 1 X 2 Fluminense;20240429;1;1;0;3;0;0
Brighton 1 X 2 Fluminense;20240501;1;1;0;32;0;0
Brunel 1975;20240430;1;1;1;48;0;0
Brunel 1975;20240503;1;1;1;0;0;0
Brunel 1975;20240505;1;1;1;55;0;0
Bruno Arleu de Araujo;20240501;1;1;0;2;0;0
Bruno Arleu de Araujo;20240504;1;1;0;7;0;0
Bruno Reis 2000;20240503;1;1;0;10;0;0
CRB 1 X 1 Fluminense;20240501;1;1;0;213;0;0
CSA 0 X 6 Fluminense;20240429;1;1;0;12;0;0
Cachoeiro 0 X 1 Fluminense;20240429;1;1;0;0;0;0
Cachoeiro 0 X 1 Fluminense;20240502;1;1;1;12;0;0
Cafuringa 1977;20240503;1;1;0;74;0;0
Caio 2002;20240501;1;1;1;187;0;0
Caio Martins;20240430;1;1;1;5;0;0
Caio Martins;20240502;1;1;0;2;0;0
Caio Max Augusto Vieira;20240504;1;1;0;5;0;0
Caldense 1 X 1 Fluminense;20240430;1;1;0;292;0;0
Camisa;20240430;1;1;0;9;0;0
Camisa;20240505;1;1;0;7;0;0
Camisa ano a ano;20240503;1;1;0;4;0;0
Camisas em 1997;20240501;1;1;0;25;0;0
Camisas em 1998;20240429;1;1;0;17;0;0
Camisas em 1998;20240501;1;1;0;5;0;0
Camisas em 1999;20240429;1;1;0;24;0;0
Camisas em 2000;20240429;1;1;0;11;0;0
Camisas em 2008;20240501;1;1;0;0;0;0
Camisas em 2024;20240503;1;1;0;21;0;0
Camisas x Jogador;20240505;1;1;0;12;0;0
Campo Grande 0 X 2 Fluminense;20240502;1;1;0;19;0;0
Campo Grande 1 X 3 Fluminense;20240429;1;1;0;290;0;0
Canto do Rio 0 X 5 Fluminense;20240502;1;1;0;112;0;0
Canto do Rio 1 X 4 Fluminense;20240503;1;1;0;23;0;0
Canto do Rio 3 X 8 Fluminense;20240505;1;1;0;5;0;0
Carioca;20240501;1;1;0;66;0;0
Carioca 0 X 4 Fluminense;20240430;1;1;0;12;0;0
Carioca 1917;20240503;1;1;1;0;0;0
Carioca 1948;20240504;1;1;0;16;0;0
Carioca 1951;20240503;1;1;0;18;0;0
Carioca 1952;20240502;1;1;0;15;0;0
Carioca 1962;20240505;1;1;1;4;0;0
Carioca 1978;20240502;1;1;1;28;0;0
Carioca 1979;20240430;1;1;0;5;0;0
Carioca 1984;20240429;1;1;1;17;0;0
Carioca 1986;20240501;1;1;1;95;0;0
Carioca 1986;20240503;1;1;1;116;0;0
Carioca 1995;20240502;1;1;0;16;0;0
Carioca 1995;20240504;1;1;1;17;0;0
Carioca 2024;20240430;1;1;0;74;0;0
Carlos Andre 1990;20240501;1;1;1;6;0;0
Carlos Elias Pimentel;20240502;1;1;0;9;0;0
Carlos Sergio Rosa Martins;20240504;1;1;0;6;0;0
Cartoes - Jogador;20240430;1;1;0;42;0;0
Castanhal 1 X 8 Fluminense;20240429;1;1;0;5;0;0
Castelao-MA;20240502;1;1;0;5;0;0
Castilho 1965;20240430;1;1;0;135;0;0
Caxias ES 1 X 2 Fluminense;20240503;1;1;0;54;0;0
Ceara 0 X 1 Fluminense;20240504;1;1;0;6;0;0
Ceara 0 X 4 Fluminense;20240429;1;1;0;5;0;0
Ceara 1 X 2 Fluminense;20240501;1;1;0;97;0;0
Ceara 2 X 1 Fluminense;20240501;1;1;0;17;0;0
Cento e Nove 1950;20240501;1;1;0;9;0;0
Cerro Portenho 0 X 0 Fluminense;20240501;1;1;0;27;0;0
Cerro Portenho 0 X 0 Fluminense;20240502;1;1;0;4;0;0
Cerro Portenho 0 X 0 Fluminense;20240504;1;1;0;1;0;0
Cerro Portenho 2 X 2 Fluminense;20240503;1;1;0;49;0;0
Chapecoense 2 X 1 Fluminense;20240505;1;1;0;12;0;0
Charles Guerreiro 1996;20240430;1;1;1;43;0;0
Chedid 1933;20240502;1;1;0;50;0;0
Cinza 2012;20240429;1;1;0;3;0;0
Cinza e Branca 1902 - 1904;20240429;1;1;0;6;0;0
Cinza e Branca 2002;20240429;1;1;0;3;0;0
Ciro 2011;20240429;1;1;0;13;0;0
Ciro 2011;20240430;1;1;0;87;0;0
Clinamute Vieira Franca;20240503;1;1;1;0;0;0
Clovis H. Costa;20240501;1;1;0;1;0;0
Classicos Regionais;20240503;1;1;0;36;0;0
Classicos de 2001 ate 2020;20240502;1;1;0;4;0;0
Classicos de 2001 ate 2024;20240502;1;1;0;3;0;0
Classicos de 2021 ate 2024;20240502;1;1;0;9;0;0
Classicos em 2020;20240502;1;1;0;2;0;0
Classicos por ano;20240502;1;1;0;2;0;0
Classicos por periodo;20240502;1;1;0;24;0;0
Claudio Adao 1981;20240505;1;1;0;15;0;0
Compara Adversarios;20240504;1;1;0;2;0;0
Compara Jogadores;20240430;1;1;0;14;0;0
Conca 2015;20240429;1;1;0;5;0;0
Conca 2015;20240501;1;1;0;50;0;0
Conca 2015;20240504;1;1;0;8;0;0
Conca 2015;20240505;1;1;0;32;0;0
Consulta Turno;20240429;1;1;0;16;0;0
Copa do Brasil;20240429;1;1;0;14;0;0
Copa do Brasil;20240502;1;1;0;58;0;0
Copa do Brasil 2009;20240501;1;1;0;0;0;0
Copa do Brasil 2019;20240504;1;1;0;6;0;0
Copa do Brasil 2020;20240504;1;1;0;0;0;0
Copa do Brasil 2024;20240503;1;1;0;2;0;0
Copa do Brasil 2024;20240504;1;1;0;3;0;0
Corinthians 0 X 0 Fluminense;20240501;1;1;0;18;0;0
Corinthians 0 X 2 Fluminense;20240501;1;1;0;26;0;0
Corinthians 0 X 2 Fluminense;20240503;1;1;0;19;0;0
Corinthians 1 X 0 Fluminense;20240501;1;1;0;9;0;0
Corinthians 1 X 1 Fluminense;20240429;1;1;0;13;0;0
Corinthians 1 X 1 Fluminense;20240505;1;1;0;26;0;0
Corinthians 1 X 2 Fluminense;20240501;1;1;0;4;0;0
Corinthians 2 X 0 Fluminense;20240501;1;1;0;12;0;0
Corinthians 2 X 0 Fluminense;20240502;1;1;0;12;0;0
Corinthians 2 X 3 Fluminense;20240501;1;1;0;0;0;0
Corinthians 3 X 0 Fluminense;20240430;1;1;0;3;0;0
Corinthians 3 X 0 Fluminense;20240501;1;1;0;28;0;0
Corinthians 5 X 0 Fluminense;20240501;1;1;0;11;0;0
Coritiba 1 X 1 Fluminense;20240505;1;1;0;9;0;0
Coritiba 3 X 3 Fluminense;20240430;1;1;0;2;0;0
Criciuma 3 X 1 Fluminense;20240503;1;1;0;3;0;0
Criciuma 3 X 2 Fluminense;20240502;1;1;0;7;0;0
Cruzeiro 0 X 2 Fluminense;20240502;1;1;0;56;0;0
Creditos;20240430;1;1;0;3;0;0
Creditos;20240502;1;1;0;63;0;0
Curiosidades dos Estadios;20240429;1;1;0;11;0;0
Curiosidades e Titulos;20240501;1;1;0;13;0;0
Cadiz 2 X 0 Fluminense;20240429;1;1;0;2;0;0
Cesar 2003;20240429;1;1;0;156;0;0
Cicero 2016;20240501;1;1;0;23;0;0
Danielzinho 2024;20240502;1;1;0;33;0;0
Denilson 1973;20240504;1;1;0;44;0;0
Deportivo Galicia 1 X 3 Fluminense;20240429;1;1;0;70;0;0
Deportivo Galicia 1 X 3 Fluminense;20240430;1;1;1;12;0;0
Deportivo Malaga 0 X 6 Fluminense;20240502;1;1;0;66;0;0
Desportiva 3 X 2 Fluminense;20240502;1;1;0;6;0;0
Detalhamento dos Gols;20240430;1;1;0;14;0;0
Detalhamento dos Gols;20240504;1;1;0;23;0;0
Detalhamento dos gols - Barriga;20240504;1;1;0;11;0;0
Detalhamento dos gols - Bicicleta;20240430;1;1;0;3;0;0
Detalhamento dos gols - Carrinho;20240504;1;1;0;19;0;0
Detalhamento dos gols - Olimpico;20240504;1;1;0;33;0;0
Dewson Fernando Freitas;20240504;1;1;0;18;0;0
Didi 1956;20240501;1;1;0;58;0;0
Didi 1973;20240501;1;1;0;11;0;0
Dimas 1925;20240502;1;1;0;6;0;0
Diogo Barbosa 2024;20240430;1;1;0;0;0;0
Dirceu 1977;20240501;1;1;0;7;0;0
Disputa de Penalti;20240505;1;1;0;13;0;0
Djair 2003;20240429;1;1;0;12;0;0
Dom Pedro II 0 X 2 Fluminense;20240501;1;1;0;5;0;0
Dona Castorina;20240430;1;1;0;0;0;0
Donizete Amorim 2000;20240505;1;1;0;4;0;0
Douglas Costa 2024;20240502;1;1;0;0;0;0
Douglas Costa 2024;20240504;1;1;0;26;0;0
Du Ray;20240504;1;1;0;5;0;0
Dudu 2018;20240505;1;1;0;9;0;0
Edina Alves Batista;20240501;1;1;0;3;0;0
Edina Alves Batista;20240504;1;1;0;5;0;0
Edinho 2013;20240429;1;1;0;11;0;0
Edmundo 2004;20240430;1;1;0;46;0;0
Eduardo 1994;20240504;1;1;0;77;0;0
Egidio 2021;20240503;1;1;0;10;0;0
Elenco de jogadores em 2024;20240429;1;1;0;1;0;0
Elenco de jogadores em 2024;20240501;1;1;0;42;0;0
Elenco por em Ano;20240429;1;1;0;3;0;0
Elenco por em Ano;20240501;1;1;0;1;0;0
Emidio Marques Mesquita;20240505;1;1;0;17;0;0
Engenheiro Araripe;20240429;1;1;0;3;0;0
Engenheiro Araripe;20240505;1;1;0;2;0;0
Entrerriense 0 X 2 Fluminense;20240503;1;1;0;3;0;0
Especiais Adversarios;20240430;1;1;0;16;0;0
Especiais Brasileirao;20240429;1;1;0;13;0;0
Especiais Brasileirao;20240430;1;1;0;18;0;0
Especiais Brasileirao;20240501;1;1;0;0;0;0
Especiais Brasileirao;20240502;1;1;0;14;0;0
Especiais Brasileirao;20240505;1;1;0;27;0;0
Especiais Campeonatos;20240502;1;1;0;3;0;0
Especiais Campeonatos;20240504;1;1;0;24;0;0
Especiais Classicos;20240501;1;1;0;0;0;0
Especiais Classicos;20240502;1;1;0;9;0;0
Especiais Classicos;20240503;1;1;0;35;0;0
Especiais Estadios;20240429;1;1;0;7;0;0
Especiais Estadios;20240503;1;1;0;9;0;0
Especiais Estadios;20240505;1;1;0;1;0;0
Especiais Gols e Penalties;20240429;1;1;0;32;0;0
Especiais Gols e Penalties;20240502;1;1;0;9;0;0
Especiais Gols e Penalties;20240503;1;1;0;19;0;0
Especiais Gols e Penalties;20240505;1;1;0;0;0;0
Especiais Historicos;20240504;1;1;0;26;0;0
Especiais Jogos;20240430;1;1;0;6;0;0
Especiais Jogos;20240504;1;1;0;8;0;0
Especiais Jogos;20240505;1;1;0;51;0;0
Especiais Jogos Eliminatorios;20240501;1;1;0;0;0;0
Especiais Jogos Eliminatorios;20240502;1;1;0;9;0;0
Especiais Jogos Eliminatorios;20240505;1;1;0;2;0;0
Especiais Placares;20240501;1;1;0;0;0;0
Especiais Presidentes;20240501;1;1;0;0;0;0
Especiais Presidentes;20240503;1;1;0;5;0;0
Especiais Sequencias;20240429;1;1;0;24;0;0
Especiais Sequencias;20240501;1;1;0;0;0;0
Especiais Tecnico;20240505;1;1;0;8;0;0
Especiais Tecnicos Adversarios;20240501;1;1;0;0;0;0
Especiais Arbitros;20240430;1;1;0;8;0;0
Especiais Arbitros;20240501;1;1;0;0;0;0
Especiais Arbitros;20240505;1;1;0;18;0;0
Esquerdinha 2023;20240502;1;1;0;2;0;0
Estatisticas Gerais por data;20240501;1;1;0;4;0;0
Estatisticas Gerais por data;20240502;1;1;0;25;0;0
Estatisticas de 01/05/1994 ate 02/05/1994;20240502;1;1;0;42;0;0
Estatisticas de 1935 ate 1941;20240429;1;1;0;129;0;0
Estatisticas de 1959 ate 1960;20240429;1;1;0;429;0;0
Estatisticas de 1961 ate 1961;20240429;1;1;0;47;0;0
Estatisticas por Ano;20240429;1;1;0;81;0;0
Estreia em campeonato;20240501;1;1;0;5;0;0
Estreias Amistoso;20240429;1;1;0;7;0;0
Estreias Brasileiro;20240429;1;1;0;67;0;0
Estreias Brasileiro Serie B;20240429;1;1;0;6;0;0
Estreias Brasileiro Serie C;20240429;1;1;0;4;0;0
Estreias Campeonato da Capital;20240429;1;1;0;7;0;0
Estreias Carioca;20240429;1;1;0;31;0;0
Estadio x Adversario;20240504;1;1;0;23;0;0
Estadio x Adversario;20240505;1;1;0;19;0;0
Estadio x Campeonato;20240429;1;1;0;8;0;0
Evolucao A. A. Internacional;20240504;1;1;0;2;0;0
Evolucao de Adversario por saldo;20240502;1;1;0;0;0;0
Evolucao de Pontos;20240501;1;1;0;34;0;0
Evolucao de Pontos;20240504;1;1;0;8;0;0
Evolucao de Posicoes combinados;20240504;1;1;0;129;0;0
Evolucao de gols por ano;20240502;1;1;0;1;0;0
Fabinho 2009;20240503;1;1;0;24;0;0
Fale Conosco;20240430;1;1;0;3;0;0
Fanta 1983;20240501;1;1;1;139;0;0
Felipe 2008;20240429;1;1;0;16;0;0
Felipe 2013;20240501;1;1;0;26;0;0
Felipe Andrade 2024;20240429;1;1;0;72;0;0
Felipe Garcia 2014;20240504;1;1;0;2;0;0
Felipe Melo 2024;20240502;1;1;0;104;0;0
Felipe Melo 2024;20240503;1;1;0;20;0;0
Fernando 1931;20240502;1;1;0;22;0;0
Fernando 2018;20240502;1;1;0;3;0;0
Fernando Diniz - Brasileiro;20240429;1;1;0;23;0;0
Fernando Henrique 2010;20240430;1;1;0;36;0;0
Fernando Henrique 2010;20240502;1;1;0;7;0;0
Feyenoord 1 X 2 Fluminense;20240429;1;1;0;3;0;0
Feyenoord 1 X 2 Fluminense;20240501;1;1;0;34;0;0
Figueirense 0 X 1 Fluminense;20240502;1;1;0;0;0;0
Figueirense 0 X 1 Fluminense;20240503;1;1;0;28;0;0
Finais;20240503;1;1;0;24;0;0
Flamengo - German Cano 2024;20240504;1;1;0;35;0;0
Flamengo 0 X 0 Fluminense;20240429;1;1;0;50;0;0
Flamengo 0 X 0 Fluminense;20240501;1;1;0;21;0;0
Flamengo 0 X 0 Fluminense;20240505;1;1;0;6;0;0
Flamengo 0 X 1 Fluminense;20240501;1;1;0;2;0;0
Flamengo 0 X 1 Fluminense;20240502;1;1;0;28;0;0
Flamengo 0 X 1 Fluminense;20240503;1;1;0;19;0;0
Flamengo 0 X 1 Fluminense;20240504;1;1;0;38;0;0
Flamengo 0 X 2 Fluminense;20240503;1;1;1;26;0;0
Flamengo 0 X 3 Fluminense;20240503;1;1;0;32;0;0
Flamengo 0 X 4 Fluminense;20240503;1;1;0;0;0;0
Flamengo 0 X 4 Fluminense;20240504;1;1;0;0;0;0
Flamengo 1 X 1 Fluminense;20240429;1;1;0;0;0;0
Flamengo 1 X 1 Fluminense;20240430;1;1;0;285;0;0
Flamengo 1 X 1 Fluminense;20240501;1;1;0;89;0;0
Flamengo 1 X 1 Fluminense;20240502;1;1;0;46;0;0
Flamengo 1 X 1 Fluminense;20240503;1;1;0;7;0;0
Flamengo 1 X 2 Fluminense;20240501;1;1;0;4;0;0
Flamengo 2 X 0 Fluminense;20240501;1;1;0;1;0;0
Flamengo 2 X 0 Fluminense;20240502;1;1;0;7;0;0
Flamengo 2 X 0 Fluminense;20240504;1;1;0;4;0;0
Flamengo 2 X 1 Fluminense;20240430;1;1;0;382;0;0
Flamengo 2 X 2 Fluminense;20240502;1;1;0;224;0;0
Flamengo 2 X 2 Fluminense;20240505;1;1;0;5;0;0
Flamengo 3 X 2 Fluminense;20240502;1;1;0;27;0;0
Flamengo 3 X 2 Fluminense;20240503;1;1;0;2;0;0
Flamengo 4 X 0 Fluminense;20240429;1;1;0;0;0;0
Flamengo 4 X 3 Fluminense;20240504;1;1;0;42;0;0
Floresta;20240502;1;1;0;9;0;0
Fluminense 0 X 0 America;20240501;1;1;0;178;0;0
Fluminense 0 X 0 America;20240502;1;1;0;74;0;0
Fluminense 0 X 0 Bangu;20240429;1;1;0;1;0;0
Fluminense 0 X 0 Bonsucesso;20240429;1;1;0;50;0;0
Fluminense 0 X 0 Botafogo SP;20240503;1;1;0;27;0;0
Fluminense 0 X 0 Flamengo;20240502;1;1;0;4;0;0
Fluminense 0 X 0 Gremio;20240501;1;1;0;2;0;0
Fluminense 0 X 0 Parana;20240505;1;1;0;44;0;0
Fluminense 0 X 0 Portuguesa;20240429;1;1;0;123;0;0
Fluminense 0 X 0 Sao Cristovao;20240429;1;1;0;28;0;0
Fluminense 0 X 0 Sao Cristovao;20240502;1;1;0;5;0;0
Fluminense 0 X 0 Vasco;20240429;1;1;0;215;0;0
Fluminense 0 X 0 Vasco;20240502;1;1;0;63;0;0
Fluminense 0 X 0 Vasco;20240504;1;1;0;83;0;0
Fluminense 0 X 1 Bangu;20240504;1;1;0;45;0;0
Fluminense 0 X 1 Botafogo;20240429;1;1;0;8;0;0
Fluminense 0 X 1 Flamengo;20240430;1;1;0;104;0;0
Fluminense 0 X 1 Gremio;20240505;1;1;0;4;0;0
Fluminense 0 X 1 Olaria;20240502;1;1;0;17;0;0
Fluminense 0 X 1 Palmeiras;20240429;1;1;0;4;0;0
Fluminense 0 X 1 Palmeiras;20240430;1;1;0;466;0;0
Fluminense 0 X 1 Palmeiras;20240501;1;1;0;42;0;0
Fluminense 0 X 1 Portuguesa SP;20240502;1;1;0;57;0;0
Fluminense 0 X 1 Sao Cristovao;20240502;1;1;0;4;0;0
Fluminense 0 X 1 Vasco;20240429;1;1;0;159;0;0
Fluminense 0 X 2 Corinthians;20240502;1;1;0;166;0;0
Fluminense 0 X 2 Flamengo;20240504;1;1;0;1;0;0
Fluminense 0 X 2 Gremio;20240504;1;1;1;24;0;0
Fluminense 0 X 2 Palmeiras;20240504;1;1;0;2;0;0
Fluminense 0 X 3 Bonsucesso;20240430;1;1;1;7;0;0
Fluminense 0 X 3 Palmeiras;20240503;1;1;0;9;0;0
Fluminense 0 X 4 Botafogo;20240429;1;1;0;1;0;0
Fluminense 1 X 0 Americano;20240429;1;1;0;7;0;0
Fluminense 1 X 0 America;20240504;1;1;0;0;0;0
Fluminense 1 X 0 America MG;20240501;1;1;0;3;0;0
Fluminense 1 X 0 America MG;20240504;1;1;0;2;0;0
Fluminense 1 X 0 America Tres Rios;20240503;1;1;0;40;0;0
Fluminense 1 X 0 Anapolina;20240501;1;1;0;9;0;0
Fluminense 1 X 0 Bangu;20240503;1;1;0;3;0;0
Fluminense 1 X 0 Bayern de Munique;20240430;1;1;1;15;0;0
Fluminense 1 X 0 Botafogo;20240502;1;1;0;111;0;0
Fluminense 1 X 0 Campo Grande;20240503;1;1;0;108;0;0
Fluminense 1 X 0 Canto do Rio;20240502;1;1;0;13;0;0
Fluminense 1 X 0 Corinthians;20240504;1;1;0;3;0;0
Fluminense 1 X 0 Flamengo;20240501;1;1;1;8;0;0
Fluminense 1 X 0 Goias;20240501;1;1;0;3;0;0
Fluminense 1 X 0 Internacional;20240430;1;1;0;5;0;0
Fluminense 1 X 0 Portuguesa;20240502;1;1;0;39;0;0
Fluminense 1 X 0 Sampaio Correa RJ;20240505;1;1;0;2;0;0
Fluminense 1 X 0 Santo Andre;20240502;1;1;1;28;0;0
Fluminense 1 X 0 Santo Andre;20240505;1;1;1;11;0;0
Fluminense 1 X 0 The Strongest;20240430;1;1;0;38;0;0
Fluminense 1 X 0 Volta Redonda;20240503;1;1;0;11;0;0
Fluminense 1 X 1 Americano;20240504;1;1;1;50;0;0
Fluminense 1 X 1 America;20240501;1;1;0;175;0;0
Fluminense 1 X 1 Athletico PR;20240502;1;1;0;55;0;0
Fluminense 1 X 1 Athletico PR;20240504;1;1;0;3;0;0
Fluminense 1 X 1 Atletico MG;20240505;1;1;1;6;0;0
Fluminense 1 X 1 Bahia;20240502;1;1;0;7;0;0
Fluminense 1 X 1 Boca Juniors;20240429;1;1;0;83;0;0
Fluminense 1 X 1 Bonsucesso;20240429;1;1;0;3;0;0
Fluminense 1 X 1 Criciuma;20240502;1;1;0;32;0;0
Fluminense 1 X 1 Figueirense;20240503;1;1;0;19;0;0
Fluminense 1 X 1 Figueirense;20240504;1;1;0;15;0;0
Fluminense 1 X 1 Figueirense;20240505;1;1;0;29;0;0
Fluminense 1 X 1 Flamengo;20240501;1;1;0;4;0;0
Fluminense 1 X 1 Flamengo;20240503;1;1;0;8;0;0
Fluminense 1 X 1 Flamengo;20240504;1;1;0;3;0;0
Fluminense 1 X 1 Goias;20240430;1;1;0;4;0;0
Fluminense 1 X 1 Internacional;20240504;1;1;0;6;0;0
Fluminense 1 X 1 Ipatinga;20240502;1;1;0;17;0;0
Fluminense 1 X 1 Juventude;20240503;1;1;0;23;0;0
Fluminense 1 X 1 Palmeiras;20240430;1;1;0;21;0;0
Fluminense 1 X 1 Sporting Cristal;20240430;1;1;0;43;0;0
Fluminense 1 X 1 Vasco;20240430;1;1;0;24;0;0
Fluminense 1 X 1 Vasco;20240502;1;1;0;50;0;0
Fluminense 1 X 2 Americano;20240503;1;1;0;3;0;0
Fluminense 1 X 2 Botafogo;20240430;1;1;0;20;0;0
Fluminense 1 X 2 Botafogo;20240505;1;1;0;65;0;0
Fluminense 1 X 2 Chapecoense;20240504;1;1;0;9;0;0
Fluminense 1 X 2 Flamengo;20240429;1;1;0;11;0;0
Fluminense 1 X 2 Flamengo;20240501;1;1;0;9;0;0
Fluminense 1 X 2 Flamengo;20240505;1;1;0;0;0;0
Fluminense 1 X 2 Gremio;20240501;1;1;0;29;0;0
Fluminense 1 X 2 Serra;20240504;1;1;0;8;0;0
Fluminense 1 X 2 Sao Paulo;20240504;1;1;0;3;0;0
Fluminense 1 X 2 Sao Paulo;20240505;1;1;0;5;0;0
Fluminense 1 X 2 Vasco;20240429;1;1;0;27;0;0
Fluminense 1 X 3 Bangu;20240502;1;1;0;284;0;0
Fluminense 1 X 3 Cruzeiro;20240502;1;1;0;355;0;0
Fluminense 1 X 3 Flamengo;20240501;1;1;0;199;0;0
Fluminense 1 X 3 Flamengo;20240502;1;1;0;0;0;0
Fluminense 1 X 3 Penarol;20240429;1;1;0;31;0;0
Fluminense 1 X 3 Santos;20240501;1;1;0;85;0;0
Fluminense 1 X 3 Santos;20240502;1;1;0;270;0;0
Fluminense 1 X 4 Friburguense;20240505;1;1;0;6;0;0
Fluminense 1 X 4 Vasco;20240430;1;1;0;50;0;0
Fluminense 2 X 0 Al Ahly;20240504;1;1;0;8;0;0
Fluminense 2 X 0 Americano;20240429;1;1;1;55;0;0
Fluminense 2 X 0 America;20240505;1;1;0;20;0;0
Fluminense 2 X 0 Argentinos Juniors;20240430;1;1;0;23;0;0
Fluminense 2 X 0 Atletico MG;20240503;1;1;0;2;0;0
Fluminense 2 X 0 Cuiaba;20240502;1;1;0;18;0;0
Fluminense 2 X 0 Defensor;20240504;1;1;0;10;0;0
Fluminense 2 X 0 Figueirense;20240505;1;1;0;20;0;0
Fluminense 2 X 0 Flamengo;20240429;1;1;0;1;0;0
Fluminense 2 X 0 Goias;20240501;1;1;0;10;0;0
Fluminense 2 X 0 Juventus;20240505;1;1;0;117;0;0
Fluminense 2 X 0 LDU;20240504;1;1;0;10;0;0
Fluminense 2 X 0 Olimpia;20240430;1;1;0;11;0;0
Fluminense 2 X 0 Portuguesa SP;20240503;1;1;0;10;0;0
Fluminense 2 X 0 Sao Raimundo;20240504;1;1;0;7;0;0
Fluminense 2 X 0 Vasco;20240429;1;1;0;10;0;0
Fluminense 2 X 0 Vasco;20240501;1;1;0;17;0;0
Fluminense 2 X 0 Vasco;20240503;1;1;0;127;0;0
Fluminense 2 X 0 Volta Redonda;20240503;1;1;0;18;0;0
Fluminense 2 X 1 Americano;20240503;1;1;0;0;0;0
Fluminense 2 X 1 Americano;20240504;1;1;0;2;0;0
Fluminense 2 X 1 America;20240429;1;1;0;82;0;0
Fluminense 2 X 1 Atletico MG;20240501;1;1;0;29;0;0
Fluminense 2 X 1 Bragantino;20240502;1;1;0;4;0;0
Fluminense 2 X 1 Colo Colo;20240429;1;1;0;27;0;0
Fluminense 2 X 1 Colo Colo;20240501;1;1;0;12;0;0
Fluminense 2 X 1 Colo Colo;20240503;1;1;0;30;0;0
Fluminense 2 X 1 Colo Colo;20240504;1;1;0;2;0;0
Fluminense 2 X 1 Colo Colo;20240505;1;1;0;2;0;0
Fluminense 2 X 1 Flamengo;20240429;1;1;0;884;0;0
Fluminense 2 X 1 Goias;20240501;1;1;0;15;0;0
Fluminense 2 X 1 Gremio;20240504;1;1;0;77;0;0
Fluminense 2 X 1 Internacional;20240503;1;1;0;21;0;0
Fluminense 2 X 1 Internacional;20240505;1;1;0;5;0;0
Fluminense 2 X 1 Moto Club;20240503;1;1;0;5;0;0
Fluminense 2 X 1 Nautico;20240504;1;1;0;5;0;0
Fluminense 2 X 1 Palmeiras;20240502;1;1;0;190;0;0
Fluminense 2 X 1 Portsmouth;20240504;1;1;0;0;0;0
Fluminense 2 X 1 Portuguesa;20240430;1;1;0;10;0;0
Fluminense 2 X 1 Portuguesa;20240504;1;1;0;19;0;0
Fluminense 2 X 1 Portuguesa;20240505;1;1;0;48;0;0
Fluminense 2 X 1 Rio Cricket;20240505;1;1;0;434;0;0
Fluminense 2 X 1 Sport;20240503;1;1;0;2;0;0
Fluminense 2 X 1 Vasco;20240501;1;1;0;29;0;0
Fluminense 2 X 1 Vasco;20240504;1;1;0;2;0;0
Fluminense 2 X 1 Vasco;20240505;1;1;0;2;0;0
Fluminense 2 X 1 Vitoria BA;20240501;1;1;0;4;0;0
Fluminense 2 X 2 Botafogo;20240501;1;1;0;59;0;0
