# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230807
# Data de termino: 20230811
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Nelio 1970;2023081010;17;17;16;24.88235294117647;0;0
Estatisticas Fluminense - Principal;2023080913;12;12;3;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023080718;11;10;4;16;0;0
Adversarios;2023081023;10;10;0;10.1;0;0
Estatisticas Fluminense - Principal;2023080821;10;10;6;25;0;0
Estatisticas Fluminense - Principal;2023080822;10;9;3;2.6;0;0
Estatisticas Fluminense - Principal;2023081022;10;10;5;3.3;0;0
Estatisticas Fluminense - Principal;2023081023;10;10;4;4.4;0;0
Estatisticas Fluminense - Principal;2023081112;10;9;3;9.4;0;0
Fluminense x Olimpia-Paraguai;2023081023;10;10;0;27.3;0;0
Estatisticas Fluminense - Principal;2023080709;9;9;5;1.7777777777777777;0;0
Estatisticas Fluminense - Principal;2023080720;9;9;6;8.444444444444445;0;0
Estatisticas Fluminense - Principal;2023080819;9;8;6;4.555555555555555;0;0
Estatisticas Fluminense - Principal;2023080823;9;7;2;5.444444444444445;0;0
Estatisticas Fluminense - Principal;2023080915;9;9;2;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2023080916;9;9;1;7;0;0
Estatisticas Fluminense - Principal;2023081109;9;8;5;8.777777777777779;0;0
Fluminense x Guarani Paraguai-Paraguai;2023080919;8;8;8;53.5;0;0
Estatisticas Fluminense - Principal;2023081010;7;7;2;2.857142857142857;0;0
Estatisticas Fluminense - Principal;2023081110;7;7;4;3.857142857142857;0;0
Estatisticas Fluminense - Principal;2023081116;7;7;3;2;0;0
Estatisticas Fluminense - Principal;2023081118;7;7;4;4.142857142857143;0;0
Nelio 1970;2023081011;7;7;6;70.14285714285714;0;0
Adversarios;2023081110;6;6;0;11.5;0;0
Consultas Especiais;2023080823;6;5;0;3.1666666666666665;0;0
Estatisticas Fluminense - Principal;2023080814;6;5;3;2;0;0
Estatisticas Fluminense - Principal;2023080820;6;6;5;2;0;0
