# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240311
# Data de termino: 20240317
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
/;20240311;50;34;15;12.36;0;0
/;20240313;43;38;12;19.046511627906977;0;0
/;20240314;43;34;9;17.976744186046513;0;0
/;20240315;40;35;8;15.275;0;0
/;20240316;39;33;16;36.48717948717949;0;0
/;20240317;38;32;13;19.36842105263158;0;0
/;20240312;32;27;6;32.375;0;0
/jogador;20240311;17;14;0;52;0;0
/jogo;20240312;15;12;0;21.2;0;0
/jogo;20240313;15;10;0;31.466666666666665;0;0
/mostra_jogador;20240311;15;12;0;76.13333333333334;0;0
/jogo;20240311;14;8;0;55.214285714285715;0;0
/mostra_jogo;20240312;14;8;0;38.785714285714285;0;0
/mostra_jogo;20240313;14;8;0;13.642857142857142;0;0
/jogador;20240315;13;11;0;32.92307692307692;0;0
/jogo;20240316;13;10;1;23.923076923076923;0;0
/mostra_jogador;20240315;12;9;0;32.5;0;0
/adversario;20240314;11;10;1;33.09090909090909;0;0
/jogo;20240314;11;9;0;27.636363636363637;0;0
/jogo;20240315;11;9;1;81;0;0
/mostra_jogador;20240313;11;7;0;22;0;0
/adversario;20240317;10;6;0;59.1;0;0
/jogador;20240312;10;9;1;70.9;0;0
/jogador;20240313;10;8;0;50;0;0
/mostra_adversario;20240315;10;8;0;5.1;0;0
/consulta_especial_classico;20240316;9;7;0;23;0;0
/mostra_adversario;20240317;9;5;0;156.22222222222223;0;0
/mostra_jogador;20240312;9;8;0;76.55555555555556;0;0
/mostra_jogo;20240314;9;8;0;197.11111111111111;0;0
/mostra_jogo;20240315;9;8;0;152.44444444444446;0;0
/mostra_jogo;20240317;9;6;0;32;0;0
/adversario;20240312;8;8;0;111;0;0
/adversario;20240315;8;6;0;10;0;0
/arbitro;20240314;8;8;0;6.125;0;0
/arbitro;20240315;8;7;1;7.625;0;0
/geral;20240313;8;7;0;14.125;0;0
/mostra_adversario;20240312;8;7;0;130.125;0;0
/mostra_adversario;20240314;8;7;0;67.375;0;0
/mostra_arbitro;20240314;8;8;0;45.125;0;0
/mostra_arbitro;20240315;8;6;0;10.625;0;0
/mostra_jogo;20240311;8;5;0;63.125;0;0
/todas_camisas/400000000;20240312;8;5;1;14.5;0;0
/jogador;20240314;7;6;0;155.71428571428572;0;0
/jogador;20240317;7;7;0;14.142857142857142;0;0
/jogo;20240317;7;6;0;44.285714285714285;0;0
/link_jogador/2421;20240311;7;7;7;20.142857142857142;0;0
/camisa;20240312;6;4;0;17;0;0
/mostra_campeonato;20240311;6;5;0;28.833333333333332;0;0
/mostra_estadio;20240315;6;4;0;14;0;0
/mostra_jogador;20240317;6;6;0;17.5;0;0
/mostra_jogo;20240316;6;4;0;38;0;0
/adversario;20240313;5;5;0;47;0;0
/campeonato;20240311;5;5;0;72.4;0;0
/campeonato;20240314;5;4;0;58.8;0;0
/campeonato;20240316;5;5;0;16.6;0;0
/consulta_especial_adversario;20240316;5;4;0;24.4;0;0
/consulta_especial_jogador;20240312;5;4;0;7.4;0;0
/consulta_especial_jogador;20240317;5;5;0;50;0;0
/jogador;20240316;5;5;0;36.6;0;0
/link_jogador/2421;20240315;5;5;5;19;0;0
/link_jogo/4996;20240317;5;3;4;14.4;0;0
/mostra_adversario;20240313;5;4;0;37;0;0
/mostra_campeonato;20240314;5;4;0;38;0;0
/mostra_sequencia/50034500000;20240316;5;5;0;28.2;0;0
/adversario;20240311;4;4;0;57;0;0
/adversario;20240316;4;4;0;38.25;0;0
/camisa;20240316;4;4;0;13.25;0;0
/campeonato;20240312;4;4;0;44.75;0;0
/consulta_camisa/400001000;20240316;4;4;0;4.75;0;0
/consulta_especial_adversario;20240313;4;4;0;31.75;0;0
/consulta_especial_adversario;20240314;4;4;0;32.75;0;0
/consulta_especial_gerais;20240311;4;4;0;18.5;0;0
/consulta_especial_gerais;20240314;4;4;0;19;0;0
/consulta_especial_jogador;20240311;4;4;0;23.25;0;0
/curiosidade;20240311;4;4;0;69;0;0
/curiosidade;20240314;4;4;0;12;0;0
/duelo_eliminatorio_saldo/344000000;20240311;4;3;1;65.5;0;0
/estadio;20240311;4;3;0;10.75;0;0
/estadio;20240314;4;4;0;22.5;0;0
/estadio;20240315;4;3;0;16.5;0;0
/geral;20240314;4;4;0;19.5;0;0
/link_jogador/2421;20240316;4;4;4;11.25;0;0
/link_jogo/4990;20240317;4;4;4;43.75;0;0
/link_jogo/8694;20240314;4;3;2;1.25;0;0
/link_jogo/8694;20240315;4;3;3;0;0;0
/link_jogo/8773;20240317;4;3;0;44.5;0;0
/mostra_adversario;20240311;4;4;0;50.25;0;0
/mostra_adversario;20240316;4;4;0;52;0;0
/mostra_camisa;20240316;4;4;0;18.75;0;0
/mostra_campeonato;20240315;4;4;0;65;0;0
/mostra_campeonato;20240316;4;4;0;116.75;0;0
/mostra_campeonato;20240317;4;4;0;49.25;0;0
/mostra_classico_esp;20240312;4;2;0;92;0;0
/mostra_especial/;20240315;4;4;0;45.5;0;0
/mostra_jogador;20240314;4;3;0;132.25;0;0
/mostra_jogador;20240316;4;4;0;89;0;0
/mostra_ranking/801000000000;20240317;4;3;0;61.25;0;0
/arbitro;20240312;3;3;0;66.66666666666667;0;0
/arbitro;20240313;3;3;0;21.666666666666668;0;0
/arbitro;20240316;3;3;0;12.333333333333334;0;0
/camisa;20240314;3;3;0;35;0;0
/campeonato;20240315;3;3;0;17.333333333333332;0;0
/consulta_especial/101100000;20240315;3;3;0;17;0;0
/consulta_especial_adversario;20240315;3;3;0;7;0;0
/consulta_especial_arbitro;20240315;3;3;0;19;0;0
/consulta_especial_classico;20240312;3;2;0;20.333333333333332;0;0
