# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240415
# Data de termino: 20240421
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20240420;107;79;93;0.7209302325581395;0.8691588785046729;95.34579439252336;1454;0;0
web / mobile;20240416;77;62;67;0.6767676767676768;0.8701298701298701;109;972;0;0
web / mobile;20240421;72;51;67;0.6979166666666666;0.9305555555555556;143.93055555555554;1767;0;0
web / mobile;20240419;62;43;52;0.6933333333333334;0.8387096774193549;101.35483870967742;816;0;0
web / mobile;20240417;56;42;49;0.7424242424242424;0.875;101.32142857142857;710;0;0
web / desktop;20240417;53;21;53;0.7464788732394366;1;140.60377358490567;1075;0;0
web / mobile;20240418;53;37;52;0.7027027027027027;0.9811320754716981;149.33962264150944;1164;0;0
web / desktop;20240415;52;21;54;0.8307692307692308;1.0384615384615385;167.46153846153845;1443;0;0
web / desktop;20240419;48;22;60;0.8108108108108109;1.25;250.52083333333334;1763;0;0
web / desktop;20240416;45;22;51;0.7611940298507462;1.1333333333333333;208.73333333333332;1271;0;0
web / mobile;20240415;38;25;28;0.5833333333333334;0.7368421052631579;216.39473684210526;1334;0;0
web / desktop;20240418;32;13;34;0.7906976744186046;1.0625;155.3125;626;0;0
web / desktop;20240420;28;5;35;0.8536585365853658;1.25;287.7857142857143;987;0;0
web / desktop;20240421;25;7;43;0.7166666666666667;1.72;719.24;2512;0;0
web / tablet;20240421;1;0;1;1;1;1464;239;0;0
