# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230804
# Data de termino: 20240225
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20230828;1967;94;21.150537634408604;0
page_view;20231025;1922;180;10.920454545454545;0
page_view;20230807;1903;108;18.123809523809523;0
page_view;20240121;1884;187;10.295081967213115;0
page_view;20231005;1860;164;11.411042944785276;0
page_view;20230825;1806;134;13.786259541984732;0
page_view;20230915;1802;167;10.921212121212122;0
user_engagement;20230807;1773;97;18.66315789473684;0
page_view;20230921;1728;106;16.615384615384617;0
page_view;20230901;1672;141;12.204379562043796;0
user_engagement;20240121;1651;151;11.155405405405405;0
page_view;20230930;1602;101;16.6875;0
scroll;20230828;1588;86;18.46511627906977;0
page_view;20240122;1581;80;20.80263157894737;0
user_engagement;20231005;1548;153;10.18421052631579;0
user_engagement;20230828;1492;83;18.65;0
user_engagement;20230915;1481;144;10.356643356643357;0
user_engagement;20230825;1461;122;11.975409836065573;0
page_view;20240111;1457;105;14.284313725490197;0
page_view;20240125;1454;107;14.254901960784315;0
page_view;20230806;1418;101;14.323232323232324;0
page_view;20231219;1416;139;10.567164179104477;0
page_view;20231123;1400;138;10.294117647058824;0
page_view;20240117;1398;94;15.195652173913043;0
user_engagement;20240111;1398;89;15.886363636363637;0
page_view;20230914;1386;104;14;0
scroll;20240121;1369;145;9.573426573426573;0
scroll;20231005;1364;147;9.27891156462585;0
scroll;20240122;1361;67;20.62121212121212;0
scroll;20230807;1360;98;14.02061855670103;0
page_view;20230811;1357;110;13.174757281553399;0
user_engagement;20230901;1343;130;10.4921875;0
user_engagement;20230930;1340;72;18.61111111111111;0
user_engagement;20231025;1338;159;8.415094339622641;0
page_view;20230831;1336;154;8.906666666666666;0
scroll;20230825;1336;119;11.22689075630252;0
page_view;20230810;1330;144;9.366197183098592;0
scroll;20230930;1330;86;15.833333333333334;0
scroll;20231025;1329;160;8.30625;0
page_view;20230830;1320;104;12.941176470588236;0
user_engagement;20240122;1314;65;20.215384615384615;0
page_view;20231210;1309;209;6.323671497584541;0
page_view;20240223;1307;405;3.2593516209476308;0
page_view;20230911;1305;71;18.642857142857142;0
user_engagement;20230921;1304;98;13.443298969072165;0
page_view;20231109;1302;130;10.672131147540984;0
page_view;20230928;1299;131;10.228346456692913;0
page_view;20240202;1263;119;10.887931034482758;0
page_view;20231203;1259;114;11.445454545454545;0
scroll;20230921;1254;99;12.666666666666666;0
page_view;20240118;1251;125;10.170731707317072;0
page_view;20231115;1246;119;10.649572649572649;0
page_view;20240113;1244;90;14.298850574712644;0
user_engagement;20240117;1242;77;16.12987012987013;0
user_engagement;20231123;1240;126;9.92;0
user_engagement;20230914;1234;90;13.71111111111111;0
scroll;20230915;1228;152;8.186666666666667;0
page_view;20231126;1225;115;11.238532110091743;0
page_view;20231218;1224;153;8.21476510067114;0
page_view;20230826;1214;127;9.559055118110237;0
page_view;20230909;1211;58;21.625;0
page_view;20231207;1207;113;11.38679245283019;0
page_view;20230827;1201;100;12.381443298969073;0
scroll;20230901;1195;128;9.3359375;0
page_view;20230820;1186;108;11.403846153846153;0
scroll;20240111;1180;89;13.258426966292134;0
page_view;20231026;1176;129;9.8;0
page_view;20231108;1175;131;9.325396825396826;0
page_view;20231118;1165;77;15.95890410958904;0
page_view;20230809;1164;135;8.818181818181818;0
page_view;20231130;1159;131;9.5;0
page_view;20231107;1157;123;9.722689075630251;0
user_engagement;20230806;1156;87;13.28735632183908;0
user_engagement;20230811;1154;90;12.822222222222223;0
scroll;20230911;1149;69;16.897058823529413;0
page_view;20231125;1147;123;9.558333333333334;0
scroll;20240125;1143;87;13.290697674418604;0
page_view;20230813;1139;106;10.951923076923077;0
page_view;20240204;1133;114;10.49074074074074;0
page_view;20230808;1132;125;9.512605042016807;0
user_engagement;20231219;1132;111;10.198198198198199;0
user_engagement;20230911;1129;59;19.46551724137931;0
page_view;20231127;1118;117;9.982142857142858;0
page_view;20231205;1118;124;9.474576271186441;0
user_engagement;20240202;1116;106;10.73076923076923;0
page_view;20240222;1111;132;8.6796875;0
page_view;20231001;1110;74;15.857142857142858;0
page_view;20240114;1110;74;15.416666666666666;0
page_view;20231105;1104;157;7.215686274509804;0
page_view;20231015;1097;62;18.283333333333335;0
page_view;20230905;1096;89;12.744186046511627;0
page_view;20231208;1087;99;11.563829787234043;0
scroll;20230914;1084;96;11.410526315789474;0
user_engagement;20231109;1084;112;9.678571428571429;0
scroll;20230811;1078;95;11.46808510638298;0
page_view;20231111;1077;126;8.900826446280991;0
user_engagement;20240118;1077;93;11.580645161290322;0
page_view;20231122;1075;116;9.429824561403509;0
scroll;20230909;1075;46;24.431818181818183;0
user_engagement;20231210;1073;176;6.096590909090909;0
page_view;20240208;1070;90;12.159090909090908;0
page_view;20231117;1069;93;12.28735632183908;0
