# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240408
# Data de termino: 20240414
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240410;1297;134;10.21259842519685;0
page_view;20240412;1140;93;12.666666666666666;0
user_engagement;20240410;1091;120;9.168067226890756;0
page_view;20240413;923;131;7.2109375;0
user_engagement;20240412;908;82;11.073170731707316;0
page_view;20240409;847;150;5.801369863013699;0
scroll;20240412;807;70;11.695652173913043;0
user_engagement;20240413;770;116;6.695652173913044;0
user_engagement;20240411;756;76;10.08;0
page_view;20240411;743;85;9.060975609756097;0
page_view;20240414;738;79;9.584415584415584;0
scroll;20240410;737;108;6.824074074074074;0
user_engagement;20240409;720;118;6.101694915254237;0
page_view;20240408;687;79;9.039473684210526;0
user_engagement;20240414;595;72;8.26388888888889;0
user_engagement;20240408;581;72;8.3;0
scroll;20240413;525;91;5.769230769230769;0
scroll;20240409;421;90;4.730337078651686;0
scroll;20240408;398;67;5.940298507462686;0
scroll;20240411;302;63;4.7936507936507935;0
scroll;20240414;298;54;5.518518518518518;0
form_submit;20240410;270;62;4.354838709677419;0
form_submit;20240414;236;27;8.74074074074074;0
form_submit;20240413;225;41;5.487804878048781;0
form_submit;20240409;216;49;4.408163265306122;0
form_submit;20240408;188;40;4.7;0
session_start;20240409;184;150;1.2602739726027397;0
form_submit;20240412;181;37;4.891891891891892;0
form_start;20240410;177;62;2.8548387096774195;0
session_start;20240410;170;134;1.3492063492063493;0
session_start;20240413;164;131;1.28125;0
form_submit;20240411;137;40;3.425;0
form_start;20240409;125;49;2.5510204081632653;0
session_start;20240408;122;81;1.605263157894737;0
session_start;20240412;112;93;1.2444444444444445;0
session_start;20240414;108;80;1.3846153846153846;0
form_start;20240411;107;41;2.6097560975609757;0
session_start;20240411;107;85;1.3048780487804879;0
form_start;20240408;105;40;2.625;0
form_start;20240412;104;37;2.810810810810811;0
form_start;20240413;103;41;2.5121951219512195;0
first_visit;20240409;100;100;1;0
click;20240414;91;6;15.166666666666666;0
click;20240410;89;13;6.846153846153846;0
first_visit;20240413;86;86;1;0
click;20240412;83;8;10.375;0
form_start;20240414;80;27;2.962962962962963;0
first_visit;20240410;71;71;1;0
click;20240408;66;11;6;0
first_visit;20240412;58;58;1;0
first_visit;20240414;51;51;1;0
click;20240413;48;6;8;0
first_visit;20240411;40;40;1;0
first_visit;20240408;38;38;1;0
click;20240409;30;6;5;0
click;20240411;25;14;1.7857142857142858;0
