# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240304
# Data de termino: 20240310
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240304;1923;107;18.66990291262136;0
user_engagement;20240304;1827;95;19.231578947368423;0
scroll;20240304;1344;92;14.76923076923077;0
page_view;20240309;872;126;7.032258064516129;0
page_view;20240308;763;72;11.56060606060606;0
page_view;20240306;736;90;8.658823529411764;0
user_engagement;20240308;677;55;12.309090909090909;0
user_engagement;20240309;670;101;6.7;0
user_engagement;20240306;662;76;8.945945945945946;0
page_view;20240307;659;94;7.163043478260869;0
page_view;20240310;634;71;9.18840579710145;0
user_engagement;20240307;607;76;8.202702702702704;0
page_view;20240305;606;78;8.301369863013699;0
scroll;20240308;576;60;9.6;0
user_engagement;20240305;560;64;8.75;0
scroll;20240306;475;77;6.506849315068493;0
scroll;20240309;470;95;5;0
user_engagement;20240310;461;63;7.317460317460317;0
form_submit;20240304;394;48;8.208333333333334;0
scroll;20240310;376;58;6.5964912280701755;0
scroll;20240305;365;59;6.4035087719298245;0
scroll;20240307;303;76;3.986842105263158;0
form_submit;20240307;261;30;8.7;0
form_submit;20240306;161;35;4.6;0
session_start;20240309;161;127;1.2983870967741935;0
session_start;20240304;143;107;1.3883495145631068;0
form_submit;20240308;130;31;4.193548387096774;0
form_start;20240304;128;49;2.6122448979591835;0
session_start;20240307;119;96;1.2934782608695652;0
form_submit;20240309;116;47;2.4680851063829787;0
session_start;20240306;113;92;1.3294117647058823;0
form_start;20240309;104;49;2.122448979591837;0
form_start;20240306;98;36;2.7222222222222223;0
session_start;20240305;95;77;1.3194444444444444;0
session_start;20240308;93;72;1.4090909090909092;0
session_start;20240310;92;71;1.3333333333333333;0
first_visit;20240309;89;89;1;0
form_start;20240308;84;32;2.625;0
form_submit;20240310;80;30;2.6666666666666665;0
form_start;20240310;75;31;2.4193548387096775;0
form_submit;20240305;73;26;2.8076923076923075;0
form_start;20240307;64;30;2.1333333333333333;0
click;20240308;61;8;7.625;0
first_visit;20240307;56;56;1;0
form_start;20240305;55;27;2.037037037037037;0
click;20240309;54;11;4.909090909090909;0
first_visit;20240304;54;54;1;0
first_visit;20240306;51;51;1;0
first_visit;20240305;46;46;1;0
click;20240304;39;7;5.571428571428571;0
first_visit;20240310;38;38;1;0
first_visit;20240308;37;37;1;0
click;20240306;35;11;3.1818181818181817;0
click;20240307;33;7;4.714285714285714;0
click;20240310;30;11;2.727272727272727;0
click;20240305;19;4;4.75;0
