# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230803
# Data de termino: 20240314
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
/estadio;20230803;4;4;0;9;25;0;0
/estadio_curiosidade;20230803;1;1;0;18;0;0
/estadio_todos;20230803;3;3;0;76;33333333333333;0;0
/estadio;20230804;4;4;0;6;75;0;0
/estadio_todos;20230804;3;2;0;35;666666666666664;0;0
/estadio_todos;20230805;1;1;0;62;0;0
/estadio;20230806;3;3;0;13;333333333333334;0;0
/estadio_todos;20230806;4;4;0;194;0;0
/estadio;20230807;4;4;0;22;5;0;0
/estadio_todos;20230807;8;5;0;35;0;0
/estadio;20230808;3;3;0;4;333333333333333;0;0
/estadio_todos;20230808;3;2;0;54;666666666666664;0;0
/estadio;20230809;7;5;0;8;285714285714286;0;0
/estadio_todos;20230809;5;4;0;103;6;0;0
/estadio;20230810;3;3;0;8;0;0
/estadio_todos;20230810;3;3;0;57;333333333333336;0;0
/estadio;20230811;10;10;0;8;0;0
/estadio_todos;20230811;3;3;0;90;66666666666667;0;0
/estadio;20230812;2;2;0;8;5;0;0
/estadio;20230813;5;5;0;33;6;0;0
/estadio_todos;20230813;2;1;0;18;5;0;0
/estadio;20230814;2;2;0;10;0;0
/estadio_todos;20230814;2;2;0;32;5;0;0
/estadio;20230815;1;1;0;8;0;0
/estadio_todos;20230815;1;1;0;6;0;0
/estadio;20230816;5;5;0;10;6;0;0
/estadio;20230817;2;2;0;13;5;0;0
/estadio;20230818;2;2;0;5;0;0
/estadio;20230819;3;3;0;13;333333333333334;0;0
/estadio_todos;20230819;2;2;0;21;0;0
/estadio;20230820;1;1;0;16;0;0
/estadio_todos;20230820;3;3;0;49;333333333333336;0;0
/estadio;20230821;7;6;0;13;714285714285714;0;0
/estadio_curiosidade;20230821;1;1;0;10;0;0
/estadio_todos;20230821;3;3;0;7;0;0
/estadio;20230822;3;3;0;21;0;0
/estadio;20230823;6;6;0;20;333333333333332;0;0
/estadio_curiosidade;20230823;1;1;0;4;0;0
/estadio_todos;20230823;2;2;0;156;5;0;0
/estadio;20230824;5;5;0;9;0;0
/estadio_todos;20230824;5;5;0;139;6;0;0
/estadio;20230825;8;8;0;9;5;0;0
/estadio_curiosidade;20230825;2;2;0;6;5;0;0
/estadio_todos;20230825;1;1;0;9;0;0
/estadio;20230826;5;4;0;5;2;0;0
/estadio_todos;20230826;1;1;0;26;0;0
/estadio;20230827;9;8;0;15;666666666666666;0;0
/estadio_todos;20230827;1;1;0;51;0;0
/estadio;20230828;3;3;0;5;666666666666667;0;0
/estadio_todos;20230828;4;3;0;126;75;0;0
/estadio;20230829;4;4;0;15;0;0
/estadio;20230830;4;4;0;10;75;0;0
/estadio_todos;20230830;1;1;0;49;0;0
/estadio;20230831;11;11;0;49;09090909090909;0;0
/estadio;20230901;7;7;0;16;142857142857142;0;0
/estadio_todos;20230901;4;2;0;59;0;0
/estadio;20230902;7;7;0;9;571428571428571;0;0
/estadio_todos;20230902;5;2;0;116;0;0
/estadio;20230903;4;4;0;14;75;0;0
/estadio_todos;20230903;3;3;0;28;666666666666668;0;0
/estadio;20230904;4;4;0;8;75;0;0
/estadio_curiosidade;20230904;2;2;0;15;5;0;0
/estadio_todos;20230904;5;3;0;67;8;0;0
/estadio;20230905;9;9;0;9;88888888888889;0;0
/estadio_todos;20230905;3;2;0;70;66666666666667;0;0
/estadio;20230906;5;5;0;27;8;0;0
/estadio_todos;20230906;2;1;0;110;0;0
/estadio;20230908;2;2;0;8;5;0;0
/estadio;20230909;4;4;0;35;5;0;0
/estadio;20230910;7;5;0;7;142857142857143;0;0
/estadio;20230911;8;7;0;15;0;0
/estadio;20230912;4;3;0;16;25;0;0
/estadio;20230913;7;5;0;10;857142857142858;0;0
/estadio_todos;20230913;1;1;0;14;0;0
/estadio;20230914;6;6;0;9;333333333333334;0;0
/estadio_curiosidade;20230914;1;1;0;18;0;0
/estadio_todos;20230914;5;4;0;23;0;0
/estadio;20230915;9;9;0;16;11111111111111;0;0
/estadio;20230916;4;4;0;15;25;0;0
/estadio_todos;20230916;2;1;0;0;0;0
/estadio;20230917;1;1;0;15;0;0
/estadio;20230918;5;4;0;6;6;0;0
/estadio;20230919;11;11;0;21;09090909090909;0;0
/estadio_todos;20230919;1;1;0;54;0;0
/estadio;20230920;2;2;0;27;5;0;0
/estadio;20230921;3;3;0;12;333333333333334;0;0
/estadio_todos;20230921;4;4;0;58;0;0
/estadio;20230922;1;1;0;3;0;0
/estadio_todos;20230922;1;0;0;0;0;0
/estadio_todos;20230923;1;1;0;93;0;0
/estadio;20230924;1;1;0;22;0;0
/estadio;20230925;2;2;0;12;5;0;0
/estadio_todos;20230925;4;3;0;36;25;0;0
/estadio;20230926;2;2;0;8;0;0
/estadio_todos;20230926;1;1;0;21;0;0
/estadio;20230927;5;5;0;11;4;0;0
/estadio_todos;20230927;2;2;0;73;0;0
/estadio;20230928;6;5;0;7;666666666666667;0;0
/estadio_todos;20230928;4;4;0;35;0;0
/estadio;20230929;5;5;0;8;4;0;0
/estadio_todos;20230929;2;1;0;8;5;0;0
/estadio;20230930;1;1;0;28;0;0
/estadio_curiosidade;20230930;1;1;0;11;0;0
/estadio_todos;20230930;1;1;0;1;0;0
/estadio;20231001;1;1;0;17;0;0
/estadio;20231002;6;6;0;12;333333333333334;0;0
/estadio_todos;20231002;2;1;0;34;0;0
/estadio;20231003;2;2;0;13;5;0;0
/estadio_curiosidade;20231003;1;1;0;6;0;0
/estadio_todos;20231003;3;3;0;35;0;0
/estadio;20231004;6;6;0;10;166666666666666;0;0
/estadio_todos;20231004;1;1;0;37;0;0
/estadio;20231005;4;4;0;11;0;0
/estadio_todos;20231005;3;2;0;50;333333333333336;0;0
/estadio;20231006;8;8;0;6;875;0;0
/estadio_todos;20231006;1;1;0;38;0;0
/estadio;20231007;1;1;0;28;0;0
/estadio;20231008;4;4;0;9;25;0;0
/estadio_todos;20231008;1;1;0;0;0;0
/estadio;20231009;3;3;1;7;0;0
/estadio_todos;20231009;1;1;0;271;0;0
/estadio;20231010;2;2;0;8;5;0;0
/estadio;20231011;2;2;0;36;0;0
/estadio;20231014;1;1;0;7;0;0
/estadio;20231015;1;1;0;11;0;0
/estadio_curiosidade;20231015;1;1;0;13;0;0
/estadio_todos;20231015;2;1;0;67;5;0;0
/estadio;20231016;3;3;0;25;666666666666668;0;0
/estadio;20231017;3;3;0;11;333333333333334;0;0
/estadio_todos;20231017;1;1;0;8;0;0
/estadio;20231018;1;1;0;91;0;0
/estadio_todos;20231018;2;1;0;0;0;0
/estadio;20231019;3;3;0;12;333333333333334;0;0
/estadio;20231020;2;2;0;5;5;0;0
