# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240603
# Data de termino: 20240609
Nº dia;Novos usuarios
0000;58
0001;56
0002;43
0003;43
0004;46
0005;54
0006;42

# Data de inicio: 20240603
# Data de termino: 20240609
Nº dia;Usuarios recorrentes
0000;44
0001;44
0002;45
0003;46
0004;41
0005;46
0006;39

#  
# Data de inicio: 20240603
# Data de termino: 20240609
Coorte;Dia 1;Dia 7
0;0.03508771929824561;0
1;0.017857142857142856;0
2;0.046511627906976744;0
3;0.06976744186046512;0
4;0.022222222222222223;0
5;0.018518518518518517;0
6;0;0

#  
# Data de inicio: 20240603
# Data de termino: 20240609
Coorte;Dia 1;Dia 7
0;31.5;0
1;189;0
2;82;0
3;411.6666666666667;0
4;68;0
5;0;0
6;0;0

#  
# Data de inicio: 20240429
# Data de termino: 20240609
Coorte;Usuarios
0000;1
0001;0.028003246753246752
0002;0.01610239471511148
0003;0.008868243243243243
0004;0.009900990099009901
0005;0.008771929824561403
0006;0.009387572641931158
0007;0.011004126547455296
0008;0.007532956685499058
0009;0.009699321047526674
0010;0.0055055055055055055
0011;0.006656426011264721
0012;0.007403490216816499
0013;0.008820286659316428
0014;0.009075439591605219
0015;0.005875440658049354
0016;0.004886988393402566
0017;0.0043586550435865505
0018;0.005184705119896306
0019;0.006798096532970768
0020;0.00572655690765927
0021;0.005219985085756898
0022;0.002347417840375587
0023;0.0072874493927125505
0024;0.007601351351351352
0025;0.007079646017699115
0026;0.002898550724637681
0027;0.003045685279187817
0028;0.011879049676025918
0029;0.004662004662004662
0030;0.005031446540880503
0031;0.0013333333333333333
0032;0.005706134094151213
0033;0.004901960784313725
0034;0.00528169014084507
0035;0.007575757575757576
0036;0.006263048016701462
0037;0.006896551724137931
0038;0.006024096385542169
0039;0.0035211267605633804
0040;0
0041;0

#  
# Data de inicio: 20240429
# Data de termino: 20240609
Coorte;Tempo medio de engajamento
0000;99.0986078331571
0001;249.1420634920635
0002;125.94308943089432
0003;138.725
0004;121.78205128205128
0005;141.77631578947367
0006;82.21621621621621
0007;103.25694444444444
0008;95.4
0009;115.6029411764706
0010;104.71212121212122
0011;70.71875
0012;44.38709677419355
0013;80.60555555555557
0014;106.54597701149426
0015;92.66071428571429
0016;81.98148148148148
0017;35.03846153846154
0018;138.74
0019;24.506944444444443
0020;26.5
0021;41
0022;26.11904761904762
0023;96.4
0024;50.68421052631579
0025;35.75925925925927
0026;34.294117647058826
0027;12.6875
0028;215.22222222222223
0029;10.928571428571429
0030;10.884615384615385
0031;3.75
0032;7.181818181818182
0033;20.5
0034;24.22222222222222
0035;105.16666666666667
0036;60.214285714285715
0037;90.66666666666667
0038;15.8
0039;6
0040;0
0041;0

#  
# Data de inicio: 20240211
# Data de termino: 20240609
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
