# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240520
# Data de termino: 20240526
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;2024052221;15;15;2;16.2;0;0;0
Estatisticas Fluminense - Principal;2024052220;9;9;4;25.11111111111111;0;0;0
Estatisticas Fluminense - Principal;2024052120;8;7;0;69.875;0;0;0
Estatisticas Fluminense - Principal;2024052216;8;8;1;7.625;0;0;0
Estatisticas Fluminense - Principal;2024052218;8;7;5;10.75;0;0;0
Estatisticas Fluminense - Principal;2024052617;8;8;1;26.375;0;0;0
Estatisticas Fluminense - Principal;2024052011;7;7;4;25.142857142857142;0;0;0
Estatisticas Fluminense - Principal;2024052019;7;6;5;8.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024052109;7;6;3;9.285714285714286;0;0;0
Estatisticas Fluminense - Principal;2024052209;7;7;1;14.857142857142858;0;0;0
Estatisticas Fluminense - Principal;2024052309;7;6;2;27.142857142857142;0;0;0
Estatisticas Fluminense - Principal;2024052413;7;7;4;20.571428571428573;0;0;0
Estatisticas Fluminense - Principal;2024052415;7;7;1;12;0;0;0
Estatisticas Fluminense - Principal;2024052516;7;7;4;13.714285714285714;0;0;0
Estatisticas Fluminense - Principal;2024052016;6;6;1;4.333333333333333;0;0;0
Estatisticas Fluminense - Principal;2024052021;6;6;3;21.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024052202;6;6;2;20;0;0;0
Estatisticas Fluminense - Principal;2024052217;6;6;0;50.5;0;0;0
Estatisticas Fluminense - Principal;2024052222;6;6;1;27.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024052410;6;6;2;9.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024052416;6;6;2;11;0;0;0
Estatisticas Fluminense - Principal;2024052419;6;6;1;13.166666666666666;0;0;0
Estatisticas Fluminense - Principal;2024052510;6;6;0;22.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024052511;6;5;1;7.5;0;0;0
