# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230909
# Data de termino: 20230914
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2023091420;11;11;7;8.727272727272727;0;0
Estatisticas Fluminense - Principal;2023091319;9;8;3;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2023090918;8;8;5;2.375;0;0
Estatisticas Fluminense - Principal;2023091419;8;7;2;7.5;0;0
Estatisticas Fluminense - Principal;2023091414;7;7;1;7.714285714285714;0;0
Estatisticas Fluminense - Principal;2023091415;7;7;2;5.857142857142857;0;0
Estatisticas Fluminense - Principal;2023091421;7;7;2;3.7142857142857144;0;0
Jogador;2023091211;7;7;1;27.428571428571427;0;0
Estatisticas Fluminense - Principal;2023091210;6;6;1;12.5;0;0
Estatisticas Fluminense - Principal;2023091211;6;6;1;5.166666666666667;0;0
Estatisticas Fluminense - Principal;2023091216;6;6;2;9;0;0
Estatisticas Fluminense - Principal;2023091217;6;6;4;2.5;0;0
Estatisticas Fluminense - Principal;2023091310;6;6;1;2.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023091417;6;5;1;8.833333333333334;0;0
Adilson 1973;2023091211;5;5;0;35.2;0;0
Adversarios;2023091415;5;5;0;52.6;0;0
Estatisticas Fluminense - Principal;2023090916;5;5;3;4.6;0;0
Estatisticas Fluminense - Principal;2023091018;5;5;3;6.8;0;0
Estatisticas Fluminense - Principal;2023091114;5;5;2;73;0;0
Estatisticas Fluminense - Principal;2023091117;5;5;1;9.4;0;0
Estatisticas Fluminense - Principal;2023091412;5;5;2;5.4;0;0
Estatisticas Fluminense - Principal;2023091413;5;5;1;4.2;0;0
Estatisticas Fluminense - Principal;2023091416;5;5;2;10.2;0;0
Estatisticas Fluminense - Principal;2023091422;5;5;3;4.6;0;0
Adversarios;2023091316;4;3;0;25.25;0;0
Adversarios;2023091319;4;3;0;20.5;0;0
Adversarios;2023091414;4;4;0;77.5;0;0
Consultas Especiais;2023091210;4;4;0;2.75;0;0
Consultas Especiais;2023091414;4;4;0;14.75;0;0
Estatisticas Fluminense - Principal;2023090910;4;4;1;3.5;0;0
