# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240527
# Data de termino: 20240602
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;2024052815;10;9;2;10.8;0;0;0
Estatisticas Fluminense - Principal;2024052923;10;10;4;31.9;0;0;0
Estatisticas Fluminense - Principal;2024053113;10;8;0;20.2;0;0;0
Estatisticas Fluminense - Principal;2024052914;9;9;4;43.111111111111114;0;0;0
Estatisticas Fluminense - Principal;2024052920;9;9;5;34.888888888888886;0;0;0
Estatisticas Fluminense - Principal;2024060119;9;9;2;21;0;0;0
Estatisticas Fluminense - Principal;2024052813;8;8;5;6;0;0;0
Estatisticas Fluminense - Principal;2024053112;8;8;4;42.125;0;0;0
Estatisticas Fluminense - Principal;2024052913;7;7;1;5.714285714285714;0;0;0
Estatisticas Fluminense - Principal;2024052919;7;6;3;16.857142857142858;0;0;0
Estatisticas Fluminense - Principal;2024052921;7;7;2;13.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024053116;7;5;2;30.428571428571427;0;0;0
Estatisticas Fluminense - Principal;2024060120;7;7;1;20.857142857142858;0;0;0
Estatisticas Fluminense - Principal;2024052710;6;6;2;5;0;0;0
Estatisticas Fluminense - Principal;2024052712;6;6;3;20;0;0;0
Estatisticas Fluminense - Principal;2024052718;6;6;1;6.5;0;0;0
Estatisticas Fluminense - Principal;2024052816;6;6;0;17.166666666666668;0;0;0
Estatisticas Fluminense - Principal;2024052819;6;5;1;4.833333333333333;0;0;0
Estatisticas Fluminense - Principal;2024052912;6;6;4;19.5;0;0;0
Estatisticas Fluminense - Principal;2024053013;6;6;1;11;0;0;0
Estatisticas Fluminense - Principal;2024053014;6;5;0;14.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024053017;6;6;3;8.833333333333334;0;0;0
Estatisticas Fluminense - Principal;2024053109;6;6;4;4.833333333333333;0;0;0
Estatisticas Fluminense - Principal;2024053118;6;6;1;31.333333333333332;0;0;0
Estatisticas Fluminense - Principal;2024060112;6;6;3;19.166666666666668;0;0;0
Estatisticas Fluminense - Principal;2024060116;6;6;1;5.166666666666667;0;0;0
Estatisticas Fluminense - Principal;2024060221;6;6;0;11.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024060222;6;6;0;5.833333333333333;0;0;0
Fluminense 3 X 1 Toluca;2024052814;6;6;4;60.833333333333336;0;0;0
Especiais Jogadores;2024052923;5;5;0;20.2;0;0;0
Estatisticas Fluminense - Principal;2024052700;5;5;1;6.8;0;0;0
Estatisticas Fluminense - Principal;2024052719;5;5;2;21.8;0;0;0
Estatisticas Fluminense - Principal;2024052820;5;4;1;2;0;0;0
Estatisticas Fluminense - Principal;2024052900;5;5;5;24.4;0;0;0
Estatisticas Fluminense - Principal;2024052909;5;4;2;10.2;0;0;0
Estatisticas Fluminense - Principal;2024052911;5;5;2;21.4;0;0;0
Estatisticas Fluminense - Principal;2024052915;5;5;1;3.2;0;0;0
Estatisticas Fluminense - Principal;2024053011;5;5;1;25;0;0;0
Estatisticas Fluminense - Principal;2024053018;5;5;1;5.2;0;0;0
Estatisticas Fluminense - Principal;2024053117;5;5;1;47;0;0;0
Estatisticas Fluminense - Principal;2024053120;5;5;0;11.2;0;0;0
Estatisticas Fluminense - Principal;2024053122;5;5;3;26.8;0;0;0
Estatisticas Fluminense - Principal;2024053123;5;5;1;12.6;0;0;0
Estatisticas Fluminense - Principal;2024060115;5;5;2;8.6;0;0;0
Estatisticas Fluminense - Principal;2024060117;5;5;1;5.2;0;0;0
Estatisticas Fluminense - Principal;2024060211;5;5;0;4.8;0;0;0
Estatisticas Fluminense - Principal;2024060217;5;5;3;35.8;0;0;0
Estatisticas Fluminense - Principal;2024060218;5;5;1;40;0;0;0
Estatisticas Fluminense - Principal;2024060223;5;5;2;15.8;0;0;0
German Cano 2024;2024060119;5;5;4;19.4;0;0;0
Adversarios;2024053117;4;4;0;55.25;0;0;0
Campeonatos;2024052816;4;4;0;10.75;0;0;0
Campeonatos;2024053122;4;4;0;29;0;0;0
Especiais Jogadores;2024060119;4;4;0;30.25;0;0;0
Estatisticas Fluminense - Principal;2024052708;4;4;1;3.25;0;0;0
Estatisticas Fluminense - Principal;2024052709;4;4;0;28.25;0;0;0
Estatisticas Fluminense - Principal;2024052711;4;4;0;4.75;0;0;0
Estatisticas Fluminense - Principal;2024052713;4;4;1;30.5;0;0;0
Estatisticas Fluminense - Principal;2024052717;4;4;1;18;0;0;0
Estatisticas Fluminense - Principal;2024052723;4;4;0;11.25;0;0;0
Estatisticas Fluminense - Principal;2024052812;4;4;1;33.5;0;0;0
Estatisticas Fluminense - Principal;2024052817;4;4;2;68.25;0;0;0
Estatisticas Fluminense - Principal;2024052910;4;4;1;19.75;0;0;0
Estatisticas Fluminense - Principal;2024052922;4;4;1;13.25;0;0;0
Estatisticas Fluminense - Principal;2024053000;4;4;3;13.5;0;0;0
Estatisticas Fluminense - Principal;2024053010;4;4;2;63;0;0;0
Estatisticas Fluminense - Principal;2024053019;4;4;1;6.5;0;0;0
Estatisticas Fluminense - Principal;2024053020;4;4;1;66.5;0;0;0
Estatisticas Fluminense - Principal;2024053110;4;4;1;6.5;0;0;0
Estatisticas Fluminense - Principal;2024053121;4;4;0;17.75;0;0;0
Estatisticas Fluminense - Principal;2024060110;4;4;2;13.75;0;0;0
Estatisticas Fluminense - Principal;2024060113;4;4;1;5.25;0;0;0
Estatisticas Fluminense - Principal;2024060118;4;3;1;14.75;0;0;0
Estatisticas Fluminense - Principal;2024060219;4;4;1;36;0;0;0
Estatisticas Fluminense - Principal;2024060220;4;4;1;56.75;0;0;0
Esteban Ostojich;2024052921;4;4;0;74.25;0;0;0
German Cano 2024;2024060120;4;4;4;36.5;0;0;0
Jogador;2024052719;4;4;0;29.25;0;0;0
Jogador;2024052819;4;4;0;30;0;0;0
Jogador;2024053013;4;4;1;12.25;0;0;0
Jogador;2024053017;4;4;0;18.5;0;0;0
Jogador;2024053110;4;4;0;0.75;0;0;0
Jogador;2024053122;4;4;0;46.25;0;0;0
Jogador;2024060113;4;3;0;5;0;0;0
Jogador;2024060119;4;4;0;23.25;0;0;0
Jogo;2024053113;4;4;0;90.25;0;0;0
Arbitros;2024052921;4;4;1;10.25;0;0;0
Adversarios;2024052717;3;3;1;10.333333333333334;0;0;0
Adversarios;2024053118;3;3;0;53.666666666666664;0;0;0
Campeonatos;2024052719;3;3;0;21.333333333333332;0;0;0
Campeonatos;2024052813;3;3;0;54.333333333333336;0;0;0
Campeonatos;2024053117;3;3;0;54.666666666666664;0;0;0
Campeonatos;2024060215;3;3;0;33;0;0;0
Especiais Jogadores;2024052713;3;3;0;27.333333333333332;0;0;0
Especiais Jogadores;2024052714;3;3;0;127.66666666666667;0;0;0
Especiais Jogadores;2024052818;3;2;0;7.333333333333333;0;0;0
Especiais Jogadores;2024053000;3;3;0;45.333333333333336;0;0;0
Especiais Jogadores;2024053013;3;3;0;9.333333333333334;0;0;0
Especiais Jogadores;2024053112;3;3;0;23.333333333333332;0;0;0
Estatisticas Fluminense - Principal;2024052714;3;3;0;3;0;0;0
Estatisticas Fluminense - Principal;2024052715;3;3;0;14.666666666666666;0;0;0
Estatisticas Fluminense - Principal;2024052716;3;3;0;30;0;0;0
Estatisticas Fluminense - Principal;2024052720;3;3;0;174;0;0;0
Estatisticas Fluminense - Principal;2024052722;3;3;1;4.333333333333333;0;0;0
Estatisticas Fluminense - Principal;2024052806;3;3;1;4.333333333333333;0;0;0
Estatisticas Fluminense - Principal;2024052811;3;3;1;3;0;0;0
Estatisticas Fluminense - Principal;2024052818;3;3;0;18.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024052822;3;3;1;11.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024052908;3;3;1;16.333333333333332;0;0;0
Estatisticas Fluminense - Principal;2024052916;3;3;0;9.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024052918;3;3;0;13.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024053003;3;3;1;26.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024053006;3;3;1;36.666666666666664;0;0;0
Estatisticas Fluminense - Principal;2024053015;3;3;1;13;0;0;0
Estatisticas Fluminense - Principal;2024053021;3;3;1;17.666666666666668;0;0;0
Estatisticas Fluminense - Principal;2024053022;3;3;0;4.666666666666667;0;0;0
Estatisticas Fluminense - Principal;2024053023;3;3;0;51.666666666666664;0;0;0
