# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240520
# Data de termino: 20240526
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/;20240522;96;69;29;18.270833333333332;0;0;0
/;20240523;65;56;19;19.8;0;0;0
/;20240524;63;47;19;12.365079365079366;0;0;0
/;20240520;62;47;19;15.85483870967742;0;0;0
/;20240521;58;47;10;24.724137931034484;0;0;0
/;20240526;55;41;16;17.727272727272727;0;0;0
/;20240525;52;38;11;15.23076923076923;0;0;0
/jogador;20240523;39;31;0;37.205128205128204;0;0;0
/mostra_jogador;20240523;36;25;0;51.861111111111114;0;0;0
/jogador;20240522;34;25;0;25.441176470588236;0;0;0
/jogador;20240524;33;23;1;42.54545454545455;0;0;0
/mostra_jogador;20240522;29;23;0;87.34482758620689;0;0;0
/mostra_jogador;20240524;29;21;0;40.310344827586206;0;0;0
/jogador;20240521;26;21;2;62;0;0;0
/jogo;20240522;24;14;0;79.08333333333333;0;0;0
/mostra_jogo;20240522;24;15;0;141.41666666666666;0;0;0
/mostra_jogador;20240521;23;17;0;64.30434782608695;0;0;0
/mostra_jogo;20240523;23;17;0;94.69565217391305;0;0;0
/jogador;20240520;22;14;0;43.27272727272727;0;0;0
/jogador;20240526;22;17;1;24.136363636363637;0;0;0
/mostra_adversario;20240522;22;19;0;30.40909090909091;0;0;0
/jogo;20240520;20;12;0;189.95;0;0;0
/consulta_especial_jogador;20240522;19;12;0;22.736842105263158;0;0;0
/jogador;20240525;19;12;0;17.05263157894737;0;0;0
/mostra_jogo;20240520;19;11;0;886.7894736842105;0;0;0
/consulta_especial_jogador;20240523;18;15;0;43.94444444444444;0;0;0
/mostra_jogador;20240520;18;10;0;43.666666666666664;0;0;0
/jogo;20240526;17;11;0;74.76470588235294;0;0;0
/jogo;20240523;16;14;0;54.8125;0;0;0
/mostra_jogo;20240521;16;13;0;258;0;0;0
/mostra_jogo;20240526;16;10;0;380.25;0;0;0
/jogo;20240524;15;13;0;286.46666666666664;0;0;0
/mostra_adversario;20240526;15;10;0;116.13333333333334;0;0;0
/tecnico;20240523;15;14;0;8.8;0;0;0
/adversario;20240522;14;12;0;9.142857142857142;0;0;0
/jogo;20240521;14;12;0;85.28571428571429;0;0;0
/jogo;20240525;14;11;1;180;0;0;0
/link_jogo/6970;20240521;14;10;10;9.357142857142858;0;0;0
/mostra_jogo;20240524;14;8;0;212.21428571428572;0;0;0
/mostra_tecnico;20240522;14;7;0;19.071428571428573;0;0;0
/adversario;20240524;13;9;0;23;0;0;0
/mostra_jogador;20240525;13;11;0;40.07692307692308;0;0;0
/mostra_jogador;20240526;13;11;0;39.23076923076923;0;0;0
/mostra_tecnico;20240523;13;9;0;19.76923076923077;0;0;0
/consulta_especial_jogador;20240524;12;10;0;16.25;0;0;0
/consulta_especial_jogador;20240526;12;9;0;42.5;0;0;0
/consulta_especial_tecnico;20240523;12;11;0;19.25;0;0;0
/mostra_jogo;20240525;12;8;0;625.5833333333334;0;0;0
/link_jogador/2421;20240522;11;9;9;31.454545454545453;0;0;0
/mostra_adversario;20240520;11;11;0;37.72727272727273;0;0;0
/mostra_adversario;20240524;11;8;0;44.09090909090909;0;0;0
/mostra_campeonato;20240522;11;10;0;24.363636363636363;0;0;0
/campeonato;20240522;10;10;0;15.3;0;0;0
/campeonato;20240524;10;10;0;21.1;0;0;0
/adversario;20240523;9;7;0;12;0;0;0
/adversario;20240525;9;5;0;32;0;0;0
/adversario;20240526;9;7;0;160;0;0;0
/mostra_campeonato;20240524;9;9;0;62.111111111111114;0;0;0
/mostra_ranking/867000000000;20240523;9;9;0;38.666666666666664;0;0;0
/tecnico;20240522;9;8;0;15;0;0;0
/adversario;20240520;8;7;1;56.875;0;0;0
/campeonato;20240523;8;8;0;33.75;0;0;0
/consulta_especial_jogador;20240521;8;6;0;24.75;0;0;0
/mostra_adversario;20240523;8;6;0;36;0;0;0
/mostra_arbitro;20240521;8;6;0;9.625;0;0;0
/mostra_campeonato;20240523;8;8;0;72.25;0;0;0
/arbitro;20240521;7;7;0;9.857142857142858;0;0;0
/consulta_especial_jogador;20240525;7;6;0;15.142857142857142;0;0;0
/consulta_especial_tecnico;20240524;7;7;0;47.857142857142854;0;0;0
/link_jogador/1167;20240523;7;5;5;15.857142857142858;0;0;0
/link_jogador/2421;20240523;7;7;5;40.142857142857146;0;0;0
/link_jogo/3039;20240523;7;6;6;44.714285714285715;0;0;0
/mostra_adversario;20240525;7;4;0;48.857142857142854;0;0;0
/mostra_arbitro;20240522;7;6;0;35;0;0;0
/mostra_campeonato;20240525;7;7;0;48.57142857142857;0;0;0
/mostra_ranking/867000000000;20240525;7;6;0;50.714285714285715;0;0;0
/mostra_rkg/;20240523;7;7;0;19.142857142857142;0;0;0
/arbitro;20240522;6;6;0;26.833333333333332;0;0;0
/campeonato;20240520;6;5;0;21.5;0;0;0
/campeonato;20240525;6;6;0;17.5;0;0;0
/consulta_especial_adversario;20240523;6;5;0;22.333333333333332;0;0;0
/consulta_especial_adversario;20240524;6;5;0;5.166666666666667;0;0;0
/consulta_especial_jogos;20240522;6;3;0;74.16666666666667;0;0;0
/consulta_especial_tecnico;20240525;6;6;0;53.333333333333336;0;0;0
/link_gol/670;20240523;6;1;0;36.666666666666664;0;0;0
/link_jogo/6970;20240522;6;5;5;41;0;0;0
/mostra_adversario;20240521;6;6;0;161.16666666666666;0;0;0
/mostra_rkg/;20240522;6;6;0;19.5;0;0;0
/tecnico;20240524;6;6;0;18.333333333333332;0;0;0
/arbitro;20240520;5;5;1;11.8;0;0;0
/campeonato;20240521;5;4;0;4;0;0;0
/consulta_especial_adversario;20240520;5;3;0;23.8;0;0;0
/consulta_especial_adversario;20240521;5;5;0;7.6;0;0;0
/consulta_especial_campeonato;20240520;5;2;0;36;0;0;0
/consulta_especial_gerais;20240522;5;3;0;52.8;0;0;0
/consulta_especial_gols;20240523;5;4;0;138.4;0;0;0
/consulta_especial_gols;20240526;5;3;1;35.4;0;0;0
/consulta_especial_jogador;20240520;5;3;0;67.8;0;0;0
/consulta_especial_tecnico;20240526;5;5;0;30;0;0;0
/geral;20240524;5;4;0;16.4;0;0;0
/link_jogo/3039;20240524;5;5;5;38.4;0;0;0
/link_jogo/6970;20240523;5;4;4;14;0;0;0
/link_jogo/7328;20240520;5;5;5;28;0;0;0
/mostra_ranking/800801000000;20240522;5;3;0;21;0;0;0
/mostra_ranking/867000000000;20240524;5;5;0;19.8;0;0;0
/mostra_tecnico;20240524;5;5;0;27.2;0;0;0
/adversario;20240521;4;4;0;14;0;0;0
/arbitro;20240525;4;4;0;38.25;0;0;0
/camisa;20240523;4;3;0;20.75;0;0;0
/campeonato;20240526;4;4;0;22.25;0;0;0
/consulta_especial_adversario;20240522;4;2;0;6;0;0;0
/consulta_especial_gols;20240522;4;3;0;101.75;0;0;0
/consulta_especial_jogos;20240523;4;3;0;36.75;0;0;0
/consulta_especial_tecnico;20240522;4;4;0;4;0;0;0
/curiosidade;20240522;4;4;0;36.5;0;0;0
/geral;20240520;4;4;0;43.75;0;0;0
/geral;20240522;4;3;0;12;0;0;0
/geral;20240523;4;4;0;37;0;0;0
/grafico;20240523;4;4;0;11.5;0;0;0
/link_adversario/62;20240523;4;4;1;11.5;0;0;0
/link_gol/1124;20240524;4;1;0;3;0;0;0
/link_jogador/2415;20240522;4;3;0;17.75;0;0;0
/link_jogador/2421;20240526;4;4;1;34;0;0;0
/link_jogo/4990;20240521;4;4;3;28.25;0;0;0
/link_jogo/6970;20240520;4;4;4;11.5;0;0;0
/link_jogo/8787;20240522;4;3;0;26;0;0;0
/link_jogo/8787;20240524;4;3;0;13.5;0;0;0
/link_tecnico/118;20240523;4;4;0;33.25;0;0;0
/mostra_arbitro;20240525;4;4;0;12;0;0;0
/mostra_campeonato;20240520;4;4;0;60.5;0;0;0
/mostra_especial_jogo;20240522;4;3;0;14.5;0;0;0
/mostra_especial_jogo;20240523;4;3;0;29;0;0;0
/mostra_estadio;20240521;4;3;0;55;0;0;0
/mostra_ranking/800000000000;20240523;4;3;0;56;0;0;0
/mostra_ranking/800800000000;20240522;4;2;0;55.5;0;0;0
/mostra_ranking/801000000000;20240522;4;3;0;40.25;0;0;0
/mostra_ranking/801000000000;20240523;4;3;0;109.5;0;0;0
/mostra_rkg/;20240520;4;3;0;16.5;0;0;0
/mostra_rkg/;20240524;4;3;0;32.5;0;0;0
/mostra_rkg/;20240525;4;4;0;314.75;0;0;0
/mostra_rkg/;20240526;4;4;0;156.25;0;0;0
/tecnico;20240526;4;4;0;13;0;0;0
/trabalhos_longos/105490000;20240523;4;3;0;75.75;0;0;0
/trabalhos_longos/105492000;20240523;4;3;0;85.75;0;0;0
/consulta_espadv/106100000;20240522;3;1;0;21.333333333333332;0;0;0
