# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240624
# Data de termino: 20240630
Nº dia;Novos usuarios
0000;137
0001;58
0002;47
0003;77
0004;39
0005;48
0006;54

# Data de inicio: 20240624
# Data de termino: 20240630
Nº dia;Usuarios recorrentes
0000;57
0001;48
0002;36
0003;56
0004;34
0005;34
0006;43

#  
# Data de inicio: 20240624
# Data de termino: 20240630
Coorte;Dia 1;Dia 7
0;0.022058823529411766;0
1;0.034482758620689655;0
2;0;0
3;0.012987012987012988;0
4;0.02564102564102564;0
5;0;0
6;0;0

#  
# Data de inicio: 20240624
# Data de termino: 20240630
Coorte;Dia 1;Dia 7
0;674;0
1;1637.5;0
2;0;0
3;180;0
4;11;0
5;0;0
6;0;0

#  
# Data de inicio: 20240520
# Data de termino: 20240630
Coorte;Usuarios
0000;1
0001;0.025220680958385876
0002;0.012903225806451613
0003;0.011418533157663592
0004;0.009830205540661306
0005;0.011105969458583989
0006;0.00804162724692526
0007;0.009727626459143969
0008;0.009375
0009;0.008606777837547068
0010;0.004381161007667032
0011;0.00505902192242833
0012;0.005263157894736842
0013;0.005411906193625977
0014;0.004923076923076923
0015;0.004405286343612335
0016;0.006493506493506494
0017;0.004101161995898838
0018;0.0035063113604488078
0019;0.005792903692976104
0020;0.0015037593984962407
0021;0.007317073170731708
0022;0.0016863406408094434
0023;0.0034965034965034965
0024;0.003669724770642202
0025;0.005741626794258373
0026;0.003992015968063872
0027;0.0020855057351407717
0028;0.006644518272425249
0029;0.002364066193853428
0030;0.0012755102040816326
0031;0.002777777777777778
0032;0.002962962962962963
0033;0.0016313213703099511
0034;0.0018656716417910447
0035;0.002061855670103093
0036;0.0047169811320754715
0037;0.005571030640668524
0038;0.006097560975609756
0039;0.0037735849056603774
0040;0
0041;0

#  
# Data de inicio: 20240520
# Data de termino: 20240630
Coorte;Tempo medio de engajamento
0000;82.79127700385709
0001;235.97142857142856
0002;67.1219512195122
0003;120.26666666666668
0004;188.84615384615384
0005;128.10526315789474
0006;64.78378378378379
0007;67.02777777777777
0008;83.61428571428571
0009;26.735294117647058
0010;36.96969696969697
0011;36.286458333333336
0012;36.354838709677416
0013;29.683333333333334
0014;39.55172413793103
0015;19.678571428571427
0016;91.64814814814815
0017;44.73076923076923
0018;50.24
0019;39.40277777777778
0020;10.391304347826088
0021;41.21212121212122
0022;8.380952380952381
0023;71.15
0024;5.7368421052631575
0025;9
0026;4.705882352941177
0027;51.625
0028;96
0029;12.214285714285714
0030;51.07692307692308
0031;7.833333333333333
0032;41.27272727272727
0033;5.3
0034;5.555555555555555
0035;182.125
0036;53.714285714285715
0037;142.16666666666666
0038;0.8
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240303
# Data de termino: 20240630
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
