# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;Usuarios
0000;99
0001;106
0002;163
0003;107
0004;95
0005;160
0006;76

# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;Novos usuarios
0000;60
0001;60
0002;117
0003;50
0004;48
0005;103
0006;44

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;30 dias;7 dias;1 dia
0000;2109;687;99
0001;2119;699;106
0002;2204;758;163
0003;2203;677;107
0004;2170;662;95
0005;2232;716;160
0006;2240;642;76

#  
# Data de inicio: 20240429
# Data de termino: 20240505
Nome do publico-alvo;Usuarios
All Users;642

#  
# Data de inicio: 20240429
# Data de termino: 20240505
Nome do evento;Contagem de eventos
page_view;5944
user_engagement;4833
scroll;3053
form_submit;1394
session_start;1109
form_start;930
first_visit;482
click;479

#  
# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;Tempo medio de engajamento
0000;233.5050505050505
0001;193.93396226415095
0002;128.96932515337423
0003;225.89719626168224
0004;146.14736842105262
0005;140.71875
0006;116.5657894736842

# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;Sessoes engajadas por usuario
0000;0.9696969696969697
0001;1.0188679245283019
0002;0.9325153374233128
0003;1.1495327102803738
0004;1.0947368421052632
0005;0.9375
0006;0.8947368421052632

# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;Tempo de engajamento medio por sessao
0000;168.73722627737226
0001;137.04666666666665
0002;99.16037735849056
0003;157.98039215686273
0004;93.8108108108108
0005;107.72727272727273
0006;82.02777777777777

#  
# Data de inicio: 20240429
# Data de termino: 20240505
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.04694167852062589;0.14410480349344978;0.32574679943101
0001;0.05002359603586597;0.15164520743919885;0.32987258140632375
0002;0.07395644283121597;0.21503957783641162;0.34392014519056263
0003;0.04857013163867453;0.15805022156573117;0.30730821606899683
0004;0.04377880184331797;0.14350453172205438;0.3050691244239631
0005;0.07168458781362007;0.22346368715083798;0.3207885304659498
0006;0.033928571428571426;0.11838006230529595;0.28660714285714284
