# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240624
# Data de termino: 20240630
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;20240624;168;135;93;19.31547619047619;0;0;0
Estatisticas Fluminense - Principal;20240627;103;88;39;22.980582524271846;0;0;0
Estatisticas Fluminense - Principal;20240625;76;57;25;15.026315789473685;0;0;0
Estatisticas Fluminense - Principal;20240630;65;50;23;17.953846153846154;0;0;0
Estatisticas Fluminense - Principal;20240628;56;44;15;16.160714285714285;0;0;0
Estatisticas Fluminense - Principal;20240629;50;33;9;34.3;0;0;0
Estatisticas Fluminense - Principal;20240626;43;33;12;16.023255813953487;0;0;0
Tecnico;20240624;41;37;0;13.365853658536585;0;0;0
Tec - Fernando Diniz;20240624;23;19;0;31.47826086956522;0;0;0
Tec - Marcao;20240624;23;21;0;42.69565217391305;0;0;0
Jogador;20240625;22;16;1;30.045454545454547;0;0;0
Jogador;20240630;20;14;0;41.15;0;0;0
Jogador;20240629;19;11;0;17;0;0;0
Fluminense x Vitoria BA-BA;20240627;18;17;0;47;0;0;0
Jogo;20240625;18;12;0;42;0;0;0
Tecnico;20240627;18;16;0;6.888888888888889;0;0;0
Passagem de Tecnico;20240624;17;13;0;27.529411764705884;0;0;0
Tecnico;20240625;17;17;0;5.9411764705882355;0;0;0
Jogo;20240624;16;12;0;41.375;0;0;0
Jogo;20240629;16;14;0;25.3125;0;0;0
Jogador;20240624;15;14;1;32.4;0;0;0
Jogador;20240627;15;14;1;24.466666666666665;0;0;0
Tec - Marcao;20240625;15;12;0;19.533333333333335;0;0;0
Adversarios;20240627;14;13;0;20.285714285714285;0;0;0
Especiais Tecnico;20240624;14;12;0;10.642857142857142;0;0;0
Fluminense x Gremio-RS;20240629;14;10;0;39.5;0;0;0
Jogador;20240626;14;10;1;34.285714285714285;0;0;0
Campeonatos;20240624;13;6;0;35.84615384615385;0;0;0
Fluminense x Gremio-RS;20240630;12;9;0;18.916666666666668;0;0;0
Jogo;20240627;12;9;0;35.583333333333336;0;0;0
Especiais Jogadores;20240625;11;7;0;69.27272727272727;0;0;0
Jogador;20240628;11;8;0;21;0;0;0
Tec - Marcao;20240627;11;9;0;15.454545454545455;0;0;0
Tecnico;20240626;11;10;0;66.18181818181819;0;0;0
Adversarios;20240625;10;10;0;20;0;0;0
Campeonatos;20240625;10;9;0;60.3;0;0;0
Campeonatos;20240630;10;10;1;12.5;0;0;0
Passagem de Tecnico;20240626;10;6;0;25.5;0;0;0
Adversarios;20240624;9;9;0;27.666666666666668;0;0;0
Adversarios;20240626;9;9;0;9.777777777777779;0;0;0
Adversarios;20240628;9;8;0;31.555555555555557;0;0;0
Fluminense x Vitoria BA-BA;20240626;9;8;0;16.444444444444443;0;0;0
Adversarios;20240629;8;5;1;68;0;0;0
Adversarios;20240630;8;7;0;27.75;0;0;0
Brasileiro Serie B 1998;20240624;8;8;8;7.625;0;0;0
Fluminense x Vitoria BA-BA;20240624;8;7;0;19.5;0;0;0
Informacoes Gerais;20240627;8;6;0;15.875;0;0;0
Jogo;20240630;8;8;0;21.75;0;0;0
Passagem de Tecnico;20240627;8;7;0;26.75;0;0;0
Treinador com mais jogos;20240624;8;6;0;32.25;0;0;0
Arbitros;20240629;8;6;2;2.625;0;0;0
Campeonatos;20240627;7;6;0;14.857142857142858;0;0;0
Campeonatos;20240628;7;6;0;12.142857142857142;0;0;0
Especiais Tecnico;20240625;7;7;0;19.142857142857142;0;0;0
Flavio Rodrigues de Souza;20240627;7;5;0;15;0;0;0
Fluminense x Gremio-RS;20240628;7;2;0;0.2857142857142857;0;0;0
Informacoes Gerais;20240624;7;7;0;15.571428571428571;0;0;0
Jogo;20240626;7;7;0;19.857142857142858;0;0;0
Passagem de Tecnico;20240625;7;6;0;6.285714285714286;0;0;0
Tecnico;20240630;7;7;0;7.571428571428571;0;0;0
Botafogo SP 1 X 1 Fluminense;20240629;6;5;5;32;0;0;0
Especiais Jogadores;20240627;6;5;0;11.666666666666666;0;0;0
Estadios;20240630;6;6;0;27;0;0;0
Fluminense x Vitoria BA-BA;20240625;6;6;0;25.333333333333332;0;0;0
German Cano 2024;20240627;6;5;3;14;0;0;0
German Cano 2024;20240629;6;5;5;5.833333333333333;0;0;0
Graficos;20240624;6;5;0;12.833333333333334;0;0;0
Jogo;20240628;6;6;0;35.5;0;0;0
Tec - Marcao;20240626;6;6;0;72.16666666666667;0;0;0
Brasileiro Serie B 1998;20240628;5;4;3;18.4;0;0;0
