# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240722
# Data de termino: 20240728
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240725;1775;147;12.588652482269504;0
user_engagement;20240725;1603;118;13.584745762711865;0
page_view;20240723;1102;90;12.666666666666666;0
page_view;20240728;889;110;8.38679245283019;0
scroll;20240725;886;110;8.054545454545455;0
user_engagement;20240723;871;71;12.442857142857143;0
page_view;20240722;863;108;8.717171717171718;0
page_view;20240724;860;134;6.564885496183206;0
user_engagement;20240728;789;82;9.74074074074074;0
user_engagement;20240724;755;107;7.190476190476191;0
scroll;20240723;745;70;10.642857142857142;0
page_view;20240726;681;80;8.844155844155845;0
user_engagement;20240722;664;80;8.405063291139241;0
user_engagement;20240726;569;63;9.17741935483871;0
form_submit;20240725;547;75;7.293333333333333;0
scroll;20240722;450;77;5.8441558441558445;0
page_view;20240727;429;82;5.430379746835443;0
scroll;20240724;414;93;4.451612903225806;0
user_engagement;20240727;372;59;6.413793103448276;0
scroll;20240728;355;75;4.733333333333333;0
scroll;20240726;286;59;4.931034482758621;0
form_submit;20240724;255;58;4.396551724137931;0
form_submit;20240728;241;44;5.4772727272727275;0
scroll;20240727;201;57;3.526315789473684;0
form_submit;20240722;197;56;3.517857142857143;0
session_start;20240725;196;146;1.4;0
form_start;20240725;194;76;2.5526315789473686;0
session_start;20240724;167;136;1.2748091603053435;0
session_start;20240728;158;109;1.5047619047619047;0
session_start;20240722;151;109;1.5252525252525253;0
form_submit;20240726;150;24;6.25;0
form_start;20240722;141;58;2.4310344827586206;0
form_submit;20240723;133;46;2.891304347826087;0
form_start;20240724;126;60;2.1;0
session_start;20240723;126;91;1.4482758620689655;0
form_submit;20240727;125;31;4.032258064516129;0
session_start;20240727;113;82;1.4303797468354431;0
session_start;20240726;106;81;1.3766233766233766;0
form_start;20240723;104;48;2.1666666666666665;0
form_start;20240728;93;45;2.066666666666667;0
first_visit;20240725;82;82;1;0
first_visit;20240724;76;76;1;0
form_start;20240727;69;31;2.225806451612903;0
click;20240728;64;13;4.923076923076923;0
first_visit;20240728;60;60;1;0
form_start;20240726;58;24;2.4166666666666665;0
click;20240725;51;14;3.642857142857143;0
first_visit;20240722;48;48;1;0
first_visit;20240723;48;48;1;0
first_visit;20240726;46;46;1;0
click;20240726;44;5;8.8;0
first_visit;20240727;44;44;1;0
click;20240723;32;9;3.5555555555555554;0
click;20240722;21;9;2.3333333333333335;0
click;20240724;15;6;2.5;0
click;20240727;14;5;2.8;0
