# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240311
# Data de termino: 20240317
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2024031119;6;4;1;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2024031415;6;5;0;5.833333333333333;0;0
Estatisticas Fluminense - Principal;2024031420;6;5;1;25.166666666666668;0;0
Estatisticas Fluminense - Principal;2024031108;5;5;2;18.4;0;0
Estatisticas Fluminense - Principal;2024031115;5;5;3;12;0;0
Estatisticas Fluminense - Principal;2024031121;5;4;2;7.6;0;0
Estatisticas Fluminense - Principal;2024031216;5;5;0;6.4;0;0
Estatisticas Fluminense - Principal;2024031416;5;5;1;15.8;0;0
Estatisticas Fluminense - Principal;2024031516;5;5;0;3.2;0;0
Estatisticas Fluminense - Principal;2024031523;5;5;1;3.6;0;0
Estatisticas Fluminense - Principal;2024031620;5;5;3;8.6;0;0
Estatisticas Fluminense - Principal;2024031721;5;5;0;22;0;0
Fluminense 0 X 0 CRB;2024031718;5;3;4;14.4;0;0
Estatisticas Fluminense - Principal;2024031112;4;3;0;4.75;0;0
Estatisticas Fluminense - Principal;2024031120;4;3;1;8.75;0;0
Estatisticas Fluminense - Principal;2024031213;4;4;1;17;0;0
Estatisticas Fluminense - Principal;2024031311;4;4;3;17;0;0
Estatisticas Fluminense - Principal;2024031413;4;4;1;28.5;0;0
Estatisticas Fluminense - Principal;2024031419;4;4;1;9.75;0;0
Estatisticas Fluminense - Principal;2024031515;4;4;0;7.75;0;0
Estatisticas Fluminense - Principal;2024031520;4;4;0;5.25;0;0
Estatisticas Fluminense - Principal;2024031600;4;4;2;95.5;0;0
Estatisticas Fluminense - Principal;2024031709;4;4;3;19.25;0;0
Jogador;2024031213;4;4;1;6.25;0;0
Jogo;2024031516;4;4;1;57;0;0
Camisa;2024031216;3;2;0;29.666666666666668;0;0
Especiais Jogadores;2024031214;3;3;0;7;0;0
Estatisticas Fluminense - Principal;2024031109;3;3;1;11.666666666666666;0;0
Estatisticas Fluminense - Principal;2024031111;3;3;1;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2024031122;3;3;0;3;0;0
Estatisticas Fluminense - Principal;2024031211;3;3;1;0.3333333333333333;0;0
Estatisticas Fluminense - Principal;2024031215;3;3;0;180.33333333333334;0;0
Estatisticas Fluminense - Principal;2024031219;3;3;0;6.666666666666667;0;0
Estatisticas Fluminense - Principal;2024031309;3;3;0;18;0;0
Estatisticas Fluminense - Principal;2024031310;3;3;0;6.666666666666667;0;0
Estatisticas Fluminense - Principal;2024031315;3;3;1;43;0;0
