# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240506
# Data de termino: 20240512
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240509;1325;135;10.114503816793894;0
page_view;20240510;1220;113;11.192660550458715;0
user_engagement;20240510;1041;101;10.41;0
user_engagement;20240509;1014;117;8.666666666666666;0
page_view;20240511;882;78;11.307692307692308;0
page_view;20240512;820;96;8.817204301075268;0
scroll;20240509;772;96;8.391304347826088;0
user_engagement;20240511;736;65;11.5;0
page_view;20240506;685;84;8.782051282051283;0
scroll;20240510;656;89;7.540229885057471;0
user_engagement;20240512;621;82;7.573170731707317;0
page_view;20240507;614;77;8.297297297297296;0
page_view;20240508;593;89;6.976470588235294;0
user_engagement;20240506;560;63;9.03225806451613;0
scroll;20240511;509;55;9.254545454545454;0
user_engagement;20240507;468;68;6.985074626865671;0
user_engagement;20240508;433;72;6.013888888888889;0
scroll;20240512;409;69;5.927536231884058;0
form_submit;20240509;395;44;8.977272727272727;0
scroll;20240506;373;65;5.920634920634921;0
scroll;20240508;354;60;5.9;0
form_submit;20240512;351;39;9;0
form_submit;20240510;323;64;5.046875;0
scroll;20240507;296;57;5.192982456140351;0
form_submit;20240511;268;36;7.444444444444445;0
form_submit;20240506;224;34;6.588235294117647;0
form_start;20240510;211;65;3.246153846153846;0
form_start;20240509;182;44;4.136363636363637;0
session_start;20240509;176;135;1.3435114503816794;0
form_submit;20240508;171;36;4.75;0
session_start;20240510;159;113;1.4722222222222223;0
form_submit;20240507;138;36;3.8333333333333335;0
click;20240509;128;11;11.636363636363637;0
form_start;20240512;124;40;3.1;0
session_start;20240512;120;96;1.2903225806451613;0
session_start;20240511;115;79;1.4743589743589745;0
form_start;20240511;112;37;3.027027027027027;0
session_start;20240508;112;89;1.3176470588235294;0
session_start;20240506;108;84;1.4025974025974026;0
session_start;20240507;97;78;1.3108108108108107;0
click;20240512;93;11;8.454545454545455;0
first_visit;20240509;90;90;1;0
form_start;20240508;83;36;2.3055555555555554;0
click;20240508;81;7;11.571428571428571;0
form_start;20240507;80;38;2.1052631578947367;0
click;20240510;69;16;4.3125;0
click;20240511;68;4;17;0
form_start;20240506;66;34;1.9411764705882353;0
first_visit;20240512;63;63;1;0
click;20240507;54;3;18;0
first_visit;20240506;49;49;1;0
first_visit;20240510;49;49;1;0
first_visit;20240511;45;45;1;0
first_visit;20240508;44;44;1;0
first_visit;20240507;40;40;1;0
click;20240506;13;7;1.8571428571428572;0
