# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240101
# Data de termino: 20240108
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Fluminense 1 X 0 Bayern de Munique;2024010814;45;45;43;20.11111111111111;0;0
Fluminense 1 X 0 Bayern de Munique;2024010815;32;32;28;32.40625;0;0
Fluminense x Sao Raimundo-AM;2024010315;14;14;14;15.928571428571429;0;0
Fluminense 1 X 0 Bayern de Munique;2024010819;13;13;12;21.692307692307693;0;0
Fluminense 1 X 0 Bayern de Munique;2024010813;11;11;11;22.90909090909091;0;0
Fluminense 1 X 0 Bayern de Munique;2024010821;11;10;6;33.27272727272727;0;0
Estatisticas Fluminense - Principal;2024010215;8;8;3;7.125;0;0
Estatisticas Fluminense - Principal;2024010419;8;8;3;4.875;0;0
Fluminense 1 X 0 Bayern de Munique;2024010820;8;7;5;16;0;0
Fluminense 1 X 0 Bayern de Munique;2024010816;7;7;6;16;0;0
Fluminense 1 X 0 Bayern de Munique;2024010818;7;7;6;29;0;0
Estatisticas Fluminense - Principal;2024010410;6;6;1;2;0;0
Estatisticas Fluminense - Principal;2024010418;6;6;1;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2024010615;6;6;2;7.833333333333333;0;0
Estatisticas Fluminense - Principal;2024010814;6;6;0;2.3333333333333335;0;0
Fluminense x Sao Raimundo-AM;2024010317;6;6;6;10.833333333333334;0;0
Jogador;2024010419;6;6;0;13.666666666666666;0;0
Estatisticas Fluminense - Principal;2024010210;5;5;3;5.2;0;0
Estatisticas Fluminense - Principal;2024010211;5;4;2;1;0;0
Estatisticas Fluminense - Principal;2024010216;5;5;0;2.4;0;0
Estatisticas Fluminense - Principal;2024010316;5;4;0;4.2;0;0
Estatisticas Fluminense - Principal;2024010421;5;5;1;14.2;0;0
Estatisticas Fluminense - Principal;2024010511;5;5;1;4.4;0;0
Estatisticas Fluminense - Principal;2024010517;5;5;0;7.4;0;0
Estatisticas Fluminense - Principal;2024010523;5;3;2;4.6;0;0
Estatisticas Fluminense - Principal;2024010613;5;5;1;5.4;0;0
Estatisticas Fluminense - Principal;2024010711;5;5;1;4.6;0;0
Estatisticas Fluminense - Principal;2024010716;5;5;3;8.4;0;0
Estatisticas Fluminense - Principal;2024010818;5;5;0;3;0;0
Estatisticas Fluminense - Principal;2024010821;5;5;0;2.2;0;0
Fluminense x Sao Raimundo-AM;2024010316;5;5;5;10.8;0;0
Jogador;2024010215;5;5;0;10.4;0;0
Jogador;2024010412;5;5;1;14.2;0;0
Consultas Especiais;2024010421;4;4;0;5.75;0;0
Estatisticas Fluminense - Principal;2024010118;4;4;0;3.75;0;0
Estatisticas Fluminense - Principal;2024010119;4;4;1;5.25;0;0
Estatisticas Fluminense - Principal;2024010123;4;3;0;0.75;0;0
Estatisticas Fluminense - Principal;2024010217;4;4;2;3.25;0;0
Estatisticas Fluminense - Principal;2024010221;4;4;1;14;0;0
Estatisticas Fluminense - Principal;2024010411;4;4;0;3.5;0;0
Estatisticas Fluminense - Principal;2024010412;4;4;0;2.25;0;0
Estatisticas Fluminense - Principal;2024010415;4;4;2;1.75;0;0
Estatisticas Fluminense - Principal;2024010416;4;4;1;3.75;0;0
Estatisticas Fluminense - Principal;2024010515;4;4;2;3.25;0;0
Estatisticas Fluminense - Principal;2024010522;4;4;0;25.25;0;0
Estatisticas Fluminense - Principal;2024010600;4;4;0;3.25;0;0
Estatisticas Fluminense - Principal;2024010610;4;4;1;2.75;0;0
Estatisticas Fluminense - Principal;2024010616;4;4;3;2;0;0
Estatisticas Fluminense - Principal;2024010618;4;4;0;2.5;0;0
Estatisticas Fluminense - Principal;2024010712;4;4;1;3;0;0
Estatisticas Fluminense - Principal;2024010721;4;4;2;2.5;0;0
Estatisticas Fluminense - Principal;2024010815;4;4;0;1.75;0;0
Fluminense 1 X 0 Bayern de Munique;2024010817;4;4;4;49;0;0
Fluminense 1 X 0 Bayern de Munique;2024010822;4;4;3;20.25;0;0
Jogador;2024010411;4;4;0;109.25;0;0
Jogador;2024010523;4;4;0;95.25;0;0
Jogo;2024010317;4;4;0;147.25;0;0
Jogo;2024010515;4;4;0;21.25;0;0
Adversarios;2024010215;3;3;0;20.333333333333332;0;0
Adversarios;2024010419;3;3;0;18.666666666666668;0;0
Adversarios;2024010615;3;3;1;10.666666666666666;0;0
Adversarios;2024010816;3;3;0;6;0;0
Consultas Especiais;2024010112;3;3;0;5.333333333333333;0;0
Consultas Especiais;2024010221;3;3;0;11.666666666666666;0;0
Cicero 1993;2024010120;3;3;2;9.666666666666666;0;0
Estatisticas Fluminense - Principal;2024010112;3;3;0;3;0;0
Estatisticas Fluminense - Principal;2024010115;3;3;1;2.3333333333333335;0;0
