# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230828
# Data de termino: 20230901
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2023083123;21;21;6;9.095238095238095;0;0
Estatisticas Fluminense - Principal;2023083023;17;17;14;14.294117647058824;0;0
Mascotes;2023083121;12;12;12;21.583333333333332;0;0
Estatisticas Fluminense - Principal;2023090100;11;10;3;2.090909090909091;0;0
Estatisticas Fluminense - Principal;2023090108;10;10;1;4.8;0;0
Estatisticas Fluminense - Principal;2023090109;10;10;3;3.4;0;0
Estatisticas Fluminense - Principal;2023083122;9;9;4;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2023090102;9;8;2;7.333333333333333;0;0
Estatisticas Fluminense - Principal;2023090110;9;9;4;4.444444444444445;0;0
Estatisticas Fluminense - Principal;2023090116;9;9;1;6;0;0
Consultas Especiais;2023083123;8;9;0;7.5;0;0
Estatisticas Fluminense - Principal;2023082810;8;8;3;5.375;0;0
Estatisticas Fluminense - Principal;2023083119;8;8;5;6.75;0;0
Estatisticas Fluminense - Principal;2023090101;8;8;4;6.625;0;0
Estatisticas Fluminense - Principal;2023090122;8;8;5;3.625;0;0
German Cano 2023;2023083123;8;8;0;17.125;0;0
Jogador;2023083123;8;8;0;13.875;0;0
Estatisticas Fluminense - Principal;2023082921;7;7;4;5.142857142857143;0;0
Estatisticas Fluminense - Principal;2023083012;7;6;2;5.285714285714286;0;0
Estatisticas Fluminense - Principal;2023083022;7;7;2;4.142857142857143;0;0
Estatisticas Fluminense - Principal;2023083109;7;7;2;4.571428571428571;0;0
Estatisticas Fluminense - Principal;2023083114;7;7;3;8.714285714285714;0;0
Estatisticas Fluminense - Principal;2023083116;7;7;4;2;0;0
