# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240513
# Data de termino: 20240519
Nº dia;Novos usuarios
0000;68
0001;59
0002;50
0003;96
0004;55
0005;51
0006;43

# Data de inicio: 20240513
# Data de termino: 20240519
Nº dia;Usuarios recorrentes
0000;55
0001;46
0002;46
0003;67
0004;50
0005;38
0006;32

#  
# Data de inicio: 20240513
# Data de termino: 20240519
Coorte;Dia 1;Dia 7
0;0.029411764705882353;0
1;0.03389830508474576;0
2;0.06;0
3;0;0
4;0.018518518518518517;0
5;0.058823529411764705;0
6;0;0

#  
# Data de inicio: 20240513
# Data de termino: 20240519
Coorte;Dia 1;Dia 7
0;110;0
1;93;0
2;436.3333333333333;0
3;0;0
4;0;0
5;110.33333333333333;0
6;0;0

#  
# Data de inicio: 20240408
# Data de termino: 20240519
Coorte;Usuarios
0000;1
0001;0.0255650240829937
0002;0.015060240963855422
0003;0.008061420345489444
0004;0.011368090944727557
0005;0.007328990228013029
0006;0.008728179551122194
0007;0.006391137622496805
0008;0.008336989907854322
0009;0.00631768953068592
0010;0.004606172270842929
0011;0.0051837888784165885
0012;0.007870142646335464
0013;0.006535947712418301
0014;0.008722421754746024
0015;0.003157894736842105
0016;0.0026939655172413795
0017;0.0034227039361095267
0018;0.005865102639296188
0019;0.004227053140096618
0020;0.003244646333549643
0021;0.004726536124240378
0022;0.005629838142153413
0023;0.0045627376425855515
0024;0.002377179080824089
0025;0.0016680567139282735
0026;0.001876172607879925
0027;0.003980099502487562
0028;0.0021008403361344537
0029;0.0056179775280898875
0030;0.005995203836930456
0031;0.004
0032;0
0033;0
0034;0.0017482517482517483
0035;0.0020491803278688526
0036;0.006787330316742082
0037;0.0076726342710997444
0038;0.006535947712418301
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240408
# Data de termino: 20240519
Coorte;Tempo medio de engajamento
0000;89.95036217915096
0001;286.71031746031747
0002;196.35772357723576
0003;367.8625
0004;119.78205128205128
0005;87.32894736842105
0006;88.6981981981982
0007;68.69907407407408
0008;37.790476190476184
0009;64.20588235294117
0010;152.54545454545453
0011;50.640625
0012;45.354838709677416
0013;58.955555555555556
0014;26.92528735632184
0015;15.410714285714286
0016;23.185185185185187
0017;36.23076923076923
0018;81.51333333333334
0019;98.04166666666667
0020;32.78260869565217
0021;114.54545454545455
0022;60.92857142857143
0023;32.25
0024;7.315789473684211
0025;2.5
0026;10.235294117647058
0027;30.59375
0028;4.733333333333333
0029;40.785714285714285
0030;44
0031;51.25
0032;0
0033;0
0034;29.666666666666668
0035;49.75
0036;64.28571428571429
0037;142.41666666666666
0038;9
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240121
# Data de termino: 20240519
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
