# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240212
# Data de termino: 20240218
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2024021510;10;7;1;14;0;0
Estatisticas Fluminense - Principal;2024021413;8;8;3;29.625;0;0
Estatisticas Fluminense - Principal;2024021419;8;8;4;13.875;0;0
Estatisticas Fluminense - Principal;2024021718;8;8;4;15.375;0;0
Estatisticas Fluminense - Principal;2024021719;8;7;4;28.125;0;0
Estatisticas Fluminense - Principal;2024021720;8;8;3;41;0;0
Estatisticas Fluminense - Principal;2024021414;7;6;0;12.571428571428571;0;0
Estatisticas Fluminense - Principal;2024021615;7;6;2;9.857142857142858;0;0
Estatisticas Fluminense - Principal;2024021713;7;6;2;7;0;0
Estatisticas Fluminense - Principal;2024021816;7;7;3;12.285714285714286;0;0
Estatisticas Fluminense - Principal;2024021516;6;6;1;13.833333333333334;0;0
Estatisticas Fluminense - Principal;2024021517;6;6;0;4.5;0;0
Estatisticas Fluminense - Principal;2024021823;6;6;0;33.833333333333336;0;0
Consultas Especiais;2024021718;5;5;0;5.8;0;0
Estatisticas Fluminense - Principal;2024021320;5;5;0;35;0;0
Estatisticas Fluminense - Principal;2024021415;5;5;2;3.6;0;0
Estatisticas Fluminense - Principal;2024021420;5;5;3;35.2;0;0
Estatisticas Fluminense - Principal;2024021519;5;5;2;4.4;0;0
Estatisticas Fluminense - Principal;2024021521;5;4;1;6.2;0;0
Estatisticas Fluminense - Principal;2024021616;5;5;1;21.2;0;0
Estatisticas Fluminense - Principal;2024021617;5;5;1;30.6;0;0
Estatisticas Fluminense - Principal;2024021618;5;4;1;15.2;0;0
Estatisticas Fluminense - Principal;2024021621;5;4;1;4.6;0;0
Estatisticas Fluminense - Principal;2024021623;5;5;1;52.4;0;0
Estatisticas Fluminense - Principal;2024021702;5;5;1;6.6;0;0
Estatisticas Fluminense - Principal;2024021712;5;5;0;40.6;0;0
Jogo;2024021510;5;4;0;31;0;0
30 Adversarios que mais jogamos;2024021612;4;4;3;28.75;0;0
Consultas Especiais;2024021719;4;4;0;3.25;0;0
Estatisticas Fluminense - Principal;2024021211;4;4;0;16.5;0;0
Estatisticas Fluminense - Principal;2024021408;4;4;2;15.25;0;0
Estatisticas Fluminense - Principal;2024021409;4;3;1;33.25;0;0
Estatisticas Fluminense - Principal;2024021418;4;4;2;94;0;0
Estatisticas Fluminense - Principal;2024021509;4;3;2;31.25;0;0
Estatisticas Fluminense - Principal;2024021512;4;4;1;11.25;0;0
Estatisticas Fluminense - Principal;2024021523;4;4;0;4.75;0;0
Estatisticas Fluminense - Principal;2024021609;4;4;0;7.75;0;0
Estatisticas Fluminense - Principal;2024021611;4;4;1;5;0;0
Estatisticas Fluminense - Principal;2024021612;4;4;3;8.25;0;0
Estatisticas Fluminense - Principal;2024021814;4;4;3;34;0;0
Estatisticas Fluminense - Principal;2024021822;4;4;0;35;0;0
Jogador;2024021718;4;4;0;13.75;0;0
Arbitros;2024021517;4;4;0;24.75;0;0
30 Adversarios que mais jogamos;2024021613;3;3;3;11.666666666666666;0;0
Adversarios;2024021617;3;3;0;47;0;0
Adversarios;2024021619;3;3;0;83;0;0
Adversarios;2024021713;3;3;0;12.333333333333334;0;0
Andres Rojas;2024021519;3;3;0;31.333333333333332;0;0
Consultas Especiais;2024021513;3;3;0;16;0;0
Consultas Especiais;2024021617;3;3;0;7;0;0
Consultas Especiais;2024021814;3;3;0;35;0;0
Estatisticas Fluminense - Principal;2024021209;3;3;1;11.333333333333334;0;0
Estatisticas Fluminense - Principal;2024021213;3;3;0;111;0;0
Estatisticas Fluminense - Principal;2024021215;3;3;0;7.666666666666667;0;0
Estatisticas Fluminense - Principal;2024021217;3;3;0;23;0;0
Estatisticas Fluminense - Principal;2024021219;3;3;2;148.66666666666666;0;0
Estatisticas Fluminense - Principal;2024021307;3;2;1;10.666666666666666;0;0
Estatisticas Fluminense - Principal;2024021319;3;3;1;43.333333333333336;0;0
Estatisticas Fluminense - Principal;2024021322;3;3;1;31.666666666666668;0;0
Estatisticas Fluminense - Principal;2024021407;3;3;2;45.333333333333336;0;0
Estatisticas Fluminense - Principal;2024021500;3;3;1;6.333333333333333;0;0
Estatisticas Fluminense - Principal;2024021501;3;3;1;14.666666666666666;0;0
Estatisticas Fluminense - Principal;2024021506;3;3;2;32.333333333333336;0;0
Estatisticas Fluminense - Principal;2024021513;3;3;0;949.6666666666666;0;0
Estatisticas Fluminense - Principal;2024021614;3;3;1;6.333333333333333;0;0
Estatisticas Fluminense - Principal;2024021620;3;2;0;12.666666666666666;0;0
Estatisticas Fluminense - Principal;2024021708;3;3;1;30.666666666666668;0;0
Estatisticas Fluminense - Principal;2024021711;3;3;1;11.333333333333334;0;0
Estatisticas Fluminense - Principal;2024021714;3;2;0;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2024021715;3;3;1;10.333333333333334;0;0
Estatisticas Fluminense - Principal;2024021716;3;3;1;14.666666666666666;0;0
Estatisticas Fluminense - Principal;2024021723;3;3;0;12.666666666666666;0;0
Estatisticas Fluminense - Principal;2024021809;3;3;1;45;0;0
Estatisticas Fluminense - Principal;2024021810;3;3;2;58.666666666666664;0;0
Estatisticas Fluminense - Principal;2024021811;3;2;0;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2024021812;3;3;2;21;0;0
Estatisticas Fluminense - Principal;2024021817;3;3;0;42.333333333333336;0;0
Estatisticas Fluminense - Principal;2024021819;3;3;2;22;0;0
Fluminense x Madureira-RJ;2024021621;3;3;0;31.333333333333332;0;0
Fluminense x Madureira-RJ;2024021714;3;3;0;11.666666666666666;0;0
Fluminense x Madureira-RJ;2024021720;3;3;0;19.666666666666668;0;0
Fluminense x Vasco-RJ;2024021414;3;3;0;25;0;0
Jogador;2024021418;3;3;0;13.333333333333334;0;0
Jogador;2024021514;3;2;0;15.333333333333334;0;0
Jogador;2024021516;3;3;0;122.66666666666667;0;0
Jogador;2024021616;3;2;0;14;0;0
Jogador;2024021617;3;3;0;12;0;0
Jogador;2024021719;3;3;0;14.666666666666666;0;0
Jogador;2024021814;3;3;0;10.666666666666666;0;0
Jogador;2024021816;3;3;0;39;0;0
Jogo;2024021220;3;2;0;11;0;0
Jogo;2024021520;3;3;0;3.3333333333333335;0;0
Jogo;2024021521;3;3;0;12;0;0
Jogo;2024021816;3;3;0;66;0;0
Arbitros;2024021519;3;3;0;7;0;0
30 Adversarios que mais jogamos;2024021614;2;2;2;6.5;0;0
Adversarios;2024021216;2;2;0;12;0;0
Adversarios;2024021221;2;2;0;1;0;0
Adversarios;2024021316;2;2;0;49;0;0
Adversarios;2024021320;2;2;0;7.5;0;0
Adversarios;2024021323;2;2;0;107;0;0
Adversarios;2024021407;2;2;0;219.5;0;0
Adversarios;2024021414;2;2;0;23;0;0
Adversarios;2024021511;2;2;0;7;0;0
Adversarios;2024021521;2;2;0;16.5;0;0
Adversarios;2024021616;2;2;0;16.5;0;0
Adversarios;2024021618;2;2;0;208;0;0
Adversarios;2024021621;2;2;0;18.5;0;0
Adversarios;2024021623;2;2;0;115;0;0
Adversarios;2024021708;2;2;0;9.5;0;0
Adversarios;2024021709;2;2;0;137.5;0;0
Adversarios;2024021714;2;2;0;3;0;0
Adversarios;2024021719;2;2;0;137.5;0;0
Adversarios;2024021720;2;2;0;11;0;0
America 3 X 6 Fluminense;2024021616;2;1;0;0;0;0
Andres Rojas;2024021517;2;2;0;0.5;0;0
Andres Rojas;2024021523;2;2;0;18;0;0
Boavista 3 X 1 Fluminense;2024021623;2;2;0;20;0;0
Campeonatos;2024021216;2;2;0;6;0;0
Campeonatos;2024021320;2;2;0;18;0;0
Campeonatos;2024021513;2;2;0;68;0;0
Campeonatos;2024021619;2;2;0;10;0;0
Carioca 1995;2024021617;2;2;1;0;0;0
Consultas Especiais;2024021221;2;2;0;4.5;0;0
Consultas Especiais;2024021316;2;2;0;4.5;0;0
Consultas Especiais;2024021320;2;2;0;6;0;0
Consultas Especiais;2024021413;2;2;0;6.5;0;0
Consultas Especiais;2024021418;2;2;0;3.5;0;0
Consultas Especiais;2024021420;2;2;0;4;0;0
Consultas Especiais;2024021509;2;2;0;21;0;0
Consultas Especiais;2024021511;2;2;0;18;0;0
Consultas Especiais;2024021516;2;2;0;7;0;0
Consultas Especiais;2024021609;2;2;0;4.5;0;0
Consultas Especiais;2024021614;2;2;0;1;0;0
Consultas Especiais;2024021616;2;2;0;2;0;0
Consultas Especiais;2024021712;2;2;0;5;0;0
Consultas Especiais;2024021723;2;2;0;2;0;0
Consultas Especiais;2024021812;2;2;0;2.5;0;0
Curiosidades e Titulos;2024021521;2;2;1;90;0;0
Especiais Jogadores;2024021418;2;2;0;20.5;0;0
Especiais Jogadores;2024021509;2;2;0;21.5;0;0
Especiais Jogadores;2024021616;2;2;0;17.5;0;0
Especiais Jogadores;2024021617;2;2;0;22.5;0;0
Especiais Jogadores;2024021712;2;2;0;23.5;0;0
Especiais Jogadores;2024021718;2;2;0;22;0;0
Especiais Jogadores;2024021719;2;2;0;5.5;0;0
Especiais Jogadores;2024021723;2;2;0;40.5;0;0
Especiais Jogadores;2024021811;2;2;0;42;0;0
Especiais Jogadores;2024021812;2;2;0;44;0;0
Especiais Jogos;2024021614;2;2;0;1;0;0
Especiais Jogos;2024021718;2;2;0;6;0;0
Especiais Sequencias;2024021516;2;2;0;6;0;0
Estatisticas Fluminense - Principal;2024021212;2;2;0;14.5;0;0
Estatisticas Fluminense - Principal;2024021214;2;2;1;4.5;0;0
Estatisticas Fluminense - Principal;2024021218;2;2;0;3.5;0;0
Estatisticas Fluminense - Principal;2024021220;2;2;0;4;0;0
Estatisticas Fluminense - Principal;2024021221;2;2;0;67.5;0;0
Estatisticas Fluminense - Principal;2024021223;2;1;1;7.5;0;0
Estatisticas Fluminense - Principal;2024021308;2;2;0;2;0;0
Estatisticas Fluminense - Principal;2024021312;2;2;0;24.5;0;0
Estatisticas Fluminense - Principal;2024021313;2;2;0;2.5;0;0
Estatisticas Fluminense - Principal;2024021314;2;2;0;4.5;0;0
Estatisticas Fluminense - Principal;2024021315;2;2;0;49;0;0
Estatisticas Fluminense - Principal;2024021316;2;2;0;29.5;0;0
Estatisticas Fluminense - Principal;2024021411;2;2;1;121.5;0;0
Estatisticas Fluminense - Principal;2024021417;2;2;0;20;0;0
Estatisticas Fluminense - Principal;2024021423;2;2;0;15;0;0
Estatisticas Fluminense - Principal;2024021505;2;2;0;5;0;0
Estatisticas Fluminense - Principal;2024021511;2;2;1;4;0;0
Estatisticas Fluminense - Principal;2024021514;2;2;1;120.5;0;0
Estatisticas Fluminense - Principal;2024021522;2;1;0;1;0;0
Estatisticas Fluminense - Principal;2024021619;2;2;0;36.5;0;0
Estatisticas Fluminense - Principal;2024021622;2;2;0;3;0;0
Estatisticas Fluminense - Principal;2024021700;2;2;1;8;0;0
Estatisticas Fluminense - Principal;2024021709;2;2;1;3;0;0
Estatisticas Fluminense - Principal;2024021710;2;1;1;27;0;0
Estatisticas Fluminense - Principal;2024021721;2;2;0;12.5;0;0
Estatisticas Fluminense - Principal;2024021722;2;2;0;23.5;0;0
Estatisticas Fluminense - Principal;2024021800;2;2;1;20.5;0;0
Estatisticas Fluminense - Principal;2024021813;2;2;1;5.5;0;0
Estatisticas Fluminense - Principal;2024021815;2;1;0;122.5;0;0
Estadios;2024021720;2;2;0;13.5;0;0
Fluminense 0 X 0 Vasco;2024021506;2;2;0;47;0;0
Fluminense 0 X 0 Vasco;2024021711;2;2;0;29.5;0;0
Fluminense 0 X 1 Botafogo;2024021423;2;2;0;11;0;0
Fluminense 2 X 0 America;2024021821;2;2;1;11.5;0;0
Fluminense 2 X 0 Deportivo Cuenca;2024021523;2;1;0;6;0;0
Fluminense 2 X 0 Volta Redonda;2024021822;2;2;0;24.5;0;0
Fluminense 2 X 1 Flamengo;2024021822;2;2;0;0;0;0
Fluminense 2 X 3 ABC;2024021716;2;2;2;33;0;0
Fluminense 4 X 1 Bangu;2024021220;2;1;0;0;0;0
Fluminense x Botafogo-RJ;2024021407;2;2;0;22.5;0;0
Fluminense x Flamengo-RJ;2024021400;2;2;0;42.5;0;0
Fluminense x Flamengo-RJ;2024021619;2;2;0;34;0;0
Fluminense x Madureira-RJ;2024021515;2;1;0;0;0;0
Fluminense x Madureira-RJ;2024021618;2;2;0;45;0;0
Fluminense x Madureira-RJ;2024021718;2;2;0;7.5;0;0
Fluminense x Vasco-RJ;2024021212;2;2;0;51;0;0
Fluminense x Vasco-RJ;2024021322;2;2;1;6;0;0
Fluminense x Vasco-RJ;2024021400;2;2;0;74;0;0
Fluminense x Vasco-RJ;2024021407;2;2;0;24;0;0
Fluminense x Vasco-RJ;2024021413;2;2;1;44;0;0
Fluminense x Vasco-RJ;2024021419;2;2;0;43;0;0
Fluminense x Vasco-RJ;2024021506;2;2;0;8.5;0;0
German Cano 2024;2024021411;2;1;1;0;0;0
German Cano 2024;2024021712;2;2;1;4;0;0
Gols do Agnaldo;2024021514;2;1;0;43;0;0
Guarani 0 X 0 Fluminense;2024021817;2;1;0;0;0;0
Informacoes Gerais;2024021316;2;2;0;7.5;0;0
Jogador;2024021214;2;2;0;12.5;0;0
Jogador;2024021322;2;2;0;34.5;0;0
Jogador;2024021413;2;2;0;15;0;0
Jogador;2024021500;2;1;0;115;0;0
Jogador;2024021506;2;2;0;191.5;0;0
Jogador;2024021513;2;2;0;10;0;0
Jogador;2024021517;2;2;0;3.5;0;0
Jogador;2024021623;2;2;0;99;0;0
Jogador;2024021702;2;2;0;52;0;0
Jogador;2024021709;2;2;0;21.5;0;0
Jogador;2024021712;2;2;0;24.5;0;0
Jogador;2024021715;2;2;1;9.5;0;0
Jogador;2024021720;2;2;0;4.5;0;0
Jogador;2024021811;2;2;0;35.5;0;0
Jogador;2024021812;2;2;0;25;0;0
Jogador;2024021817;2;2;0;44;0;0
Jogador;2024021818;2;2;0;455.5;0;0
Jogador;2024021819;2;2;0;142.5;0;0
Jogo;2024021217;2;2;0;18.5;0;0
Jogo;2024021311;2;2;0;29.5;0;0
Jogo;2024021312;2;1;0;6.5;0;0
Jogo;2024021313;2;1;0;154;0;0
Jogo;2024021320;2;2;0;46;0;0
Jogo;2024021321;2;2;0;20;0;0
Jogo;2024021322;2;2;0;238;0;0
