# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Usuarios
0000;136
0001;119
0002;126
0003;122
0004;126
0005;121
0006;84

# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Novos usuarios
0000;89
0001;69
0002;74
0003;80
0004;68
0005;74
0006;47

# Quanta receita voce esta gerando?
# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Receita total


# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Receita de compra


# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Total de compradores


# Qual e a qualidade das suas tendencias de receita?
# Data de inicio: 20221112
# Data de termino: 20231112
Nº mes;Receita diaria maxima;Receita media diaria;Receita diaria minima


# Data de inicio: 20211113
# Data de termino: 20221113
Nº mes;Receita diaria maxima;Receita media diaria;Receita diaria minima


# Qual e a qualidade das suas tendencias de compradores?
# Data de inicio: 20221112
# Data de termino: 20231112
Nº mes;Maximo diario de compradores;Media diaria de compradores;Minimo diario de compradores


# Data de inicio: 20211113
# Data de termino: 20221113
Nº mes;Maximo diario de compradores;Media diaria de compradores;Minimo diario de compradores


# Quanto seus usuarios estao gastando?
# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;ARPU


# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Conversao de compradores


# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;ARPPU


#  
# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Tempo medio de engajamento
0000;121.25
0001;151.84873949579833
0002;156.68253968253967
0003;191.04918032786884
0004;114.44444444444444
0005;154.98347107438016
0006;168

# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Sessoes engajadas por usuario
0000;0.8823529411764706
0001;1.0168067226890756
0002;0.9365079365079365
0003;1
0004;1.0158730158730158
0005;1.0578512396694215
0006;1.130952380952381

# Data de inicio: 20231106
# Data de termino: 20231112
Nº dia;Tempo de engajamento medio por sessao
0000;99.93939393939394
0001;121.2751677852349
0002;116.81656804733728
0003;137.9171597633136
0004;86.34730538922156
0005;110.31176470588235
0006;106.9090909090909

#  
# Data de inicio: 20231106
# Data de termino: 20231112
Coorte;Dia 1;Dia 7
0;0.011235955056179775;0
1;0.014492753623188406;0
2;0.0273972602739726;0
3;0;0
4;0.04411764705882353;0
5;0.0547945205479452;0
6;0;0

# De onde vem seus visitantes?
# Data de inicio: 20231106
# Data de termino: 20231112
ID do pais;Usuarios
AO;1
BR;643
CA;2
CN;3
CO;1
DE;3
EC;1
ES;4
FR;1
HU;1
ID;2
IT;1
MX;2
NL;1
PT;6
RU;3
US;3
UY;2

# Data de inicio: 20231106
# Data de termino: 20231112
Pais;Usuarios
BR;643
PT;6
ES;4
CN;3
DE;3
RU;3
US;3
