# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240729
# Data de termino: 20240804
Nº dia;Novos usuarios
0000;37
0001;36
0002;49
0003;93
0004;40
0005;37
0006;56

# Data de inicio: 20240729
# Data de termino: 20240804
Nº dia;Usuarios recorrentes
0000;51
0001;39
0002;44
0003;58
0004;39
0005;36
0006;41

#  
# Data de inicio: 20240729
# Data de termino: 20240804
Coorte;Dia 1;Dia 7
0;0.05405405405405406;0
1;0.1111111111111111;0
2;0.041666666666666664;0
3;0.010752688172043012;0
4;0;0
5;0.02702702702702703;0
6;0;0

#  
# Data de inicio: 20240729
# Data de termino: 20240804
Coorte;Dia 1;Dia 7
0;35;0
1;162;0
2;522.5;0
3;12;0
4;0;0
5;19;0
6;0;0

#  
# Data de inicio: 20240624
# Data de termino: 20240804
Coorte;Usuarios
0000;1
0001;0.017986988136241867
0002;0.01134141572154869
0003;0.012301587301587301
0004;0.009274193548387096
0005;0.00754084625052367
0006;0.00940572894399316
0007;0.009552757273122015
0008;0.00441306266548985
0009;0.006796556411418215
0010;0.005085529357374018
0011;0.0051960321209258385
0012;0.0029484029484029483
0013;0.005612244897959183
0014;0.00575013068478829
0015;0.005361930294906166
0016;0.0028851702250432777
0017;0.002997601918465228
0018;0.005521472392638037
0019;0.0031887755102040817
0020;0.001968503937007874
0021;0.002861230329041488
0022;0.0031201248049922
0023;0.004088307440719542
0024;0.005076142131979695
0025;0.0031779661016949155
0026;0.003355704697986577
0027;0.00461361014994233
0028;0.0036496350364963502
0029;0
0030;0.001364256480218281
0031;0.002861230329041488
0032;0.005979073243647235
0033;0.0016806722689075631
0034;0.0036429872495446266
0035;0.0019880715705765406
0036;0.004357298474945534
0037;0
0038;0.0028011204481792717
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240624
# Data de termino: 20240804
Coorte;Tempo medio de engajamento
0000;72.82581985156455
0001;182.4047619047619
0002;99.10975609756096
0003;85.10833333333332
0004;73.0042735042735
0005;130.6184210526316
0006;76.56756756756756
0007;108.34722222222223
0008;17.057142857142857
0009;47.76470588235294
0010;19.454545454545453
0011;42.3125
0012;16.419354838709676
0013;44.13333333333333
0014;58.258620689655174
0015;89.57142857142857
0016;8.88888888888889
0017;27.346153846153847
0018;26.72
0019;15.875
0020;33.608695652173914
0021;7
0022;21.80952380952381
0023;31.4
0024;46.10526315789474
0025;22.444444444444443
0026;22.823529411764707
0027;26.8125
0028;18.466666666666665
0029;0
0030;1.5384615384615385
0031;136.5
0032;5.7272727272727275
0033;2.2
0034;6.444444444444445
0035;5.375
0036;64.42857142857143
0037;0
0038;30.8
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240407
# Data de termino: 20240804
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
