# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240318
# Data de termino: 20240324
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240320;1443;84;17.597560975609756;0
user_engagement;20240320;1221;73;16.726027397260275;0
page_view;20240319;1160;122;10;0
page_view;20240318;1101;123;9.099173553719009;0
user_engagement;20240319;971;116;8.5929203539823;0
user_engagement;20240318;865;101;8.564356435643564;0
scroll;20240320;761;62;12.274193548387096;0
page_view;20240324;753;66;11.409090909090908;0
scroll;20240318;721;98;7.510416666666667;0
page_view;20240321;684;55;13.153846153846153;0
scroll;20240319;684;96;7.2;0
user_engagement;20240324;547;56;9.767857142857142;0
page_view;20240322;520;70;7.7611940298507465;0
user_engagement;20240321;514;47;11.422222222222222;0
page_view;20240323;495;63;8.25;0
form_submit;20240320;471;46;10.23913043478261;0
scroll;20240324;454;50;9.08;0
scroll;20240321;423;41;10.317073170731707;0
user_engagement;20240322;404;57;7.087719298245614;0
user_engagement;20240323;361;52;6.9423076923076925;0
form_submit;20240319;318;72;4.416666666666667;0
scroll;20240322;306;53;5.773584905660377;0
scroll;20240323;256;45;5.953488372093023;0
form_submit;20240321;255;18;14.166666666666666;0
form_submit;20240318;230;62;3.7096774193548385;0
form_start;20240319;190;73;2.6027397260273974;0
form_start;20240320;177;47;3.765957446808511;0
form_submit;20240323;177;20;8.85;0
session_start;20240319;164;123;1.4260869565217391;0
click;20240321;161;2;80.5;0
form_start;20240318;160;66;2.4242424242424243;0
session_start;20240318;160;123;1.322314049586777;0
form_submit;20240322;159;25;6.36;0
click;20240320;138;12;11.5;0
form_submit;20240324;122;22;5.545454545454546;0
session_start;20240320;114;84;1.3902439024390243;0
session_start;20240322;92;70;1.373134328358209;0
click;20240323;87;8;10.875;0
session_start;20240323;81;63;1.35;0
click;20240318;80;17;4.705882352941177;0
session_start;20240324;79;66;1.196969696969697;0
form_start;20240321;77;19;4.052631578947368;0
session_start;20240321;75;57;1.4423076923076923;0
first_visit;20240318;72;72;1;0
form_start;20240322;72;28;2.5714285714285716;0
form_start;20240323;72;21;3.4285714285714284;0
form_start;20240324;65;23;2.8260869565217392;0
first_visit;20240319;61;61;1;0
click;20240322;56;9;6.222222222222222;0
click;20240319;53;14;3.7857142857142856;0
first_visit;20240320;53;53;1;0
click;20240324;45;3;15;0
first_visit;20240324;44;44;1;0
first_visit;20240322;41;41;1;0
first_visit;20240323;39;39;1;0
first_visit;20240321;29;29;1;0
