# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Usuarios
0000;90
0001;122
0002;109
0003;85
0004;110
0005;135
0006;98

# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Novos usuarios
0000;46
0001;84
0002;63
0003;50
0004;65
0005;84
0006;58

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;30 dias;7 dias;1 dia
0000;1750;600;90
0001;1778;584;122
0002;1770;569;109
0003;1755;575;85
0004;1764;579;110
0005;1819;584;135
0006;1842;595;98

#  
# Data de inicio: 20240415
# Data de termino: 20240421
Nome do publico-alvo;Usuarios
All Users;595

#  
# Data de inicio: 20240415
# Data de termino: 20240421
Nome do evento;Contagem de eventos
page_view;5936
user_engagement;4786
scroll;3111
form_submit;1470
session_start;1001
form_start;898
click;481
first_visit;450

#  
# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Tempo medio de engajamento
0000;188.12222222222223
0001;145.78688524590163
0002;120.42201834862385
0003;151.58823529411765
0004;166.44545454545454
0005;135.25925925925927
0006;304.16326530612247

# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Sessoes engajadas por usuario
0000;0.9111111111111111
0001;0.9672131147540983
0002;0.9357798165137615
0003;1.011764705882353
0004;1.018181818181818
0005;0.9481481481481482
0006;1.1326530612244898

# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;Tempo de engajamento medio por sessao
0000;149.83185840707964
0001;107.144578313253
0002;95.81021897810218
0003;110.12820512820512
0004;122.87919463087249
0005;107.41176470588235
0006;189.85987261146497

#  
# Data de inicio: 20240415
# Data de termino: 20240421
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.05142857142857143;0.15;0.34285714285714286
0001;0.0686164229471316;0.2089041095890411;0.32845894263217096
0002;0.061581920903954805;0.19156414762741653;0.3214689265536723
0003;0.04843304843304843;0.14782608695652175;0.32763532763532766
0004;0.06235827664399093;0.18998272884283246;0.3282312925170068
0005;0.07421660252886202;0.23116438356164384;0.3210555250137438
0006;0.053203040173724216;0.16470588235294117;0.32301845819761127
