# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231120
# Data de termino: 20231126
Grupo de canais padrao do primeiro usuario;Data;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Organic Search;20231123;49;67;0.8072289156626506;0.9436619718309859;108.50704225352112;1411;0;0
Organic Search;20231122;48;51;0.7391304347826086;0.8360655737704918;89.78688524590164;869;0;0
Organic Search;20231124;44;44;0.7586206896551724;0.8627450980392157;88.11764705882354;580;0;0
Organic Search;20231125;44;50;0.7142857142857143;0.847457627118644;118.47457627118644;1635;0;0
Organic Search;20231126;37;45;0.75;0.8653846153846154;77.5576923076923;760;0;0
Organic Search;20231121;35;41;0.7192982456140351;0.9318181818181818;111.5;866;0;0
Organic Search;20231120;31;40;0.7692307692307693;0.8888888888888888;71.75555555555556;611;0;0
Direct;20231123;29;79;0.7745098039215687;1.2153846153846153;233.04615384615386;3233;0;0
Direct;20231126;22;60;0.6741573033707865;1.0344827586206897;295.8103448275862;2936;0;0
Direct;20231125;19;72;0.8089887640449438;1.180327868852459;192.04918032786884;1984;0;0
Direct;20231120;18;54;0.8307692307692308;1.3170731707317074;299.2439024390244;2641;0;0
Direct;20231121;15;39;0.639344262295082;1.0833333333333333;267.9166666666667;2057;0;0
Direct;20231124;14;45;0.7258064516129032;1.0227272727272727;203.8181818181818;1911;0;0
Direct;20231122;12;66;0.7951807228915663;1.2452830188679245;235.66037735849056;2487;0;0
Referral;20231120;2;2;1;1;69.5;40;0;0
Referral;20231124;1;1;1;1;61;50;0;0
Referral;20231121;0;1;1;1;1859;236;0;0
