# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240624
# Data de termino: 20240630
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240625;1929;106;18.91176470588235;0
user_engagement;20240625;1438;88;16.91764705882353;0
scroll;20240625;1373;80;17.602564102564102;0
page_view;20240624;1295;183;7.194444444444445;0
user_engagement;20240624;1028;132;7.847328244274809;0
page_view;20240626;832;84;10.666666666666666;0
scroll;20240624;777;121;6.421487603305785;0
page_view;20240627;680;136;5.151515151515151;0
user_engagement;20240626;606;61;9.934426229508198;0
page_view;20240630;593;94;6.516483516483516;0
page_view;20240629;551;86;7.064102564102564;0
scroll;20240626;519;56;9.436363636363636;0
user_engagement;20240627;505;107;4.719626168224299;0
user_engagement;20240630;458;71;6.450704225352113;0
user_engagement;20240629;435;53;8.20754716981132;0
page_view;20240628;425;74;6.071428571428571;0
scroll;20240627;324;87;3.7241379310344827;0
scroll;20240629;306;55;5.773584905660377;0
user_engagement;20240628;298;55;5.518518518518518;0
scroll;20240630;286;57;5.017543859649122;0
session_start;20240624;241;184;1.3388888888888888;0
scroll;20240628;214;45;4.7555555555555555;0
form_submit;20240624;211;72;2.9305555555555554;0
form_submit;20240625;193;55;3.5090909090909093;0
session_start;20240627;163;134;1.2538461538461538;0
click;20240625;162;10;16.2;0
session_start;20240625;145;109;1.4215686274509804;0
form_start;20240624;143;72;1.9861111111111112;0
form_submit;20240630;143;40;3.575;0
form_submit;20240626;140;34;4.117647058823529;0
first_visit;20240624;137;137;1;0
form_submit;20240629;131;29;4.517241379310345;0
form_submit;20240627;128;52;2.4615384615384617;0
form_start;20240625;125;56;2.232142857142857;0
session_start;20240629;123;85;1.5974025974025974;0
session_start;20240630;122;94;1.3406593406593406;0
form_start;20240627;110;54;2.037037037037037;0
session_start;20240626;102;84;1.3076923076923077;0
session_start;20240628;99;75;1.4142857142857144;0
form_start;20240630;96;40;2.4;0
form_submit;20240628;89;30;2.966666666666667;0
form_start;20240626;85;34;2.5;0
first_visit;20240627;77;77;1;0
form_start;20240629;67;29;2.310344827586207;0
first_visit;20240625;58;58;1;0
form_start;20240628;58;31;1.8709677419354838;0
click;20240628;54;8;6.75;0
first_visit;20240630;54;54;1;0
click;20240630;52;9;5.777777777777778;0
click;20240624;48;14;3.4285714285714284;0
first_visit;20240629;48;48;1;0
first_visit;20240626;47;47;1;0
click;20240627;45;7;6.428571428571429;0
first_visit;20240628;39;39;1;0
click;20240626;18;7;2.5714285714285716;0
click;20240629;10;7;1.4285714285714286;0
