# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240603
# Data de termino: 20240609
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/jogador;20240606;62;77
/jogador;20240608;58;65
/jogador;20240607;48;54
/jogador;20240609;39;41
/jogador;20240604;30;41
/adversario;20240603;28;31
/adversario;20240604;25;28
/jogador;20240605;22;27
/adversario;20240608;19;22
/adversario;20240609;16;18
/adversario;20240605;15;17
/jogador;20240603;13;25
/campeonato;20240605;10;10
/tecnico;20240604;10;13
/tecnico;20240606;10;12
/campeonato;20240604;8;11
/campeonato;20240609;8;10
/estadio;20240604;7;9
/estadio;20240605;7;8
/adversario;20240606;6;14
/adversario;20240607;6;9
/campeonato;20240603;6;8
/campeonato;20240606;6;10
/arbitro;20240604;5;7
/campeonato;20240607;4;9
/tecnico;20240603;4;5
/arbitro;20240605;3;3
/arbitro;20240606;3;3
/arbitro;20240609;3;4
/tecnico;20240607;3;4
/arbitro;20240608;2;2
/campeonato;20240608;2;6
/estadio;20240606;2;3
/estadio;20240608;2;3
/tecnico;20240605;2;2
/tecnico;20240609;2;3
/arbitro;20240603;1;1
/estadio;20240603;1;3
/estadio;20240607;1;2
/estadio;20240609;1;2
/arbitro;20240607;0;1
