# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20231127
# Data de termino: 20231203
Nº dia;Novos usuarios
0000;58
0001;53
0002;79
0003;68
0004;65
0005;44
0006;64

# Data de inicio: 20231127
# Data de termino: 20231203
Nº dia;Usuarios recorrentes
0000;60
0001;52
0002;71
0003;62
0004;48
0005;41
0006;49

#  
# Data de inicio: 20231127
# Data de termino: 20231203
Plataforma;Conversoes


#  
# Data de inicio: 20231127
# Data de termino: 20231203
Grupo de canais padrao do primeiro usuario;Novos usuarios
Organic Search;327
Direct;96
Referral;8

# Qual e sua performance na retencao de usuarios?
# Data de inicio: 20231022
# Data de termino: 20231202
Data;Semana 0;Semana 1;Semana 2;Semana 3;Semana 4;Semana 5
22 de out. - 28 de out.;531;13;14;11;2;4
29 de out. - 4 de nov.;455;17;9;9;7;-1
5 de nov. - 11 de nov.;561;20;17;13;-1;-1
12 de nov. - 18 de nov.;406;14;7;-1;-1;-1
19 de nov. - 25 de nov.;412;24;-1;-1;-1;-1
26 de nov. - 2 de dez.;426;-1;-1;-1;-1;-1

#  
# Data de inicio: 20231127
# Data de termino: 20231203
Publico-alvo;Usuarios
0;615

#  
# Data de inicio: 20231127
# Data de termino: 20231203
Cidade;Usuarios
Rio de Janeiro;207
Sao Paulo;34
Brasilia;24
Niteroi;23
Sao Goncalo;13
Vitoria;12
Salvador;11
Belo Horizonte;10
Juiz de Fora;9
Vila Velha;8
Natal;7
Rio das Ostras;7
Joao Pessoa;6
Marica;6
Belem;5
Cuiaba;5
Fortaleza;5
Goiania;5
Nova Iguacu;5
Petropolis;5
Campo Grande;4
Duque de Caxias;4
Manaus;4
Mossoro;4
Recife;4
Santos;4
Aracaju;3
Blumenau;3
Braco do Norte;3
Campinas;3
Curitiba;3
Jose Bonifacio;3
Nilopolis;3
Nova Friburgo;3
Sao Jose dos Campos;3
Serra;3
Angra dos Reis;2
Armacao dos Buzios;2
