# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240715
# Data de termino: 20240721
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/tecnico;20240716;49;50
/adversario;20240718;29;35
/jogador;20240721;27;46
/jogador;20240718;20;28
/jogador;20240720;18;22
/jogador;20240716;16;21
/jogador;20240715;13;16
/jogador;20240717;13;15
/arbitro;20240719;11;11
/tecnico;20240720;10;10
/adversario;20240721;9;10
/jogador;20240719;9;15
/arbitro;20240717;8;10
/adversario;20240715;7;10
/arbitro;20240718;7;9
/campeonato;20240718;7;12
/adversario;20240719;6;7
/arbitro;20240721;6;7
/estadio;20240719;6;7
/adversario;20240717;5;7
/adversario;20240720;4;4
/campeonato;20240717;4;6
/campeonato;20240721;4;5
/tecnico;20240717;4;4
/tecnico;20240718;4;6
/arbitro;20240716;3;4
/campeonato;20240719;3;4
/campeonato;20240720;3;5
/adversario;20240716;2;3
/arbitro;20240715;2;2
/arbitro;20240720;2;4
/campeonato;20240715;2;5
/campeonato;20240716;2;3
/estadio;20240718;2;4
/tecnico;20240719;2;2
/estadio;20240716;1;3
/estadio;20240717;1;1
/estadio;20240720;1;1
/tecnico;20240715;1;2
/estadio;20240715;0;1
