# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230803
# Data de termino: 20240324
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/estadio;20231211;0;1
/estadio;20231212;2;3
/estadio;20231213;2;4
/estadio_curiosidade;20231213;0;1
/estadio_todos;20231213;0;74
/estadio;20231214;7;10
/estadio_curiosidade;20231214;0;1
/estadio_todos;20231214;0;1
/estadio;20231215;3;3
/estadio_todos;20231215;0;9
/estadio;20231216;1;2
/estadio;20231217;0;1
/estadio;20231218;1;2
/estadio;20231219;1;2
/estadio_todos;20231219;0;2
/estadio;20231220;4;4
/estadio_todos;20231220;0;8
/estadio;20231221;28;29
/estadio;20231222;3;3
/estadio;20231223;1;1
/estadio;20231224;20;21
/estadio;20231225;0;1
/estadio_curiosidade;20231225;0;1
/estadio_todos;20231225;0;2
/estadio;20231226;0;1
/estadio;20231227;1;4
/estadio;20231228;3;3
/estadio;20231229;2;2
/estadio_todos;20231230;0;30
/estadio;20240101;1;3
/estadio;20240103;1;2
/estadio;20240104;1;2
/estadio_todos;20240105;0;2
/estadio;20240106;0;2
/estadio;20240107;0;2
/estadio_todos;20240107;0;6
/estadio;20240108;2;2
/estadio_todos;20240108;0;10
/estadio_todos;20240109;0;5
/estadio;20240110;3;4
/estadio;20240111;4;7
/estadio_todos;20240111;0;2
/estadio;20240112;1;1
/estadio_todos;20240112;0;15
/estadio;20240113;2;3
/estadio;20240114;11;11
/estadio_todos;20240114;0;20
/estadio;20240115;4;5
/estadio;20240116;1;1
/estadio;20240117;6;8
/estadio_todos;20240117;0;2
/estadio;20240118;10;11
/estadio_todos;20240118;0;3
/estadio;20240119;3;3
/estadio;20240120;8;8
/estadio;20240121;24;29
/estadio_todos;20240121;0;35
/estadio;20240122;3;4
/estadio_todos;20240122;0;3
/estadio;20240123;1;1
/estadio_todos;20240123;0;1
/estadio;20240124;6;7
/estadio;20240125;6;6
/estadio_todos;20240125;0;20
/estadio;20240126;2;5
/estadio;20240127;1;1
/estadio;20240128;0;2
/estadio;20240129;1;1
/estadio;20240130;3;5
/estadio_todos;20240130;0;2
/estadio;20240131;2;2
/estadio;20240201;4;8
/estadio_todos;20240201;0;2
/estadio;20240202;8;10
/estadio;20240203;6;8
/estadio;20240204;13;18
/estadio_todos;20240204;0;24
/estadio;20240205;2;2
/estadio;20240206;3;3
/estadio;20240207;2;4
/estadio_todos;20240207;0;1
/estadio;20240208;9;10
/estadio_curiosidade;20240208;0;1
/estadio_todos;20240208;0;12
/estadio;20240209;4;4
/estadio_todos;20240209;0;2
/estadio;20240210;2;2
/estadio;20240211;3;6
/estadio_curiosidade;20240211;0;1
/estadio;20240213;1;1
/estadio;20240214;2;2
/estadio_curiosidade;20240214;0;1
/estadio;20240215;2;5
/estadio_todos;20240215;0;9
/estadio;20240216;4;5
/estadio;20240217;4;5
/estadio;20240218;2;2
/estadio_todos;20240218;0;2
/estadio;20240219;2;2
/estadio_todos;20240219;0;1
/estadio;20240220;3;4
/estadio_todos;20240220;0;1
/estadio;20240221;11;16
/estadio;20240222;3;43
/estadio;20240223;5;17
/estadio_todos;20240223;0;3
/estadio;20240224;0;3
/estadio_todos;20240224;0;2
/estadio_todos;20240225;0;1
/estadio;20240226;1;1
/estadio;20240227;0;1
/estadio_todos;20240228;0;1
/estadio_curiosidade;20240229;0;1
/estadio;20240301;2;7
/estadio_todos;20240301;0;1
/estadio;20240302;2;2
/estadio_todos;20240302;0;1
/estadio;20240303;5;6
/estadio;20240304;2;2
/estadio;20240305;1;1
/estadio;20240306;1;1
/estadio_todos;20240306;0;6
/estadio;20240307;2;3
/estadio_todos;20240308;0;9
/estadio;20240309;1;2
/estadio;20240310;1;1
/estadio;20240311;2;3
/estadio_todos;20240311;0;1
/estadio;20240312;0;2
/estadio;20240313;0;1
/estadio;20240314;1;5
/estadio_todos;20240314;0;1
/estadio;20240315;4;4
/estadio;20240316;2;2
/estadio;20240317;1;1
/estadio;20240318;0;1
/estadio_todos;20240318;0;3
/estadio;20240319;5;7
/estadio_todos;20240319;0;1
/estadio;20240320;4;6
/estadio_todos;20240322;0;5
/estadio;20240323;3;3
/estadio;20240324;1;1
