# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20230803
# Data de termino: 20240324
Caminho da pagina e classe da tela;Data;Contagem de eventos;Visualizacoes
/estadio;20230803;4;5
/estadio_curiosidade;20230803;0;1
/estadio_todos;20230803;0;3
/estadio;20230804;2;4
/estadio_todos;20230804;0;3
/estadio_todos;20230805;0;1
/estadio;20230806;3;6
/estadio_todos;20230806;0;6
/estadio;20230807;2;5
/estadio_todos;20230807;0;12
/estadio;20230808;2;3
/estadio_todos;20230808;0;4
/estadio;20230809;6;8
/estadio_todos;20230809;0;56
/estadio;20230810;2;4
/estadio_todos;20230810;0;11
/estadio;20230811;9;10
/estadio_todos;20230811;0;4
/estadio;20230812;2;2
/estadio;20230813;9;9
/estadio_todos;20230813;0;3
/estadio;20230814;1;2
/estadio_todos;20230814;0;15
/estadio;20230815;1;1
/estadio_todos;20230815;0;1
/estadio;20230816;6;6
/estadio;20230817;2;2
/estadio;20230818;2;3
/estadio;20230819;3;5
/estadio_todos;20230819;0;2
/estadio;20230820;1;1
/estadio_todos;20230820;0;5
/estadio;20230821;8;9
/estadio_curiosidade;20230821;0;1
/estadio_todos;20230821;0;3
/estadio;20230822;3;3
/estadio;20230823;8;8
/estadio_curiosidade;20230823;0;1
/estadio_todos;20230823;0;4
/estadio;20230824;4;5
/estadio_todos;20230824;0;40
/estadio;20230825;8;8
/estadio_curiosidade;20230825;0;2
/estadio_todos;20230825;0;1
/estadio;20230826;3;5
/estadio_todos;20230826;0;1
/estadio;20230827;8;10
/estadio_todos;20230827;0;1
/estadio;20230828;1;3
/estadio_todos;20230828;0;118
/estadio;20230829;4;5
/estadio;20230830;3;4
/estadio_todos;20230830;0;1
/estadio;20230831;13;15
/estadio;20230901;6;7
/estadio_todos;20230901;0;3
/estadio;20230902;5;7
/estadio_todos;20230902;0;12
/estadio;20230903;4;4
/estadio_todos;20230903;0;3
/estadio;20230904;4;5
/estadio_curiosidade;20230904;0;2
/estadio_todos;20230904;0;51
/estadio;20230905;9;10
/estadio_todos;20230905;0;38
/estadio;20230906;4;7
/estadio_todos;20230906;0;2
/estadio;20230908;2;3
/estadio;20230909;8;10
/estadio;20230910;3;8
/estadio;20230911;7;10
/estadio;20230912;3;4
/estadio;20230913;5;8
/estadio_todos;20230913;0;1
/estadio;20230914;5;7
/estadio_curiosidade;20230914;0;1
/estadio_todos;20230914;0;8
/estadio;20230915;8;11
/estadio;20230916;4;6
/estadio_todos;20230916;0;3
/estadio;20230917;1;1
/estadio;20230918;2;5
/estadio;20230919;6;13
/estadio_todos;20230919;0;2
/estadio;20230920;1;2
/estadio;20230921;3;4
/estadio_todos;20230921;0;7
/estadio;20230922;1;1
/estadio_todos;20230923;0;1
/estadio;20230924;1;1
/estadio;20230925;2;2
/estadio_todos;20230925;0;8
/estadio;20230926;2;2
/estadio_todos;20230926;0;1
/estadio;20230927;3;5
/estadio_todos;20230927;0;6
/estadio;20230928;7;8
/estadio_todos;20230928;0;5
/estadio;20230929;5;6
/estadio_todos;20230929;0;2
/estadio;20230930;1;1
/estadio_curiosidade;20230930;0;1
/estadio_todos;20230930;0;3
/estadio;20231001;2;3
/estadio;20231002;5;7
/estadio_todos;20231002;0;2
/estadio;20231003;2;2
/estadio_curiosidade;20231003;0;1
/estadio_todos;20231003;0;3
/estadio;20231004;5;9
/estadio_todos;20231004;0;1
/estadio;20231005;4;4
/estadio_todos;20231005;0;5
/estadio;20231006;5;10
/estadio_todos;20231006;0;1
/estadio;20231007;1;1
/estadio;20231008;3;4
/estadio_todos;20231008;0;2
/estadio;20231009;2;3
/estadio_todos;20231009;0;20
/estadio;20231010;1;3
/estadio;20231011;7;7
/estadio;20231014;1;1
/estadio;20231015;1;1
/estadio_curiosidade;20231015;0;1
/estadio_todos;20231015;0;6
/estadio;20231016;3;3
/estadio;20231017;2;3
/estadio_todos;20231017;0;1
/estadio;20231018;1;1
/estadio_todos;20231018;0;1
/estadio;20231019;3;3
/estadio;20231020;2;2
/estadio;20231021;2;4
/estadio;20231022;3;3
/estadio_todos;20231023;0;6
/estadio;20231024;3;6
/estadio;20231025;7;8
/estadio_todos;20231025;0;3
/estadio;20231026;3;3
/estadio_todos;20231026;0;7
/estadio;20231027;4;4
/estadio_todos;20231027;0;3
/estadio;20231028;5;5
/estadio_todos;20231028;0;2
/estadio;20231029;3;6
/estadio;20231030;1;1
/estadio_curiosidade;20231030;0;1
/estadio;20231031;1;3
/estadio;20231102;1;2
/estadio_curiosidade;20231102;0;1
/estadio_todos;20231102;0;1
/estadio;20231103;12;12
/estadio_todos;20231103;0;4
/estadio;20231104;1;2
/estadio;20231105;40;42
/estadio;20231106;32;35
/estadio;20231107;12;14
/estadio_todos;20231107;0;5
/estadio;20231108;5;6
/estadio_todos;20231108;0;3
/estadio;20231109;28;28
/estadio_curiosidade;20231109;0;1
/estadio_todos;20231109;0;12
/estadio;20231110;16;16
/estadio_todos;20231110;0;4
/estadio;20231111;4;4
/estadio;20231112;20;20
/estadio;20231113;7;8
/estadio_todos;20231114;0;3
/estadio;20231115;12;16
/estadio;20231116;1;5
/estadio_todos;20231116;0;1
/estadio;20231117;1;2
/estadio_todos;20231117;0;6
/estadio;20231118;1;1
/estadio_todos;20231118;0;5
/estadio;20231119;24;28
/estadio;20231120;22;23
/estadio_todos;20231120;0;1
/estadio;20231121;8;9
/estadio_todos;20231121;0;1
/estadio;20231122;14;16
/estadio_todos;20231122;0;6
/estadio;20231123;3;4
/estadio_todos;20231123;0;2
/estadio;20231124;7;12
/estadio;20231125;1;3
/estadio_todos;20231125;0;1
/estadio;20231126;6;7
/estadio_todos;20231126;0;16
/estadio;20231127;7;9
/estadio_todos;20231127;0;4
/estadio;20231128;11;13
/estadio;20231129;10;11
/estadio_todos;20231129;0;1
/estadio;20231130;19;21
/estadio;20231201;10;10
/estadio_curiosidade;20231201;0;1
/estadio;20231202;4;4
/estadio_todos;20231202;0;32
/estadio;20231203;7;7
/estadio_todos;20231203;0;1
/estadio;20231204;3;3
/estadio_todos;20231204;0;1
/estadio;20231205;1;3
/estadio_todos;20231205;0;73
/estadio;20231206;1;2
/estadio_todos;20231206;0;120
/estadio;20231207;3;4
/estadio_todos;20231207;0;141
/estadio;20231208;4;5
/estadio;20231209;1;1
/estadio_curiosidade;20231209;0;1
/estadio;20231210;12;15
/estadio_curiosidade;20231210;0;6
/estadio_todos;20231210;0;1
