# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240422
# Data de termino: 20240428
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
/;20240425;124;103;63;16.572580645161292;0;0
/;20240428;107;94;62;33.401869158878505;0;0
/;20240422;76;59;20;11.328947368421053;0;0
/;20240426;68;49;13;31.191176470588236;0;0
/;20240424;59;48;18;16.508474576271187;0;0
/;20240427;54;45;15;34.592592592592595;0;0
/;20240423;53;41;11;14.679245283018869;0;0
/mostra_adversario;20240425;39;31;0;58.07692307692308;0;0
/jogador;20240422;29;23;1;20.551724137931036;0;0
/jogador;20240424;27;20;0;72.77777777777777;0;0
/estadio;20240428;24;24;0;26.75;0;0
/jogador;20240423;24;17;1;19.041666666666668;0;0
/link_adversario/125;20240425;24;24;23;7.916666666666667;0;0
/adversario;20240425;23;20;0;34.17391304347826;0;0
/jogador;20240425;23;18;1;23.565217391304348;0;0
/jogador;20240427;21;15;1;75.80952380952381;0;0
/mostra_jogador;20240422;21;18;0;29.80952380952381;0;0
/mostra_jogador;20240424;21;17;0;124.19047619047619;0;0
/grafico;20240428;19;19;0;33.8421052631579;0;0
/jogador;20240426;19;14;1;37.421052631578945;0;0
/mostra_adversario;20240422;19;15;0;44.78947368421053;0;0
/mostra_jogador;20240427;19;13;0;56.21052631578947;0;0
/consulta_especial_estadio;20240428;18;18;0;15.777777777777779;0;0
/jogo;20240422;18;12;0;39.833333333333336;0;0
/mostra_jogador;20240426;18;13;0;37.166666666666664;0;0
/mostra_jogo;20240422;18;10;0;272;0;0
/mostra_jogo;20240426;18;12;0;98;0;0
/jogador;20240428;17;17;4;20.11764705882353;0;0
/jogo;20240426;17;12;0;25.58823529411765;0;0
/mostra_jogador;20240423;17;14;0;73.29411764705883;0;0
/mostra_jogador;20240425;17;16;0;32.88235294117647;0;0
/adversario;20240428;16;15;0;19.8125;0;0
/jogo;20240427;16;12;0;77;0;0
/mostra_adversario;20240426;16;13;0;79.5;0;0
/mostra_adversario;20240428;16;15;0;32.75;0;0
/adversario;20240426;15;14;0;54.4;0;0
/geolocalizacao;20240428;15;14;1;10.866666666666667;0;0
/jogo;20240428;15;12;0;51.53333333333333;0;0
/mostra_adversario;20240424;15;13;0;46.86666666666667;0;0
/geral;20240428;14;13;0;27;0;0
/mostra_jogo;20240427;14;9;0;706.1428571428571;0;0
/adversario;20240423;13;10;1;17.153846153846153;0;0
/consulta_especial_jogador;20240422;13;10;0;18.923076923076923;0;0
/jogo;20240424;13;9;0;183.46153846153845;0;0
/jogo;20240425;13;12;0;28.153846153846153;0;0
/mostra_arbitro;20240425;13;9;0;37.84615384615385;0;0
/mostra_estadio;20240428;13;13;0;35.92307692307692;0;0
/mostra_jogo;20240423;13;7;0;681.8461538461538;0;0
/jogo;20240423;12;8;0;119.58333333333333;0;0
/mostra_adversario;20240423;12;9;0;26.75;0;0
/mostra_jogo;20240424;12;7;0;524.8333333333334;0;0
/adversario;20240422;11;10;0;19.545454545454547;0;0
/adversario;20240427;11;10;0;21.181818181818183;0;0
/mostra_jogador;20240428;11;9;0;32.45454545454545;0;0
/arbitro;20240422;10;10;1;8.3;0;0
/arbitro;20240425;10;10;0;17.5;0;0
/campeonato;20240426;10;8;0;19.2;0;0
/curiosidade;20240428;10;10;0;41.5;0;0
/mostra_adversario;20240427;10;10;0;39.7;0;0
/mostra_campeonato;20240426;10;8;0;29.7;0;0
/mostra_jogo;20240425;10;9;0;21.9;0;0
/arbitro;20240423;9;9;1;54;0;0
/campeonato;20240423;9;8;1;17.11111111111111;0;0
/consulta_especial_gerais;20240428;9;9;0;25.88888888888889;0;0
/consulta_especial_jogador;20240424;9;8;0;34.44444444444444;0;0
/consulta_especial_jogador;20240425;9;9;0;22.555555555555557;0;0
/geral;20240424;9;8;0;18.77777777777778;0;0
/grafico_estadio/102;20240428;9;9;0;26.666666666666668;0;0
/mostra_arbitro;20240422;9;8;0;31;0;0
/mostra_arbitro;20240423;9;9;0;45.888888888888886;0;0
/arbitro;20240428;8;8;0;6.625;0;0
/consulta_especial_adversario;20240428;8;7;0;30.5;0;0
/link_adversario/125;20240426;8;8;7;12.125;0;0
/link_jogador/2421;20240428;8;8;7;19.625;0;0
/link_jogo/4990;20240422;8;8;4;30.25;0;0
/mostra_jogo;20240428;8;5;0;640.875;0;0
/mostra_rkg/;20240425;8;6;0;31.125;0;0
/mostra_rkg/;20240428;8;7;0;15;0;0
/adversario;20240424;7;7;0;32.714285714285715;0;0
/arbitro;20240424;7;5;0;21.714285714285715;0;0
/camisa;20240425;7;6;0;29.285714285714285;0;0
/camisa;20240428;7;6;0;4;0;0
/campeonato;20240428;7;6;0;19.571428571428573;0;0
/consulta_especial_adversario;20240422;7;6;0;40.857142857142854;0;0
/consulta_especial_adversario;20240427;7;7;0;37.42857142857143;0;0
/link_jogador/2421;20240425;7;7;7;16.857142857142858;0;0
/link_jogador/2421;20240426;7;7;6;37;0;0
/link_jogo/4990;20240427;7;5;4;5;0;0
/mostra_campeonato;20240425;7;6;0;19.857142857142858;0;0
/mostra_estadiomais;20240428;7;7;0;21;0;0
/campeonato;20240425;6;6;0;7;0;0
/consulta_especial_jogador;20240423;6;6;0;21.666666666666668;0;0
/consulta_especial_jogador;20240427;6;5;0;29.5;0;0
/estadio_curiosidade;20240428;6;6;0;19.5;0;0
/link_estadio/680;20240428;6;6;0;95.16666666666667;0;0
/mostra_arbitro;20240428;6;6;0;62.166666666666664;0;0
/mostra_campeonato;20240428;6;5;0;13.166666666666666;0;0
/mostra_especial/;20240425;6;5;0;9.166666666666666;0;0
/mostra_rkg/;20240422;6;5;0;51;0;0
/mostra_rkg/;20240424;6;5;0;136.83333333333334;0;0
/todas_camisas/400000000;20240425;6;4;0;39.166666666666664;0;0
/consulta_especial_adversario;20240426;5;5;0;14;0;0
/consulta_especial_jogador;20240428;5;5;0;27.4;0;0
/consulta_jogador/104999000;20240422;5;4;0;13.2;0;0
/curiosidade;20240424;5;5;0;49.2;0;0
/estadio;20240423;5;5;0;25.4;0;0
/estadio;20240425;5;5;0;39.8;0;0
/geral;20240425;5;5;0;12.4;0;0
/geral;20240426;5;5;0;30.6;0;0
/grafico_assistencia/439;20240428;5;4;0;32.2;0;0
/link_camisa/106;20240426;5;5;4;2.6;0;0
/link_camisa/106;20240427;5;5;5;0;0;0
/link_camisa/106;20240428;5;5;5;0;0;0
/link_campeonato/445;20240422;5;5;4;43.6;0;0
/link_jogador/2421;20240422;5;5;4;23.8;0;0
/link_jogador/667;20240425;5;4;4;24.4;0;0
/link_jogo/3039;20240423;5;5;4;90.6;0;0
/mostra_campeonato;20240427;5;5;0;54.4;0;0
/mostra_especial/;20240426;5;3;0;7;0;0
/mostra_todos_jogador;20240422;5;4;0;70.2;0;0
/tecnico;20240428;5;5;0;11.6;0;0
/arbitro;20240426;4;4;0;11.25;0;0
