# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240701
# Data de termino: 20240707
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240701;724;87;8.938271604938272;0
page_view;20240704;675;118;5.9734513274336285;0
user_engagement;20240701;538;63;8.53968253968254;0
user_engagement;20240704;538;86;6.329411764705882;0
scroll;20240701;526;59;9.068965517241379;0
page_view;20240705;520;66;8.125;0
page_view;20240702;452;78;5.87012987012987;0
page_view;20240706;420;74;5.833333333333333;0
page_view;20240707;409;73;6.104477611940299;0
page_view;20240703;407;82;5.217948717948718;0
user_engagement;20240705;400;53;7.547169811320755;0
scroll;20240704;374;71;5.267605633802817;0
user_engagement;20240702;370;63;5.873015873015873;0
user_engagement;20240703;309;64;4.904761904761905;0
user_engagement;20240706;307;61;5.116666666666666;0
user_engagement;20240707;303;53;5.826923076923077;0
scroll;20240705;265;50;5.520833333333333;0
scroll;20240702;225;61;3.6885245901639343;0
scroll;20240703;204;50;4.163265306122449;0
scroll;20240707;201;47;4.369565217391305;0
scroll;20240706;194;52;3.803921568627451;0
session_start;20240704;156;117;1.3928571428571428;0
form_submit;20240704;130;46;2.8260869565217392;0
session_start;20240701;111;87;1.3703703703703705;0
session_start;20240703;107;83;1.3717948717948718;0
form_submit;20240706;104;39;2.6666666666666665;0
session_start;20240705;102;66;1.59375;0
form_start;20240704;101;46;2.1956521739130435;0
session_start;20240707;101;73;1.5303030303030303;0
session_start;20240702;96;78;1.2467532467532467;0
session_start;20240706;91;75;1.2638888888888888;0
form_submit;20240707;84;18;4.666666666666667;0
form_submit;20240701;83;34;2.4411764705882355;0
form_start;20240706;77;39;1.9743589743589745;0
first_visit;20240704;74;74;1;0
form_submit;20240702;73;29;2.5172413793103448;0
form_start;20240701;67;35;1.9142857142857144;0
form_submit;20240705;67;37;1.8108108108108107;0
form_start;20240703;62;29;2.1379310344827585;0
form_submit;20240703;62;28;2.2142857142857144;0
form_start;20240702;58;30;1.9333333333333333;0
form_start;20240705;56;37;1.5135135135135136;0
click;20240704;54;10;5.4;0
click;20240701;48;6;8;0
first_visit;20240702;46;46;1;0
first_visit;20240703;46;46;1;0
form_start;20240707;45;20;2.25;0
first_visit;20240701;44;44;1;0
first_visit;20240707;44;44;1;0
click;20240707;41;6;6.833333333333333;0
first_visit;20240706;35;35;1;0
first_visit;20240705;30;30;1;0
click;20240702;29;7;4.142857142857143;0
click;20240706;19;5;3.8;0
click;20240703;16;3;5.333333333333333;0
click;20240705;8;4;2;0
