# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Usuarios
0000;53
0001;85
0002;118
0003;71
0004;65
0005;54
0006;63

# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Novos usuarios
0000;31
0001;56
0002;80
0003;44
0004;33
0005;27
0006;41

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;30 dias;7 dias;1 dia
0000;1726;412;53
0001;1672;450;85
0002;1698;488;118
0003;1699;477;71
0004;1678;455;65
0005;1646;434;54
0006;1647;418;63

#  
# Data de inicio: 20240401
# Data de termino: 20240407
Nome do publico-alvo;Usuarios
All Users;418

#  
# Data de inicio: 20240401
# Data de termino: 20240407
Nome do evento;Contagem de eventos
page_view;5078
user_engagement;4916
scroll;2944
form_submit;967
session_start;682
form_start;645
click;389
first_visit;312

#  
# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Tempo medio de engajamento
0000;138.83018867924528
0001;145.28235294117647
0002;139.3135593220339
0003;154.09859154929578
0004;268
0005;173.0185185185185
0006;250.66666666666666

# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Sessoes engajadas por usuario
0000;0.8867924528301887
0001;0.8352941176470589
0002;1.0423728813559323
0003;0.8309859154929577
0004;1.1692307692307693
0005;1.0925925925925926
0006;1.0952380952380953

# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;Tempo de engajamento medio por sessao
0000;111.48484848484848
0001;124.73737373737374
0002;102.74375
0003;122.93258426966293
0004;183.3684210526316
0005;115.34567901234568
0006;171.65217391304347

#  
# Data de inicio: 20240401
# Data de termino: 20240407
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.03070683661645423;0.12864077669902912;0.23870220162224798
0001;0.05083732057416268;0.18888888888888888;0.26913875598086123
0002;0.06949352179034157;0.24180327868852458;0.287396937573616
0003;0.04178928781636257;0.1488469601677149;0.2807533843437316
0004;0.03873659117997616;0.14285714285714285;0.27115613825983315
0005;0.032806804374240585;0.12442396313364056;0.26366950182260024
0006;0.03825136612021858;0.1507177033492823;0.2537947783849423
