# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240226
# Data de termino: 20240303
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240303;1279;159;8.359477124183007;0
page_view;20240301;1225;137;9.210526315789474;0
page_view;20240228;1150;111;10.74766355140187;0
user_engagement;20240303;1123;111;10.209090909090909;0
user_engagement;20240301;1078;116;9.373913043478261;0
user_engagement;20240228;1022;88;11.74712643678161;0
page_view;20240302;941;163;5.918238993710692;0
scroll;20240228;884;88;10.279069767441861;0
page_view;20240227;828;83;10.753246753246753;0
scroll;20240303;757;130;5.9140625;0
user_engagement;20240302;723;92;7.858695652173913;0
scroll;20240301;670;113;6.036036036036036;0
user_engagement;20240227;666;70;9.652173913043478;0
page_view;20240229;634;171;3.7738095238095237;0
page_view;20240226;554;75;7.914285714285715;0
user_engagement;20240229;526;147;3.6027397260273974;0
scroll;20240302;525;143;3.6971830985915495;0
user_engagement;20240226;457;57;8.017543859649123;0
scroll;20240227;444;69;6.626865671641791;0
scroll;20240229;391;127;3.078740157480315;0
scroll;20240226;311;61;5.183333333333334;0
form_submit;20240303;217;51;4.254901960784314;0
session_start;20240229;196;170;1.180722891566265;0
session_start;20240302;195;163;1.2264150943396226;0
session_start;20240303;192;159;1.263157894736842;0
session_start;20240301;184;137;1.393939393939394;0
form_submit;20240301;183;58;3.1551724137931036;0
form_submit;20240227;180;32;5.625;0
form_submit;20240302;177;46;3.847826086956522;0
form_start;20240301;153;59;2.593220338983051;0
form_submit;20240226;146;26;5.615384615384615;0
session_start;20240228;142;111;1.3271028037383177;0
form_start;20240303;135;52;2.5961538461538463;0
form_submit;20240228;132;38;3.473684210526316;0
first_visit;20240229;122;122;1;0
form_start;20240302;118;46;2.5652173913043477;0
session_start;20240227;116;83;1.5263157894736843;0
first_visit;20240302;109;109;1;0
first_visit;20240303;103;103;1;0
form_submit;20240229;102;52;1.9615384615384615;0
form_start;20240229;99;56;1.7678571428571428;0
session_start;20240226;93;75;1.3285714285714285;0
form_start;20240227;91;33;2.757575757575758;0
form_start;20240228;86;41;2.097560975609756;0
first_visit;20240301;75;75;1;0
click;20240303;72;18;4;0
first_visit;20240228;70;70;1;0
click;20240228;55;15;3.6666666666666665;0
form_start;20240226;53;26;2.0384615384615383;0
click;20240302;49;11;4.454545454545454;0
click;20240229;47;8;5.875;0
first_visit;20240227;44;44;1;0
first_visit;20240226;36;36;1;0
click;20240301;33;16;2.0625;0
click;20240227;30;6;5;0
click;20240226;29;8;3.625;0
