# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231204
# Data de termino: 20231210
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Neinha 1981;2023120913;19;19;19;29.42105263157895;0;0
Estatisticas Fluminense - Principal;2023121016;13;13;4;5.846153846153846;0;0
Estatisticas Fluminense - Principal;2023121002;10;10;5;7.2;0;0
Estatisticas Fluminense - Principal;2023121011;10;10;6;5.7;0;0
Estatisticas Fluminense - Principal;2023121021;9;9;3;6.111111111111111;0;0
Estatisticas Fluminense - Principal;2023120522;8;8;2;2.5;0;0
Estatisticas Fluminense - Principal;2023120713;8;8;2;4.875;0;0
Jogo;2023121016;8;8;0;86.625;0;0
Estatisticas Fluminense - Principal;2023120621;7;7;2;18.714285714285715;0;0
Estatisticas Fluminense - Principal;2023120623;7;7;1;2;0;0
Estatisticas Fluminense - Principal;2023120700;7;7;2;3.857142857142857;0;0
Estatisticas Fluminense - Principal;2023120718;7;7;5;5.142857142857143;0;0
Estatisticas Fluminense - Principal;2023121019;7;7;3;5.714285714285714;0;0
Adversarios;2023120523;6;6;0;24.833333333333332;0;0
Estatisticas Fluminense - Principal;2023120415;6;6;1;3.5;0;0
Estatisticas Fluminense - Principal;2023120416;6;6;2;4.166666666666667;0;0
Estatisticas Fluminense - Principal;2023120421;6;6;3;6.166666666666667;0;0
Estatisticas Fluminense - Principal;2023120513;6;6;1;4.833333333333333;0;0
Estatisticas Fluminense - Principal;2023120515;6;6;0;3.8333333333333335;0;0
Estatisticas Fluminense - Principal;2023120517;6;6;2;3.1666666666666665;0;0
Estatisticas Fluminense - Principal;2023120521;6;6;2;4.5;0;0
Estatisticas Fluminense - Principal;2023120523;6;6;2;10.333333333333334;0;0
Estatisticas Fluminense - Principal;2023120615;6;6;1;7;0;0
Estatisticas Fluminense - Principal;2023120714;6;6;2;1.8333333333333333;0;0
Estatisticas Fluminense - Principal;2023120814;6;6;2;2.1666666666666665;0;0
Estatisticas Fluminense - Principal;2023120914;6;6;3;1.5;0;0
Estatisticas Fluminense - Principal;2023121010;6;6;5;5.166666666666667;0;0
Estatisticas Fluminense - Principal;2023121017;6;6;5;7.333333333333333;0;0
Jogo;2023121017;6;6;0;34.333333333333336;0;0
Jogo;2023121021;6;6;0;32.833333333333336;0;0
Estatisticas Fluminense - Principal;2023120510;5;5;2;6.8;0;0
Estatisticas Fluminense - Principal;2023120516;5;5;1;3.8;0;0
Estatisticas Fluminense - Principal;2023120611;5;5;0;3.8;0;0
