# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240715
# Data de termino: 20240721
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/;20240721;92;72;37;17.130434782608695;0;0;0
/;20240718;77;63;32;47.51948051948052;0;0;0
/;20240719;46;39;11;19.804347826086957;0;0;0
/;20240715;42;29;10;19.857142857142858;0;0;0
/;20240717;39;33;12;25.871794871794872;0;0;0
/;20240716;35;24;11;60.65714285714286;0;0;0
/;20240720;34;26;8;13.911764705882353;0;0;0
/jogador;20240721;30;25;0;24.733333333333334;0;0;0
/jogador;20240718;22;21;0;31.545454545454547;0;0;0
/adversario;20240718;21;21;0;32.23809523809524;0;0;0
/mostra_jogador;20240721;21;18;0;72.57142857142857;0;0;0
/mostra_adversario;20240718;20;19;0;144.8;0;0;0
/jogador;20240716;16;13;1;41.25;0;0;0
/mostra_jogador;20240716;16;10;0;27;0;0;0
/mostra_jogador;20240718;16;16;0;86.375;0;0;0
/geral;20240721;15;12;0;18.733333333333334;0;0;0
/jogador;20240720;15;15;1;46.333333333333336;0;0;0
/jogo;20240718;15;14;1;71.93333333333334;0;0;0
/mostra_especial_jogo;20240721;15;12;1;67.06666666666666;0;0;0
/jogador;20240715;14;12;1;28.714285714285715;0;0;0
/mostra_jogador;20240720;14;12;0;25.428571428571427;0;0;0
/mostra_jogo;20240718;14;12;0;57.5;0;0;0
/jogador;20240719;13;13;0;19.23076923076923;0;0;0
/jogo;20240715;13;10;1;64.6923076923077;0;0;0
/mostra_adversario;20240721;13;12;0;29.384615384615383;0;0;0
/campeonato;20240718;12;11;0;10.916666666666666;0;0;0
/consulta_especial_jogador;20240721;12;12;0;24.5;0;0;0
/consulta_especial_jogos;20240721;12;11;0;17.083333333333332;0;0;0
/consulta_jogo/654000000;20240721;12;11;0;14.25;0;0;0
/jogador;20240717;12;12;0;41.666666666666664;0;0;0
/jogo;20240721;12;12;0;70.25;0;0;0
/mostra_jogador;20240715;12;11;0;30.166666666666668;0;0;0
/mostra_jogo;20240715;12;9;0;45.25;0;0;0
/mostra_jogador;20240719;11;10;0;25.09090909090909;0;0;0
/jogo;20240720;10;8;0;78.7;0;0;0
/mostra_especial/;20240718;10;7;0;33;0;0;0
/mostra_jogador;20240717;10;10;0;44.3;0;0;0
/mostra_jogo;20240721;10;7;0;82.9;0;0;0
/consulta_especial_adversario;20240718;9;7;0;6.555555555555555;0;0;0
/link_adversario/62;20240718;9;7;5;17.11111111111111;0;0;0
/mostra_jogo;20240717;9;5;0;22;0;0;0
/adversario;20240715;8;7;0;26.25;0;0;0
/arbitro;20240718;8;8;0;15.625;0;0;0
/consulta_especial/100103000;20240718;8;6;0;17;0;0;0
/jogo;20240719;8;7;0;82.125;0;0;0
/link_jogo/3342;20240718;8;8;6;25.375;0;0;0
/mostra_campeonato;20240718;8;6;0;33.875;0;0;0
/proximos_jogos;20240718;8;7;0;73.25;0;0;0
/arbitro;20240721;7;7;0;15.714285714285714;0;0;0
/camisa;20240718;7;7;0;16.428571428571427;0;0;0
/jogo;20240716;7;5;0;93.85714285714286;0;0;0
/link_jogador/2421;20240721;7;7;7;27.571428571428573;0;0;0
/mostra_arbitro;20240718;7;6;0;28.142857142857142;0;0;0
/mostra_arbitro;20240719;7;6;0;79.42857142857143;0;0;0
/mostra_jogo;20240716;7;5;0;141;0;0;0
/mostra_jogo;20240720;7;5;0;877.1428571428571;0;0;0
/adversario;20240717;6;6;0;12.833333333333334;0;0;0
/adversario;20240719;6;6;0;42.666666666666664;0;0;0
/adversario;20240721;6;6;0;22.833333333333332;0;0;0
/arbitro;20240719;6;6;0;41.166666666666664;0;0;0
/consulta_especial_jogador;20240719;6;6;0;37;0;0;0
/curiosidade;20240721;6;6;0;30.333333333333332;0;0;0
/jogo;20240717;6;5;0;25;0;0;0
/mostra_adversario;20240715;6;5;0;33;0;0;0
/mostra_arbitro;20240721;6;6;0;56;0;0;0
/mostra_jogo;20240719;6;4;0;133.66666666666666;0;0;0
/campeonato;20240721;5;5;0;15.4;0;0;0
/consulta_especial_campeonato;20240718;5;4;0;2.6;0;0;0
/consulta_especial_jogador;20240716;5;5;0;17;0;0;0
/consulta_especial_jogador;20240718;5;5;0;9.2;0;0;0
/consulta_especial_jogador;20240720;5;3;0;14.2;0;0;0
/geral;20240715;5;4;0;15.8;0;0;0
/geral;20240718;5;5;0;26.6;0;0;0
/grafico;20240718;5;5;0;36;0;0;0
/link_todos/417/100;20240718;5;4;0;69;0;0;0
/mostra_adversario;20240717;5;5;0;25.8;0;0;0
/mostra_adversario;20240719;5;5;0;121.8;0;0;0
/mostra_adversario;20240720;5;5;0;94.4;0;0;0
/mostra_rkg/;20240721;5;5;0;40.2;0;0;0
/todas_camisas/400000000;20240718;5;5;0;49;0;0;0
/camisa;20240716;4;3;0;7.25;0;0;0
/campeonato;20240720;4;3;0;28.25;0;0;0
/consulta_especial/103100000;20240718;4;3;0;9.75;0;0;0
/consulta_especial_campeonato;20240715;4;2;0;24.75;0;0;0
/contato;20240718;4;4;1;24.75;0;0;0
/curiosidade;20240718;4;4;1;61.25;0;0;0
/estadio;20240718;4;4;0;12.75;0;0;0
/grafico;20240715;4;4;0;45.25;0;0;0
/grafico;20240716;4;3;0;37.25;0;0;0
/link_jogo/3342;20240719;4;4;4;35.5;0;0;0
/link_jogo/8798;20240721;4;4;0;16.25;0;0;0
/link_jogo/8799;20240721;4;3;0;45.5;0;0;0
/mostra_ranking/801000000000;20240721;4;4;0;129.5;0;0;0
/mostra_rkg/;20240718;4;4;0;13;0;0;0
/mostra_tecnico;20240717;4;3;0;19.75;0;0;0
/tecnico;20240717;4;3;0;7;0;0;0
/tecnico;20240718;4;4;0;14.5;0;0;0
/adversario;20240716;3;3;0;37.333333333333336;0;0;0
/arbitro;20240716;3;3;0;42.333333333333336;0;0;0
/arbitro;20240717;3;3;1;31.333333333333332;0;0;0
/arbitro;20240720;3;3;0;8.333333333333334;0;0;0
/camisa;20240715;3;3;0;5;0;0;0
/camisa;20240717;3;2;0;3.6666666666666665;0;0;0
/campeonato;20240715;3;3;0;16.333333333333332;0;0;0
/campeonato;20240717;3;3;0;52.666666666666664;0;0;0
/consulta_campeonato/103999000;20240715;3;1;0;11.333333333333334;0;0;0
/consulta_especial_adversario;20240716;3;3;0;26.333333333333332;0;0;0
/consulta_especial_adversario;20240720;3;3;0;11.333333333333334;0;0;0
/consulta_especial_campeonato;20240721;3;3;0;16;0;0;0
/consulta_especial_gerais;20240721;3;3;0;7;0;0;0
/consulta_especial_jogador;20240715;3;3;0;15.666666666666666;0;0;0
/consulta_especial_jogador;20240717;3;2;0;5.666666666666667;0;0;0
/consulta_jogador/104999000;20240720;3;1;0;93;0;0;0
/curiosidade;20240715;3;3;0;42;0;0;0
/estadio;20240716;3;3;0;11.666666666666666;0;0;0
/estadio;20240719;3;3;0;72.66666666666667;0;0;0
/estadio_todos;20240715;3;1;0;37;0;0;0
/link_adversario/417;20240718;3;3;0;1.6666666666666667;0;0;0
/link_adversario/461;20240721;3;3;3;21;0;0;0
/link_adversario/62;20240719;3;1;1;0;0;0;0
/link_adversario/62;20240721;3;2;1;10.666666666666666;0;0;0
/link_campeonato/445;20240721;3;2;2;0;0;0;0
/link_gol/693;20240720;3;1;0;11;0;0;0
/link_jogador/1036;20240719;3;3;3;35.666666666666664;0;0;0
/link_jogador/295;20240715;3;3;2;7.333333333333333;0;0;0
/link_jogador/328;20240721;3;3;3;85.33333333333333;0;0;0
/link_jogador/965;20240721;3;3;0;22;0;0;0
/link_jogo/3735;20240720;3;2;2;13;0;0;0
/link_jogo/3881;20240719;3;3;3;18;0;0;0
/link_jogo/4990;20240721;3;3;3;33.666666666666664;0;0;0
/link_jogo/7345;20240718;3;3;3;8;0;0;0
/mostra_adversario;20240716;3;3;0;46;0;0;0
/mostra_arbitro;20240720;3;2;0;17.666666666666668;0;0;0
/mostra_campeonato;20240720;3;3;0;58.666666666666664;0;0;0
/mostra_campeonato;20240721;3;3;0;65.66666666666667;0;0;0
/mostra_estadio;20240718;3;2;0;4.666666666666667;0;0;0
/mostra_estadio;20240719;3;3;0;76;0;0;0
/mostra_tecnico;20240716;3;2;0;169;0;0;0
/mostra_tecnico;20240718;3;3;0;138;0;0;0
/mostra_todos_jogador;20240720;3;1;0;211.33333333333334;0;0;0
/proximos_jogos;20240716;3;3;0;17;0;0;0
/proximos_jogos;20240717;3;3;0;10;0;0;0
/tecnico;20240716;3;2;0;128;0;0;0
/adversario;20240720;2;2;0;207.5;0;0;0
/arbitro;20240715;2;2;1;27.5;0;0;0
/camisa;20240719;2;2;0;6;0;0;0
/campeonato;20240716;2;2;0;15.5;0;0;0
/campeonato;20240719;2;2;0;30;0;0;0
/consulta_camisa/400001000;20240717;2;1;0;3;0;0;0
/consulta_campeonato/103999000;20240717;2;2;0;7.5;0;0;0
/consulta_especial_adversario;20240715;2;2;0;1.5;0;0;0
/consulta_especial_adversario;20240719;2;2;0;7.5;0;0;0
/consulta_especial_adversario;20240721;2;1;0;8;0;0;0
/consulta_especial_brasileiro;20240718;2;2;0;11.5;0;0;0
/consulta_especial_campeonato;20240716;2;1;0;8;0;0;0
/consulta_especial_campeonato;20240717;2;2;0;22.5;0;0;0
/consulta_especial_eliminatorio;20240718;2;2;0;2;0;0;0
/consulta_especial_gerais;20240715;2;2;0;14;0;0;0
/consulta_especial_gerais;20240716;2;2;0;17.5;0;0;0
/consulta_especial_gols;20240718;2;2;0;2.5;0;0;0
/consulta_especial_gols;20240721;2;2;0;12;0;0;0
/consulta_especial_jogos;20240718;2;2;0;20.5;0;0;0
/consulta_especial_sequencia;20240721;2;2;0;10.5;0;0;0
/consulta_jogador/104999000;20240719;2;2;0;8.5;0;0;0
/consulta_patrocinio/400130000;20240718;2;2;0;124.5;0;0;0
/consulta_ranking/296306000000;20240715;2;1;0;0;0;0;0
/consulta_ranking/800103000000;20240721;2;2;0;9.5;0;0;0
/consulta_ranking/900100000000;20240719;2;2;0;11.5;0;0;0
/credito;20240717;2;1;0;0;0;0;0
/credito;20240718;2;2;0;17.5;0;0;0
/curiosidade;20240719;2;2;1;52;0;0;0
/estadio_todos;20240717;2;2;0;35;0;0;0
/estadio_todos;20240720;2;2;0;83;0;0;0
/estat_posicao/675000000000;20240721;2;2;0;34.5;0;0;0
/generico_campeonato/867103000000;20240718;2;2;0;7.5;0;0;0
/geral;20240717;2;2;0;9.5;0;0;0
/grafico;20240719;2;2;0;8;0;0;0
/grafico_adversario/200;20240718;2;2;0;92.5;0;0;0
/grafico_artilheiro/500;20240715;2;2;0;63.5;0;0;0
/grafico_artilheiro/500;20240718;2;2;0;30.5;0;0;0
/link_adversario/150;20240716;2;2;2;0;0;0;0
/link_adversario/153;20240716;2;2;2;0;0;0;0
/link_adversario/253;20240716;2;2;2;0;0;0;0
/link_adversario/254;20240716;2;2;2;0;0;0;0
/link_adversario/267;20240717;2;1;1;0.5;0;0;0
/link_adversario/307;20240715;2;2;2;0;0;0;0
/link_adversario/357;20240716;2;2;2;0;0;0;0
/link_adversario/360;20240715;2;2;2;0;0;0;0
/link_adversario/370;20240721;2;2;1;8;0;0;0
/link_adversario/420;20240715;2;2;2;0;0;0;0
/link_adversario/454;20240715;2;2;2;0;0;0;0
/link_adversario/461;20240717;2;2;2;0;0;0;0
/link_adversario/466;20240716;2;2;2;0;0;0;0
/link_adversario/478;20240716;2;2;2;0;0;0;0
/link_adversario/48;20240715;2;2;2;0;0;0;0
/link_adversario/49;20240718;2;2;0;36;0;0;0
