# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;Usuarios
0000;90
0001;110
0002;117
0003;99
0004;87
0005;73
0006;85

# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;Novos usuarios
0000;55
0001;77
0002;72
0003;57
0004;54
0005;44
0006;53

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;30 dias;7 dias;1 dia
0000;2235;641;90
0001;2279;647;110
0002;2317;636;117
0003;2338;615;99
0004;2353;593;87
0005;2349;549;73
0006;2338;549;85

#  
# Data de inicio: 20231113
# Data de termino: 20231119
Publico-alvo;Usuarios
0;549

#  
# Data de inicio: 20231113
# Data de termino: 20231119
Nome do evento;Contagem de eventos
page_view;6778
user_engagement;5460
scroll;4937
form_submit;1604
session_start;875
form_start;748
click;529
first_visit;412

#  
# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;Tempo medio de engajamento
0000;183.35555555555555
0001;145.47272727272727
0002;138.22222222222223
0003;109.77777777777777
0004;205.75862068965517
0005;141.5068493150685
0006;212.71764705882353

# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;Sessoes engajadas por usuario
0000;0.9444444444444444
0001;0.8727272727272727
0002;0.9914529914529915
0003;0.9595959595959596
0004;1.0114942528735633
0005;0.9726027397260274
0006;1.0235294117647058

# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;Tempo de engajamento medio por sessao
0000;138.67226890756302
0001;111.125
0002;105.69934640522875
0003;85.5748031496063
0004;145.53658536585365
0005;101.27450980392157
0006;161.4375

#  
# Data de inicio: 20231113
# Data de termino: 20231119
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.040268456375838924;0.14040561622464898;0.28680089485458615
0001;0.04826678367705134;0.17001545595054096;0.2838964458095656
0002;0.050496331463098836;0.18396226415094338;0.27449287872248596
0003;0.04234388366124893;0.16097560975609757;0.2630453378956373
0004;0.0369740756481088;0.1467116357504216;0.2520186995325117
0005;0.031077054065559814;0.13296903460837886;0.23371647509578544
0006;0.03635585970915312;0.15482695810564662;0.23481608212147134
