# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231113
# Data de termino: 20231119
Categoria da plataforma / dispositivo;Data;Usuarios;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
web / mobile;20231115;78;56;69;0.7040816326530612;0.8846153846153846;127.38461538461539;2582;0;0
web / mobile;20231114;65;51;50;0.6097560975609756;0.7692307692307693;81.32307692307693;858;0;0
web / mobile;20231119;63;49;53;0.7162162162162162;0.8412698412698413;72.25396825396825;974;0;0
web / mobile;20231116;59;39;55;0.7051282051282052;0.9322033898305084;78.42372881355932;856;0;0
web / mobile;20231117;46;31;39;0.639344262295082;0.8478260869565217;177.6086956521739;1291;0;0
web / desktop;20231114;45;26;46;0.7419354838709677;1.0222222222222221;238.13333333333333;1558;0;0
web / mobile;20231113;45;32;41;0.7192982456140351;0.9111111111111111;229.84444444444443;1478;0;0
web / desktop;20231113;44;22;44;0.7213114754098361;1;139.97727272727272;1195;0;0
web / mobile;20231118;44;32;37;0.6851851851851852;0.8409090909090909;55.90909090909091;438;0;0
web / desktop;20231116;41;18;41;0.82;1;152.21951219512195;1672;0;0
web / desktop;20231117;41;23;49;0.7903225806451613;1.1951219512195121;237.34146341463415;2031;0;0
web / desktop;20231115;38;15;46;0.8518518518518519;1.2105263157894737;142.21052631578948;1170;0;0
web / desktop;20231118;29;12;34;0.7083333333333334;1.1724137931034482;271.37931034482756;3051;0;0
web / desktop;20231119;23;4;35;0.8974358974358975;1.5217391304347827;588.2173913043479;2032;0;0
web / tablet;20231113;1;1;0;0;0;0;4;0;0
web / tablet;20231115;1;1;1;1;1;832;153;0;0
