# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231120
# Data de termino: 20231126
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Estatisticas Fluminense - Principal;2023112523;26;25;11;4.6923076923076925;0;0
Estatisticas Fluminense - Principal;2023112223;13;13;5;5.6923076923076925;0;0
Estatisticas Fluminense - Principal;2023112300;11;11;1;8;0;0
Estatisticas Fluminense - Principal;2023112614;11;11;7;7.363636363636363;0;0
Estatisticas Fluminense - Principal;2023112522;10;10;1;3.7;0;0
Estatisticas Fluminense - Principal;2023112612;10;9;3;2.8;0;0
Fluminense x Coritiba-PR;2023112523;10;9;0;27.7;0;0
Estatisticas Fluminense - Principal;2023112213;9;9;4;5.111111111111111;0;0
Estatisticas Fluminense - Principal;2023112521;9;9;1;8.333333333333334;0;0
Jogador;2023112521;9;9;0;21.555555555555557;0;0
Consultas Especiais;2023112521;8;8;0;6.375;0;0
Estatisticas Fluminense - Principal;2023112220;8;8;4;4.375;0;0
Estatisticas Fluminense - Principal;2023112310;8;9;3;4.25;0;0
Estatisticas Fluminense - Principal;2023112311;8;8;2;3.125;0;0
Estatisticas Fluminense - Principal;2023112413;8;8;2;6.75;0;0
Estatisticas Fluminense - Principal;2023112514;8;8;1;2.75;0;0
Estatisticas Fluminense - Principal;2023112518;8;8;3;5.75;0;0
Consultas Especiais;2023112223;7;6;0;4.857142857142857;0;0
Consultas Especiais;2023112300;7;7;0;3.7142857142857144;0;0
Especiais Jogadores;2023112521;7;7;0;25.571428571428573;0;0
Estatisticas Fluminense - Principal;2023112210;7;7;1;9;0;0
Estatisticas Fluminense - Principal;2023112214;7;7;2;7.714285714285714;0;0
Estatisticas Fluminense - Principal;2023112222;7;7;0;11.142857142857142;0;0
Estatisticas Fluminense - Principal;2023112315;7;7;0;5.571428571428571;0;0
Estatisticas Fluminense - Principal;2023112613;7;7;1;28.714285714285715;0;0
Jogador;2023112523;7;7;0;180.57142857142858;0;0
Adversarios;2023112223;6;6;0;24.666666666666668;0;0
Adversarios;2023112523;6;6;0;43.666666666666664;0;0
Consultas Especiais;2023112220;6;6;0;8.166666666666666;0;0
Consultas Especiais;2023112313;6;6;0;8.5;0;0
Consultas Especiais;2023112523;6;6;0;2;0;0
Especiais Jogadores;2023112523;6;6;0;15.333333333333334;0;0
Estatisticas Fluminense - Principal;2023112116;6;5;1;3;0;0
Estatisticas Fluminense - Principal;2023112215;6;6;1;2.1666666666666665;0;0
Estatisticas Fluminense - Principal;2023112307;6;6;5;14;0;0
Estatisticas Fluminense - Principal;2023112313;6;6;1;5.666666666666667;0;0
Estatisticas Fluminense - Principal;2023112319;6;6;0;4.5;0;0
Estatisticas Fluminense - Principal;2023112410;6;6;2;1.5;0;0
Estatisticas Fluminense - Principal;2023112415;6;5;0;2.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023112418;6;6;3;4.5;0;0
Estatisticas Fluminense - Principal;2023112601;6;4;0;8.333333333333334;0;0
Estatisticas Fluminense - Principal;2023112610;6;5;0;6;0;0
Estatisticas Fluminense - Principal;2023112611;6;6;3;3.5;0;0
Estatisticas Fluminense - Principal;2023112616;6;5;3;2.1666666666666665;0;0
Informacoes Gerais;2023112523;6;6;0;33.333333333333336;0;0
Adversarios;2023112518;5;5;0;19.2;0;0
Adversarios;2023112522;5;5;0;69;0;0
Consultas Especiais;2023112600;5;5;0;6.2;0;0
Especiais Jogadores;2023112220;5;5;0;17.2;0;0
Especiais Jogadores;2023112300;5;5;0;13.6;0;0
Estatisticas Fluminense - Principal;2023112011;5;5;0;3.4;0;0
Estatisticas Fluminense - Principal;2023112021;5;5;0;4;0;0
Estatisticas Fluminense - Principal;2023112117;5;4;1;2;0;0
Estatisticas Fluminense - Principal;2023112219;5;5;0;8.8;0;0
Estatisticas Fluminense - Principal;2023112221;5;5;2;3.8;0;0
Estatisticas Fluminense - Principal;2023112301;5;5;2;4;0;0
Estatisticas Fluminense - Principal;2023112312;5;5;3;8.4;0;0
Estatisticas Fluminense - Principal;2023112314;5;5;1;2.6;0;0
Estatisticas Fluminense - Principal;2023112317;5;5;1;2;0;0
Estatisticas Fluminense - Principal;2023112318;5;4;0;2.8;0;0
Estatisticas Fluminense - Principal;2023112421;5;4;1;3.6;0;0
Estatisticas Fluminense - Principal;2023112512;5;5;1;6.4;0;0
Estatisticas Fluminense - Principal;2023112520;5;5;1;5.4;0;0
Fluminense x Sao Paulo-SP;2023112223;5;5;0;43.6;0;0
Informacoes Gerais;2023112300;5;5;0;14.8;0;0
Jogador;2023112022;5;5;0;92.2;0;0
Jogo;2023112523;5;5;0;10;0;0
Adversarios;2023112300;4;4;0;27.5;0;0
Adversarios;2023112310;4;4;0;12;0;0
Adversarios;2023112311;4;4;0;17.75;0;0
Adversarios;2023112413;4;4;0;12.25;0;0
Adversarios;2023112514;4;4;0;25.75;0;0
Adversarios;2023112520;4;4;0;14;0;0
Consultas Especiais;2023112522;4;4;0;3.75;0;0
Consultas Especiais;2023112612;4;4;0;4.5;0;0
Consultas Especiais;2023112614;4;4;0;6.25;0;0
Especiais Jogadores;2023112612;4;4;0;11.5;0;0
Estatisticas Fluminense - Principal;2023112013;4;4;1;10.25;0;0
Estatisticas Fluminense - Principal;2023112015;4;4;1;30.75;0;0
Estatisticas Fluminense - Principal;2023112016;4;4;3;11;0;0
Estatisticas Fluminense - Principal;2023112020;4;4;0;6.25;0;0
Estatisticas Fluminense - Principal;2023112022;4;3;0;2;0;0
Estatisticas Fluminense - Principal;2023112114;4;4;2;30.75;0;0
Estatisticas Fluminense - Principal;2023112115;4;4;1;13.25;0;0
Estatisticas Fluminense - Principal;2023112118;4;4;2;3.5;0;0
Estatisticas Fluminense - Principal;2023112121;4;4;0;7;0;0
Estatisticas Fluminense - Principal;2023112212;4;4;0;1.5;0;0
Estatisticas Fluminense - Principal;2023112216;4;4;2;1.25;0;0
Estatisticas Fluminense - Principal;2023112217;4;4;0;6.25;0;0
Estatisticas Fluminense - Principal;2023112218;4;4;1;4;0;0
Estatisticas Fluminense - Principal;2023112305;4;4;1;4.5;0;0
Estatisticas Fluminense - Principal;2023112306;4;4;1;3.25;0;0
Estatisticas Fluminense - Principal;2023112308;4;4;1;7.5;0;0
Estatisticas Fluminense - Principal;2023112316;4;4;1;1.5;0;0
Estatisticas Fluminense - Principal;2023112322;4;4;1;4;0;0
Estatisticas Fluminense - Principal;2023112411;4;4;2;5;0;0
Estatisticas Fluminense - Principal;2023112414;4;4;1;1.5;0;0
Estatisticas Fluminense - Principal;2023112511;4;4;2;5.75;0;0
Estatisticas Fluminense - Principal;2023112600;4;4;1;3.75;0;0
Estatisticas Fluminense - Principal;2023112609;4;4;2;8;0;0
Estatisticas Fluminense - Principal;2023112617;4;4;1;2.75;0;0
Fluminense 1 X 0 Bayern de Munique;2023112311;4;4;4;24.5;0;0
Fluminense 2 X 1 Coritiba;2023112523;4;4;0;32;0;0
Fluminense x Coritiba-PR;2023112522;4;4;0;13.75;0;0
Fluminense x Sao Paulo-SP;2023112300;4;4;0;34.25;0;0
German Cano 2023;2023112300;4;4;0;20;0;0
German Cano 2023;2023112523;4;4;0;10.5;0;0
Informacoes Gerais;2023112223;4;4;0;14.5;0;0
Jogador;2023112021;4;4;0;32.25;0;0
Jogador;2023112220;4;4;0;13.25;0;0
Jogador;2023112222;4;4;0;14.25;0;0
Jogador;2023112314;4;4;0;24.75;0;0
Jogador;2023112315;4;4;0;29.25;0;0
Jogador;2023112614;4;4;0;90.75;0;0
Jogador;2023112617;4;4;0;31;0;0
Jogo;2023112011;4;4;0;36.75;0;0
Maiores Artilheiros;2023112223;4;4;0;44.5;0;0
Maiores Artilheiros;2023112523;4;4;0;30;0;0
Arbitros;2023112221;4;4;1;28;0;0
Arbitros;2023112421;4;4;0;41.25;0;0
Adversarios;2023112114;3;3;0;35.333333333333336;0;0
Adversarios;2023112213;3;3;0;12.333333333333334;0;0
Adversarios;2023112214;3;3;0;10;0;0
Adversarios;2023112219;3;3;0;44;0;0
Adversarios;2023112307;3;3;0;36;0;0
Adversarios;2023112313;3;3;0;11.333333333333334;0;0
Adversarios;2023112410;3;3;0;20.333333333333332;0;0
Adversarios;2023112417;3;3;0;27.666666666666668;0;0
Adversarios;2023112503;3;3;0;10.333333333333334;0;0
Adversarios;2023112601;3;3;0;118.66666666666667;0;0
Adversarios;2023112614;3;3;0;41;0;0
Andre Luiz Bento;2023112221;3;3;0;23.333333333333332;0;0
Artilheiros contra Sao Paulo;2023112220;3;3;0;8.666666666666666;0;0
Campeonatos;2023112523;3;3;0;22.666666666666668;0;0
Campeonatos;2023112614;3;3;0;6.333333333333333;0;0
Conca 2015;2023112614;3;3;0;25;0;0
Consultas Especiais;2023112000;3;3;0;5;0;0
Consultas Especiais;2023112016;3;3;0;25;0;0
Consultas Especiais;2023112222;3;3;0;7;0;0
Consultas Especiais;2023112303;3;3;0;9;0;0
Consultas Especiais;2023112310;3;3;0;1;0;0
Consultas Especiais;2023112311;3;3;0;3;0;0
Consultas Especiais;2023112319;3;3;1;8.666666666666666;0;0
Consultas Especiais;2023112518;3;3;0;3;0;0
Consultas Especiais;2023112609;3;3;0;3;0;0
Especiais Adversarios;2023112223;3;3;0;7;0;0
Especiais Adversarios;2023112313;3;3;0;31.333333333333332;0;0
Especiais Jogadores;2023112223;3;3;0;22.666666666666668;0;0
Especiais Jogadores;2023112600;3;3;0;27;0;0
Especiais Jogadores;2023112614;3;3;0;25;0;0
Estatisticas Fluminense - Principal;2023112000;3;3;0;16;0;0
Estatisticas Fluminense - Principal;2023112004;3;3;2;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023112010;3;3;0;3;0;0
Estatisticas Fluminense - Principal;2023112017;3;3;1;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2023112018;3;3;2;1.6666666666666667;0;0
Estatisticas Fluminense - Principal;2023112102;3;3;1;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2023112108;3;3;1;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023112110;3;3;0;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2023112111;3;3;2;5.666666666666667;0;0
Estatisticas Fluminense - Principal;2023112120;3;2;0;2;0;0
Estatisticas Fluminense - Principal;2023112123;3;3;0;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023112203;3;3;0;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023112302;3;3;0;7.666666666666667;0;0
Estatisticas Fluminense - Principal;2023112309;3;3;2;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2023112416;3;3;1;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2023112417;3;3;2;27.666666666666668;0;0
Estatisticas Fluminense - Principal;2023112422;3;3;0;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2023112423;3;3;2;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2023112515;3;3;1;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2023112516;3;3;1;8.333333333333334;0;0
Estatisticas Fluminense - Principal;2023112603;3;3;0;3.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023112608;3;3;1;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023112615;3;3;0;5;0;0
Estatisticas Fluminense - Principal;2023112621;3;2;0;2;0;0
Estatisticas Fluminense - Principal;2023112622;3;3;0;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023112623;3;3;0;8.333333333333334;0;0
Fluminense 1 X 0 Bayern de Munique;2023112300;3;3;3;23.333333333333332;0;0
Fluminense 1 X 0 Sao Paulo;2023112223;3;3;0;31.666666666666668;0;0
Fluminense 1 X 0 Sao Paulo;2023112300;3;3;0;8.333333333333334;0;0
Fluminense x Coritiba-PR;2023112410;3;3;0;98.66666666666667;0;0
Fluminense x Coritiba-PR;2023112503;3;3;0;45.666666666666664;0;0
Fluminense x Coritiba-PR;2023112514;3;3;0;26;0;0
Fluminense x Sao Paulo-SP;2023112219;3;3;0;38;0;0
Fluminense x Sao Paulo-SP;2023112307;3;3;0;85.33333333333333;0;0
Fluminense x Sao Paulo-SP;2023112310;3;3;0;13;0;0
Fluminense x Sao Paulo-SP;2023112600;3;3;0;18;0;0
Informacoes Gerais;2023112614;3;3;0;2.6666666666666665;0;0
Jogador;2023112013;3;3;0;39.333333333333336;0;0
Jogador;2023112023;3;3;0;21.666666666666668;0;0
Jogador;2023112215;3;3;0;70.33333333333333;0;0
Jogador;2023112300;3;3;0;10;0;0
Jogador;2023112301;3;3;0;14.333333333333334;0;0
Jogador;2023112311;3;2;0;13.333333333333334;0;0
Jogador;2023112318;3;3;0;17.666666666666668;0;0
Jogador;2023112522;3;3;0;27.666666666666668;0;0
Jogador;2023112609;3;3;0;223.33333333333334;0;0
