# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240729
# Data de termino: 20240804
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/;20240801;107;85;42;17.009345794392523;0;0;0
/;20240804;91;60;22;29.417582417582416;0;0;0
/;20240729;61;47;14;22.0327868852459;0;0;0
/;20240802;57;42;16;17.92982456140351;0;0;0
/;20240731;51;42;16;16.862745098039216;0;0;0
/;20240803;50;43;16;17.06;0;0;0
/;20240730;45;36;10;19.333333333333332;0;0;0
/jogador;20240804;29;21;1;26.20689655172414;0;0;0
/link_jogo/3342;20240801;27;25;24;14.851851851851851;0;0;0
/mostra_adversario;20240801;26;25;0;58.92307692307692;0;0;0
/mostra_adversario;20240804;26;18;0;69.38461538461539;0;0;0
/mostra_jogador;20240804;25;17;0;68.4;0;0;0
/jogador;20240731;22;22;1;25.772727272727273;0;0;0
/jogador;20240730;21;15;1;24.857142857142858;0;0;0
/jogador;20240729;20;15;0;52.9;0;0;0
/consulta_especial_jogador;20240804;18;13;3;24.77777777777778;0;0;0
/mostra_jogador;20240729;18;14;0;58.833333333333336;0;0;0
/adversario;20240801;17;17;0;30.58823529411765;0;0;0
/jogador;20240801;17;12;0;53.1764705882353;0;0;0
/mostra_adversario;20240729;17;16;0;67.47058823529412;0;0;0
/mostra_jogador;20240730;17;11;0;52.88235294117647;0;0;0
/mostra_jogador;20240731;16;16;1;33.0625;0;0;0
/mostra_jogador;20240801;16;12;0;73.5;0;0;0
/jogador;20240802;15;11;0;16.6;0;0;0
/mostra_jogador;20240802;15;7;0;23;0;0;0
/adversario;20240729;14;14;0;36;0;0;0
/jogador;20240803;14;14;2;25.785714285714285;0;0;0
/adversario;20240804;13;10;0;23.384615384615383;0;0;0
/consulta_especial_jogador;20240729;12;10;0;47.583333333333336;0;0;0
/mostra_adversario;20240803;12;10;0;44.666666666666664;0;0;0
/mostra_jogo;20240804;12;8;0;18.25;0;0;0
/arbitro;20240801;11;10;0;18.09090909090909;0;0;0
/jogo;20240801;11;10;0;28.727272727272727;0;0;0
/mostra_adversario;20240802;11;11;0;32.54545454545455;0;0;0
/mostra_arbitro;20240801;11;9;0;28.181818181818183;0;0;0
/mostra_jogador;20240803;11;10;0;25.454545454545453;0;0;0
/mostra_jogo;20240802;11;9;0;26.181818181818183;0;0;0
/consulta_especial_jogador;20240730;10;8;0;39.6;0;0;0
/consulta_especial_jogador;20240802;10;8;0;57.6;0;0;0
/mostra_adversario;20240730;10;9;0;71.2;0;0;0
/mostra_jogo;20240801;10;10;0;24.5;0;0;0
/adversario;20240802;9;9;0;29;0;0;0
/jogo;20240731;9;8;0;49.888888888888886;0;0;0
/jogo;20240802;9;8;0;31.22222222222222;0;0;0
/mostra_adversario;20240731;9;7;0;47.22222222222222;0;0;0
/adversario;20240730;8;7;0;48.375;0;0;0
/camisa;20240801;8;8;0;10.875;0;0;0
/campeonato;20240729;8;6;0;25.5;0;0;0
/jogo;20240729;8;7;0;20.125;0;0;0
/link_camisa/116;20240801;8;8;0;12.75;0;0;0
/mostra_jogo;20240803;8;6;0;316.75;0;0;0
/adversario;20240803;7;7;0;18.428571428571427;0;0;0
/camisa;20240802;7;7;0;14.428571428571429;0;0;0
/campeonato;20240804;7;5;0;13.285714285714286;0;0;0
/consulta_especial_adversario;20240801;7;5;0;67;0;0;0
/consulta_especial_jogador;20240731;7;7;0;37.57142857142857;0;0;0
/consulta_especial_jogador;20240801;7;7;0;40;0;0;0
/jogo;20240803;7;6;0;239.57142857142858;0;0;0
/link_jogo/3735;20240801;7;7;7;18.857142857142858;0;0;0
/mostra_campeonato;20240804;7;4;0;51;0;0;0
/mostra_especial/;20240730;7;4;0;36;0;0;0
/mostra_jogo;20240729;7;7;0;27.428571428571427;0;0;0
/mostra_jogo;20240731;7;6;0;18.714285714285715;0;0;0
/mostra_rkg/;20240804;7;6;0;158.42857142857142;0;0;0
/todas_camisas/400000000;20240801;7;7;0;65.57142857142857;0;0;0
/adversario;20240731;6;6;0;16.333333333333332;0;0;0
/consulta_especial_adversario;20240730;6;5;0;13.333333333333334;0;0;0
/consulta_especial_campeonato;20240801;6;5;0;25.666666666666668;0;0;0
/grafico;20240730;6;3;0;19.5;0;0;0
/jogo;20240804;6;6;0;24;0;0;0
/link_adversario/139;20240804;6;6;0;9;0;0;0
/link_adversario/62;20240804;6;5;3;125;0;0;0
/link_camisa/116;20240802;6;4;0;62.833333333333336;0;0;0
/link_jogo/8803;20240804;6;6;0;27.666666666666668;0;0;0
/link_todos/139/100;20240804;6;4;0;234.5;0;0;0
/mostra_arbitro;20240729;6;5;0;5.666666666666667;0;0;0
/mostra_campeonato;20240729;6;5;0;46;0;0;0
/mostra_campeonato;20240731;6;6;0;57.333333333333336;0;0;0
/mostra_campeonato;20240801;6;5;0;147.16666666666666;0;0;0
/mostra_jogo;20240730;6;4;0;10;0;0;0
/mostra_rkg/;20240729;6;6;0;31;0;0;0
/arbitro;20240729;5;5;0;5.8;0;0;0
/campeonato;20240731;5;5;0;34.2;0;0;0
/campeonato;20240801;5;5;0;38.6;0;0;0
/campeonato;20240803;5;5;0;40.2;0;0;0
/consulta_especial/100102000;20240730;5;4;0;31.8;0;0;0
/consulta_especial_adversario;20240729;5;5;0;21.4;0;0;0
/consulta_especial_adversario;20240804;5;5;0;17.8;0;0;0
/consulta_especial_campeonato;20240731;5;4;0;25.4;0;0;0
/consulta_especial_gerais;20240729;5;5;0;17.4;0;0;0
/consulta_especial_jogos;20240729;5;4;0;31.2;0;0;0
/consulta_especial_tecnico;20240731;5;3;0;45;0;0;0
/curiosidade;20240729;5;5;0;22;0;0;0
/estadio_todos;20240801;5;3;0;128.4;0;0;0
/geral;20240804;5;5;0;33;0;0;0
/grafico_artilheiro/641;20240730;5;2;0;149.6;0;0;0
/mostra_camisa2/400600000;20240801;5;5;2;28.4;0;0;0
/mostra_campeonato;20240803;5;5;0;68.8;0;0;0
/mostra_especial/;20240804;5;5;0;14.8;0;0;0
/mostra_ranking/290000000;20240730;5;3;0;21;0;0;0
/mostra_ranking/801000000000;20240729;5;5;0;54;0;0;0
