# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240617
# Data de termino: 20240623
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Estatisticas Fluminense - Principal;2024062018;10;10;6;50.2;0;0;0
Estatisticas Fluminense - Principal;2024062114;10;10;4;50.7;0;0;0
Estatisticas Fluminense - Principal;2024061911;7;7;3;20.142857142857142;0;0;0
Estatisticas Fluminense - Principal;2024062116;7;7;1;7.571428571428571;0;0;0
Estatisticas Fluminense - Principal;2024061709;6;6;1;5;0;0;0
Estatisticas Fluminense - Principal;2024061812;6;6;1;4.666666666666667;0;0;0
Estatisticas Fluminense - Principal;2024061820;6;5;0;6;0;0;0
Estatisticas Fluminense - Principal;2024061909;6;5;0;7.166666666666667;0;0;0
Estatisticas Fluminense - Principal;2024062017;6;5;3;80.16666666666667;0;0;0
Estatisticas Fluminense - Principal;2024062020;6;6;3;24.166666666666668;0;0;0
Estatisticas Fluminense - Principal;2024062111;6;6;5;45.833333333333336;0;0;0
Estatisticas Fluminense - Principal;2024062121;6;6;3;6.833333333333333;0;0;0
Estatisticas Fluminense - Principal;2024062211;6;6;5;24;0;0;0
Estatisticas Fluminense - Principal;2024062213;6;5;0;15.333333333333334;0;0;0
Estatisticas Fluminense - Principal;2024062318;6;6;3;56.666666666666664;0;0;0
Estatisticas Fluminense - Principal;2024061716;5;5;0;8.6;0;0;0
Estatisticas Fluminense - Principal;2024061811;5;5;2;7.4;0;0;0
Estatisticas Fluminense - Principal;2024061822;5;4;1;20;0;0;0
Estatisticas Fluminense - Principal;2024061912;5;5;1;14.6;0;0;0
Estatisticas Fluminense - Principal;2024061921;5;5;2;6.6;0;0;0
Estatisticas Fluminense - Principal;2024062010;5;5;1;17;0;0;0
Estatisticas Fluminense - Principal;2024062115;5;4;0;31;0;0;0
Estatisticas Fluminense - Principal;2024062215;5;5;2;17.2;0;0;0
Estatisticas Fluminense - Principal;2024062317;5;3;2;8.8;0;0;0
Estatisticas Fluminense - Principal;2024062319;5;3;2;1.4;0;0;0
Fluminense x Cruzeiro-MG;2024061911;5;5;0;23.4;0;0;0
Adversarios;2024061911;4;4;0;11.5;0;0;0
