# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240513
# Data de termino: 20240519
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
Especiais Jogadores;20240518;10;8;0;25.4;0;0
Campeonatos;20240513;9;8;0;20.22222222222222;0;0
Campeonatos;20240518;9;8;0;25.444444444444443;0;0
Contusoes em 2024;20240516;9;8;0;40.111111111111114;0;0
Especiais Adversarios;20240517;9;7;0;20.77777777777778;0;0
Especiais Jogadores;20240516;9;9;0;34.333333333333336;0;0
Paulo Henrique Ganso 2024;20240517;9;9;0;33.888888888888886;0;0
Tecnico;20240513;9;8;0;7.111111111111111;0;0
Adversarios;20240518;8;8;2;21.25;0;0
Contusoes por Ano;20240516;8;8;0;4.625;0;0
Especiais Jogadores;20240519;8;6;0;12.125;0;0
Fluminense 2 X 1 Cerro Portenho;20240517;8;8;0;34.625;0;0
Fluminense x Cerro Portenho-Paraguai;20240517;8;6;0;14.75;0;0
German Cano 2024;20240516;8;7;5;29.5;0;0
Informacoes Gerais;20240513;8;7;0;8.75;0;0
Informacoes Gerais;20240514;8;8;0;15.375;0;0
Libertadores da America;20240517;8;7;0;36.375;0;0
Tec - Fernando Diniz;20240513;8;6;0;47.25;0;0
Arbitros;20240514;8;8;0;43;0;0
Campeonatos;20240514;7;7;0;16.714285714285715;0;0
Campeonatos;20240519;7;6;0;9.571428571428571;0;0
Curiosidades e Titulos;20240514;7;6;0;29.571428571428573;0;0
Informacoes Gerais;20240516;7;6;0;27.285714285714285;0;0
Tec - Fernando Diniz;20240516;7;5;0;13.857142857142858;0;0
(not set);20240518;6;4;0;13.666666666666666;0;0
Artilheiros dos Seculos;20240514;6;1;0;3;0;0
Contusoes em 2024;20240517;6;4;0;19;0;0
Cesar 2003;20240519;6;3;1;10.5;0;0
Especiais Adversarios;20240513;6;5;0;7.333333333333333;0;0
Especiais Adversarios;20240514;6;5;0;35.333333333333336;0;0
Especiais Brasileirao;20240518;6;3;0;10.666666666666666;0;0
Especiais Historicos;20240514;6;4;0;21.333333333333332;0;0
Especiais Historicos;20240515;6;3;0;26.666666666666668;0;0
Fluminense 1 X 1 Flamengo;20240516;6;2;0;53.166666666666664;0;0
Marcelo 2024;20240516;6;5;0;25.333333333333332;0;0
Marcelo 2024;20240517;6;6;0;67.66666666666667;0;0
Paulo Henrique Ganso 2024;20240516;6;6;0;19.666666666666668;0;0
Sao Paulo 2 X 1 Fluminense;20240514;6;6;0;29.833333333333332;0;0
Arbitros;20240516;6;6;0;8;0;0
Anderson Daronco;20240514;5;3;0;30;0;0
Camisa;20240514;5;5;0;6;0;0
Dario Herrera;20240516;5;4;0;13.6;0;0
Especiais Adversarios;20240518;5;3;0;5;0;0
Especiais Campeonatos;20240515;5;3;0;10.2;0;0
Estadios;20240514;5;5;0;18.6;0;0
Fluminense 2 X 3 ABC;20240515;5;5;4;51.6;0;0
Jhon Arias 2024;20240516;5;5;0;16.8;0;0
Libertadores da America;20240518;5;4;0;22.4;0;0
Lista de Adversario do mesmo estado;20240516;5;3;0;23.6;0;0
Mais jogos no(a) Libertadores da America;20240516;5;3;0;33;0;0
Martinelli 2024;20240516;5;3;0;31;0;0
Morumbi;20240513;5;4;0;9.4;0;0
Tecnico;20240516;5;4;0;9;0;0
Vitoria nos 2 turnos;20240519;5;2;0;23;0;0
Artilheiros no(a) Libertadores da America;20240516;4;1;0;68.5;0;0
Brasileirao Rodada a Rodada;20240518;4;2;0;13.5;0;0
Contusoes por Ano;20240517;4;4;0;1.75;0;0
Curiosidades e Titulos;20240515;4;4;0;31;0;0
Especiais Campeonatos;20240518;4;3;0;39.25;0;0
Especiais Jogos;20240513;4;4;0;6.25;0;0
Especiais Jogos;20240514;4;4;0;50.5;0;0
Especiais Jogos;20240516;4;3;0;6.25;0;0
Flamengo 1 X 1 Fluminense;20240518;4;2;0;22;0;0
Flamengo 1 X 1 Fluminense;20240519;4;2;0;219.5;0;0
Fluminense 2 X 1 Cerro Portenho;20240516;4;4;0;48;0;0
Fluminense 2 X 2 Atletico MG;20240516;4;4;0;22.75;0;0
Fluminense x Cerro Portenho-Paraguai;20240515;4;4;0;59.25;0;0
Fluminense x Sampaio Correa-MA;20240517;4;4;0;109.75;0;0
German Cano 2024;20240513;4;4;4;11;0;0
German Cano 2024;20240515;4;4;4;40.75;0;0
German Cano 2024;20240517;4;4;3;9.25;0;0
German Cano 2024;20240518;4;4;2;44.5;0;0
Graficos;20240514;4;4;0;9.25;0;0
Informacoes Gerais;20240517;4;3;0;29.75;0;0
Informacoes Gerais;20240519;4;4;0;19.25;0;0
Juventude 6 X 0 Fluminense;20240517;4;3;3;5.5;0;0
Keno 2024;20240513;4;3;0;7.25;0;0
Libertadores da America;20240519;4;3;0;48;0;0
Libertadores da America 2021;20240516;4;3;0;66;0;0
Libertadores da America 2023;20240516;4;4;0;56.25;0;0
Maiores Artilheiros;20240514;4;4;0;22.25;0;0
Mais jogos no elenco atual;20240517;4;4;0;41.25;0;0
Mais jogos no(a) Libertadores da America;20240517;4;3;0;25.75;0;0
Maracana;20240516;4;4;0;31.75;0;0
Mascotes;20240514;4;4;3;10;0;0
Suspensoes por Ano;20240514;4;1;0;5;0;0
Tecnico;20240514;4;4;0;13.5;0;0
Tecnico;20240519;4;4;0;2.25;0;0
Vitoria nos 2 turnos;20240516;4;4;0;3.75;0;0
Arbitros;20240515;4;3;0;2.75;0;0
(not set);20240513;3;2;0;2.3333333333333335;0;0
(not set);20240515;3;3;0;17.666666666666668;0;0
30 Adversarios que mais jogamos;20240516;3;2;0;140.33333333333334;0;0
40 Maiores idolos;20240519;3;3;1;104;0;0
Atletico MG 2 X 0 Fluminense;20240515;3;2;0;16.333333333333332;0;0
Bangu 2 X 3 Fluminense;20240519;3;2;0;81.66666666666667;0;0
Brasileiro 2020;20240514;3;1;0;10.666666666666666;0;0
Brasileiro 2023;20240515;3;2;0;7;0;0
Brasileirao pontos por ano;20240518;3;2;0;3;0;0
Camisa;20240513;3;2;0;6.333333333333333;0;0
Camisa;20240515;3;3;0;5.333333333333333;0;0
Camisa;20240518;3;3;0;4;0;0
Camisa;20240519;3;3;0;6;0;0
Cartoes por Adversario;20240517;3;2;0;327.3333333333333;0;0
Colo Colo 0 X 1 Fluminense;20240513;3;3;0;203.33333333333334;0;0
Colo Colo 0 X 1 Fluminense;20240515;3;3;0;20;0;0
Contusoes em 2024;20240514;3;1;0;70.33333333333333;0;0
Contusoes em 2024;20240515;3;2;0;87.33333333333333;0;0
Contusoes por Ano;20240514;3;1;0;2.3333333333333335;0;0
Contusoes por Ano;20240515;3;3;0;2.3333333333333335;0;0
Curiosidades e Titulos;20240519;3;3;0;97.66666666666667;0;0
Especiais Adversarios;20240515;3;3;0;12;0;0
Especiais Jogos;20240517;3;3;0;2.6666666666666665;0;0
Especiais Tecnico;20240513;3;3;0;15.666666666666666;0;0
Especiais Tecnico;20240517;3;3;0;3.3333333333333335;0;0
Especiais Arbitros;20240516;3;2;0;11;0;0
Felipe Gonzalez;20240514;3;3;3;20;0;0
Felipe Melo 2024;20240518;3;2;0;14.333333333333334;0;0
Flamengo 0 X 1 Fluminense;20240515;3;3;2;49.666666666666664;0;0
Flamengo 2 X 1 Fluminense;20240519;3;1;0;292.3333333333333;0;0
Fluminense 0 X 0 America;20240515;3;1;0;0.3333333333333333;0;0
Fluminense 0 X 0 Flamengo;20240515;3;2;0;46.333333333333336;0;0
Fluminense 1 X 0 Bayern de Munique;20240519;3;3;3;14;0;0
Fluminense 1 X 0 Sao Paulo;20240515;3;3;0;6.333333333333333;0;0
Fluminense 2 X 2 Guarani Paraguai;20240516;3;3;1;16;0;0
Fluminense 2 X 3 ABC;20240516;3;3;3;6;0;0
Fluminense 3 X 1 America;20240515;3;2;0;0.6666666666666666;0;0
Fluminense 3 X 2 Flamengo;20240515;3;3;0;7;0;0
Fluminense 3 X 2 Vasco;20240515;3;3;0;4.333333333333333;0;0
Fluminense 5 X 1 Cruzeiro;20240517;3;2;0;194.66666666666666;0;0
Fluminense 5 X 2 Sao Paulo;20240513;3;3;3;24.666666666666668;0;0
Fluminense 7 X 1 Juventude;20240519;3;3;2;17;0;0
Fluminense x Alianza Lima-Peru;20240517;3;3;0;61;0;0
Fluminense x Flamengo-RJ;20240519;3;3;0;28.333333333333332;0;0
Fluminense x Sao Paulo-SP;20240516;3;3;0;4.333333333333333;0;0
Gols do Marcelo;20240516;3;2;0;18;0;0
Graficos;20240516;3;3;0;40.333333333333336;0;0
Guga 2024;20240516;3;2;0;0;0;0
Informacoes Gerais;20240515;3;3;0;11.333333333333334;0;0
Informacoes Gerais;20240518;3;3;1;21.333333333333332;0;0
Internacional 1 X 2 Fluminense;20240515;3;1;0;14;0;0
Jogadores com mais jogos;20240518;3;2;0;83.66666666666667;0;0
John Kennedy 2024;20240516;3;3;0;10.333333333333334;0;0
Joao Paulo 2009;20240517;3;1;0;27.333333333333332;0;0
Kashima Antlers 2 X 0 Fluminense;20240517;3;3;3;25.666666666666668;0;0
Kashima Antlers 2 X 0 Fluminense;20240519;3;3;3;19.333333333333332;0;0
Leo Fernandez 2023;20240515;3;3;0;13.333333333333334;0;0
Libertadores da America;20240515;3;3;0;30;0;0
Libertadores da America;20240516;3;3;0;26.666666666666668;0;0
Libertadores da America 2013;20240516;3;2;0;74.33333333333333;0;0
Libertadores da America 2022;20240516;3;3;0;33;0;0
Machado 1942;20240518;3;1;0;14.333333333333334;0;0
Maiores Artilheiros;20240518;3;3;0;7.666666666666667;0;0
Mais jogos em Campeonato;20240516;3;3;0;8.666666666666666;0;0
Mais jogos em Campeonato;20240517;3;3;0;17.666666666666668;0;0
Mais jogos no(a) Libertadores da America;20240519;3;2;0;118.33333333333333;0;0
Maracana;20240517;3;3;0;6.666666666666667;0;0
Maracana;20240518;3;3;0;2.3333333333333335;0;0
Martinelli 2024;20240517;3;3;0;19.333333333333332;0;0
Numeros por posicao;20240518;3;2;0;297;0;0
Parraro 1980;20240516;3;3;3;54;0;0
Patrocinio das camisas;20240519;3;2;0;23.666666666666668;0;0
Paulo Henrique Ganso 2024;20240518;3;3;0;36.666666666666664;0;0
Paulo Henrique Ganso 2024;20240519;3;3;0;45;0;0
Penalties contra o Fluminense;20240516;3;2;0;112.33333333333333;0;0
Presenca Estrangeiros;20240517;3;2;0;19.333333333333332;0;0
Raphael Claus;20240516;3;3;0;22;0;0
Rio Football Club 0 X 8 Fluminense;20240514;3;1;0;0;0;0
Rio Football Club 0 X 8 Fluminense;20240518;3;1;0;0.3333333333333333;0;0
Rivelino 1978;20240517;3;1;0;4.666666666666667;0;0
Sampaio Correa 0 X 2 Fluminense;20240515;3;2;0;13.666666666666666;0;0
Sao Paulo - Morumbi;20240513;3;2;0;14.666666666666666;0;0
Sao Paulo 0 X 2 Fluminense;20240513;3;3;0;11.333333333333334;0;0
Tec - Fernando Diniz;20240519;3;3;0;23.666666666666668;0;0
Thiago Silva 2008;20240516;3;2;0;2;0;0
Todas as camisas;20240514;3;3;0;31.666666666666668;0;0
Todos os jogos no(a) Libertadores da America;20240518;3;2;0;15.666666666666666;0;0
Vasco 0 X 3 Fluminense;20240518;3;2;0;6.666666666666667;0;0
Vitoria nos 2 turnos;20240518;3;2;0;49;0;0
Arbitros;20240517;3;3;0;52;0;0
(not set);20240517;2;2;0;21;0;0
(not set);20240519;2;2;0;9;0;0
12º Jogador em 2024;20240515;2;2;0;11.5;0;0
12º Jogador em 2024;20240519;2;1;0;0;0;0
12º Jogador em Ano;20240515;2;2;0;22.5;0;0
30 Adversarios que mais jogamos;20240513;2;2;0;30.5;0;0
30 Adversarios que mais jogamos;20240514;2;2;0;18;0;0
30 Adversarios que mais jogamos;20240517;2;2;0;9;0;0
30 Arbitros que mais apitaram;20240516;2;2;0;124.5;0;0
40 Maiores idolos;20240515;2;2;0;37;0;0
40 Maiores idolos;20240516;2;2;0;296;0;0
Adversario do mesmo pais;20240514;2;1;0;6;0;0
Adversario do mesmo pais;20240517;2;2;0;6;0;0
Adversario por ano;20240516;2;2;0;30;0;0
Adversario por ano;20240519;2;1;0;14;0;0
Adversario por cor;20240516;2;2;0;2;0;0
Adversario x Campeonato;20240515;2;2;0;18.5;0;0
Adversario x Estadio;20240513;2;2;0;31.5;0;0
Adversarios BA;20240516;2;2;0;53.5;0;0
Adversarios Bahia;20240516;2;1;0;44;0;0
Adversarios Paraguai;20240514;2;1;0;35.5;0;0
Adversarios da Paraguai;20240514;2;1;0;50;0;0
Adversarios do mesmo pais em campeonato;20240516;2;2;0;44;0;0
Agenor 2019;20240514;2;1;0;0;0;0
Agenor 2019;20240516;2;0;0;0;0;0
Agenor 2019;20240517;2;0;0;0;0;0
Agenor 2019;20240518;2;0;0;0;0;0
Alberto da Gama Malcher;20240517;2;1;0;1.5;0;0
Alianza Lima 1 X 1 Fluminense;20240513;2;2;0;17.5;0;0
America 2 X 4 Fluminense;20240519;2;1;0;1.5;0;0
Andre 2024;20240518;2;2;0;16;0;0
Aproveitamento Arbitros;20240516;2;1;0;23.5;0;0
Artilheiros Estrangeiros;20240519;2;1;0;0;0;0
Artilheiros contra Flamengo;20240515;2;2;0;9.5;0;0
Artilheiros em jogos oficiais;20240513;2;1;0;11;0;0
Artilheiros em jogos oficiais;20240518;2;2;0;14.5;0;0
Artilheiros no(a) Copa do Brasil;20240513;2;1;0;9.5;0;0
Artilheiros no(a) Libertadores da America;20240518;2;2;0;25;0;0
Arturzinho 1979;20240513;2;1;0;12.5;0;0
Assis 1987;20240516;2;2;0;50.5;0;0
Assistencias;20240516;2;1;0;16;0;0
Avai 0 X 0 Fluminense;20240516;2;1;0;316.5;0;0
Bahia 1 X 0 Fluminense;20240515;2;1;0;0.5;0;0
Bangu 1 X 1 Fluminense;20240515;2;2;0;1.5;0;0
Bangu 1 X 2 Fluminense;20240519;2;1;0;72;0;0
Bene 1956;20240514;2;1;0;0.5;0;0
Betano;20240519;2;2;0;11;0;0
Bonsucesso 0 X 2 Fluminense;20240515;2;1;0;142;0;0
Bonsucesso 1 X 4 Fluminense;20240519;2;1;0;4.5;0;0
Botafogo 1 X 0 Fluminense;20240515;2;1;0;93;0;0
Botafogo 2 X 2 Fluminense;20240519;2;1;0;339;0;0
Branco 1998;20240516;2;2;0;28;0;0
Brasileiro 2024;20240517;2;1;0;456.5;0;0
Brasileiro Serie C 1999;20240515;2;2;0;15;0;0
Brunel 1975;20240514;2;2;2;43.5;0;0
Carioca 1937;20240518;2;1;0;3.5;0;0
Carioca 1993;20240519;2;2;2;21;0;0
Cartao Arbitros;20240517;2;1;0;141.5;0;0
Cartoes Amarelos contra Flamengo;20240517;2;1;0;46;0;0
Cartoes Vermelhos contra Flamengo;20240517;2;2;0;21.5;0;0
Cerro Portenho 0 X 0 Fluminense;20240513;2;2;0;10;0;0
Cerro Portenho 0 X 0 Fluminense;20240516;2;2;0;0.5;0;0
Ciel 2008;20240515;2;1;0;0;0;0
Cinza e Branca 1902 - 1904;20240514;2;2;0;5.5;0;0
Claudio Pitbul 2006;20240513;2;2;0;19.5;0;0
Colo Colo 0 X 1 Fluminense;20240514;2;2;0;36.5;0;0
Compara Adversarios;20240516;2;2;0;13;0;0
Consolidados de turnos;20240518;2;1;0;305;0;0
Consulta Dias da Semana;20240513;2;2;0;2.5;0;0
Copa do Brasil;20240515;2;1;0;28.5;0;0
Copa do Brasil;20240519;2;1;0;46.5;0;0
Corinthians 2 X 0 Fluminense;20240515;2;2;0;10.5;0;0
Coritiba 1 X 0 Fluminense;20240519;2;2;0;2.5;0;0
Coritiba 2 X 0 Fluminense;20240515;2;2;0;1.5;0;0
Creditos;20240516;2;2;0;62.5;0;0
Curiosidades e Titulos;20240516;2;2;0;39;0;0
Curiosidades e Titulos;20240518;2;2;0;191.5;0;0
Cicero 1993;20240518;2;1;0;6;0;0
Dario Herrera;20240515;2;1;0;0.5;0;0
Djair 2003;20240515;2;1;0;12.5;0;0
Edina Alves Batista;20240517;2;2;0;12.5;0;0
Especiais Brasileirao;20240515;2;2;0;52.5;0;0
Especiais Brasileirao;20240516;2;2;0;2.5;0;0
Especiais Brasileirao;20240517;2;2;0;80;0;0
Especiais Campeonatos;20240514;2;2;0;30;0;0
Especiais Campeonatos;20240516;2;2;0;11;0;0
Especiais Classicos;20240517;2;2;0;6.5;0;0
Especiais Classicos;20240518;2;2;0;6.5;0;0
Especiais Estadios;20240516;2;2;0;8.5;0;0
Especiais Historicos;20240513;2;2;0;13.5;0;0
Especiais Historicos;20240518;2;1;0;10.5;0;0
Especiais Jogos;20240519;2;2;0;9.5;0;0
Especiais Sequencias;20240519;2;2;0;10;0;0
Especiais Tecnico;20240518;2;2;0;14.5;0;0
Especiais Arbitros;20240517;2;1;0;37;0;0
Estadios;20240513;2;1;0;4;0;0
Estadios;20240515;2;2;0;2;0;0
Estadios;20240516;2;2;0;4;0;0
Estadios;20240517;2;2;0;7;0;0
Fale Conosco;20240516;2;2;0;84;0;0
Felipe Melo 2024;20240515;2;2;1;0;0;0
Fernando Diniz - Sao Paulo;20240513;2;1;0;0;0;0
Flamengo - German Cano 2024;20240515;2;1;0;0;0;0
Flamengo 0 X 1 Fluminense;20240514;2;2;2;54;0;0
Flamengo 2 X 1 Fluminense;20240515;2;2;0;21;0;0
Flamengo 2 X 1 Fluminense;20240518;2;2;0;29;0;0
Flamengo 2 X 3 Fluminense;20240515;2;1;0;199;0;0
Fluminense 0 X 0 Gremio;20240515;2;2;0;10;0;0
Fluminense 0 X 1 Argentinos Juniors;20240518;2;1;1;5.5;0;0
Fluminense 0 X 1 Botafogo;20240515;2;2;0;24.5;0;0
Fluminense 0 X 1 Flamengo;20240519;2;1;0;3;0;0
Fluminense 0 X 1 Gremio;20240513;2;2;0;9.5;0;0
Fluminense 0 X 1 Penarol;20240519;2;1;0;96;0;0
Fluminense 0 X 2 Figueirense;20240514;2;1;0;4.5;0;0
Fluminense 0 X 2 Flamengo;20240513;2;2;0;7.5;0;0
Fluminense 1 X 0 America;20240515;2;1;0;239.5;0;0
Fluminense 1 X 0 Bangu;20240515;2;2;0;24.5;0;0
Fluminense 1 X 0 Bayern de Munique;20240518;2;2;2;19.5;0;0
Fluminense 1 X 0 Botafogo;20240519;2;2;0;4.5;0;0
Fluminense 1 X 0 Corinthians;20240517;2;2;0;1;0;0
Fluminense 1 X 0 Cruzeiro;20240515;2;2;0;4;0;0
Fluminense 1 X 0 Gremio;20240515;2;2;0;23.5;0;0
Fluminense 1 X 0 Palmeiras;20240513;2;2;0;153;0;0
Fluminense 1 X 1 Atletico MG;20240518;2;2;2;9.5;0;0
Fluminense 1 X 1 Botafogo;20240516;2;1;0;529.5;0;0
Fluminense 1 X 1 Botafogo;20240519;2;1;0;289.5;0;0
Fluminense 1 X 1 Flamengo;20240519;2;1;0;180;0;0
Fluminense 1 X 1 Santos;20240517;2;2;0;193;0;0
Fluminense 1 X 2 CSA;20240515;2;1;0;8;0;0
Fluminense 1 X 2 Vasco;20240515;2;2;0;11.5;0;0
Fluminense 1 X 4 Chapecoense;20240519;2;2;0;18;0;0
Fluminense 1 X 5 Arsenal;20240518;2;1;0;362.5;0;0
Fluminense 2 X 0 Goias;20240515;2;2;0;21;0;0
Fluminense 2 X 0 Olimpia;20240515;2;2;0;1.5;0;0
Fluminense 2 X 0 Sao Raimundo;20240515;2;2;0;2.5;0;0
Fluminense 2 X 1 Athletico PR;20240519;2;2;0;9.5;0;0
Fluminense 2 X 1 Cerro Portenho;20240518;2;2;0;15;0;0
Fluminense 2 X 1 Colo Colo;20240513;2;2;0;109.5;0;0
Fluminense 2 X 1 Flamengo;20240515;2;2;0;65.5;0;0
Fluminense 2 X 1 Moto Club;20240515;2;2;0;10;0;0
Fluminense 2 X 1 Nacional Uruguai;20240518;2;1;0;263;0;0
Fluminense 2 X 1 Palmeiras;20240515;2;2;0;3;0;0
Fluminense 2 X 1 Sport;20240518;2;2;2;45.5;0;0
Fluminense 2 X 1 Sao Cristovao;20240519;2;1;0;36;0;0
Fluminense 2 X 1 Vasco;20240515;2;2;0;135.5;0;0
Fluminense 2 X 2 Botafogo;20240519;2;1;0;111;0;0
Fluminense 2 X 2 Bragantino;20240515;2;2;0;1.5;0;0
Fluminense 2 X 2 Goias;20240517;2;1;0;94;0;0
Fluminense 2 X 3 ABC;20240513;2;2;2;60;0;0
Fluminense 2 X 3 ABC;20240517;2;2;2;46;0;0
Fluminense 2 X 4 Botafogo;20240517;2;1;0;0;0;0
Fluminense 2 X 5 America RN;20240519;2;2;0;40;0;0
Fluminense 2 X 5 Botafogo;20240519;2;1;0;353;0;0
Fluminense 4 X 0 Southampton;20240519;2;1;0;109.5;0;0
Fluminense 4 X 0 Sao Cristovao;20240518;2;1;0;360.5;0;0
Fluminense 4 X 1 America MG;20240519;2;1;0;116.5;0;0
Fluminense 4 X 1 Deportivo Galicia;20240516;2;2;0;23.5;0;0
Fluminense 4 X 2 Criciuma;20240519;2;2;0;6;0;0
Fluminense 5 X 0 Santos;20240519;2;1;0;121;0;0
Fluminense 5 X 2 Sao Paulo;20240515;2;2;2;24.5;0;0
Fluminense 7 X 1 Juventude;20240518;2;2;2;54.5;0;0
Fluminense x Alianza Lima-Peru;20240519;2;2;0;58;0;0
Fluminense x America MG-MG;20240515;2;1;0;2;0;0
Fluminense x Arsenal-Inglaterra;20240514;2;2;0;5;0;0
Fluminense x Atletico GO-GO;20240519;2;2;0;50.5;0;0
Fluminense x Atletico MG-MG;20240516;2;2;0;17;0;0
Fluminense x Bayern de Munique-Alemanha;20240514;2;2;0;22;0;0
Fluminense x Boca Juniors-Argentina;20240513;2;2;0;48.5;0;0
Fluminense x Botafogo-RJ;20240515;2;2;0;11;0;0
Fluminense x CSA-AL;20240515;2;2;0;58;0;0
Fluminense x Cerro Portenho-Paraguai;20240514;2;1;0;38;0;0
Fluminense x Chapecoense-SC;20240519;2;2;0;9.5;0;0
Fluminense x Confianca-SE;20240518;2;1;1;4.5;0;0
Fluminense x Flamengo-RJ;20240515;2;2;0;2;0;0
Fluminense x Flamengo-RJ;20240516;2;2;0;19.5;0;0
Fluminense x Flamengo-RJ;20240518;2;2;0;15.5;0;0
Fluminense x Fortaleza-CE;20240514;2;2;0;12.5;0;0
Fluminense x Guarani Paraguai-Paraguai;20240514;2;1;0;6;0;0
Fluminense x Huachipato-Chile;20240519;2;1;0;1;0;0
Fluminense x Internazionale-Italia;20240515;2;1;0;0.5;0;0
Fluminense x Libertad-Paraguai;20240514;2;1;0;4.5;0;0
Fluminense x Manchester City-Inglaterra;20240514;2;2;0;10;0;0
Fluminense x Manchester United-Inglaterra;20240513;2;2;0;7.5;0;0
Fluminense x Nacional Paraguai-Paraguai;20240514;2;1;0;4.5;0;0
Fluminense x Parana-PR;20240514;2;2;0;18.5;0;0
Fluminense x Penarol-Uruguai;20240515;2;2;0;6.5;0;0
Fluminense x Ponte Preta-SP;20240513;2;2;0;44;0;0
Fluminense x Sampaio Correa-MA;20240519;2;2;0;102;0;0
Fluminense x San Lorenzo-Argentina;20240517;2;2;2;5;0;0
Fluminense x Sportivo Luqueño-Paraguai;20240514;2;1;0;3;0;0
Fluminense x Sao Paulo-SP;20240514;2;2;0;63.5;0;0
Fluminense x Tanta-Egito;20240515;2;1;0;4;0;0
Fluminense x Universidad Catolica-Chile;20240518;2;2;2;30;0;0
Fluminense x Vasco-RJ;20240516;2;2;0;72.5;0;0
Fluminense x Vasco-RJ;20240517;2;2;0;32.5;0;0
Fornecedor de Material Esportivo;20240519;2;2;0;4;0;0
Fred 2022;20240513;2;2;0;17.5;0;0
Fabio 2024;20240516;2;2;0;16.5;0;0
Gabriel Pires 2024;20240513;2;2;0;26;0;0
German Cano 2024;20240514;2;2;0;42.5;0;0
German Cano 2024;20240519;2;2;2;29;0;0
German Cano em 2024;20240519;2;1;0;13;0;0
Goias 0 X 2 Fluminense;20240519;2;2;0;11.5;0;0
Gols do Flavio;20240515;2;1;0;0;0;0
Gols do Marcelo;20240519;2;2;0;16;0;0
Gols do Martinelli;20240519;2;2;0;16;0;0
Gols do Paulo Henrique Ganso;20240519;2;2;0;55.5;0;0
Gols do Wellington Paulista;20240515;2;1;0;2;0;0
Gols do Wagner;20240513;2;1;0;15;0;0
Graficos;20240518;2;2;0;11;0;0
Graficos de Jogador;20240515;2;2;0;16;0;0
Gremio 1 X 0 Fluminense;20240515;2;2;0;12.5;0;0
Hilton Oliveira 1963;20240514;2;1;0;0;0;0
Icarai;20240514;2;2;0;44.5;0;0
Independiente Sta Fe 1 X 2 Fluminense;20240515;2;1;0;0.5;0;0
Internacional 0 X 0 Fluminense;20240515;2;1;0;0.5;0;0
Internacional 1 X 0 Fluminense;20240515;2;2;0;5;0;0
Internacional 2 X 2 Fluminense;20240517;2;1;0;102.5;0;0
