# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240513
# Data de termino: 20240519
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total
Jair Francisco 1962;20240515;2;1;0;0;0;0
Jair Francisco 1962;20240517;2;2;0;24.5;0;0
Jhon Arias 2024;20240518;2;2;0;7;0;0
Jhon Arias 2024;20240519;2;1;0;7.5;0;0
Jogos em 01 / 1998;20240519;2;1;0;0.5;0;0
Jogos em 10 / 1998;20240519;2;1;0;12.5;0;0
Jogos em 13 / 05;20240513;2;1;0;19.5;0;0
Jogos em dd/mm;20240513;2;2;0;4.5;0;0
Jogos em mm/aaaa;20240514;2;2;0;15.5;0;0
Jogos em mm/aaaa;20240519;2;1;0;16.5;0;0
John Kennedy 2024;20240518;2;2;0;4.5;0;0
Junior 1998;20240516;2;2;2;82.5;0;0
Kashima Antlers 2 X 0 Fluminense;20240518;2;2;2;29.5;0;0
Kaua Elias 2024;20240513;2;2;0;59.5;0;0
Kleber Andrade;20240513;2;2;0;3.5;0;0
LDU 1 X 0 Fluminense;20240513;2;1;0;15;0;0
Leonardo Gaciba;20240517;2;1;0;1.5;0;0
Libertadores da America;20240514;2;2;0;11;0;0
Libertadores da America 2023;20240518;2;2;0;46;0;0
Libertadores da America 2024;20240513;2;2;0;95.5;0;0
Libertadores da America 2024;20240516;2;2;0;10;0;0
Lira 1995;20240515;2;2;0;26;0;0
Lista de Adversario do mesmo pais;20240514;2;1;0;10;0;0
Madureira 0 X 4 Fluminense;20240519;2;1;0;265;0;0
Madureira 1 X 4 Fluminense;20240518;2;1;0;6;0;0
Magno Alves 2016;20240513;2;1;0;38;0;0
Maior Artilheiro contra Adversario;20240515;2;2;0;9;0;0
Maior Artilheiro em Temporada;20240515;2;2;0;26.5;0;0
Maiores Artilheiros;20240516;2;2;0;76.5;0;0
Maiores Artilheiros vindo do banco;20240515;2;2;0;20.5;0;0
Mais Substituidos em 2024;20240517;2;2;0;0.5;0;0
Mais jogos em Campeonato;20240519;2;2;0;11;0;0
Mais jogos no elenco atual;20240518;2;2;0;42;0;0
Mais substituidos - em Ano;20240517;2;2;0;4.5;0;0
Mais treinou em Campeonato;20240518;2;2;0;12.5;0;0
Mais vitorias no seculo;20240516;2;2;0;145;0;0
Manchester City 4 X 0 Fluminense;20240515;2;2;0;19.5;0;0
Maracana;20240513;2;2;0;20.5;0;0
Maracana;20240519;2;2;0;41;0;0
Marcelo 2022;20240517;2;2;0;4.5;0;0
Marcelo 2024;20240518;2;2;0;72;0;0
Marcelo 2024;20240519;2;2;0;24;0;0
Marcelo 2024 - Gols por Campeonato;20240517;2;2;0;20.5;0;0
Mascotes;20240517;2;2;1;15.5;0;0
Matheus Carvalho 2014;20240515;2;1;0;7.5;0;0
Michel Araujo 2023;20240515;2;1;0;0;0;0
Minutagem 2024;20240517;2;1;0;43.5;0;0
Minutagem Fernando Diniz na 2ª passagem;20240519;2;1;0;30;0;0
Minutagem em Ano;20240517;2;1;0;3;0;0
Nacional Croacia;20240517;2;1;1;3.5;0;0
Orozimbo 1939;20240518;2;1;0;9;0;0
Palmeiras 1 X 0 Fluminense;20240515;2;1;0;0;0;0
Passagem de Tecnico;20240513;2;2;0;32;0;0
Passagem de Tecnico;20240515;2;1;0;3.5;0;0
Passagem de Tecnico;20240516;2;2;0;24;0;0
Passagem de Tecnico;20240519;2;2;0;17;0;0
Paysandu 2 X 0 Fluminense;20240519;2;1;1;0.5;0;0
Petkovic 2006;20240517;2;2;1;2.5;0;0
Pintinho 1985;20240513;2;2;1;76.5;0;0
Pintinho 1985;20240515;2;1;0;13.5;0;0
Pontos rodada a rodada em 2022;20240518;2;1;0;44.5;0;0
Pontos rodada a rodada em 2023;20240518;2;2;0;2.5;0;0
Portuguesa 2 X 0 Fluminense;20240519;2;1;0;4.5;0;0
Principais adversarios em Campeonato;20240516;2;2;0;5.5;0;0
Proximos Jogos;20240516;2;1;0;46;0;0
Ranking de Assistencias;20240519;2;1;0;3;0;0
Ranking de Campanhas;20240515;2;2;0;50.5;0;0
Ranking de Campanhas;20240517;2;2;0;217.5;0;0
Rio Football Club 0 X 8 Fluminense;20240515;2;1;0;1.5;0;0
Rogerinho 1997;20240514;2;2;2;152.5;0;0
Romerito 1989;20240516;2;2;0;20;0;0
Rubens Galaxe 1982;20240518;2;1;0;18.5;0;0
Samuel Xavier 2024;20240513;2;2;0;95;0;0
Santos 0 X 1 Fluminense;20240519;2;2;0;4.5;0;0
Segunda Feira;20240513;2;2;0;27.5;0;0
Selecao Argelia 1 X 1 Fluminense;20240516;2;1;0;0;0;0
Selecao Sao Paulo 4 X 3 Fluminense;20240513;2;0;0;0;0;0
Selecao Sao Paulo 4 X 3 Fluminense;20240514;2;1;0;1.5;0;0
Sequencias em Campeonato;20240516;2;2;0;12.5;0;0
Sequencias em Campeonato;20240518;2;2;0;6.5;0;0
Superbet;20240519;2;2;0;10;0;0
Sao Paulo 1 X 0 Fluminense;20240515;2;2;0;12.5;0;0
Sao Paulo 1 X 1 Fluminense;20240519;2;2;0;64;0;0
Sao Paulo 2 X 1 Fluminense;20240515;2;2;0;19;0;0
Tec - Marcao;20240513;2;2;0;76.5;0;0
Tele 1961;20240514;2;2;0;19;0;0
Thiago Silva 2008;20240519;2;2;0;24.5;0;0
Todas as camisas;20240518;2;2;0;59.5;0;0
Todos os Jogos contra America MG-MG;20240515;2;1;0;0;0;0
Todos os Jogos contra Athletico PR-PR;20240514;2;2;0;173;0;0
Todos os Jogos do Leo Fernandez;20240515;2;1;0;16;0;0
Todos os jogos em campeonato;20240515;2;2;0;4;0;0
Todos os jogos em campeonato;20240518;2;2;0;10.5;0;0
Todos os jogos no(a) Brasileiro;20240514;2;1;0;0;0;0
Todos os jogos no(a) Libertadores da America;20240517;2;2;0;55;0;0
Treinador com mais campeonatos disputados;20240518;2;2;0;52;0;0
Treinador com mais jogos;20240517;2;2;0;15;0;0
Treinador com mais jogos;20240518;2;2;0;13.5;0;0
Tecnico;20240515;2;2;0;4;0;0
Tulio 1999;20240514;2;1;0;0;0;0
Tulio 1999;20240515;2;2;0;34.5;0;0
Vampeta 1996;20240515;2;2;0;10;0;0
Vasco 0 X 1 Fluminense;20240515;2;2;0;7;0;0
Vasco 0 X 1 Fluminense;20240518;2;2;0;59;0;0
Vasco 0 X 4 Fluminense;20240519;2;1;0;159;0;0
Vasco 1 X 1 Fluminense;20240519;2;1;0;195;0;0
Vasco 2 X 0 Fluminense;20240516;2;1;0;0;0;0
Vasco 2 X 2 Fluminense;20240515;2;2;0;6.5;0;0
Vasco 2 X 2 Fluminense;20240519;2;1;0;93.5;0;0
Vasco 3 X 1 Fluminense;20240518;2;1;0;119;0;0
Victor Gonzalez 1962;20240519;2;2;1;30;0;0
Vila Nova GO 2 X 3 Fluminense;20240517;2;2;0;13;0;0
Vinicius 2001;20240518;2;1;0;0;0;0
Vitoria nos 2 turnos;20240517;2;2;0;23.5;0;0
Waldemar 1956;20240514;2;1;0;31.5;0;0
Waldo 1961;20240514;2;2;0;66;0;0
Waldo 1961;20240517;2;1;1;39.5;0;0
Wilton Pereira Sampaio;20240514;2;2;0;21;0;0
Wagner 1993;20240513;2;1;0;16.5;0;0
Ezio 1995;20240515;2;2;0;50;0;0
(not set);20240516;1;1;0;35;0;0
1001 Turismo;20240519;1;1;0;3;0;0
12º Jogador;20240515;1;1;0;4;0;0
12º Jogador;20240517;1;1;0;16;0;0
12º Jogador em 1996;20240515;1;1;0;4;0;0
12º Jogador em 2007;20240515;1;1;0;5;0;0
12º Jogador em 2012;20240515;1;1;0;11;0;0
12º Jogador em 2017;20240515;1;1;0;5;0;0
12º Jogador em 2018;20240515;1;1;0;27;0;0
12º Jogador em 2019;20240515;1;1;0;4;0;0
12º Jogador em 2020;20240515;1;1;0;4;0;0
12º Jogador em 2021;20240515;1;1;0;17;0;0
12º Jogador em 2022;20240515;1;1;0;13;0;0
12º Jogador em 2023;20240515;1;1;0;21;0;0
12º Jogador em Ano;20240519;1;1;0;4;0;0
13º lugar;20240517;1;1;0;1;0;0
20 Maiores Artilheiros Anuais;20240513;1;1;0;14;0;0
20º lugar;20240513;1;1;0;25;0;0
20º lugar;20240517;1;1;0;5;0;0
30 Adversarios que mais jogamos;20240518;1;1;0;85;0;0
30 Estadios onde mais jogamos;20240514;1;1;0;45;0;0
30 Arbitros que mais apitaram;20240517;1;1;0;57;0;0
40 Maiores idolos;20240513;1;1;0;104;0;0
40 Maiores idolos;20240518;1;1;0;12;0;0
9º lugar;20240517;1;1;0;6;0;0
ABC 1 X 1 Fluminense;20240519;1;1;0;21;0;0
Abel - Libertadores da America;20240517;1;1;0;6;0;0
Abel 1976;20240513;1;1;0;5;0;0
Abel Hernandez 2021;20240514;1;1;0;47;0;0
Acrob 0 X 7 Fluminense;20240516;1;1;0;74;0;0
Ademir Menezes 1947;20240514;1;1;0;8;0;0
Adidas;20240519;1;1;0;5;0;0
Adilson 1973;20240513;1;1;0;4;0;0
Adolpho Simonsen 1905;20240514;1;1;0;0;0;0
Adversario;20240517;1;1;0;30;0;0
Adversario do mesmo estado;20240517;1;1;0;3;0;0
Adversario do mesmo estado em Campeonato;20240515;1;1;0;9;0;0
Adversario do mesmo pais;20240516;1;1;0;7;0;0
Adversario por ano;20240514;1;1;0;75;0;0
Adversario por ano;20240515;1;1;0;62;0;0
Adversario por ano;20240517;1;1;0;1;0;0
Adversario por cor;20240517;1;1;0;4;0;0
Adversario x Adversarios nos turnos;20240517;1;1;0;9;0;0
Adversario x Campeonato;20240513;1;1;0;240;0;0
Adversario x Campeonato;20240514;1;1;0;182;0;0
Adversario x Campeonato;20240516;1;1;0;17;0;0
Adversario x Campeonato;20240517;1;1;0;9;0;0
Adversario x Campeonato;20240518;1;1;0;13;0;0
Adversario x Campeonato x Estadio;20240517;1;1;0;11;0;0
Adversario x Estadio;20240516;1;1;0;13;0;0
Adversario x Estadio;20240517;1;1;0;8;0;0
Adversario x Jogador;20240515;1;1;0;47;0;0
Adversario x Jogador;20240519;1;1;0;34;0;0
Adversarios - Amarelo e Preto;20240516;1;1;0;11;0;0
Adversarios - Azul;20240516;1;1;0;5;0;0
Adversarios - tricolores;20240517;1;1;0;4;0;0
Adversarios Acre;20240516;1;1;0;2;0;0
Adversarios Alemanha;20240516;1;1;0;5;0;0
Adversarios Amazonas;20240516;1;1;0;4;0;0
Adversarios Argentina;20240516;1;1;0;33;0;0
Adversarios Argentina;20240517;1;1;0;4;0;0
Adversarios Bahia;20240517;1;1;0;17;0;0
Adversarios Brasil;20240513;1;1;0;19;0;0
Adversarios DF;20240516;1;1;0;1;0;0
Adversarios Inglaterra;20240513;1;1;0;11;0;0
Adversarios Internacionais;20240514;1;1;0;11;0;0
Adversarios Internacionais;20240516;1;1;0;2;0;0
Adversarios Internacionais;20240517;1;1;0;2;0;0
Adversarios Mocambique;20240513;1;1;0;7;0;0
Adversarios RJ;20240516;1;1;0;125;0;0
Adversarios Rio de Janeiro;20240516;1;1;0;16;0;0
Adversarios Rio de Janeiro;20240517;1;1;0;6;0;0
Adversarios Uruguai;20240515;1;1;0;2;0;0
Adversarios da Argentina;20240517;1;1;0;2;0;0
Adversarios da Paraguai;20240516;1;1;0;65;0;0
Adversarios da Peru;20240517;1;1;0;124;0;0
Adversarios do(a) Bahia;20240517;1;1;0;2;0;0
Agenor 2019;20240515;1;0;0;0;0;0
Ajaccio 2 X 5 Fluminense;20240514;1;1;0;24;0;0
Alamir 1981;20240519;1;1;0;6;0;0
Alan 2023;20240515;1;1;0;10;0;0
Alan 2023;20240519;1;1;0;23;0;0
Albino 1933;20240516;1;1;0;5;0;0
Aldo 1987;20240516;1;1;0;22;0;0
Alecyr 1959;20240514;1;1;0;77;0;0
Alejandro Villanueva;20240513;1;1;0;0;0;0
Alex 2018;20240519;1;1;0;15;0;0
Alexandre Torres 1991;20240518;1;1;1;6;0;0
Alexsander 2024;20240516;1;1;0;2;0;0
Alexsander 2024;20240518;1;1;0;3;0;0
Alianza Lima 1 X 1 Fluminense;20240514;1;1;0;132;0;0
Alianza Lima 1 X 3 Fluminense;20240517;1;1;0;10;0;0
Altair 1970;20240514;1;1;0;54;0;0
Altair 1970;20240516;1;1;0;5;0;0
Altair 1970;20240518;1;1;0;9;0;0
Americano 0 X 1 Fluminense;20240514;1;1;0;17;0;0
Americano 0 X 1 Fluminense;20240518;1;0;0;0;0;0
Americano 3 X 1 Fluminense;20240517;1;1;0;15;0;0
Amistoso Interestadual 1948;20240519;1;1;0;1;0;0
Amistoso Interestadual 1998;20240516;1;1;0;12;0;0
Amoroso 1968;20240513;1;1;0;14;0;0
America 0 X 0 Fluminense;20240515;1;1;0;36;0;0
America 1 X 4 Fluminense;20240519;1;1;0;10;0;0
America 2 X 1 Fluminense;20240513;1;1;0;1;0;0
America 2 X 4 Fluminense;20240515;1;1;0;0;0;0
America 3 X 5 Fluminense;20240519;1;1;0;0;0;0
America MG 0 X 0 Fluminense;20240513;1;1;0;1;0;0
America MG 1 X 1 Fluminense;20240519;1;1;0;8;0;0
America RN 0 X 3 Fluminense;20240519;1;1;0;9;0;0
America RN 1 X 2 Fluminense;20240517;1;1;0;2;0;0
Anderson Daronco;20240516;1;1;0;18;0;0
Anderson Daronco;20240517;1;1;0;6;0;0
Andre 2024;20240514;1;1;0;8;0;0
Andre 2024;20240516;1;1;0;3;0;0
Andre 2024;20240517;1;1;0;50;0;0
Andre 2024;20240519;1;1;0;1;0;0
Andre Miquimba 1997;20240516;1;1;1;1;0;0
Andre Moritz 2007;20240513;1;1;0;4;0;0
Andre Moritz 2007;20240517;1;1;0;3;0;0
Andre Moritz 2007;20240518;1;1;0;3;0;0
Andre Moritz 2007;20240519;1;1;0;6;0;0
Aniversariantes do dia;20240513;1;1;0;3;0;0
Aniversariantes do dia;20240514;1;1;0;16;0;0
Aniversariantes do dia;20240515;1;1;0;25;0;0
Aniversariantes do dia;20240519;1;1;0;5;0;0
Aniversariantes em 14 / 05;20240514;1;1;0;2;0;0
Aniversariantes em 15 / 05;20240514;1;1;0;1;0;0
Aniversariantes em 15 / 05;20240515;1;1;0;2;0;0
Aniversariantes em 16 / 05;20240514;1;1;0;14;0;0
Aniversariantes em 16 / 05;20240515;1;1;0;6;0;0
Aniversariantes em 17 / 05;20240515;1;1;0;2;0;0
Aniversariantes em 18 / 05;20240515;1;1;0;5;0;0
Aniversariantes em 19 / 05;20240519;1;1;0;10;0;0
Aniversariantes em 19 / 09;20240513;1;1;0;6;0;0
Ano 1997;20240514;1;1;0;1;0;0
Ano 1998;20240514;1;1;0;12;0;0
Ano 2005;20240514;1;1;0;1;0;0
Ano 2008;20240514;1;1;0;1;0;0
Ano 2009;20240514;1;1;0;1;0;0
Ano 2010;20240514;1;1;0;1;0;0
Ano 2011;20240514;1;1;0;1;0;0
Ano 2012;20240514;1;1;0;2;0;0
Ano 2013;20240514;1;1;0;1;0;0
Ano 2018;20240514;1;1;0;2;0;0
Ano 2019;20240514;1;1;0;2;0;0
Ano 2020;20240514;1;1;0;1;0;0
Ano 2021;20240514;1;1;0;1;0;0
Ano 2022;20240514;1;1;0;10;0;0
Ano 2023;20240514;1;1;0;2;0;0
Ano 2024;20240514;1;1;0;4;0;0
Ano a ano;20240514;1;1;0;28;0;0
Anselmo 1972;20240513;1;1;0;0;0;0
Anselmo 1972;20240519;1;1;0;0;0;0
Antonio Carlos 2024;20240517;1;1;0;22;0;0
Antonio Carlos 2024;20240518;1;1;0;2;0;0
Antonio Miranda;20240514;1;1;0;22;0;0
Aproveitamento Tecnicos em classicos;20240518;1;1;0;16;0;0
Aproveitamento Arbitros;20240517;1;1;0;183;0;0
Argentinos Juniors 1 X 1 Fluminense;20240515;1;1;0;2;0;0
Argentinos Juniors 1 X 1 Fluminense;20240518;1;1;0;12;0;0
Armandinho 1935;20240514;1;1;0;5;0;0
Armando Marques;20240517;1;1;0;6;0;0
Arnaldo Cesar Coelho;20240517;1;1;0;1;0;0
Aroldo 1948;20240513;1;1;0;10;0;0
Aroldo 1948;20240516;1;1;1;8;0;0
Arthur 2024;20240519;1;1;0;8;0;0
Artilheiro por periodo;20240515;1;1;0;0;0;0
Artilheiros Anuais;20240515;1;1;0;11;0;0
Artilheiros Estrangeiros;20240515;1;1;0;14;0;0
Artilheiros Estrangeiros;20240518;1;1;0;27;0;0
Artilheiros ano a ano;20240516;1;1;0;16;0;0
Artilheiros contra Cerro Portenho;20240516;1;1;0;15;0;0
Artilheiros contra Cerro Portenho;20240518;1;1;0;7;0;0
Artilheiros em 2024;20240518;1;1;0;34;0;0
Artilheiros em jogos oficiais;20240514;1;1;0;19;0;0
Artilheiros em jogos oficiais;20240517;1;1;0;4;0;0
Artilheiros em jogos oficiais;20240519;1;1;0;10;0;0
Artilheiros em turnos;20240515;1;1;0;96;0;0
Artilheiros em turnos;20240517;1;1;0;118;0;0
Artilheiros em turnos;20240518;1;1;0;10;0;0
Artilheiros mais novos;20240515;1;1;0;2;0;0
Artilheiros na temporada 1904;20240519;1;1;0;7;0;0
Artilheiros na temporada 1994;20240515;1;1;0;3;0;0
Artilheiros na temporada 1995;20240515;1;1;0;16;0;0
Artilheiros na temporada 1995;20240519;1;1;0;20;0;0
Artilheiros na temporada 1996;20240515;1;1;0;21;0;0
Artilheiros na temporada 1996;20240519;1;1;0;13;0;0
Artilheiros na temporada 1997;20240519;1;1;0;8;0;0
Artilheiros na temporada 1998;20240519;1;1;0;9;0;0
Artilheiros na temporada 1999;20240519;1;1;0;16;0;0
Artilheiros na temporada 2000;20240519;1;1;0;8;0;0
Artilheiros na temporada 2001;20240519;1;1;0;6;0;0
Artilheiros na temporada 2002;20240519;1;1;0;13;0;0
Artilheiros na temporada 2003;20240519;1;1;0;16;0;0
Artilheiros na temporada 2004;20240519;1;1;0;10;0;0
Artilheiros na temporada 2005;20240519;1;1;0;9;0;0
Artilheiros na temporada 2006;20240515;1;1;0;9;0;0
Artilheiros na temporada 2006;20240519;1;1;0;10;0;0
Artilheiros na temporada 2007;20240519;1;1;0;17;0;0
Artilheiros na temporada 2008;20240519;1;1;0;26;0;0
Artilheiros na temporada 2009;20240515;1;1;0;13;0;0
Artilheiros na temporada 2009;20240519;1;1;0;10;0;0
Artilheiros na temporada 2010;20240519;1;1;0;15;0;0
Artilheiros na temporada 2011;20240519;1;1;0;12;0;0
Artilheiros na temporada 2012;20240519;1;1;0;12;0;0
Artilheiros na temporada 2013;20240519;1;1;0;10;0;0
Artilheiros na temporada 2014;20240519;1;1;0;7;0;0
Artilheiros na temporada 2015;20240519;1;1;0;11;0;0
Artilheiros na temporada 2016;20240515;1;1;0;8;0;0
Artilheiros na temporada 2016;20240519;1;1;0;16;0;0
Artilheiros na temporada 2017;20240515;1;1;0;13;0;0
Artilheiros na temporada 2017;20240519;1;1;0;16;0;0
Artilheiros na temporada 2018;20240515;1;1;0;7;0;0
Artilheiros na temporada 2018;20240519;1;1;0;8;0;0
Artilheiros na temporada 2019;20240515;1;1;0;25;0;0
Artilheiros na temporada 2019;20240519;1;1;0;14;0;0
Artilheiros na temporada 2020;20240515;1;1;0;12;0;0
Artilheiros na temporada 2020;20240519;1;1;0;10;0;0
Artilheiros na temporada 2021;20240515;1;1;0;9;0;0
Artilheiros na temporada 2021;20240519;1;1;0;12;0;0
Artilheiros na temporada 2022;20240515;1;1;0;15;0;0
Artilheiros na temporada 2022;20240519;1;1;0;20;0;0
Artilheiros na temporada 2023;20240519;1;1;0;25;0;0
Artilheiros na temporada 2024;20240517;1;1;0;40;0;0
Artilheiros na temporada 2024;20240519;1;1;0;13;0;0
Artilheiros no(a) Carioca;20240513;1;1;0;97;0;0
Artilheiros no(a) Copa do Brasil;20240514;1;1;0;0;0;0
Artilheiros no(a) Libertadores da America;20240515;1;1;0;50;0;0
Artilheiros no(a) Libertadores da America;20240517;1;1;0;14;0;0
Artilheiros no(a) Libertadores da America 2021;20240518;1;1;0;4;0;0
Artilheiros no(a) Libertadores da America 2022;20240518;1;1;0;2;0;0
Artilheiros no(a) Libertadores da America 2023;20240518;1;1;0;5;0;0
Artilheiros no(a) Maracana;20240515;1;1;0;11;0;0
Arturzinho 1979;20240514;1;1;0;21;0;0
Ary 1932;20240513;1;1;0;8;0;0
Assis 1975;20240516;1;1;0;59;0;0
Assis 1975;20240518;1;1;0;4;0;0
Assistencias - Libertadores da America;20240516;1;1;0;9;0;0
Assistencias - Libertadores da America;20240517;1;1;0;8;0;0
Assistencias do Antonio Carlos;20240517;1;1;0;0;0;0
Assistencias em Ano;20240518;1;1;0;1;0;0
Assistencias em Campeonato;20240516;1;1;0;10;0;0
Assistencias em Campeonato;20240517;1;1;0;5;0;0
Ataque/Defesa no(a) Brasileiro;20240518;1;1;0;14;0;0
Athletico PR 0 X 1 Fluminense;20240514;1;1;0;2;0;0
Athletico PR 0 X 1 Fluminense;20240517;1;1;0;1;0;0
Athletico PR 0 X 3 Fluminense;20240519;1;1;0;6;0;0
Athletico PR 0 X 4 Fluminense;20240519;1;1;0;123;0;0
Athletico PR 1 X 2 Fluminense;20240515;1;1;0;14;0;0
Athletico PR 2 X 2 Fluminense;20240515;1;1;0;0;0;0
Athletico PR 3 X 1 Fluminense;20240513;1;1;0;1;0;0
Athletico PR 5 X 2 Fluminense;20240518;1;1;0;169;0;0
Atletico GO - Brasileiro;20240517;1;1;0;53;0;0
Atletico GO - Brasileiro - Maracana;20240517;1;1;0;23;0;0
Atletico GO - Maracana;20240517;1;1;0;24;0;0
Atletico GO 0 X 2 Fluminense;20240515;1;1;0;15;0;0
Atletico GO 2 X 1 Fluminense;20240514;1;1;0;3;0;0
Atletico GO 2 X 1 Fluminense;20240515;1;1;0;8;0;0
Atletico GO 3 X 1 Fluminense;20240514;1;1;0;1;0;0
Atletico GO nos turnos;20240517;1;1;0;5;0;0
Atletico MG - Brasileiro;20240513;1;1;0;53;0;0
Atletico MG 0 X 0 Fluminense;20240514;1;1;0;4;0;0
Atletico MG 1 X 1 Fluminense;20240514;1;1;0;2;0;0
Atletico MG 1 X 2 Fluminense;20240519;1;1;0;9;0;0
Atletico MG 1 X 3 Fluminense;20240515;1;1;0;2;0;0
Atletico MG 2 X 0 Fluminense;20240519;1;1;0;2;0;0
Atletico MG 2 X 1 Fluminense;20240515;1;1;0;4;0;0
Atletico MG 3 X 0 Fluminense;20240519;1;1;0;1;0;0
Atletico MG 3 X 1 Fluminense;20240516;1;1;0;0;0;0
Atletico MG 5 X 2 Fluminense;20240513;1;1;0;1;0;0
Atuacao x Resultado - Waldemar Nader;20240516;1;1;0;9;0;0
Audax 0 X 1 Fluminense;20240519;1;1;0;5;0;0
Avai 0 X 3 Fluminense;20240514;1;0;0;0;0;0
Avai 0 X 3 Fluminense;20240515;1;1;0;7;0;0
Avai 1 X 0 Fluminense;20240515;1;1;0;16;0;0
Bahia 0 X 1 Fluminense;20240519;1;1;0;1;0;0
Bahia 1 X 3 Fluminense;20240519;1;1;0;300;0;0
Bahia 2 X 1 Fluminense;20240513;1;1;0;7;0;0
Bahia 2 X 1 Fluminense;20240515;1;1;0;2;0;0
Bahia 2 X 2 Fluminense;20240517;1;1;0;5;0;0
Banco Nacional;20240519;1;1;0;3;0;0
Bangu 0 X 2 Fluminense;20240515;1;1;0;3;0;0
Bangu 0 X 3 Fluminense;20240515;1;1;0;412;0;0
Bangu 0 X 4 Fluminense;20240519;1;1;0;16;0;0
Bangu 1 X 1 Fluminense;20240518;1;1;0;37;0;0
Bangu 1 X 1 Fluminense;20240519;1;1;0;68;0;0
Bangu 2 X 3 Fluminense;20240518;1;1;0;66;0;0
Bangu 2 X 5 Fluminense;20240518;1;1;0;752;0;0
Bangu 2 X 5 Fluminense;20240519;1;1;0;25;0;0
Bangu 3 X 2 Fluminense;20240519;1;1;0;163;0;0
Bayern de Munique 1 X 0 Fluminense;20240515;1;1;0;10;0;0
Beletti 2010;20240519;1;1;0;54;0;0
Bendel Club 1 X 0 Fluminense;20240516;1;1;0;6;0;0
Bermudez 1934;20240516;1;1;0;18;0;0
Bigode 1956;20240518;1;1;0;31;0;0
Bismarck 2002;20240515;1;1;0;21;0;0
Boavista 0 X 0 Fluminense;20240517;1;1;0;7;0;0
Boavista 2 X 2 Fluminense;20240519;1;1;0;19;0;0
Bobo 1992;20240517;1;1;0;20;0;0
Boca Juniors 1 X 2 Fluminense;20240515;1;1;0;29;0;0
Bonsucesso 0 X 1 Fluminense;20240519;1;1;0;40;0;0
Bonsucesso 0 X 2 Fluminense;20240514;1;1;0;9;0;0
Bonsucesso 1 X 3 Fluminense;20240515;1;1;0;34;0;0
Bonsucesso 2 X 6 Fluminense;20240518;1;1;0;17;0;0
Bonsucesso 2 X 6 Fluminense;20240519;1;1;0;40;0;0
Bonsucesso 2 X 8 Fluminense;20240515;1;1;0;129;0;0
Bonsucesso 3 X 4 Fluminense;20240519;1;1;0;14;0;0
Botafogo - Brasileiro;20240513;1;1;0;3;0;0
Botafogo - Brasileiro;20240514;1;1;0;12;0;0
Botafogo - Torneio Roberto Gomes Pedrosa;20240514;1;1;0;7;0;0
Botafogo 0 X 1 Fluminense;20240514;1;1;0;2;0;0
Botafogo 0 X 1 Fluminense;20240518;1;1;0;433;0;0
Botafogo 0 X 1 Fluminense;20240519;1;1;0;27;0;0
Botafogo 0 X 2 Fluminense;20240513;1;1;0;64;0;0
Botafogo 0 X 2 Fluminense;20240515;1;1;0;310;0;0
Botafogo 1 X 0 Fluminense;20240513;1;1;0;23;0;0
Botafogo 1 X 0 Fluminense;20240519;1;1;0;338;0;0
Botafogo 1 X 1 Fluminense;20240514;1;1;0;5;0;0
Botafogo 1 X 1 Fluminense;20240515;1;1;0;2;0;0
Botafogo 1 X 2 Fluminense;20240513;1;1;0;6;0;0
Botafogo 1 X 2 Fluminense;20240519;1;1;0;159;0;0
Botafogo 2 X 0 Fluminense;20240513;1;1;0;28;0;0
Botafogo 2 X 0 Fluminense;20240519;1;1;0;47;0;0
Botafogo 2 X 1 Fluminense;20240513;1;1;0;1;0;0
Botafogo 2 X 1 Fluminense;20240519;1;1;0;109;0;0
Botafogo 2 X 2 Fluminense;20240518;1;1;0;45;0;0
Botafogo 3 X 3 Fluminense;20240515;1;1;0;157;0;0
Botafogo 4 X 1 Fluminense;20240519;1;1;0;6;0;0
Botafogo 4 X 2 Fluminense;20240515;1;1;0;1;0;0
Botafogo 5 X 5 Fluminense;20240519;1;1;0;204;0;0
Botafogo SP 1 X 1 Fluminense;20240519;1;1;1;31;0;0
Bragantino 1 X 0 Fluminense;20240515;1;1;0;2;0;0
Bragantino 2 X 1 Fluminense;20240514;1;1;0;2;0;0
Branca 1973 - 1977;20240518;1;1;0;8;0;0
Branca 1998;20240515;1;1;0;19;0;0
Branca 1999 - 2000;20240518;1;1;0;3;0;0
Branca 2003;20240518;1;1;0;2;0;0
Branca 2004 - 2005;20240518;1;1;0;9;0;0
Branca 2006 - 2007;20240518;1;1;0;73;0;0
Branca 2008;20240518;1;1;0;8;0;0
Branca 2012;20240513;1;1;0;17;0;0
Branca 2024;20240514;1;1;0;2;0;0
Branco 1998;20240515;1;1;0;0;0;0
Branco 1998;20240517;1;1;0;42;0;0
Brant 1941;20240518;1;1;0;5;0;0
Brasileiro;20240515;1;1;0;17;0;0
Brasileiro;20240516;1;1;0;9;0;0
Brasileiro - 1º Turno 2023;20240517;1;1;0;2;0;0
Brasileiro - 2º Turno 2011;20240517;1;1;0;1;0;0
Brasileiro 1971;20240518;1;1;0;27;0;0
Brasileiro 1973;20240513;1;1;0;34;0;0
