# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240101
# Data de termino: 20240108
Grupo de canais padrao do primeiro usuario;Data;Novos usuarios;Sessoes engajadas;Taxa de engajamento;Sessoes engajadas por usuario;Tempo medio de engajamento;Contagem de eventos;Conversoes;Receita total
Organic Search;20240108;148;142;0.8068181818181818;0.8765432098765432;51.80246913580247;1191;0;0
Organic Search;20240104;67;61;0.6853932584269663;0.7625;122.925;1299;0;0
Organic Search;20240103;59;56;0.7777777777777778;0.8615384615384616;87.93846153846154;605;0;0
Organic Search;20240106;41;40;0.6153846153846154;0.7692307692307693;64.63461538461539;648;0;0
Organic Search;20240107;37;41;0.7321428571428571;0.803921568627451;82.01960784313725;479;0;0
Organic Search;20240102;36;41;0.803921568627451;0.9111111111111111;87.53333333333333;912;0;0
Organic Search;20240105;36;29;0.5918367346938775;0.6744186046511628;59.883720930232556;436;0;0
Organic Search;20240101;27;32;0.8648648648648649;0.9411764705882353;45.61764705882353;303;0;0
Direct;20240102;14;36;0.6101694915254238;1.0909090909090908;143.4848484848485;687;0;0
Direct;20240107;14;33;0.7021276595744681;1.1379310344827587;172.17241379310346;998;0;0
Direct;20240108;14;40;0.6349206349206349;1.1111111111111112;101.55555555555556;877;0;0
Direct;20240101;13;33;0.717391304347826;1.2692307692307692;222.26923076923077;1552;0;0
Direct;20240106;13;34;0.8095238095238095;1.1333333333333333;118.13333333333334;990;0;0
Direct;20240104;11;39;0.7090909090909091;1.21875;75.3125;755;0;0
Direct;20240105;10;29;0.6904761904761905;1;129.51724137931035;999;0;0
Direct;20240103;9;30;0.7142857142857143;1.25;168.58333333333334;906;0;0
Referral;20240102;4;8;0.8888888888888888;1.6;2703.6;373;0;0
Referral;20240105;2;6;0.6666666666666666;2;11858.666666666666;988;0;0
Referral;20240106;2;8;0.8888888888888888;2.6666666666666665;12125.333333333334;1060;0;0
Organic Social;20240108;1;0;0;0;8;5;0;0
Referral;20240103;1;4;1;2;9497.5;351;0;0
Referral;20240104;1;8;1;2.6666666666666665;12667.333333333334;1036;0;0
Referral;20240107;1;5;0.8333333333333334;2.5;13348.5;1298;0;0
Referral;20240108;0;3;1;3;21100;836;0;0
