# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240513
# Data de termino: 20240519
Nome do evento;Data;Contagem de eventos;Total de usuarios;Contagem de eventos por usuario;Receita total
page_view;20240516;1304;163;8.467532467532468;0
page_view;20240515;1282;102;13.934782608695652;0
user_engagement;20240516;1081;132;8.18939393939394;0
user_engagement;20240515;1053;77;13.855263157894736;0
page_view;20240514;965;102;9.747474747474747;0
page_view;20240517;950;106;9.5;0
page_view;20240519;911;78;12.479452054794521;0
user_engagement;20240517;850;94;9.23913043478261;0
page_view;20240518;829;87;10.3625;0
page_view;20240513;781;125;6.508333333333334;0
user_engagement;20240514;774;89;8.696629213483146;0
scroll;20240515;757;75;10.51388888888889;0
scroll;20240516;713;104;6.990196078431373;0
scroll;20240519;644;64;10.222222222222221;0
user_engagement;20240518;639;70;9.128571428571428;0
user_engagement;20240513;591;110;5.472222222222222;0
scroll;20240517;556;86;6.619047619047619;0
scroll;20240514;512;73;7.013698630136986;0
user_engagement;20240519;472;64;7.492063492063492;0
form_submit;20240519;434;35;12.4;0
scroll;20240518;432;68;6.447761194029851;0
scroll;20240513;406;91;4.561797752808989;0
click;20240519;360;6;60;0
form_submit;20240516;280;71;3.943661971830986;0
form_submit;20240515;278;48;5.791666666666667;0
form_submit;20240514;273;43;6.348837209302325;0
form_submit;20240518;235;36;6.527777777777778;0
form_submit;20240513;232;63;3.6825396825396823;0
session_start;20240516;216;160;1.4304635761589404;0
form_submit;20240517;207;55;3.7636363636363637;0
form_start;20240516;198;71;2.788732394366197;0
click;20240518;178;11;16.181818181818183;0
form_start;20240514;178;44;4.045454545454546;0
session_start;20240513;172;126;1.4333333333333333;0
session_start;20240517;148;107;1.494949494949495;0
form_start;20240517;147;56;2.625;0
session_start;20240515;140;103;1.5217391304347827;0
form_start;20240513;136;63;2.1587301587301586;0
session_start;20240514;134;102;1.3535353535353536;0
form_start;20240515;128;49;2.6122448979591835;0
click;20240516;117;16;7.3125;0
session_start;20240518;117;87;1.4625;0
session_start;20240519;113;79;1.547945205479452;0
form_start;20240518;111;37;3;0
click;20240515;101;16;6.3125;0
form_start;20240519;97;37;2.6216216216216215;0
first_visit;20240516;96;96;1;0
click;20240517;94;10;9.4;0
first_visit;20240513;68;68;1;0
first_visit;20240514;59;59;1;0
first_visit;20240517;55;55;1;0
first_visit;20240518;51;51;1;0
first_visit;20240515;50;50;1;0
first_visit;20240519;43;43;1;0
click;20240513;41;14;2.9285714285714284;0
click;20240514;35;15;2.3333333333333335;0
