# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;Usuarios
0000;77
0001;79
0002;61
0003;94
0004;71
0005;255
0006;77

# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;Novos usuarios
0000;45
0001;46
0002;27
0003;50
0004;41
0005;238
0006;59

# Qual e a tendencia dos usuarios ativos?
# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;30 dias;7 dias;1 dia
0000;1859;445;77
0001;1857;441;79
0002;1837;418;61
0003;1778;400;94
0004;1768;414;71
0005;1967;606;255
0006;1986;619;77

#  
# Data de inicio: 20240708
# Data de termino: 20240714
Nome do publico-alvo;Usuarios
All Users;619

#  
# Data de inicio: 20240708
# Data de termino: 20240714
Nome do evento;Contagem de eventos
page_view;4622
user_engagement;3651
scroll;2078
form_submit;1120
session_start;930
form_start;611
first_visit;506
click;327

#  
# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;Tempo medio de engajamento
0000;129.44155844155844
0001;104.89873417721519
0002;169.49180327868854
0003;168.69148936170214
0004;197.6338028169014
0005;41.627450980392155
0006;152.83116883116884

# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;Sessoes engajadas por usuario
0000;0.987012987012987
0001;1.0253164556962024
0002;1.0655737704918034
0003;1.0638297872340425
0004;1.267605633802817
0005;0.17254901960784313
0006;0.6233766233766234

# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;Tempo de engajamento medio por sessao
0000;86.66956521739131
0001;72.69298245614036
0002;123.08333333333333
0003;117.45925925925926
0004;117.91596638655462
0005;39.025735294117645
0006;123.87368421052632

#  
# Data de inicio: 20240708
# Data de termino: 20240714
Nº dia;DAU / MAU;DAU / WAU;WAU / MAU
0000;0.04142011834319527;0.17303370786516853;0.23937600860677785
0001;0.04254173397953689;0.17913832199546487;0.23747980613893377
0002;0.03320631464344039;0.145933014354067;0.2275449101796407
0003;0.052868391451068614;0.235;0.2249718785151856
0004;0.040158371040723985;0.17149758454106281;0.2341628959276018
0005;0.12963904422979156;0.4207920792079208;0.30808337569903405
0006;0.03877139979859013;0.12439418416801293;0.3116817724068479
