# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240701
# Data de termino: 20240707
Titulo da pagina e nome da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
Todos os Jogos contra Mano Menezes;20240701;4;3;0;54.75;0;0;0
Tecnico;20240701;4;4;0;6.25;0;0;0
Arbitros;20240706;4;3;0;5.25;0;0;0
Adversario x Estadio;20240704;3;3;0;19.333333333333332;0;0;0
Botafogo SP 1 X 1 Fluminense;20240702;3;3;3;59.666666666666664;0;0;0
Campeonatos;20240707;3;2;0;6.333333333333333;0;0;0
Consulta Tecnico Adversario;20240701;3;3;0;20.333333333333332;0;0;0
Consulta Tecnico Adversario;20240704;3;3;0;9.666666666666666;0;0;0
Curiosidades e Titulos;20240701;3;2;0;64;0;0;0
Especiais Historicos;20240704;3;3;0;10.666666666666666;0;0;0
Especiais Historicos;20240705;3;3;0;14;0;0;0
Especiais Historicos;20240707;3;1;0;4.666666666666667;0;0;0
Especiais Jogadores;20240701;3;3;0;7;0;0;0
Especiais Jogadores;20240704;3;3;0;17.333333333333332;0;0;0
Especiais Jogos;20240707;3;1;0;5.666666666666667;0;0;0
Especiais Sequencias;20240705;3;3;0;8.666666666666666;0;0;0
Especiais Tecnico;20240702;3;3;0;354.3333333333333;0;0;0
Especiais Tecnicos Adversarios;20240701;3;3;0;18;0;0;0
Especiais Tecnicos Adversarios;20240704;3;3;0;8;0;0;0
Estadios;20240704;3;3;0;29.666666666666668;0;0;0
Fluminense 0 X 0 Vasco;20240701;3;2;0;9;0;0;0
Fluminense 0 X 1 Flamengo;20240701;3;2;0;5.666666666666667;0;0;0
Fluminense 1 X 0 Botafogo;20240701;3;3;0;17;0;0;0
Fluminense 1 X 0 Flamengo;20240701;3;3;2;27;0;0;0
Fluminense 1 X 0 Internacional;20240703;3;2;0;1;0;0;0
Fluminense 2 X 2 Joinville;20240701;3;3;1;8.666666666666666;0;0;0
Fluminense 3 X 1 Athletico PR;20240701;3;2;0;4;0;0;0
Fluminense 7 X 2 Botafogo;20240702;3;3;2;102;0;0;0
Fluminense x Gremio-RS;20240703;3;3;0;13.666666666666666;0;0;0
German Cano 2024;20240704;3;2;1;0.3333333333333333;0;0;0
German Cano 2024;20240705;3;3;1;24;0;0;0
Informacoes Gerais;20240704;3;3;0;16.333333333333332;0;0;0
Jardel 1967;20240705;3;3;3;97;0;0;0
Maiores Artilheiros;20240705;3;2;0;103.33333333333333;0;0;0
Mais jogos no elenco atual;20240702;3;2;0;0;0;0;0
Marcas Historicas Atuais;20240707;3;1;0;11.666666666666666;0;0;0
Marcelo 2024;20240705;3;1;0;0;0;0;0
Mascotes;20240701;3;2;2;5.333333333333333;0;0;0
Mascotes;20240706;3;3;0;20.333333333333332;0;0;0
Nonato 2022;20240703;3;3;0;43;0;0;0
Paulo Henrique Ganso 2024;20240703;3;1;0;40.666666666666664;0;0;0
Paulo Henrique Ganso 2024;20240706;3;3;0;7.666666666666667;0;0;0
Rio Cricket 1 X 2 Fluminense;20240703;3;2;0;303;0;0;0
Samuel Xavier 2024;20240704;3;2;2;0;0;0;0
Sequencias em Campeonato;20240707;3;1;0;71;0;0;0
Sidney 2003;20240701;3;3;0;39.333333333333336;0;0;0
Tecnico;20240704;3;3;0;7.666666666666667;0;0;0
Tecnico;20240705;3;3;0;5.666666666666667;0;0;0
Wellerson 1997;20240705;3;1;1;0;0;0;0
Ultimas Sequencias de 7 no Brasileiro;20240701;3;3;0;40;0;0;0
Ultimos Jogos;20240707;3;1;0;8.666666666666666;0;0;0
20 Maiores Artilheiros Anuais;20240704;2;2;0;8;0;0;0
ABC 1 X 1 Fluminense;20240704;2;2;0;65;0;0;0
Adversario x Campeonato;20240703;2;2;0;17.5;0;0;0
Ailton 1996;20240702;2;2;0;8;0;0;0
Americano 0 X 3 Fluminense;20240701;2;2;0;1.5;0;0;0
Andre 2024;20240702;2;2;1;23.5;0;0;0
Andre 2024;20240705;2;2;0;19.5;0;0;0
Andre 2024;20240707;2;2;0;62;0;0;0
Arinelson 1999;20240703;2;2;2;8;0;0;0
Artilheiros na temporada 2024;20240705;2;2;0;30;0;0;0
Artilheiros na temporada 2024;20240707;2;2;0;22;0;0;0
Assis 1987;20240706;2;2;0;17;0;0;0
Assistencias do Pedro;20240701;2;1;0;0;0;0;0
Bangu 0 X 1 Fluminense;20240701;2;2;0;10;0;0;0
Botafogo 0 X 1 Fluminense;20240703;2;2;0;2.5;0;0;0
Botafogo 1 X 0 Fluminense;20240701;2;2;0;4.5;0;0;0
Botafogo 1 X 1 Fluminense;20240706;2;1;0;497.5;0;0;0
Botafogo SP 1 X 1 Fluminense;20240707;2;2;2;49.5;0;0;0
Branca 2024;20240707;2;2;0;18;0;0;0
Brasileiro 2024;20240705;2;2;0;8;0;0;0
Brasileiro Serie B 1998;20240702;2;2;2;60.5;0;0;0
Cafuringa 1977;20240705;2;2;0;67;0;0;0
Camisa;20240706;2;1;0;11;0;0;0
Camisa ano a ano;20240706;2;1;0;18;0;0;0
Campeonatos;20240701;2;2;0;28.5;0;0;0
Carioca 2005;20240702;2;1;0;44;0;0;0
Consolidados de turnos;20240704;2;1;0;0;0;0;0
Escurinho 1964;20240703;2;1;0;0;0;0;0
Especiais Adversarios;20240705;2;2;0;9;0;0;0
Especiais Campeonatos;20240705;2;2;0;10.5;0;0;0
Especiais Gols e Penalties;20240706;2;1;0;12.5;0;0;0
Especiais Historicos;20240701;2;1;0;0;0;0;0
Especiais Jogos;20240701;2;2;0;16;0;0;0
Especiais Jogos;20240705;2;2;0;14;0;0;0
Especiais Jogos;20240706;2;2;0;5.5;0;0;0
Especiais Tecnicos Adversarios;20240702;2;2;0;8;0;0;0
Estadios;20240703;2;2;0;4.5;0;0;0
Felipe Fernandes de Lima;20240703;2;2;0;19;0;0;0
Felipe Fernandes de Lima;20240705;2;2;0;36;0;0;0
Flamengo 0 X 0 Fluminense;20240701;2;1;0;11.5;0;0;0
Flamengo 0 X 0 Fluminense;20240704;2;2;1;35.5;0;0;0
Flamengo 2 X 0 Fluminense;20240701;2;1;0;19;0;0;0
Fluminense 0 X 0 Botafogo;20240701;2;2;0;5.5;0;0;0
Fluminense 0 X 1 Flamengo;20240705;2;2;0;15.5;0;0;0
Fluminense 0 X 1 Palmeiras;20240701;2;2;0;57.5;0;0;0
Fluminense 0 X 1 Vitoria BA;20240705;2;2;0;7.5;0;0;0
Fluminense 0 X 3 Paulistano;20240707;2;1;0;0;0;0;0
Fluminense 1 X 0 Bayern de Munique;20240703;2;2;1;11;0;0;0
Fluminense 1 X 1 Bonsucesso;20240707;2;1;0;10.5;0;0;0
Fluminense 1 X 1 Corinthians;20240701;2;2;0;2.5;0;0;0
Fluminense 1 X 1 Internacional;20240704;2;2;0;26.5;0;0;0
Fluminense 1 X 1 Sao Paulo;20240706;2;2;2;49;0;0;0
Fluminense 1 X 2 Atletico GO;20240701;2;1;0;7.5;0;0;0
Fluminense 2 X 0 Internacional;20240701;2;2;0;2.5;0;0;0
Fluminense 2 X 1 Internacional;20240703;2;2;0;10.5;0;0;0
Fluminense 2 X 1 Paysandu Cricket;20240704;2;1;0;27.5;0;0;0
Fluminense 2 X 1 Vasco;20240705;2;1;0;6.5;0;0;0
Fluminense 2 X 2 Atletico MG;20240701;2;2;1;9;0;0;0
Fluminense 2 X 2 Joinville;20240702;2;2;1;6;0;0;0
Fluminense 2 X 2 Joinville;20240704;2;2;1;10.5;0;0;0
Fluminense 2 X 3 ABC;20240701;2;2;2;65;0;0;0
Fluminense 2 X 3 ABC;20240702;2;2;2;22;0;0;0
Fluminense 2 X 3 Gremio;20240704;2;1;0;1.5;0;0;0
Fluminense 3 X 0 Friburguense;20240701;2;1;0;9;0;0;0
Fluminense 3 X 0 Internacional;20240704;2;2;2;59.5;0;0;0
Fluminense 3 X 0 Nova Iguacu;20240701;2;1;0;6;0;0;0
Fluminense 3 X 1 Operario MT;20240704;2;1;0;36.5;0;0;0
Fluminense 3 X 2 Goias;20240701;2;1;0;0;0;0;0
Fluminense 4 X 1 Corinthians;20240707;2;1;0;57;0;0;0
Fluminense x Anapolina-GO;20240704;2;1;1;0;0;0;0
Fluminense x Colo Colo-Chile;20240706;2;1;0;0;0;0;0
Fluminense x Gremio-RS;20240701;2;1;0;17;0;0;0
Fluminense x Gremio-RS;20240702;2;1;0;0.5;0;0;0
Fluminense x Internacional-RS;20240701;2;2;0;11;0;0;0
Fluminense x Juventude-RS;20240706;2;1;0;16;0;0;0
Fluminense x Moto Club-MA;20240701;2;2;2;11;0;0;0
Fluminense x Palmeiras-SP;20240705;2;1;0;24;0;0;0
Fluminense x Parana-PR;20240706;2;1;0;1.5;0;0;0
Fluminense x Sao Raimundo-AM;20240701;2;2;1;104;0;0;0
Fluminense x Vasco-RJ;20240707;2;2;1;40;0;0;0
Fortaleza 1 X 0 Fluminense;20240707;2;2;0;44;0;0;0
Fortaleza 2 X 5 Fluminense;20240707;2;1;0;0;0;0;0
Gabriel Pires 2024;20240705;2;1;1;0;0;0;0
German Cano 2024;20240701;2;2;2;16;0;0;0
German Cano 2024;20240702;2;2;0;1;0;0;0
German Cano 2024;20240703;2;2;2;2;0;0;0
Gerson 2016;20240705;2;1;0;2;0;0;0
Goleiros com mais jogos;20240705;2;2;0;34.5;0;0;0
Gols do Ailton;20240702;2;2;0;6;0;0;0
Gols do Gerson;20240705;2;1;0;10;0;0;0
Gremio 1 X 0 Fluminense;20240705;2;2;0;5;0;0;0
Gremio 2 X 1 Fluminense;20240701;2;2;0;20.5;0;0;0
Informacoes Gerais;20240702;2;2;0;8.5;0;0;0
Informacoes Gerais;20240703;2;2;0;17;0;0;0
Informacoes Gerais;20240706;2;2;0;25;0;0;0
Inter Limeira 0 X 1 Fluminense;20240701;2;2;0;62;0;0;0
Internacional - Brasileiro;20240703;2;1;0;24;0;0;0
Internacional - Maracana;20240704;2;2;0;12.5;0;0;0
Jesus Valenzuela;20240703;2;1;0;0;0;0;0
Jogos em 12 / 2009;20240706;2;1;0;6.5;0;0;0
Jogos em mm/aaaa;20240701;2;2;0;16.5;0;0;0
Jose Mendonca da Silva Jr.;20240702;2;1;0;0;0;0;0
Laerte 2004;20240707;2;2;2;27;0;0;0
Lafaiete 1956;20240701;2;2;2;97;0;0;0
Laranjeiras;20240704;2;2;1;43.5;0;0;0
Lele 2024;20240705;2;2;0;21;0;0;0
Madureira 0 X 1 Fluminense;20240701;2;1;0;6;0;0;0
Maior Artilheiro em Temporada;20240705;2;2;0;3;0;0;0
Maior Artilheiro em Temporada;20240707;2;2;0;15.5;0;0;0
Maiores Artilheiros;20240702;2;2;0;74.5;0;0;0
Maiores Artilheiros;20240704;2;2;0;23;0;0;0
Maiores Artilheiros;20240707;2;2;0;31.5;0;0;0
Mais jogos em Campeonato;20240707;2;1;0;6.5;0;0;0
Mais jogos em Estadio;20240704;2;2;0;3;0;0;0
Mais jogos no elenco atual;20240703;2;0;0;0;0;0;0
Mais jogos no elenco atual;20240707;2;1;0;55;0;0;0
Mais jogos no(a) Alfredo Jaconi;20240704;2;2;0;10.5;0;0;0
Mais jogos no(a) Brasileiro 2024;20240707;2;1;0;20;0;0;0
Maracana;20240703;2;2;0;6.5;0;0;0
Marcelo 2024;20240704;2;1;0;16.5;0;0;0
Marcelo 2024;20240706;2;2;0;3;0;0;0
Marlon 2024;20240702;2;2;0;60;0;0;0
Marlon 2024;20240703;2;2;0;59;0;0;0
Milan 0 X 1 Fluminense;20240706;2;2;1;24;0;0;0
Nonato 2022;20240706;2;2;0;35;0;0;0
Passagem de Tecnico;20240702;2;2;0;202;0;0;0
Paulo Cesar Zanovelli;20240707;2;1;0;0;0;0;0
Paulo Henrique Ganso 2024;20240704;2;2;0;30.5;0;0;0
Paulo Henrique Ganso 2024;20240705;2;1;0;1.5;0;0;0
Paulo Henrique Ganso 2024;20240707;2;1;0;12;0;0;0
Paulo Lino 1982;20240702;2;2;2;0;0;0;0
Paysandu 0 X 0 Fluminense;20240703;2;2;2;28.5;0;0;0
Proximos Jogos;20240704;2;2;0;60.5;0;0;0
Proximos Jogos;20240705;2;1;0;19.5;0;0;0
Proximos Jogos;20240706;2;2;0;8;0;0;0
Racca Rovers 1 X 2 Fluminense;20240704;2;1;0;4;0;0;0
Ranking de Tecnicos Adversarios;20240701;2;2;0;16;0;0;0
Remo 2 X 1 Fluminense;20240707;2;2;2;0;0;0;0
Renato Chaves 2018;20240705;2;1;0;4;0;0;0
Ricardo Rocha 1996;20240707;2;1;1;0;0;0;0
Rio Cricket 0 X 4 Fluminense;20240706;2;1;0;1.5;0;0;0
Rio Cricket 2 X 3 Fluminense;20240706;2;1;0;1;0;0;0
Roberto Brum 2002;20240707;2;1;0;4.5;0;0;0
Santos 2 X 1 Fluminense;20240701;2;2;0;3;0;0;0
Selecao Italia 5 X 3 Fluminense;20240701;2;2;2;3;0;0;0
Sequencias;20240707;2;1;0;41;0;0;0
Sequencias - Brasileiro;20240701;2;2;0;19;0;0;0
Sequencias - Brasileiro;20240705;2;2;0;16;0;0;0
Sequencias - Brasileiro;20240707;2;1;0;31.5;0;0;0
Sequencias Qtd;20240707;2;1;0;31;0;0;0
Sequencias em Campeonato;20240705;2;2;0;8.5;0;0;0
Sao Januario;20240703;2;1;0;0;0;0;0
Sergio Alves 1998;20240704;2;2;0;24;0;0;0
Tec - Mano Menezes;20240705;2;2;0;26.5;0;0;0
Thiago Neves 2013;20240703;2;1;0;0;0;0;0
Timeline Tecnicos;20240702;2;2;0;137.5;0;0;0
Todos os Jogos contra Fortaleza-CE;20240706;2;2;0;34.5;0;0;0
Todos os Jogos contra Fortaleza-CE;20240707;2;2;0;4.5;0;0;0
Todos os Jogos contra Parana-PR;20240706;2;1;0;47;0;0;0
Todos os Jogos no(a) Engenheiro Araripe;20240701;2;1;1;0;0;0;0
Tecnico;20240707;2;2;0;12;0;0;0
Vitoria BA 1 X 2 Fluminense;20240701;2;2;0;15;0;0;0
Arbitro;20240702;2;1;1;0;0;0;0
Arbitros;20240702;2;2;0;5;0;0;0
Arbitros;20240705;2;2;0;19;0;0;0
Ultimas Sequencias de 10 jogos;20240707;2;1;0;10;0;0;0
Ultimas Sequencias de 10 no Brasileiro;20240701;2;2;0;8.5;0;0;0
Ultimas Sequencias de 11 jogos;20240707;2;1;0;20;0;0;0
Ultimas Sequencias de 9 jogos;20240707;2;1;0;12.5;0;0;0
Ultimas Sequencias de 9 no Brasileiro;20240701;2;2;0;6.5;0;0;0
(not set);20240704;1;1;0;9;0;0;0
(not set);20240705;1;1;0;57;0;0;0
2024 x 2018;20240701;1;1;0;68;0;0;0
30 Adversarios que mais jogamos;20240705;1;1;0;12;0;0;0
30 Adversarios que mais jogamos;20240706;1;1;0;0;0;0;0
30 Adversarios que mais jogamos;20240707;1;1;0;0;0;0;0
40 Maiores idolos;20240702;1;1;0;34;0;0;0
4º lugar;20240701;1;0;0;0;0;0;0
ABC 1 X 1 Fluminense;20240701;1;1;0;73;0;0;0
AZ 67 Alkmaar 2 X 2 Fluminense;20240704;1;1;0;4;0;0;0
Abel 1976;20240704;1;1;0;12;0;0;0
Abel Hernandez 2021;20240704;1;1;0;62;0;0;0
Abel x Mano Menezes;20240702;1;1;0;27;0;0;0
Adriano Magrao 2007;20240704;1;1;0;8;0;0;0
Adversario;20240701;1;1;0;6;0;0;0
Adversario;20240702;1;1;0;2;0;0;0
Adversario;20240703;1;1;0;2;0;0;0
Adversario x Campeonato x Estadio;20240702;1;1;0;10;0;0;0
Adversario x Estadio;20240702;1;1;0;10;0;0;0
Adversario x Estadio;20240703;1;1;0;13;0;0;0
Adversario x Estadio;20240705;1;1;0;33;0;0;0
Adversario x Arbitro;20240702;1;1;0;17;0;0;0
Adversarios Argentina;20240704;1;1;0;4;0;0;0
Adversarios em vantagem;20240706;1;1;0;2;0;0;0
Ailton 2014;20240702;1;1;0;1;0;0;0
Ajax 2 X 2 Fluminense;20240704;1;1;0;7;0;0;0
Al Ahli Saudi 2 X 3 Fluminense;20240705;1;1;0;17;0;0;0
Alberto da Gama Malcher;20240703;1;1;0;6;0;0;0
Aldo 1987;20240704;1;1;0;123;0;0;0
Alexandre 1983;20240702;1;1;0;19;0;0;0
Alexandre 1983;20240703;1;1;0;3;0;0;0
Alexandre Jesus 2024;20240704;1;1;0;5;0;0;0
Alexandre Jesus 2024;20240706;1;1;1;0;0;0;0
Alexandre Seixas 1996;20240705;1;1;1;67;0;0;0
Alexsander 2024;20240704;1;1;0;5;0;0;0
Alianza Lima 1 X 1 Fluminense;20240701;1;1;0;12;0;0;0
Amarelos do Andre - 2024;20240705;1;1;0;9;0;0;0
Amarelos do Paulo Henrique Ganso - 2024;20240707;1;1;0;34;0;0;0
Amauri 1983;20240702;1;1;0;20;0;0;0
Amauri 1983;20240705;1;1;0;5;0;0;0
Americano 0 X 3 Fluminense;20240703;1;1;0;4;0;0;0
Americano 1 X 0 Fluminense;20240704;1;1;0;16;0;0;0
Americano 1 X 3 Fluminense;20240702;1;1;0;51;0;0;0
Americano 1 X 5 Fluminense;20240701;1;1;0;3;0;0;0
Americano 2 X 3 Fluminense;20240701;1;1;0;2;0;0;0
Amistoso 1998;20240705;1;1;1;70;0;0;0
Amistoso Internacional 1908;20240703;1;1;0;1;0;0;0
Amistoso Internacional 1909;20240703;1;1;0;4;0;0;0
Amoroso 1968;20240705;1;1;0;6;0;0;0
America 0 X 2 Fluminense;20240703;1;1;0;4;0;0;0
America 0 X 2 Fluminense;20240704;1;1;0;10;0;0;0
America 1 X 1 Fluminense;20240701;1;1;0;12;0;0;0
America 2 X 1 Fluminense;20240707;1;1;0;9;0;0;0
America MG 0 X 3 Fluminense;20240704;1;1;0;17;0;0;0
America MG 3 X 0 Fluminense;20240701;1;1;0;0;0;0;0
America Mexico 1 X 0 Fluminense;20240701;1;1;0;1;0;0;0
America RN 0 X 0 Fluminense;20240704;1;1;0;9;0;0;0
America RN 1 X 0 Fluminense;20240705;1;1;0;8;0;0;0
Anderson Daronco;20240703;1;1;0;2;0;0;0
Andre 2024;20240701;1;0;0;0;0;0;0
Andre Lima 2010;20240705;1;1;0;3;0;0;0
Aniversariantes do dia;20240702;1;1;0;4;0;0;0
Aniversariantes em 02 / 07;20240702;1;1;0;2;0;0;0
Ano 1982;20240702;1;1;0;6;0;0;0
Ano a ano;20240702;1;1;0;6;0;0;0
Antonio Accioly;20240702;1;1;0;19;0;0;0
Antonio Carlos 2024;20240704;1;1;0;3;0;0;0
Antonio Carlos 1983;20240702;1;1;0;27;0;0;0
Aproveitamento de Tecnicos Adversarios;20240701;1;1;0;27;0;0;0
Argentinos Juniors 2 X 4 Fluminense;20240701;1;1;0;4;0;0;0
Ari de Oliveira;20240706;1;1;0;28;0;0;0
Arsenal de Sarandi 1 X 2 Fluminense;20240701;1;1;0;1;0;0;0
Arthur 1999;20240705;1;1;0;5;0;0;0
Artilheiros Estrangeiros;20240702;1;1;0;19;0;0;0
Artilheiros contra CRB;20240704;1;1;0;3;0;0;0
Artilheiros contra Corinthians;20240704;1;1;0;22;0;0;0
Artilheiros contra Cruzeiro;20240704;1;1;0;9;0;0;0
Artilheiros contra Duque de Caxias;20240704;1;1;0;8;0;0;0
Artilheiros contra Figueirense;20240704;1;1;0;19;0;0;0
Artilheiros contra Internacional;20240704;1;1;0;9;0;0;0
Artilheiros em jogos oficiais;20240702;1;1;0;19;0;0;0
Artilheiros mais novos;20240704;1;0;0;0;0;0;0
Artilheiros na temporada 2020;20240707;1;1;0;7;0;0;0
Artilheiros na temporada 2021;20240707;1;1;0;5;0;0;0
Artilheiros na temporada 2022;20240707;1;1;0;5;0;0;0
Artilheiros na temporada 2023;20240707;1;1;0;9;0;0;0
Artilheiros na temporada 2024;20240702;1;1;0;34;0;0;0
Artilheiros na temporada 2024;20240704;1;1;0;23;0;0;0
Artilheiros no(a) Brasileiro;20240704;1;1;0;4;0;0;0
Artilheiros por Adversario;20240702;1;1;0;810;0;0;0
Artilheiros por Adversario;20240704;1;1;0;0;0;0;0
Assis 1975;20240702;1;1;0;21;0;0;0
Assis 1987;20240702;1;1;0;9;0;0;0
Assis 1987;20240704;1;1;0;32;0;0;0
Assis 1996;20240702;1;1;0;6;0;0;0
Assis 1996;20240706;1;1;0;29;0;0;0
Assistencias contra Adversario;20240705;1;1;0;18;0;0;0
Assistencias contra Flamengo;20240705;1;1;0;11;0;0;0
Assistencias do Cristiano;20240706;1;1;0;4;0;0;0
Assistencias em Ano;20240702;1;1;0;1;0;0;0
Assistencias em Ano;20240704;1;1;0;3;0;0;0
Athletico PR 0 X 1 Fluminense;20240703;1;1;0;13;0;0;0
Athletico PR 0 X 1 Fluminense;20240704;1;1;0;10;0;0;0
Athletico PR 1 X 1 Fluminense;20240701;1;1;0;0;0;0;0
Athletico PR 2 X 2 Fluminense;20240701;1;1;0;1;0;0;0
Atilio Marotti;20240703;1;1;0;4;0;0;0
Atilio Marotti;20240706;1;1;0;35;0;0;0
Atletico GO 0 X 1 Fluminense;20240701;1;1;0;8;0;0;0
Atletico GO 1 X 4 Fluminense;20240701;1;1;0;2;0;0;0
Atletico GO 2 X 1 Fluminense;20240701;1;1;0;1;0;0;0
Atletico MG 1 X 0 Fluminense;20240701;1;1;0;0;0;0;0
Atletico MG 1 X 1 Fluminense;20240704;1;1;0;12;0;0;0
Atletico MG 1 X 2 Fluminense;20240705;1;1;0;3;0;0;0
Atletico MG 1 X 3 Fluminense;20240701;1;1;0;3;0;0;0
Atletico MG 2 X 0 Fluminense;20240705;1;1;0;2;0;0;0
Atletico MG 3 X 2 Fluminense;20240701;1;1;0;4;0;0;0
Audax 0 X 1 Fluminense;20240701;1;1;0;6;0;0;0
Avai 0 X 1 Fluminense;20240701;1;1;0;1;0;0;0
Avai 0 X 3 Fluminense;20240701;1;1;0;0;0;0;0
Bahia 0 X 2 Fluminense;20240701;1;1;0;4;0;0;0
Bahia 1 X 1 Fluminense;20240704;1;1;0;12;0;0;0
Bahia 2 X 1 Fluminense;20240701;1;1;0;4;0;0;0
Bahia 2 X 1 Fluminense;20240705;1;1;0;3;0;0;0
Bahia 2 X 2 Fluminense;20240702;1;1;0;13;0;0;0
Bahia 2 X 2 Fluminense;20240704;1;1;0;12;0;0;0
Bahia 3 X 0 Fluminense;20240701;1;1;0;2;0;0;0
Bangu 1 X 5 Fluminense;20240703;1;1;0;9;0;0;0
Bangu 2 X 0 Fluminense;20240705;1;1;0;9;0;0;0
Batatais 1946;20240702;1;1;1;127;0;0;0
