# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20231211
# Data de termino: 20231217
Titulo da pagina e nome da tela;Data e hora (AAAAMMDDHH);Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Conversoes;Receita total
Fluminense 1 X 0 Bayern de Munique;2023121218;22;22;21;21.272727272727273;0;0
Estatisticas Fluminense - Principal;2023121516;15;15;6;3.8666666666666667;0;0
Adversarios;2023121516;13;13;0;9.076923076923077;0;0
Fluminense x Al Ahly-Egito;2023121516;12;12;0;21.416666666666668;0;0
Estatisticas Fluminense - Principal;2023121517;10;10;4;1.7;0;0
Estatisticas Fluminense - Principal;2023121520;10;9;2;5.5;0;0
Fluminense x Al Ahly-Egito;2023121517;10;10;0;32.4;0;0
Estatisticas Fluminense - Principal;2023121111;8;7;2;3.125;0;0
Jogo;2023121111;8;8;0;45;0;0
Adversarios;2023121517;7;7;0;8.714285714285714;0;0
Al Ahly 1 X 2 Fluminense;2023121517;7;7;0;73.28571428571429;0;0
Estatisticas Fluminense - Principal;2023121415;7;7;0;4.428571428571429;0;0
Estatisticas Fluminense - Principal;2023121518;7;7;3;4.285714285714286;0;0
Jogo;2023121516;7;7;2;40.714285714285715;0;0
Al Ahly 1 X 2 Fluminense;2023121516;6;6;1;16.833333333333332;0;0
Estatisticas Fluminense - Principal;2023121122;6;6;1;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2023121311;6;6;1;5.166666666666667;0;0
Estatisticas Fluminense - Principal;2023121412;6;6;3;4.833333333333333;0;0
Estatisticas Fluminense - Principal;2023121714;6;6;2;5.833333333333333;0;0
Fluminense x Al Ahly-Egito;2023121518;6;6;0;8.333333333333334;0;0
Adversarios;2023121311;5;5;0;47.8;0;0
Adversarios;2023121518;5;5;0;16.4;0;0
Adversarios;2023121520;5;5;0;8.8;0;0
Consultas Especiais;2023121516;5;5;0;3;0;0
Estatisticas Fluminense - Principal;2023121109;5;5;2;13.2;0;0
Estatisticas Fluminense - Principal;2023121312;5;5;0;2.8;0;0
Estatisticas Fluminense - Principal;2023121315;5;5;1;9;0;0
Estatisticas Fluminense - Principal;2023121411;5;5;2;9.2;0;0
Estatisticas Fluminense - Principal;2023121521;5;5;1;14;0;0
Estatisticas Fluminense - Principal;2023121711;5;5;2;19;0;0
Estatisticas Fluminense - Principal;2023121712;5;5;0;4.4;0;0
Estatisticas Fluminense - Principal;2023121715;5;5;1;5.2;0;0
Estatisticas Fluminense - Principal;2023121717;5;5;2;4.8;0;0
Fluminense 2 X 3 ABC;2023121410;5;5;3;14.6;0;0
Jogo;2023121415;5;5;0;71.8;0;0
Jogo;2023121514;5;4;3;0.4;0;0
Brasileiro Serie B 1998;2023121410;4;4;1;10.75;0;0
Consultas Especiais;2023121518;4;4;0;4.25;0;0
Estatisticas Fluminense - Principal;2023121114;4;3;0;7.5;0;0
Estatisticas Fluminense - Principal;2023121221;4;3;0;5.5;0;0
Estatisticas Fluminense - Principal;2023121223;4;4;2;6;0;0
Estatisticas Fluminense - Principal;2023121314;4;4;2;7.75;0;0
Estatisticas Fluminense - Principal;2023121317;4;4;1;2.5;0;0
Estatisticas Fluminense - Principal;2023121318;4;4;0;4.5;0;0
Estatisticas Fluminense - Principal;2023121321;4;4;2;8.5;0;0
Estatisticas Fluminense - Principal;2023121515;4;4;1;7.5;0;0
Estatisticas Fluminense - Principal;2023121611;4;4;2;2;0;0
Estatisticas Fluminense - Principal;2023121622;4;4;1;2;0;0
Estatisticas Fluminense - Principal;2023121713;4;4;1;6.5;0;0
Estatisticas Fluminense - Principal;2023121720;4;4;0;4.75;0;0
Estatisticas Fluminense - Principal;2023121721;4;4;1;4;0;0
Jogador;2023121122;4;4;0;16.75;0;0
Jogador;2023121223;4;4;0;131.75;0;0
Jogador;2023121312;4;4;0;15;0;0
Jogo;2023121513;4;4;4;14.5;0;0
Jogo;2023121515;4;4;2;3.75;0;0
Adversarios;2023121317;3;2;0;14;0;0
Adversarios;2023121411;3;3;0;53;0;0
Adversarios;2023121412;3;3;0;29.333333333333332;0;0
Adversarios;2023121413;3;3;0;81.33333333333333;0;0
Adversarios;2023121713;3;3;0;11.666666666666666;0;0
Adversarios;2023121715;3;3;0;20;0;0
Al Ahly 1 X 2 Fluminense;2023121311;3;2;0;5.666666666666667;0;0
Al Ahly 1 X 2 Fluminense;2023121518;3;3;1;98.66666666666667;0;0
Campeonatos;2023121122;3;3;0;9.666666666666666;0;0
Consultas Especiais;2023121122;3;3;0;2.6666666666666665;0;0
Consultas Especiais;2023121123;3;3;0;3;0;0
Consultas Especiais;2023121311;3;3;0;5;0;0
Consultas Especiais;2023121412;3;3;0;2.3333333333333335;0;0
Consultas Especiais;2023121520;3;3;0;7.333333333333333;0;0
Consultas Especiais;2023121720;3;3;0;7.666666666666667;0;0
Curiosidades e Titulos;2023121520;3;3;0;50.666666666666664;0;0
Especiais Adversarios;2023121516;3;3;0;5.666666666666667;0;0
Estatisticas Fluminense - Principal;2023121100;3;3;1;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2023121113;3;3;0;103.66666666666667;0;0
Estatisticas Fluminense - Principal;2023121115;3;3;0;6.666666666666667;0;0
Estatisticas Fluminense - Principal;2023121117;3;2;1;2;0;0
Estatisticas Fluminense - Principal;2023121123;3;3;0;2;0;0
Estatisticas Fluminense - Principal;2023121209;3;3;1;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023121210;3;3;1;4.333333333333333;0;0
Estatisticas Fluminense - Principal;2023121218;3;3;0;2.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023121313;3;3;1;4.666666666666667;0;0
Estatisticas Fluminense - Principal;2023121319;3;3;0;9;0;0
Estatisticas Fluminense - Principal;2023121320;3;3;2;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2023121402;3;3;1;13.666666666666666;0;0
Estatisticas Fluminense - Principal;2023121410;3;3;0;5;0;0
Estatisticas Fluminense - Principal;2023121414;3;3;0;2;0;0
Estatisticas Fluminense - Principal;2023121416;3;3;2;5;0;0
Estatisticas Fluminense - Principal;2023121422;3;3;1;1.6666666666666667;0;0
Estatisticas Fluminense - Principal;2023121511;3;3;0;4;0;0
Estatisticas Fluminense - Principal;2023121512;3;3;0;319.3333333333333;0;0
Estatisticas Fluminense - Principal;2023121519;3;3;1;5.333333333333333;0;0
Estatisticas Fluminense - Principal;2023121606;3;3;1;8;0;0
Estatisticas Fluminense - Principal;2023121612;3;3;1;2.3333333333333335;0;0
Estatisticas Fluminense - Principal;2023121613;3;3;0;2;0;0
Estatisticas Fluminense - Principal;2023121617;3;3;2;1.3333333333333333;0;0
Estatisticas Fluminense - Principal;2023121619;3;3;0;2.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023121621;3;3;1;3.6666666666666665;0;0
Estatisticas Fluminense - Principal;2023121623;3;3;0;2;0;0
Estatisticas Fluminense - Principal;2023121719;3;3;0;6;0;0
Fluminense x Al Ahly-Egito;2023121311;3;3;0;18;0;0
Fluminense x Al Ahly-Egito;2023121519;3;3;0;18;0;0
Fluminense x Al Ahly-Egito;2023121520;3;3;0;28.666666666666668;0;0
Jogador;2023121114;3;2;0;11;0;0
Jogador;2023121117;3;3;0;27.666666666666668;0;0
Jogador;2023121121;3;3;0;23;0;0
Jogador;2023121218;3;3;0;47.333333333333336;0;0
Jogador;2023121313;3;3;0;50;0;0
Jogador;2023121315;3;3;0;138.66666666666666;0;0
Jogador;2023121721;3;3;0;5;0;0
Jogo;2023121101;3;3;0;109.33333333333333;0;0
Jogo;2023121109;3;3;0;74.33333333333333;0;0
Jogo;2023121311;3;3;0;8.666666666666666;0;0
Jogo;2023121316;3;3;0;8.333333333333334;0;0
Jogo;2023121318;3;3;0;13;0;0
Jogo;2023121411;3;2;0;4.666666666666667;0;0
Jogo;2023121510;3;3;0;11.666666666666666;0;0
Jogo;2023121521;3;3;1;57;0;0
Jogo;2023121711;3;3;0;160.66666666666666;0;0
(not set);2023121309;2;2;0;2.5;0;0
Adversario do mesmo pais;2023121516;2;2;0;86;0;0
Adversarios;2023121114;2;2;0;24;0;0
Adversarios;2023121320;2;2;0;8.5;0;0
Adversarios;2023121416;2;2;0;70.5;0;0
Adversarios;2023121519;2;2;0;34;0;0
Adversarios;2023121606;2;2;0;5;0;0
Adversarios;2023121608;2;2;1;14;0;0
Adversarios;2023121711;2;2;0;81;0;0
Adversarios;2023121712;2;2;0;40.5;0;0
Adversarios;2023121717;2;2;0;31;0;0
Adversarios;2023121721;2;2;0;12;0;0
Adversarios da Egito;2023121516;2;2;0;23.5;0;0
Al Ahly 1 X 2 Fluminense;2023121312;2;2;0;12;0;0
Al Ahly 1 X 2 Fluminense;2023121717;2;2;0;14.5;0;0
Al Ahly 1 X 2 Fluminense;2023121721;2;2;0;9;0;0
Amistoso Internacional 1982;2023121312;2;2;1;7.5;0;0
America MG 1 X 0 Fluminense;2023121621;2;2;0;2.5;0;0
Bangu 3 X 5 Fluminense;2023121712;2;1;0;15.5;0;0
Brasileiro Serie B 1998;2023121108;2;2;2;55.5;0;0
Brasileiro Serie B 1998;2023121110;2;2;2;6;0;0
Brasileiro Serie B 1998;2023121112;2;2;1;15;0;0
