# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240219
# Data de termino: 20240225
Nº dia;Usuarios
0000;77
0001;93
0002;99
0003;128
0004;401
0005;88
0006;99

# Data de inicio: 20240219
# Data de termino: 20240225
Nº dia;Novos usuarios
0000;39
0001;65
0002;66
0003;88
0004;358
0005;49
0006;57

# Qual e a origem dos novos usuarios?
# Data de inicio: 20240219
# Data de termino: 20240225
Grupo principal de canais do primeiro usuario (Agrupamento de canais padrao);Novos usuarios
Organic Search;585
Direct;126
Referral;7
Organic Social;4

#  
# Data de inicio: 20240219
# Data de termino: 20240225
Titulo da pagina e classe da tela;Visualizacoes
Estatisticas Fluminense - Principal;597
Mascotes;357
Jogador;317
Arbitros;204
Adversarios;196
Consultas Especiais;163
Jogo;130
Fluminense x LDU-Equador;112
Informacoes Gerais;101
Estadios;85
Campeonatos;81
Tecnico;60
Adversarios Equador;59
Fluminense x Flamengo-RJ;52
Especiais Jogadores;51
Facundo Tello;44
Especiais Adversarios;39
Curiosidades e Titulos;38
Disputa de penalti;35
Camisa;34
Graficos;29
Fluminense 2 X 3 ABC;26
Fluminense x Botafogo-RJ;26
German Cano 2024;26
Yuri Elino Ferreira da Cruz;26
Passagem de Tecnico;23
Tec - Fernando Diniz;21
Camisa ano a ano;20
PSV Eindhoven 1 X 1 Fluminense;20
Casa Blanca;19
Especiais Gerais;19
Todas as camisas;19
Especiais Classicos;17
Brasileiro Serie B 1998;16
Creditos;16
Ezequiel 2019;15
Fluminense x Vasco-RJ;15
Botafogo SP 1 X 1 Fluminense;14
Carioca 2016;13
Especiais Jogos;13
LDU 2 X 1 Fluminense;13
Libertadores da America 2023;13
Raphael Claus;13
Andres Rojas;12
Fluminense x Universidad de Quito-Equador;12
Adversario do mesmo pais;11
Especiais Estadios;11
Fluminense 4 X 1 Flamengo;11
Especiais Tecnico;10
Fluminense 1 X 0 LDU;10
LDU 1 X 0 Fluminense;10
Madureira 0 X 1 Fluminense;10
Maiores Artilheiros;10
Tec - Abel;10
Adversarios da Equador;9
Flamengo 1 X 1 Fluminense;9
Fluminense 0 X 0 Flamengo;9
Fluminense x Barcelona Guaiaquil-Equador;9
Fluminense x Selecao Pichincha-CS;9
Jhon Arias 2024;9
Maiores Publicos - Classicos;9
Terceira 2023;9
Treinador com mais campeonatos disputados;9
Distribuicao dos publicos;8
Fale Conosco;8
Libertadores da America 2008;8
Maracana;8
Milan 0 X 1 Fluminense;8
Todos os Jogos contra Flamengo-RJ;8
Treinador com mais jogos;8
Adversario x Campeonato;7
Aniversariantes em 20 / 02;7
Classicos Regionais;7
Especiais Resultados;7
Flamengo 0 X 0 Fluminense;7
Fluminense 0 X 0 Vasco;7
Fluminense 2 X 2 Flamengo;7
Fluminense x Treze-PB;7
LDU 4 X 2 Fluminense;7
Laranjeiras;7
Mais jogos no(a) Copa Sul Americana;7
Paulo Henrique Ganso 2024;7
Samuel Xavier 2023;7
Tec - Marcao;7
Andre 2024;6
Artilheiros contra Flamengo;6
Camisas em 1994;6
Carioca 2024;6
Especiais Campeonatos;6
Fernando Diniz em Classicos;6
Fluminense 1 X 0 America;6
Fluminense 1 X 1 Atletico MG;6
Fluminense 2 X 1 Flamengo;6
Fluminense x Emelec-Equador;6
Fluminense x Moto Club-MA;6
Fluminense x Norte America-Equador;6
Fabio 2024;6
Jogador x Adversario;6
Keno 2024;6
Linhares 1 X 1 Fluminense;6
Maior Artilheiro contra Adversario;6
Adversario por ano;5
Bangu 0 X 0 Fluminense;5
Boavista 2 X 2 Fluminense;5
Botafogo 1 X 1 Fluminense;5
Camisas em 1997;5
Camisas em 1998;5
Carioca 1940;5
Classicos por periodo;5
Copa Sul Americana 2017;5
Especiais Presidentes;5
Flamengo 2 X 0 Fluminense;5
Fluminense 1 X 1 Flamengo;5
Fluminense 1 X 1 Vasco;5
Fluminense 1 X 2 Flamengo;5
Fluminense 2 X 1 Portuguesa;5
Fluminense 2 X 2 Internacional;5
Fluminense 5 X 3 Goias;5
Fluminense x Bangu-RJ;5
Fluminense x Boca Juniors-Argentina;5
Fluminense x Filabanco-Equador;5
Fluminense x Olmedo-Equador;5
Fluminense x Universidad Catolica-Chile;5
Juventude 6 X 0 Fluminense;5
Lista de Adversario do mesmo pais;5
Maior Artilheiro em Campeonato;5
Mais jogos no(a) Libertadores da America;5
Manoel 2023;5
Marcos Junior 2018;5
Murilo 2003;5
Renato Gaucho 1997;5
Rio Cricket 1 X 2 Fluminense;5
Sao Paulo 1 X 0 Fluminense;5
Thiago Neves 2013;5
Thiago Santos 2024;5
Todos os Jogos no(a) Laranjeiras;5
Torneio Relampago 1946;5
Tecnicos em Classico;5
Vasco 1 X 1 Fluminense;5
Vasco 2 X 0 Fluminense;5
Volta Redonda 1 X 1 Fluminense;5
XV de Piracicaba 1 X 1 Fluminense;5
Ultimos 1228 classicos;5
30 Adversarios que mais jogamos;4
Adversario x Arbitro;4
Alfredo Jaconi;4
Americano 2 X 2 Fluminense;4
America 0 X 2 Fluminense;4
Ano a ano;4
Aproveitamento Tecnicos no;4
Audax 0 X 1 Fluminense;4
Boca Juniors 1 X 2 Fluminense;4
Botafogo 0 X 1 Fluminense;4
Botafogo 2 X 0 Fluminense;4
Camisas em 1995;4
