# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240422
# Data de termino: 20240428
Nº dia;Novos usuarios
0000;62
0001;53
0002;62
0003;133
0004;63
0005;53
0006;106

# Data de inicio: 20240422
# Data de termino: 20240428
Nº dia;Usuarios recorrentes
0000;60
0001;41
0002;46
0003;55
0004;51
0005;49
0006;50

#  
# Data de inicio: 20240422
# Data de termino: 20240428
Coorte;Dia 1;Dia 7
0;0.04838709677419355;0
1;0.018867924528301886;0
2;0.01639344262295082;0
3;0.007518796992481203;0
4;0.015873015873015872;0
5;0.05660377358490566;0
6;0;0

#  
# Data de inicio: 20240422
# Data de termino: 20240428
Coorte;Dia 1;Dia 7
0;32.666666666666664;0
1;2833;0
2;151;0
3;11;0
4;14;0
5;79.33333333333333;0
6;0;0

#  
# Data de inicio: 20240318
# Data de termino: 20240428
Coorte;Usuarios
0000;1
0001;0.025295109612141653
0002;0.01412180052956752
0003;0.008133755083596927
0004;0.01441860465116279
0005;0.0074367873078829945
0006;0.007157464212678937
0007;0.007356805044666317
0008;0.00977729494839761
0009;0.0056022408963585435
0010;0.0029394473838918285
0011;0.003056234718826406
0012;0.005044136191677175
0013;0.004596191726854892
0014;0.008339124391938846
0015;0.004307250538406317
0016;0.0037257824143070045
0017;0.00477326968973747
0018;0.0050041701417848205
0019;0.0060396893874029335
0020;0.005509641873278237
0021;0.006066734074823054
0022;0.006309148264984227
0023;0.006593406593406593
0024;0.0056625141562853904
0025;0.0035294117647058825
0026;0.0037220843672456576
0027;0.0027548209366391185
0028;0.007462686567164179
0029;0.004694835680751174
0030;0.0016863406408094434
0031;0.0036429872495446266
0032;0.008048289738430584
0033;0.006696428571428571
0034;0.002512562814070352
0035;0.0026954177897574125
0036;0.0029585798816568047
0037;0
0038;0
0039;0
0040;0
0041;0

#  
# Data de inicio: 20240318
# Data de termino: 20240428
Coorte;Tempo medio de engajamento
0000;86.94576607285991
0001;253.72420634920633
0002;160.02439024390245
0003;297.025
0004;141.1324786324786
0005;43.69736842105263
0006;58.054054054054056
0007;16.791666666666668
0008;55.43333333333334
0009;24.33823529411765
0010;18.484848484848484
0011;38.703125
0012;25.161290322580644
0013;17.6
0014;32.741379310344826
0015;30.142857142857142
0016;20.40740740740741
0017;32.57692307692308
0018;23.5
0019;39.625
0020;15.347826086956522
0021;67.02272727272727
0022;40.04761904761905
0023;34.625
0024;20.342105263157894
0025;2.7777777777777777
0026;16
0027;7.5
0028;46.06666666666667
0029;52.75
0030;1.5384615384615385
0031;5.416666666666667
0032;42.09090909090909
0033;45.1
0034;25.22222222222222
0035;4.375
0036;96.71428571428571
0037;0
0038;0
0039;0
0040;0
0041;0

#  
# Data de inicio: 20231231
# Data de termino: 20240428
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
