# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240318
# Data de termino: 20240324
Nº dia;Novos usuarios
0000;72
0001;61
0002;53
0003;29
0004;41
0005;39
0006;44

# Data de inicio: 20240318
# Data de termino: 20240324
Nº dia;Usuarios recorrentes
0000;57
0001;62
0002;37
0003;26
0004;31
0005;24
0006;26

#  
# Data de inicio: 20240318
# Data de termino: 20240324
Coorte;Dia 1;Dia 7
0;0.04225352112676056;0
1;0.03278688524590164;0
2;0;0
3;0;0
4;0;0
5;0.02564102564102564;0
6;0;0

#  
# Data de inicio: 20240318
# Data de termino: 20240324
Coorte;Dia 1;Dia 7
0;59.333333333333336;0
1;340.5;0
2;0;0
3;0;0
4;0;0
5;161;0
6;0;0

#  
# Data de inicio: 20240212
# Data de termino: 20240324
Coorte;Usuarios
0000;1
0001;0.021333333333333333
0002;0.01084850833010461
0003;0.00983477576711251
0004;0.006797281087564974
0005;0.009708737864077669
0006;0.0062009094667217855
0007;0.008057675996607293
0008;0.003935286401399213
0009;0.004044943820224719
0010;0.005519779208831647
0011;0.00468384074941452
0012;0.005760921747479597
0013;0.004407443682664055
0014;0.0034860557768924302
0015;0.003051881993896236
0016;0.00466804979253112
0017;0.0032626427406199023
0018;0.002774694783573807
0019;0.0028636884306987398
0020;0.0035398230088495575
0021;0.001212856276531231
0022;0.006269592476489028
0023;0.002680965147453083
0024;0.004338394793926247
0025;0.0038197097020626434
0026;0.005897219882055603
0027;0.005371530886302597
0028;0.001863932898415657
0029;0.0009643201542912247
0030;0.0020408163265306124
0031;0.0021482277121374865
0032;0.005235602094240838
0033;0.002061855670103093
0034;0.00477326968973747
0035;0.002824858757062147
0036;0.006349206349206349
0037;0.007407407407407408
0038;0.004830917874396135
0039;0.006329113924050633
0040;0
0041;0

#  
# Data de inicio: 20240212
# Data de termino: 20240324
Coorte;Tempo medio de engajamento
0000;88.65552560823984
0001;119.70238095238095
0002;92.8780487804878
0003;52.195833333333326
0004;86.57692307692308
0005;70.0657894736842
0006;77.10810810810811
0007;45.763888888888886
0008;17.37142857142857
0009;48.470588235294116
0010;90.56060606060606
0011;20.984375
0012;46.935483870967744
0013;36.36666666666667
0014;21.67241379310345
0015;43.035714285714285
0016;87
0017;28.442307692307693
0018;19.74
0019;21.458333333333332
0020;55.65217391304348
0021;56
0022;115.26984126984127
0023;77.5
0024;37.36842105263158
0025;72.11111111111111
0026;90.62745098039215
0027;98.21875
0028;40.2
0029;0.14285714285714285
0030;50.84615384615385
0031;27.166666666666668
0032;44.90909090909091
0033;54.1
0034;57.666666666666664
0035;5.375
0036;5.142857142857143
0037;14.916666666666666
0038;112.4
0039;3
0040;0
0041;0

#  
# Data de inicio: 20231126
# Data de termino: 20240324
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
