# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
# 
# Todos os usuarios
# Data de inicio: 20240610
# Data de termino: 20240616
Caminho da pagina e classe da tela;Data;Sessoes;Usuarios;Novos usuarios;Tempo de engajamento medio por sessao;Eventos principais;Receita total;Taxa de eventos principais da sessao
/estadio;20240615;2;2;0;52;0;0;0
/jogador;20240610;16;13;1;45.75;0;0;0
/campeonato;20240614;6;4;0;41.5;0;0;0
/adversario;20240611;30;26;0;34.733333333333334;0;0;0
/campeonato;20240610;8;7;0;31.25;0;0;0
/jogador;20240612;22;15;1;30.818181818181817;0;0;0
/jogador;20240614;20;16;0;30.7;0;0;0
/estadio;20240616;1;1;0;29;0;0;0
/arbitro;20240614;5;5;0;28.2;0;0;0
/adversario;20240610;22;19;0;26.636363636363637;0;0;0
/jogador;20240613;19;12;0;25.526315789473685;0;0;0
/jogador;20240615;25;21;4;24.28;0;0;0
/tecnico;20240611;3;2;0;23.666666666666668;0;0;0
/adversario;20240615;5;3;0;22.2;0;0;0
/campeonato;20240615;5;5;0;22.2;0;0;0
/adversario;20240612;17;14;0;22.176470588235293;0;0;0
/jogador;20240616;11;11;0;19.454545454545453;0;0;0
/tecnico;20240614;3;3;0;19;0;0;0
/estadio;20240614;3;2;0;18.333333333333332;0;0;0
/jogador;20240611;26;17;2;18.307692307692307;0;0;0
/adversario;20240616;6;6;0;18.166666666666668;0;0;0
/arbitro;20240613;3;2;0;17.333333333333332;0;0;0
/tecnico;20240613;3;3;0;16;0;0;0
/adversario;20240614;11;11;0;15.909090909090908;0;0;0
/campeonato;20240616;4;4;0;15;0;0;0
/adversario;20240613;14;11;0;13.642857142857142;0;0;0
/campeonato;20240612;8;8;0;13;0;0;0
/campeonato;20240611;5;5;0;11.6;0;0;0
/estadio;20240611;3;3;0;10.666666666666666;0;0;0
/arbitro;20240610;4;4;0;10.5;0;0;0
/arbitro;20240611;6;5;0;9.833333333333334;0;0;0
/estadio;20240612;3;3;0;6.666666666666667;0;0;0
/campeonato;20240613;1;1;0;6;0;0;0
/tecnico;20240612;3;2;0;6;0;0;0
/arbitro;20240615;4;3;0;5.5;0;0;0
/tecnico;20240615;1;1;0;3;0;0;0
