# ----------------------------------------
# Exportacao do CSV de relatorio
# Conta: Rodrigo_fluzao
# Propriedade: RodrigoFlu
# ----------------------------------------
#  
# Data de inicio: 20240610
# Data de termino: 20240616
Nº dia;Novos usuarios
0000;44
0001;100
0002;51
0003;46
0004;37
0005;77
0006;35

# Data de inicio: 20240610
# Data de termino: 20240616
Nº dia;Usuarios recorrentes
0000;43
0001;59
0002;40
0003;38
0004;45
0005;45
0006;27

#  
# Data de inicio: 20240610
# Data de termino: 20240616
Coorte;Dia 1;Dia 7
0;0.06818181818181818;0
1;0.01;0
2;0.0196078431372549;0
3;0.044444444444444446;0
4;0;0
5;0.012987012987012988;0
6;0;0

#  
# Data de inicio: 20240610
# Data de termino: 20240616
Coorte;Dia 1;Dia 7
0;327.6666666666667;0
1;112;0
2;23;0
3;178;0
4;0;0
5;0;0
6;0;0

#  
# Data de inicio: 20240506
# Data de termino: 20240616
Coorte;Usuarios
0000;1
0001;0.027859856479527226
0002;0.01453612654980761
0003;0.009283819628647215
0004;0.00943820224719101
0005;0.007798165137614679
0006;0.007515265382808831
0007;0.010349926071956629
0008;0.008564231738035265
0009;0.008234688625836336
0010;0.004764425622022234
0011;0.004880694143167028
0012;0.004997223764575236
0013;0.00739476678043231
0014;0.005875440658049354
0015;0.00547112462006079
0016;0.00505369551484523
0017;0.003949967083607637
0018;0.005427408412483039
0019;0.0056657223796034
0020;0.0044943820224719105
0021;0.005451713395638629
0022;0.0008176614881439084
0023;0.0069084628670120895
0024;0.005323868677905945
0025;0.006578947368421052
0026;0.0010080645161290322
0027;0.004357298474945534
0028;0.004640371229698376
0029;0.0050062578222778474
0030;0.0026455026455026454
0031;0
0032;0.0015360983102918587
0033;0.007194244604316547
0034;0.003952569169960474
0035;0
0036;0.002638522427440633
0037;0
0038;0.0036900369003690036
0039;0
0040;0
0041;0.011235955056179775

#  
# Data de inicio: 20240506
# Data de termino: 20240616
Coorte;Tempo medio de engajamento
0000;95.60495563812921
0001;240.2571428571428
0002;113.21544715447153
0003;149.05
0004;120.08974358974359
0005;121.42105263157895
0006;63.78378378378378
0007;97.32638888888889
0008;96.82857142857142
0009;72.83823529411765
0010;99.16666666666667
0011;67.984375
0012;31.967741935483872
0013;75.21666666666667
0014;92.60344827586206
0015;100.14285714285714
0016;98.75925925925925
0017;51.5
0018;139.68
0019;37.50694444444444
0020;18.608695652173914
0021;37.25757575757576
0022;4.714285714285714
0023;112.25
0024;37.578947368421055
0025;38.111111111111114
0026;2
0027;40.0625
0028;145.13333333333333
0029;19.5
0030;10.461538461538462
0031;0
0032;8.909090909090908
0033;70.9
0034;25.11111111111111
0035;0
0036;14.142857142857142
0037;0
0038;2.2
0039;0
0040;0
0041;234

#  
# Data de inicio: 20240218
# Data de termino: 20240616
Coorte;LTV
0000;0
0001;0
0002;0
0003;0
0004;0
0005;0
0006;0
0007;0
0008;0
0009;0
0010;0
0011;0
0012;0
0013;0
0014;0
0015;0
0016;0
0017;0
0018;0
0019;0
0020;0
0021;0
0022;0
0023;0
0024;0
0025;0
0026;0
0027;0
0028;0
0029;0
0030;0
0031;0
0032;0
0033;0
0034;0
0035;0
0036;0
0037;0
0038;0
0039;0
0040;0
0041;0
0042;0
0043;0
0044;0
0045;0
0046;0
0047;0
0048;0
0049;0
0050;0
0051;0
0052;0
0053;0
0054;0
0055;0
0056;0
0057;0
0058;0
0059;0
0060;0
0061;0
0062;0
0063;0
0064;0
0065;0
0066;0
0067;0
0068;0
0069;0
0070;0
0071;0
0072;0
0073;0
0074;0
0075;0
0076;0
0077;0
0078;0
0079;0
0080;0
0081;0
0082;0
0083;0
0084;0
0085;0
0086;0
0087;0
0088;0
0089;0
0090;0
0091;0
0092;0
0093;0
0094;0
0095;0
0096;0
0097;0
0098;0
0099;0
0100;0
0101;0
0102;0
0103;0
0104;0
0105;0
0106;0
0107;0
0108;0
0109;0
0110;0
0111;0
0112;0
0113;0
0114;0
0115;0
0116;0
0117;0
0118;0
0119;0
